Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:20:11
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       261962702.65         39755641.60         28284759.15         17789156.40
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  261962702.65         39755641.60         28284759.15         17789156.40
MidReek    1                       207111609.48         38212850.12         30409389.45         19125401.85
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  207111609.48         38212850.12         30409389.45         19125401.85
LowerReek  1                       122962576.65         22852178.33         17949453.48         11288964.26
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  122962576.65         22852178.33         17949453.48         11288964.26
Totals     1                       592036888.78        100820670.05         76643602.07         48203522.51
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  592036888.78        100820670.05         76643602.07         48203522.51
