CONIPOS,CONKPOS,SWAT,CONBPRES,PRESSURE,CONJPOS,SGAS,CONIDX,WELL,DATE,DEPTH,WELLMODEL,DRAWDOWN
22,29,1.0,303.64569091796875,303.64569091796875,29,0.0,22,R_A2,2018-01-01,1679.7061767578125,STANDARD,0
22,30,1.0,303.8133544921875,303.8133544921875,29,0.0,23,R_A2,2018-01-01,1681.4754638671875,STANDARD,0
22,31,1.0,303.98101806640625,303.98101806640625,29,0.0,24,R_A2,2018-01-01,1683.2447509765625,STANDARD,0
28,1,0.6481541991233826,298.53814697265625,298.53814697265625,41,0.0,1,R_A3,2018-01-01,1609.243408203125,STANDARD,0
28,2,0.19717952609062195,298.676513671875,298.676513671875,41,0.0,2,R_A3,2018-01-01,1611.3077392578125,STANDARD,0
28,3,0.15042813122272491,298.8148498535156,298.8148498535156,41,0.0,3,R_A3,2018-01-01,1613.3720703125,STANDARD,0
28,4,0.6481541991233826,298.9532165527344,298.9532165527344,41,0.0,4,R_A3,2018-01-01,1615.4365234375,STANDARD,0
28,5,0.8328844904899597,299.0915832519531,299.0915832519531,41,0.0,5,R_A3,2018-01-01,1617.5008544921875,STANDARD,0
28,6,0.6481541991233826,299.2299499511719,299.2299499511719,41,0.0,6,R_A3,2018-01-01,1619.565185546875,STANDARD,0
29,6,0.6481541991233826,298.54638671875,298.54638671875,41,0.0,7,R_A3,2018-01-01,1609.3663330078125,STANDARD,0
29,7,0.19782783091068268,298.68377685546875,298.68377685546875,41,0.0,8,R_A3,2018-01-01,1611.4163818359375,STANDARD,0
29,8,0.1995648592710495,298.8211669921875,298.8211669921875,41,0.0,9,R_A3,2018-01-01,1613.46630859375,STANDARD,0
29,9,0.7997170090675354,298.95855712890625,298.95855712890625,41,0.0,10,R_A3,2018-01-01,1615.516357421875,STANDARD,0
29,10,0.8015515208244324,299.095947265625,299.095947265625,41,0.0,11,R_A3,2018-01-01,1617.5662841796875,STANDARD,0
29,11,0.04906727373600006,299.24237060546875,299.24237060546875,41,0.0,12,R_A3,2018-01-01,1619.750732421875,STANDARD,0
29,12,0.05435820296406746,299.3978271484375,299.3978271484375,41,0.0,13,R_A3,2018-01-01,1622.0697021484375,STANDARD,0
29,13,0.36790597438812256,299.5532531738281,299.5532531738281,41,0.0,14,R_A3,2018-01-01,1624.388671875,STANDARD,0
29,15,0.5019171237945557,299.8641662597656,299.8641662597656,41,0.0,15,R_A3,2018-01-01,1629.026611328125,STANDARD,0
29,16,0.8088846802711487,299.992919921875,299.992919921875,41,0.0,16,R_A3,2018-01-01,1630.9468994140625,STANDARD,0
29,27,0.6481541991233826,300.16583251953125,300.16583251953125,41,0.0,17,R_A3,2018-01-01,1633.5262451171875,STANDARD,0
29,28,0.04671987146139145,300.40966796875,300.40966796875,41,0.0,18,R_A3,2018-01-01,1637.1630859375,STANDARD,0
29,29,0.052011314779520035,300.6535339355469,300.6535339355469,41,0.0,19,R_A3,2018-01-01,1640.8001708984375,STANDARD,0
29,30,0.6723677515983582,300.89739990234375,300.89739990234375,41,0.0,20,R_A3,2018-01-01,1644.4371337890625,STANDARD,0
29,31,0.06565839052200317,301.14129638671875,301.14129638671875,41,0.0,21,R_A3,2018-01-01,1648.0740966796875,STANDARD,0
30,1,0.05159545689821243,300.009033203125,300.009033203125,52,0.0,1,R_A4,2018-01-01,1631.1873779296875,STANDARD,0
31,1,0.049295369535684586,299.7571105957031,299.7571105957031,52,0.0,2,R_A4,2018-01-01,1627.4293212890625,STANDARD,0
31,2,0.05215280130505562,299.89520263671875,299.89520263671875,52,0.0,3,R_A4,2018-01-01,1629.4896240234375,STANDARD,0
31,3,0.054117489606142044,300.0333251953125,300.0333251953125,52,0.0,4,R_A4,2018-01-01,1631.5498046875,STANDARD,0
31,4,0.05574403703212738,300.17144775390625,300.17144775390625,52,0.0,5,R_A4,2018-01-01,1633.610107421875,STANDARD,0
32,4,0.05757410079240799,300.0901184082031,300.0901184082031,52,0.0,6,R_A4,2018-01-01,1632.3968505859375,STANDARD,0
32,4,0.05810001865029335,300.3236999511719,300.3236999511719,51,0.0,7,R_A4,2018-01-01,1635.880615234375,STANDARD,0
33,4,0.06064717099070549,300.4202575683594,300.4202575683594,51,0.0,8,R_A4,2018-01-01,1637.321044921875,STANDARD,0
33,3,0.058206330984830856,300.29644775390625,300.29644775390625,51,0.0,9,R_A4,2018-01-01,1635.474609375,STANDARD,0
33,4,0.2798222005367279,300.74395751953125,300.74395751953125,50,0.0,10,R_A4,2018-01-01,1642.1485595703125,STANDARD,0
34,4,0.6481541991233826,300.67578125,300.67578125,50,0.0,11,R_A4,2018-01-01,1641.132080078125,STANDARD,0
34,3,0.09663576632738113,300.5467224121094,300.5467224121094,50,0.0,12,R_A4,2018-01-01,1639.20703125,STANDARD,0
35,3,0.16213864088058472,300.66064453125,300.66064453125,50,0.0,13,R_A4,2018-01-01,1640.9061279296875,STANDARD,0
35,2,0.18770018219947815,300.53570556640625,300.53570556640625,50,0.0,14,R_A4,2018-01-01,1639.0426025390625,STANDARD,0
35,2,0.2386992871761322,300.72943115234375,300.72943115234375,49,0.0,15,R_A4,2018-01-01,1641.93212890625,STANDARD,0
36,30,0.09703515470027924,300.7579650878906,300.7579650878906,49,0.0,16,R_A4,2018-01-01,1642.357421875,STANDARD,0
36,30,0.05722138658165932,300.5735168457031,300.5735168457031,48,0.0,17,R_A4,2018-01-01,1639.6068115234375,STANDARD,0
37,30,0.06256399303674698,301.0526123046875,301.0526123046875,48,0.0,18,R_A4,2018-01-01,1646.7513427734375,STANDARD,0
38,30,0.6481541991233826,301.5025939941406,301.5025939941406,48,0.0,19,R_A4,2018-01-01,1653.461669921875,STANDARD,0
38,30,0.17424188554286957,301.7947998046875,301.7947998046875,47,0.0,20,R_A4,2018-01-01,1657.8184814453125,STANDARD,0
31,1,1.0,303.8440856933594,303.8440856933594,20,0.0,1,R_A5,2018-01-01,1685.026611328125,STANDARD,0
31,2,1.0,304.0601806640625,304.0601806640625,20,0.0,2,R_A5,2018-01-01,1687.3070068359375,STANDARD,0
31,3,1.0,304.27630615234375,304.27630615234375,20,0.0,3,R_A5,2018-01-01,1689.5875244140625,STANDARD,0
31,4,1.0,304.4924011230469,304.4924011230469,20,0.0,4,R_A5,2018-01-01,1691.8680419921875,STANDARD,0
31,5,1.0,304.7085266113281,304.7085266113281,20,0.0,5,R_A5,2018-01-01,1694.1485595703125,STANDARD,0
31,6,1.0,304.9246520996094,304.9246520996094,20,0.0,6,R_A5,2018-01-01,1696.4290771484375,STANDARD,0
31,7,1.0,305.446533203125,305.446533203125,20,0.0,7,R_A5,2018-01-01,1698.70947265625,STANDARD,0
31,11,1.0,305.988037109375,305.988037109375,20,0.0,8,R_A5,2018-01-01,1707.6488037109375,STANDARD,0
31,12,1.0,306.1695251464844,306.1695251464844,20,0.0,9,R_A5,2018-01-01,1709.5638427734375,STANDARD,0
31,12,1.0,305.4322814941406,305.4322814941406,21,0.0,10,R_A5,2018-01-01,1701.7845458984375,STANDARD,0
31,13,1.0,305.6291198730469,305.6291198730469,21,0.0,11,R_A5,2018-01-01,1703.735107421875,STANDARD,0
31,14,1.0,305.81396484375,305.81396484375,21,0.0,12,R_A5,2018-01-01,1705.6856689453125,STANDARD,0
31,15,1.0,305.9988098144531,305.9988098144531,21,0.0,13,R_A5,2018-01-01,1707.63623046875,STANDARD,0
31,16,1.0,306.3287048339844,306.3287048339844,21,0.0,14,R_A5,2018-01-01,1709.5867919921875,STANDARD,0
31,17,1.0,306.5135498046875,306.5135498046875,21,0.0,15,R_A5,2018-01-01,1711.537353515625,STANDARD,0
31,18,1.0,306.6856994628906,306.6856994628906,21,0.0,16,R_A5,2018-01-01,1713.35400390625,STANDARD,0
31,19,1.0,306.7843933105469,306.7843933105469,21,0.0,17,R_A5,2018-01-01,1714.3951416015625,STANDARD,0
31,27,1.0,306.75689697265625,306.75689697265625,21,0.0,18,R_A5,2018-01-01,1715.7628173828125,STANDARD,0
31,28,1.0,306.978271484375,306.978271484375,21,0.0,19,R_A5,2018-01-01,1718.098388671875,STANDARD,0
31,29,1.0,307.5054016113281,307.5054016113281,21,0.0,20,R_A5,2018-01-01,1720.43408203125,STANDARD,0
31,30,1.0,307.7267761230469,307.7267761230469,21,0.0,21,R_A5,2018-01-01,1722.7696533203125,STANDARD,0
31,31,1.0,307.9481506347656,307.9481506347656,21,0.0,22,R_A5,2018-01-01,1725.105224609375,STANDARD,0
17,1,1.0,305.11419677734375,305.11419677734375,42,0.0,1,R_A6,2018-01-01,1695.20263671875,STANDARD,0
17,2,1.0,305.2609558105469,305.2609558105469,42,0.0,2,R_A6,2018-01-01,1696.7510986328125,STANDARD,0
17,3,1.0,305.4076843261719,305.4076843261719,42,0.0,3,R_A6,2018-01-01,1698.299560546875,STANDARD,0
17,4,1.0,305.554443359375,305.554443359375,42,0.0,4,R_A6,2018-01-01,1699.84814453125,STANDARD,0
17,5,1.0,305.7012023925781,305.7012023925781,42,0.0,5,R_A6,2018-01-01,1701.3966064453125,STANDARD,0
17,6,1.0,305.84796142578125,305.84796142578125,42,0.0,6,R_A6,2018-01-01,1702.9451904296875,STANDARD,0
17,7,1.0,305.6956481933594,305.6956481933594,42,0.0,7,R_A6,2018-01-01,1704.49365234375,STANDARD,0
17,8,1.0,306.1414489746094,306.1414489746094,42,0.0,8,R_A6,2018-01-01,1706.042236328125,STANDARD,0
17,9,1.0,306.2882080078125,306.2882080078125,42,0.0,9,R_A6,2018-01-01,1707.5906982421875,STANDARD,0
17,10,1.0,306.1291809082031,306.1291809082031,42,0.0,10,R_A6,2018-01-01,1709.1392822265625,STANDARD,0
17,11,1.0,306.3109130859375,306.3109130859375,42,0.0,11,R_A6,2018-01-01,1711.055419921875,STANDARD,0
17,12,1.0,306.52734375,306.52734375,42,0.0,12,R_A6,2018-01-01,1713.3392333984375,STANDARD,0
17,13,1.0,306.7557678222656,306.7557678222656,42,0.0,13,R_A6,2018-01-01,1715.623046875,STANDARD,0
17,14,1.0,306.9721984863281,306.9721984863281,42,0.0,14,R_A6,2018-01-01,1717.9068603515625,STANDARD,0
17,15,1.0,307.18865966796875,307.18865966796875,42,0.0,15,R_A6,2018-01-01,1720.190673828125,STANDARD,0
17,16,1.0,307.55010986328125,307.55010986328125,42,0.0,16,R_A6,2018-01-01,1722.474365234375,STANDARD,0
17,17,1.0,307.7665710449219,307.7665710449219,42,0.0,17,R_A6,2018-01-01,1724.7581787109375,STANDARD,0
17,18,1.0,307.921630859375,307.921630859375,42,0.0,18,R_A6,2018-01-01,1726.394287109375,STANDARD,0
17,27,1.0,307.8930969238281,307.8930969238281,42,0.0,19,R_A6,2018-01-01,1727.7508544921875,STANDARD,0
17,28,1.0,308.3623352050781,308.3623352050781,42,0.0,20,R_A6,2018-01-01,1729.4755859375,STANDARD,0
17,29,1.0,308.52581787109375,308.52581787109375,42,0.0,21,R_A6,2018-01-01,1731.2001953125,STANDARD,0
17,30,1.0,308.68927001953125,308.68927001953125,42,0.0,22,R_A6,2018-01-01,1732.9249267578125,STANDARD,0
17,31,1.0,308.5469665527344,308.5469665527344,42,0.0,23,R_A6,2018-01-01,1734.649658203125,STANDARD,0
22,1,0.056755390018224716,296.9794616699219,296.9794616699219,30,0.0,1,R_A2,2018-03-01,1641.094970703125,STANDARD,0
22,2,0.057801615446805954,297.0996398925781,297.0996398925781,30,0.0,2,R_A2,2018-03-01,1642.8890380859375,STANDARD,0
22,3,0.06006398797035217,297.2198181152344,297.2198181152344,30,0.0,3,R_A2,2018-03-01,1644.68310546875,STANDARD,0
22,4,0.06776948273181915,297.3399963378906,297.3399963378906,30,0.0,4,R_A2,2018-03-01,1646.4771728515625,STANDARD,0
22,5,0.06900537014007568,297.460205078125,297.460205078125,30,0.0,5,R_A2,2018-03-01,1648.2713623046875,STANDARD,0
22,6,0.3111335337162018,297.60467529296875,297.60467529296875,30,0.0,6,R_A2,2018-03-01,1650.0654296875,STANDARD,0
22,7,0.8912695646286011,297.740234375,297.740234375,30,0.0,7,R_A2,2018-03-01,1651.859619140625,STANDARD,0
22,8,0.8772932887077332,297.8698425292969,297.8698425292969,30,0.0,8,R_A2,2018-03-01,1653.6536865234375,STANDARD,0
22,9,0.9036880731582642,298.2906494140625,298.2906494140625,30,0.0,9,R_A2,2018-03-01,1655.44775390625,STANDARD,0
22,10,0.9148029685020447,298.8386535644531,298.8386535644531,30,0.0,10,R_A2,2018-03-01,1657.2418212890625,STANDARD,0
22,11,0.0762239545583725,299.0518493652344,299.0518493652344,30,0.0,11,R_A2,2018-03-01,1659.1368408203125,STANDARD,0
22,12,0.0776703730225563,299.183837890625,299.183837890625,30,0.0,12,R_A2,2018-03-01,1661.132568359375,STANDARD,0
22,13,0.4621424674987793,299.34783935546875,299.34783935546875,30,0.0,13,R_A2,2018-03-01,1663.12841796875,STANDARD,0
22,14,0.5062881112098694,299.4844055175781,299.4844055175781,30,0.0,14,R_A2,2018-03-01,1665.1241455078125,STANDARD,0
22,15,0.6887895464897156,299.6227111816406,299.6227111816406,30,0.0,15,R_A2,2018-03-01,1667.1199951171875,STANDARD,0
22,16,0.9703924655914307,299.7570495605469,299.7570495605469,30,0.0,16,R_A2,2018-03-01,1669.11572265625,STANDARD,0
22,17,0.9495792984962463,299.8916320800781,299.8916320800781,30,0.0,17,R_A2,2018-03-01,1671.111572265625,STANDARD,0
22,18,0.9828805923461914,300.0177307128906,300.0177307128906,30,0.0,18,R_A2,2018-03-01,1672.9881591796875,STANDARD,0
22,18,0.9966225624084473,300.0098876953125,300.0098876953125,29,0.0,19,R_A2,2018-03-01,1674.229736328125,STANDARD,0
22,27,1.0,302.2101135253906,302.2101135253906,29,-9.758288621597444e-10,20,R_A2,2018-03-01,1676.1676025390625,STANDARD,0
22,28,1.0,303.1297302246094,303.1297302246094,29,2.5305595590949524e-20,21,R_A2,2018-03-01,1677.9368896484375,STANDARD,0
22,29,1.0,303.48944091796875,303.48944091796875,29,1.3328091407015575e-20,22,R_A2,2018-03-01,1679.7061767578125,STANDARD,0
22,30,1.0,303.7197265625,303.7197265625,29,-4.309134393196776e-21,23,R_A2,2018-03-01,1681.4754638671875,STANDARD,0
22,31,1.0,303.89678955078125,303.89678955078125,29,-2.949824938296691e-20,24,R_A2,2018-03-01,1683.2447509765625,STANDARD,0
31,1,1.0,281.3763427734375,281.3763427734375,20,-4.363243741192877e-15,1,R_A5,2018-04-28,1685.026611328125,STANDARD,0
31,2,1.0,281.59234619140625,281.59234619140625,20,-4.4313968591619055e-15,2,R_A5,2018-04-28,1687.3070068359375,STANDARD,0
31,3,1.0,281.80841064453125,281.80841064453125,20,-4.028136331435395e-15,3,R_A5,2018-04-28,1689.5875244140625,STANDARD,0
31,4,1.0,282.0241394042969,282.0241394042969,20,-4.353525732189029e-15,4,R_A5,2018-04-28,1691.8680419921875,STANDARD,0
31,5,1.0,282.23968505859375,282.23968505859375,20,-4.201658653976963e-15,5,R_A5,2018-04-28,1694.1485595703125,STANDARD,0
31,6,1.0,282.45538330078125,282.45538330078125,20,-3.2902418853689164e-15,6,R_A5,2018-04-28,1696.4290771484375,STANDARD,0
31,7,1.0,282.9897766113281,282.9897766113281,20,-9.645712624218065e-16,7,R_A5,2018-04-28,1698.70947265625,STANDARD,0
31,11,1.0,285.47430419921875,285.47430419921875,20,-3.2756439921621805e-11,8,R_A5,2018-04-28,1707.6488037109375,STANDARD,0
31,12,1.0,285.657470703125,285.657470703125,20,-1.3211703432658428e-11,9,R_A5,2018-04-28,1709.5638427734375,STANDARD,0
31,12,1.0,283.7546081542969,283.7546081542969,21,-5.153540788560562e-11,10,R_A5,2018-04-28,1701.7845458984375,STANDARD,0
31,13,1.0,283.95220947265625,283.95220947265625,21,-3.914706232788223e-12,11,R_A5,2018-04-28,1703.735107421875,STANDARD,0
31,14,1.0,284.137939453125,284.137939453125,21,-5.359680147615231e-12,12,R_A5,2018-04-28,1705.6856689453125,STANDARD,0
31,15,1.0,285.11328125,285.11328125,21,-3.802366407845703e-12,13,R_A5,2018-04-28,1707.63623046875,STANDARD,0
31,16,1.0,286.57623291015625,286.57623291015625,21,-4.3288996519341705e-12,14,R_A5,2018-04-28,1709.5867919921875,STANDARD,0
31,17,1.0,286.8182373046875,286.8182373046875,21,-1.3101760345038405e-12,15,R_A5,2018-04-28,1711.537353515625,STANDARD,0
31,18,1.0,287.12017822265625,287.12017822265625,21,-2.7581650071523134e-12,16,R_A5,2018-04-28,1713.35400390625,STANDARD,0
31,19,1.0,287.3222961425781,287.3222961425781,21,0.0,17,R_A5,2018-04-28,1714.3951416015625,STANDARD,0
31,27,1.0,287.3204650878906,287.3204650878906,21,-6.654571099891371e-13,18,R_A5,2018-04-28,1715.7628173828125,STANDARD,0
31,28,1.0,287.6509094238281,287.6509094238281,21,-9.088884159180743e-13,19,R_A5,2018-04-28,1718.098388671875,STANDARD,0
31,29,1.0,297.0741882324219,297.0741882324219,21,-1.1424327924770936e-18,20,R_A5,2018-04-28,1720.43408203125,STANDARD,0
31,30,1.0,298.02606201171875,298.02606201171875,21,1.1008470982057314e-20,21,R_A5,2018-04-28,1722.7696533203125,STANDARD,0
31,31,1.0,292.0375061035156,292.0375061035156,21,-2.2341162123420966e-13,22,R_A5,2018-04-28,1725.105224609375,STANDARD,0
28,1,0.6501250863075256,274.39544677734375,274.39544677734375,41,0.0,1,R_A3,2018-07-03,1609.243408203125,STANDARD,0
28,2,0.19781486690044403,274.5355224609375,274.5355224609375,41,0.0,2,R_A3,2018-07-03,1611.3077392578125,STANDARD,0
28,3,0.15151505172252655,274.67315673828125,274.67315673828125,41,0.0,3,R_A3,2018-07-03,1613.3720703125,STANDARD,0
28,4,0.6908690929412842,274.83642578125,274.83642578125,41,0.0,4,R_A3,2018-07-03,1615.4365234375,STANDARD,0
28,5,0.7660519480705261,277.73712158203125,277.73712158203125,41,0.0,5,R_A3,2018-07-03,1617.5008544921875,STANDARD,0
28,6,0.6496434211730957,278.03704833984375,278.03704833984375,41,0.0,6,R_A3,2018-07-03,1619.565185546875,STANDARD,0
29,6,0.6496186256408691,277.074462890625,277.074462890625,41,0.0,7,R_A3,2018-07-03,1609.3663330078125,STANDARD,0
29,7,0.19920814037322998,277.295166015625,277.295166015625,41,0.0,8,R_A3,2018-07-03,1611.4163818359375,STANDARD,0
29,8,0.20201481878757477,277.43310546875,277.43310546875,41,0.0,9,R_A3,2018-07-03,1613.46630859375,STANDARD,0
29,9,0.7980690002441406,277.67822265625,277.67822265625,41,0.0,10,R_A3,2018-07-03,1615.516357421875,STANDARD,0
29,10,0.7978920936584473,280.3096618652344,280.3096618652344,41,0.0,11,R_A3,2018-07-03,1617.5662841796875,STANDARD,0
29,11,0.0491875559091568,281.0949401855469,281.0949401855469,41,0.0,12,R_A3,2018-07-03,1619.750732421875,STANDARD,0
29,12,0.054482925683259964,281.2497253417969,281.2497253417969,41,0.0,13,R_A3,2018-07-03,1622.0697021484375,STANDARD,0
29,13,0.36849871277809143,281.4046936035156,281.4046936035156,41,0.0,14,R_A3,2018-07-03,1624.388671875,STANDARD,0
29,15,0.5012214779853821,282.11285400390625,282.11285400390625,41,0.0,15,R_A3,2018-07-03,1629.026611328125,STANDARD,0
29,16,0.8029293417930603,282.3049011230469,282.3049011230469,41,0.0,16,R_A3,2018-07-03,1630.9468994140625,STANDARD,0
29,27,0.6600276827812195,282.2919616699219,282.2919616699219,41,0.0,17,R_A3,2018-07-03,1633.5262451171875,STANDARD,0
29,28,0.046943549066782,282.5231018066406,282.5231018066406,41,0.0,18,R_A3,2018-07-03,1637.1630859375,STANDARD,0
29,29,0.05280804634094238,282.765869140625,282.765869140625,41,0.0,19,R_A3,2018-07-03,1640.8001708984375,STANDARD,0
29,30,0.6757826805114746,283.07342529296875,283.07342529296875,41,0.0,20,R_A3,2018-07-03,1644.4371337890625,STANDARD,0
29,31,0.0658218264579773,283.28253173828125,283.28253173828125,41,0.0,21,R_A3,2018-07-03,1648.0740966796875,STANDARD,0
30,1,0.052080053836107254,274.67449951171875,274.67449951171875,52,0.0,1,R_A4,2018-09-12,1631.1873779296875,STANDARD,0
31,1,0.04942530393600464,274.5851745605469,274.5851745605469,52,0.0,2,R_A4,2018-09-12,1627.4293212890625,STANDARD,0
31,2,0.052286695688962936,274.722412109375,274.722412109375,52,0.0,3,R_A4,2018-09-12,1629.4896240234375,STANDARD,0
31,3,0.05425942316651344,274.8596496582031,274.8596496582031,52,0.0,4,R_A4,2018-09-12,1631.5498046875,STANDARD,0
31,4,0.05589587241411209,274.99688720703125,274.99688720703125,52,0.0,5,R_A4,2018-09-12,1633.610107421875,STANDARD,0
32,4,0.057712722569704056,275.0741882324219,275.0741882324219,52,0.0,6,R_A4,2018-09-12,1632.3968505859375,STANDARD,0
32,4,0.05824281647801399,275.2140197753906,275.2140197753906,51,0.0,7,R_A4,2018-09-12,1635.880615234375,STANDARD,0
33,4,0.06099311634898186,275.47821044921875,275.47821044921875,51,0.0,8,R_A4,2018-09-12,1637.321044921875,STANDARD,0
33,3,0.05834859237074852,275.3551940917969,275.3551940917969,51,0.0,9,R_A4,2018-09-12,1635.474609375,STANDARD,0
33,4,0.27906596660614014,275.778076171875,275.778076171875,50,0.0,10,R_A4,2018-09-12,1642.1485595703125,STANDARD,0
34,4,0.6539701223373413,275.8058776855469,275.8058776855469,50,0.0,11,R_A4,2018-09-12,1641.132080078125,STANDARD,0
34,3,0.09670639783143997,275.674560546875,275.674560546875,50,0.0,12,R_A4,2018-09-12,1639.20703125,STANDARD,0
35,3,0.1623324155807495,275.833984375,275.833984375,50,0.0,13,R_A4,2018-09-12,1640.9061279296875,STANDARD,0
35,2,0.18776072561740875,275.7098388671875,275.7098388671875,50,0.0,14,R_A4,2018-09-12,1639.0426025390625,STANDARD,0
35,2,0.23939375579357147,275.6300048828125,275.6300048828125,49,0.0,15,R_A4,2018-09-12,1641.93212890625,STANDARD,0
36,30,0.09764229506254196,274.86383056640625,274.86383056640625,49,0.0,16,R_A4,2018-09-12,1642.357421875,STANDARD,0
36,30,0.05892959237098694,274.3028564453125,274.3028564453125,48,0.0,17,R_A4,2018-09-12,1639.6068115234375,STANDARD,0
37,30,0.06988831609487534,275.0503845214844,275.0503845214844,48,0.0,18,R_A4,2018-09-12,1646.7513427734375,STANDARD,0
38,30,0.6765421628952026,275.71160888671875,275.71160888671875,48,0.0,19,R_A4,2018-09-12,1653.461669921875,STANDARD,0
38,30,0.17928895354270935,275.8612365722656,275.8612365722656,47,0.0,20,R_A4,2018-09-12,1657.8184814453125,STANDARD,0
17,1,1.0,272.2571716308594,272.2571716308594,42,3.758338788271024e-17,1,R_A6,2018-11-07,1695.20263671875,STANDARD,0
17,2,1.0,272.4025573730469,272.4025573730469,42,2.324811791095598e-17,2,R_A6,2018-11-07,1696.7510986328125,STANDARD,0
17,3,1.0,272.5450744628906,272.5450744628906,42,1.0070555035279913e-17,3,R_A6,2018-11-07,1698.299560546875,STANDARD,0
17,4,1.0,272.683837890625,272.683837890625,42,7.598602702462158e-18,4,R_A6,2018-11-07,1699.84814453125,STANDARD,0
17,5,1.0,272.8202819824219,272.8202819824219,42,1.6541471507635266e-17,5,R_A6,2018-11-07,1701.3966064453125,STANDARD,0
17,6,1.0,272.9591064453125,272.9591064453125,42,1.2773810592384117e-15,6,R_A6,2018-11-07,1702.9451904296875,STANDARD,0
17,7,1.0,272.8056640625,272.8056640625,42,2.4042361051784984e-15,7,R_A6,2018-11-07,1704.49365234375,STANDARD,0
17,8,1.0,273.2521667480469,273.2521667480469,42,8.092055146211074e-17,8,R_A6,2018-11-07,1706.042236328125,STANDARD,0
17,9,1.0,273.40057373046875,273.40057373046875,42,7.160693451612707e-17,9,R_A6,2018-11-07,1707.5906982421875,STANDARD,0
17,10,1.0,273.244140625,273.244140625,42,4.261094532369324e-15,10,R_A6,2018-11-07,1709.1392822265625,STANDARD,0
17,11,1.0,273.43048095703125,273.43048095703125,42,3.948583420545744e-15,11,R_A6,2018-11-07,1711.055419921875,STANDARD,0
17,12,1.0,273.6468200683594,273.6468200683594,42,2.097063418504989e-15,12,R_A6,2018-11-07,1713.3392333984375,STANDARD,0
17,13,1.0,273.8763427734375,273.8763427734375,42,6.357726069950332e-17,13,R_A6,2018-11-07,1715.623046875,STANDARD,0
17,14,1.0,274.09539794921875,274.09539794921875,42,2.7156154221658687e-17,14,R_A6,2018-11-07,1717.9068603515625,STANDARD,0
17,15,1.0,274.3529968261719,274.3529968261719,42,1.7067692380478225e-17,15,R_A6,2018-11-07,1720.190673828125,STANDARD,0
17,16,1.0,274.7978820800781,274.7978820800781,42,6.0739504284396236e-18,16,R_A6,2018-11-07,1722.474365234375,STANDARD,0
17,17,1.0,275.0849609375,275.0849609375,42,5.0686066924712495e-18,17,R_A6,2018-11-07,1724.7581787109375,STANDARD,0
