SWAT,CONKPOS,PRESSURE,CONIPOS,CONJPOS,CONIDX,SGAS,WELL,WELLMODEL,DEPTH,DATE,DRAWDOWN,CONBPRES
0.15315449237823486,1,300.38067626953125,22,30,1,0.0,R_A2,STANDARD,1638.124755859375,2018-01-01,0,300.38067626953125
0.059163738042116165,2,300.4992980957031,22,30,2,0.0,R_A2,STANDARD,1639.8936767578125,2018-01-01,0,300.4992980957031
0.06249836087226868,3,300.6178894042969,22,30,3,0.0,R_A2,STANDARD,1641.66259765625,2018-01-01,0,300.6178894042969
0.06779758632183075,4,300.73651123046875,22,30,4,0.0,R_A2,STANDARD,1643.4315185546875,2018-01-01,0,300.73651123046875
0.0715130940079689,5,300.8551330566406,22,30,5,0.0,R_A2,STANDARD,1645.2005615234375,2018-01-01,0,300.8551330566406
0.33577612042427063,6,300.9737548828125,22,30,6,0.0,R_A2,STANDARD,1646.969482421875,2018-01-01,0,300.9737548828125
0.8979679346084595,7,301.0923767089844,22,30,7,0.0,R_A2,STANDARD,1648.7384033203125,2018-01-01,0,301.0923767089844
0.6481541991233826,8,301.21099853515625,22,30,8,0.0,R_A2,STANDARD,1650.50732421875,2018-01-01,0,301.21099853515625
0.6481541991233826,9,301.3296203613281,22,30,9,0.0,R_A2,STANDARD,1652.2762451171875,2018-01-01,0,301.3296203613281
0.921528697013855,10,301.4482421875,22,30,10,0.0,R_A2,STANDARD,1654.045166015625,2018-01-01,0,301.4482421875
0.07928861677646637,11,301.57366943359375,22,30,11,0.0,R_A2,STANDARD,1655.9151611328125,2018-01-01,0,301.57366943359375
0.17294348776340485,12,301.70587158203125,22,30,12,0.0,R_A2,STANDARD,1657.8863525390625,2018-01-01,0,301.70587158203125
0.4642868936061859,13,301.83807373046875,22,30,13,0.0,R_A2,STANDARD,1659.857421875,2018-01-01,0,301.83807373046875
0.5283676385879517,14,301.97027587890625,22,30,14,0.0,R_A2,STANDARD,1661.82861328125,2018-01-01,0,301.97027587890625
0.9479948878288269,15,302.1025085449219,22,30,15,0.0,R_A2,STANDARD,1663.7998046875,2018-01-01,0,302.1025085449219
0.967307448387146,16,302.2347106933594,22,30,16,0.0,R_A2,STANDARD,1665.7708740234375,2018-01-01,0,302.2347106933594
0.9332337379455566,17,302.366943359375,22,30,17,0.0,R_A2,STANDARD,1667.7420654296875,2018-01-01,0,302.366943359375
1.0,17,302.9822998046875,22,29,18,0.0,R_A2,STANDARD,1674.2745361328125,2018-01-01,0,302.9822998046875
1.0,18,303.15240478515625,22,29,19,0.0,R_A2,STANDARD,1676.069580078125,2018-01-01,0,303.15240478515625
1.0,24,303.45159912109375,22,29,20,0.0,R_A2,STANDARD,1677.657958984375,2018-01-01,0,303.45159912109375
1.0,25,303.6146545410156,22,29,21,0.0,R_A2,STANDARD,1679.37841796875,2018-01-01,0,303.6146545410156
1.0,26,303.7776794433594,22,29,22,0.0,R_A2,STANDARD,1681.0989990234375,2018-01-01,0,303.7776794433594
1.0,27,303.94073486328125,22,29,23,0.0,R_A2,STANDARD,1682.819580078125,2018-01-01,0,303.94073486328125
1.0,28,304.103759765625,22,29,24,0.0,R_A2,STANDARD,1684.5400390625,2018-01-01,0,304.103759765625
0.33778247237205505,1,298.5117492675781,28,41,1,0.0,R_A3,STANDARD,1610.2431640625,2018-01-01,0,298.5117492675781
0.20218516886234283,2,298.6470031738281,28,41,2,0.0,R_A3,STANDARD,1612.26171875,2018-01-01,0,298.6470031738281
0.20396707952022552,3,298.78228759765625,28,41,3,0.0,R_A3,STANDARD,1614.2801513671875,2018-01-01,0,298.78228759765625
0.3747504949569702,4,298.9175720214844,28,41,4,0.0,R_A3,STANDARD,1616.2987060546875,2018-01-01,0,298.9175720214844
0.84064120054245,5,299.0528564453125,28,41,5,0.0,R_A3,STANDARD,1618.317138671875,2018-01-01,0,299.0528564453125
0.27684932947158813,6,299.1881408691406,28,41,6,0.0,R_A3,STANDARD,1620.335693359375,2018-01-01,0,299.1881408691406
0.33976900577545166,6,298.5390319824219,29,41,7,0.0,R_A3,STANDARD,1610.6507568359375,2018-01-01,0,298.5390319824219
0.20192985236644745,7,298.6698303222656,29,41,8,0.0,R_A3,STANDARD,1612.602294921875,2018-01-01,0,298.6698303222656
0.20351023972034454,8,298.8006286621094,29,41,9,0.0,R_A3,STANDARD,1614.5537109375,2018-01-01,0,298.8006286621094
0.6481541991233826,9,298.931396484375,29,41,10,0.0,R_A3,STANDARD,1616.505126953125,2018-01-01,0,298.931396484375
0.8130040168762207,10,299.06219482421875,29,41,11,0.0,R_A3,STANDARD,1618.4566650390625,2018-01-01,0,299.06219482421875
0.04766592010855675,11,299.2060241699219,29,41,12,0.0,R_A3,STANDARD,1620.6025390625,2018-01-01,0,299.2060241699219
0.05917554348707199,12,299.3629150390625,29,41,13,0.0,R_A3,STANDARD,1622.9427490234375,2018-01-01,0,299.3629150390625
0.3836745321750641,13,299.519775390625,29,41,14,0.0,R_A3,STANDARD,1625.282958984375,2018-01-01,0,299.519775390625
0.36177653074264526,14,299.6766357421875,29,41,15,0.0,R_A3,STANDARD,1627.623291015625,2018-01-01,0,299.6766357421875
0.6449890732765198,15,299.8275451660156,29,41,16,0.0,R_A3,STANDARD,1629.874267578125,2018-01-01,0,299.8275451660156
0.8195155262947083,16,299.9319152832031,29,41,17,0.0,R_A3,STANDARD,1631.4310302734375,2018-01-01,0,299.9319152832031
0.7650907039642334,24,300.0870056152344,29,41,18,0.0,R_A3,STANDARD,1633.7442626953125,2018-01-01,0,300.0870056152344
0.04808567836880684,25,300.3257751464844,29,41,19,0.0,R_A3,STANDARD,1637.305908203125,2018-01-01,0,300.3257751464844
0.053677041083574295,26,300.5645751953125,29,41,20,0.0,R_A3,STANDARD,1640.867431640625,2018-01-01,0,300.5645751953125
0.16300185024738312,27,300.80340576171875,29,41,21,0.0,R_A3,STANDARD,1644.4290771484375,2018-01-01,0,300.80340576171875
0.06684466451406479,28,301.042236328125,29,41,22,0.0,R_A3,STANDARD,1647.99072265625,2018-01-01,0,301.042236328125
0.05147412791848183,1,299.7210998535156,30,52,1,0.0,R_A4,STANDARD,1628.2864990234375,2018-01-01,0,299.7210998535156
0.05161743611097336,1,299.6451416015625,31,52,2,0.0,R_A4,STANDARD,1627.1534423828125,2018-01-01,0,299.6451416015625
0.05335760489106178,2,299.7818298339844,31,52,3,0.0,R_A4,STANDARD,1629.1922607421875,2018-01-01,0,299.7818298339844
0.05630909651517868,3,299.91851806640625,31,52,4,0.0,R_A4,STANDARD,1631.2310791015625,2018-01-01,0,299.91851806640625
0.05735308676958084,3,299.8332824707031,32,52,5,0.0,R_A4,STANDARD,1629.9595947265625,2018-01-01,0,299.8332824707031
0.05993162468075752,3,300.2679138183594,32,51,6,0.0,R_A4,STANDARD,1636.442626953125,2018-01-01,0,300.2679138183594
0.056182313710451126,2,300.1451416015625,32,51,7,0.0,R_A4,STANDARD,1634.611328125,2018-01-01,0,300.1451416015625
0.05948977172374725,2,300.123779296875,33,51,8,0.0,R_A4,STANDARD,1634.29296875,2018-01-01,0,300.123779296875
0.06075122579932213,3,300.24566650390625,33,51,9,0.0,R_A4,STANDARD,1636.1109619140625,2018-01-01,0,300.24566650390625
0.066820427775383,3,300.7605895996094,33,50,10,0.0,R_A4,STANDARD,1643.790771484375,2018-01-01,0,300.7605895996094
0.08280440419912338,3,300.5148620605469,34,50,11,0.0,R_A4,STANDARD,1640.1259765625,2018-01-01,0,300.5148620605469
0.10375290364027023,3,300.58294677734375,35,50,12,0.0,R_A4,STANDARD,1641.1412353515625,2018-01-01,0,300.58294677734375
0.2406269758939743,2,300.4610900878906,35,50,13,0.0,R_A4,STANDARD,1639.3240966796875,2018-01-01,0,300.4610900878906
0.24701917171478271,2,300.689453125,35,49,14,0.0,R_A4,STANDARD,1642.72998046875,2018-01-01,0,300.689453125
0.24863089621067047,1,300.5609130859375,35,49,15,0.0,R_A4,STANDARD,1640.8128662109375,2018-01-01,0,300.5609130859375
0.14131100475788116,27,300.8347473144531,36,49,16,0.0,R_A4,STANDARD,1644.8968505859375,2018-01-01,0,300.8347473144531
0.21967609226703644,27,300.67547607421875,36,48,17,0.0,R_A4,STANDARD,1642.521484375,2018-01-01,0,300.67547607421875
0.6481541991233826,27,301.1094970703125,37,48,18,0.0,R_A4,STANDARD,1648.9940185546875,2018-01-01,0,301.1094970703125
0.8563863039016724,27,301.6285400390625,38,48,19,0.0,R_A4,STANDARD,1656.7333984375,2018-01-01,0,301.6285400390625
0.2856885492801666,26,301.23004150390625,38,48,20,0.0,R_A4,STANDARD,1650.7916259765625,2018-01-01,0,301.23004150390625
0.224864199757576,26,301.4737548828125,38,47,21,0.0,R_A4,STANDARD,1654.4256591796875,2018-01-01,0,301.4737548828125
1.0,1,303.9381408691406,31,20,1,0.0,R_A5,STANDARD,1686.0191650390625,2018-01-01,0,303.9381408691406
1.0,2,304.1427917480469,31,20,2,0.0,R_A5,STANDARD,1688.1785888671875,2018-01-01,0,304.1427917480469
1.0,3,304.347412109375,31,20,3,0.0,R_A5,STANDARD,1690.3380126953125,2018-01-01,0,304.347412109375
1.0,4,304.55206298828125,31,20,4,0.0,R_A5,STANDARD,1692.4974365234375,2018-01-01,0,304.55206298828125
1.0,5,304.7566833496094,31,20,5,0.0,R_A5,STANDARD,1694.6568603515625,2018-01-01,0,304.7566833496094
1.0,6,304.9613342285156,31,20,6,0.0,R_A5,STANDARD,1696.816162109375,2018-01-01,0,304.9613342285156
1.0,7,305.4717712402344,31,20,7,0.0,R_A5,STANDARD,1698.9755859375,2018-01-01,0,305.4717712402344
1.0,8,305.6763916015625,31,20,8,0.0,R_A5,STANDARD,1701.135009765625,2018-01-01,0,305.6763916015625
1.0,11,305.9776916503906,31,20,9,0.0,R_A5,STANDARD,1707.5394287109375,2018-01-01,0,305.9776916503906
1.0,12,306.1683349609375,31,20,10,0.0,R_A5,STANDARD,1709.551025390625,2018-01-01,0,306.1683349609375
1.0,13,306.3709411621094,31,20,11,0.0,R_A5,STANDARD,1711.5626220703125,2018-01-01,0,306.3709411621094
1.0,13,305.8893737792969,31,21,12,0.0,R_A5,STANDARD,1706.4814453125,2018-01-01,0,305.8893737792969
1.0,14,306.0589904785156,31,21,13,0.0,R_A5,STANDARD,1708.271240234375,2018-01-01,0,306.0589904785156
1.0,15,306.2286376953125,31,21,14,0.0,R_A5,STANDARD,1710.0611572265625,2018-01-01,0,306.2286376953125
1.0,16,306.54327392578125,31,21,15,0.0,R_A5,STANDARD,1711.8509521484375,2018-01-01,0,306.54327392578125
1.0,17,306.7100524902344,31,21,16,0.0,R_A5,STANDARD,1713.6107177734375,2018-01-01,0,306.7100524902344
1.0,18,306.8274230957031,31,21,17,0.0,R_A5,STANDARD,1714.849365234375,2018-01-01,0,306.8274230957031
1.0,24,306.80767822265625,31,21,18,0.0,R_A5,STANDARD,1716.298583984375,2018-01-01,0,306.80767822265625
1.0,25,307.01153564453125,31,21,19,0.0,R_A5,STANDARD,1718.449462890625,2018-01-01,0,307.01153564453125
1.0,26,307.52117919921875,31,21,20,0.0,R_A5,STANDARD,1720.6002197265625,2018-01-01,0,307.52117919921875
1.0,27,307.7250061035156,31,21,21,0.0,R_A5,STANDARD,1722.7510986328125,2018-01-01,0,307.7250061035156
1.0,28,307.9288635253906,31,21,22,0.0,R_A5,STANDARD,1724.90185546875,2018-01-01,0,307.9288635253906
1.0,1,305.10772705078125,17,42,1,0.0,R_A6,STANDARD,1695.13427734375,2018-01-01,0,305.10772705078125
1.0,2,305.2550354003906,17,42,2,0.0,R_A6,STANDARD,1696.688720703125,2018-01-01,0,305.2550354003906
1.0,3,305.40234375,17,42,3,0.0,R_A6,STANDARD,1698.2430419921875,2018-01-01,0,305.40234375
1.0,4,305.5496520996094,17,42,4,0.0,R_A6,STANDARD,1699.79736328125,2018-01-01,0,305.5496520996094
1.0,5,305.6969299316406,17,42,5,0.0,R_A6,STANDARD,1701.351806640625,2018-01-01,0,305.6969299316406
1.0,6,305.84423828125,17,42,6,0.0,R_A6,STANDARD,1702.9061279296875,2018-01-01,0,305.84423828125
1.0,7,305.6925048828125,17,42,7,0.0,R_A6,STANDARD,1704.46044921875,2018-01-01,0,305.6925048828125
1.0,8,305.8398132324219,17,42,8,0.0,R_A6,STANDARD,1706.0147705078125,2018-01-01,0,305.8398132324219
1.0,9,306.2861633300781,17,42,9,0.0,R_A6,STANDARD,1707.5692138671875,2018-01-01,0,306.2861633300781
1.0,10,306.127685546875,17,42,10,0.0,R_A6,STANDARD,1709.12353515625,2018-01-01,0,306.127685546875
1.0,11,306.31195068359375,17,42,11,0.0,R_A6,STANDARD,1711.0665283203125,2018-01-01,0,306.31195068359375
1.0,12,306.5329284667969,17,42,12,0.0,R_A6,STANDARD,1713.3983154296875,2018-01-01,0,306.5329284667969
1.0,13,306.7658996582031,17,42,13,0.0,R_A6,STANDARD,1715.7301025390625,2018-01-01,0,306.7658996582031
1.0,14,306.9869079589844,17,42,14,0.0,R_A6,STANDARD,1718.0618896484375,2018-01-01,0,306.9869079589844
1.0,15,307.2078857421875,17,42,15,0.0,R_A6,STANDARD,1720.393798828125,2018-01-01,0,307.2078857421875
1.0,16,307.57391357421875,17,42,16,0.0,R_A6,STANDARD,1722.7255859375,2018-01-01,0,307.57391357421875
1.0,17,307.794921875,17,42,17,0.0,R_A6,STANDARD,1725.057373046875,2018-01-01,0,307.794921875
1.0,18,307.9393005371094,17,42,18,0.0,R_A6,STANDARD,1726.580810546875,2018-01-01,0,307.9393005371094
1.0,24,307.8982849121094,17,42,19,0.0,R_A6,STANDARD,1727.8055419921875,2018-01-01,0,307.8982849121094
1.0,25,308.36846923828125,17,42,20,0.0,R_A6,STANDARD,1729.5401611328125,2018-01-01,0,308.36846923828125
1.0,26,308.53289794921875,17,42,21,0.0,R_A6,STANDARD,1731.27490234375,2018-01-01,0,308.53289794921875
1.0,27,308.6972961425781,17,42,22,0.0,R_A6,STANDARD,1733.009521484375,2018-01-01,0,308.6972961425781
1.0,28,308.555908203125,17,42,23,0.0,R_A6,STANDARD,1734.744140625,2018-01-01,0,308.555908203125
0.15315578877925873,1,296.6930847167969,22,30,1,0.0,R_A2,STANDARD,1638.124755859375,2018-03-01,0,296.6930847167969
0.059189341962337494,2,296.8116760253906,22,30,2,0.0,R_A2,STANDARD,1639.8936767578125,2018-03-01,0,296.8116760253906
0.06260603666305542,3,296.93017578125,22,30,3,0.0,R_A2,STANDARD,1641.66259765625,2018-03-01,0,296.93017578125
0.06801197677850723,4,297.0487060546875,22,30,4,0.0,R_A2,STANDARD,1643.4315185546875,2018-03-01,0,297.0487060546875
0.0719851553440094,5,297.167236328125,22,30,5,0.0,R_A2,STANDARD,1645.2005615234375,2018-03-01,0,297.167236328125
0.34105703234672546,6,297.3520202636719,22,30,6,0.0,R_A2,STANDARD,1646.969482421875,2018-03-01,0,297.3520202636719
0.8873739242553711,7,297.6689453125,22,30,7,0.0,R_A2,STANDARD,1648.7384033203125,2018-03-01,0,297.6689453125
0.648366391658783,8,297.8501892089844,22,30,8,0.0,R_A2,STANDARD,1650.50732421875,2018-03-01,0,297.8501892089844
0.6492478847503662,9,297.9750671386719,22,30,9,0.0,R_A2,STANDARD,1652.2762451171875,2018-03-01,0,297.9750671386719
0.921339750289917,10,298.37054443359375,22,30,10,0.0,R_A2,STANDARD,1654.045166015625,2018-03-01,0,298.37054443359375
