ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,790461,487057,339649,47822606
Valysar,CentralSouth,60366342,11656683,8911817,6214656,875023631
Valysar,CentralNorth,33489952,5395438,3547410,2473787,348309197
Valysar,NorthHorst,5485321,643556,338015,207626,40673961
Valysar,CentralRamp,13746446,2398854,1788774,1247402,175634193
Valysar,CentralHorst,83973871,15099995,11915875,8309536,1169982717
Valysar,EastLowland,291997,57188,17844,12443,1752033
Therys,WestLowland,2204974,406690,215420,150223,21151458
Therys,CentralSouth,8215681,1991621,1252118,873164,122941553
Therys,CentralNorth,17559935,3316555,1936986,1350758,190186683
Therys,NorthHorst,9872056,1321948,537720,330295,64704737
Therys,CentralRamp,6770890,1540752,1146226,799321,112544355
Therys,CentralHorst,27405046,7363601,5663621,3949527,556093374
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41456,24605,17158,2415842
Volon,CentralSouth,26513975,5189639,3958899,2760739,388712019
Volon,CentralNorth,4040798,573827,323283,225442,31742202
Volon,NorthHorst,6714072,1219807,980368,602191,117969278
Volon,CentralRamp,11693521,2113929,1598990,1115056,156999876
Volon,CentralHorst,77869416,14023512,11083660,7729191,1088270105
Volon,EastLowland,0,0,0,0,0
