ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,22310221,3555624,1795455,1252061,176290154
Valysar,CentralSouth,57923492,11253377,9084402,6335008,891969214
Valysar,CentralNorth,37497578,6196191,4044214,2820233,397088803
Valysar,NorthHorst,3651813,427844,202531,124405,24370850
Valysar,CentralRamp,14074439,2223375,1537953,1072492,151006818
Valysar,CentralHorst,83346880,15200210,11994424,8364312,1177695212
Valysar,EastLowland,17781,1698,91,63,8929
Therys,WestLowland,9336316,2330592,1477732,1030497,145093950
Therys,CentralSouth,12539751,2720032,1742707,1215277,171110998
Therys,CentralNorth,21171192,3867275,2125921,1482511,208737609
Therys,NorthHorst,4665077,741076,249798,153438,30058577
Therys,CentralRamp,6828436,1581333,1172118,817377,115086615
Therys,CentralHorst,29231243,6697095,5054133,3524500,496249650
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,526248,91770,52117,36344,5117226
Volon,CentralSouth,39081767,7211626,5412138,3774155,531400985
Volon,CentralNorth,6342824,855079,389237,271434,38217959
Volon,NorthHorst,3077067,606755,424716,260882,51106760
Volon,CentralRamp,13108968,2586453,2194272,1530176,215448801
Volon,CentralHorst,75558100,12664043,9430449,6576325,925946527
Volon,EastLowland,0,0,0,0,0
