WELL,I,J,K1,K2,OP/SH,SATN,TRAN,WBDIA,KH,SKIN,DFACT,DIR,PEQVR,DATE
R_A2,22,30,1,1,OPEN,0,23.5169112,0.2413,2353.86721,0.0,,Z,25.7331219,2018-01-01
R_A2,22,30,2,2,OPEN,0,23.6719682,0.2413,2368.37176,0.0,,Z,25.6740448,2018-01-01
R_A2,22,30,3,3,OPEN,0,18.051,0.2413,1804.90708,0.0,,Z,25.5912045,2018-01-01
R_A2,22,30,4,4,OPEN,0,12.8748357,0.2413,1286.74955,0.0,,Z,25.5277678,2018-01-01
R_A2,22,30,5,5,OPEN,0,11.5352186,0.2413,1152.40547,0.0,,Z,25.4734345,2018-01-01
R_A2,22,30,6,6,OPEN,0,7.00870788,0.2413,551.720142,0.0,,Z,8.18796651,2018-01-01
R_A2,22,30,7,7,OPEN,0,0.62316216,0.2413,52.584106,0.0,,Z,11.0905784,2018-01-01
R_A2,22,30,8,8,OPEN,0,6.47286834,0.2413,646.623736,0.0,,Z,25.465708,2018-01-01
R_A2,22,30,9,9,OPEN,0,0.82410285,0.2413,66.5429423,0.0,,Z,9.12710681,2018-01-01
R_A2,22,30,10,10,OPEN,0,0.00509084,0.2413,0.4110251,0.0,,Z,9.12328007,2018-01-01
R_A2,22,30,11,11,OPEN,0,24.4331014,0.2413,2396.0508,0.0,,Z,23.0851879,2018-01-01
R_A2,22,30,12,12,OPEN,0,16.4050144,0.2413,1632.31279,0.0,,Z,24.9301561,2018-01-01
R_A2,22,30,13,13,OPEN,0,0.36176144,0.2413,36.0189421,0.0,,Z,25.0166028,2018-01-01
R_A2,22,30,14,14,OPEN,0,0.26288421,0.2413,26.1776281,0.0,,Z,25.034159,2018-01-01
R_A2,22,30,15,15,OPEN,0,0.03227302,0.2413,3.19751907,0.0,,Z,24.3706397,2018-01-01
R_A2,22,29,15,15,OPEN,0,0.01282652,0.2413,1.27860778,0.0,,Z,25.1769672,2018-01-01
R_A2,22,29,16,16,OPEN,0,0.0358879,0.2413,3.57387556,0.0,,Z,25.0420313,2018-01-01
R_A2,22,29,17,17,OPEN,0,0.04551407,0.2413,4.53355183,0.0,,Z,25.0732783,2018-01-01
R_A2,22,29,18,18,OPEN,0,0.00790533,0.2413,0.78639747,0.0,,Z,24.8981069,2018-01-01
R_A2,22,29,26,26,OPEN,0,1.4375e-05,0.2413,0.00139284,0.0,,Z,21.6790512,2018-01-01
R_A2,22,29,27,27,OPEN,0,1.443e-05,0.2413,0.00139742,0.0,,Z,21.6166977,2018-01-01
R_A2,22,29,28,28,OPEN,0,0.00047993,0.2413,0.03828218,0.0,,Z,8.66056364,2018-01-01
R_A2,22,29,29,29,OPEN,0,1.4534e-05,0.2413,0.00140591,0.0,,Z,21.4907857,2018-01-01
R_A2,22,29,30,30,OPEN,0,1.4585e-05,0.2413,0.00140998,0.0,,Z,21.4273346,2018-01-01
R_A3,28,41,1,1,OPEN,0,0.23602256,0.2413,20.2478887,0.0,,Z,11.9578043,2018-01-01
R_A3,28,41,2,2,OPEN,0,0.89330116,0.2413,87.9048729,0.0,,Z,23.5079956,2018-01-01
R_A3,28,41,3,3,OPEN,0,1.37878691,0.2413,134.677277,0.0,,Z,22.6106484,2018-01-01
R_A3,28,41,4,4,OPEN,0,1.36700603,0.2413,134.004899,0.0,,Z,23.0385539,2018-01-01
R_A3,28,41,5,5,OPEN,0,0.0038166,0.2413,0.3641271,0.0,,Z,20.0193972,2018-01-01
