PRESSURE,CONBPRES,SGAS,SWAT,CONIPOS,WELLMODEL,CONJPOS,CONKPOS,DATE,CONIDX,DEPTH,WELL,DRAWDOWN
300.6733093261719,300.6733093261719,0.0,0.05649875849485397,22,STANDARD,30,1,2018-01-01,1,1641.094970703125,R_A2,0
300.7936096191406,300.7936096191406,0.0,0.05709094554185867,22,STANDARD,30,2,2018-01-01,2,1642.8890380859375,R_A2,0
300.9139099121094,300.9139099121094,0.0,0.06132970005273819,22,STANDARD,30,3,2018-01-01,3,1644.68310546875,R_A2,0
301.0342102050781,301.0342102050781,0.0,0.06751589477062225,22,STANDARD,30,4,2018-01-01,4,1646.4771728515625,R_A2,0
301.1545104980469,301.1545104980469,0.0,0.07101739197969437,22,STANDARD,30,5,2018-01-01,5,1648.2713623046875,R_A2,0
301.27484130859375,301.27484130859375,0.0,0.3220924139022827,22,STANDARD,30,6,2018-01-01,6,1650.0654296875,R_A2,0
301.3951721191406,301.3951721191406,0.0,0.6901668310165405,22,STANDARD,30,7,2018-01-01,7,1651.859619140625,R_A2,0
301.5154724121094,301.5154724121094,0.0,0.6481541991233826,22,STANDARD,30,8,2018-01-01,8,1653.6536865234375,R_A2,0
301.63580322265625,301.63580322265625,0.0,0.6481541991233826,22,STANDARD,30,9,2018-01-01,9,1655.44775390625,R_A2,0
301.7561340332031,301.7561340332031,0.0,0.9162277579307556,22,STANDARD,30,10,2018-01-01,10,1657.2418212890625,R_A2,0
301.88323974609375,301.88323974609375,0.0,0.07591938227415085,22,STANDARD,30,11,2018-01-01,11,1659.1368408203125,R_A2,0
302.01708984375,302.01708984375,0.0,0.08079689741134644,22,STANDARD,30,12,2018-01-01,12,1661.132568359375,R_A2,0
302.1509704589844,302.1509704589844,0.0,0.45630839467048645,22,STANDARD,30,13,2018-01-01,13,1663.12841796875,R_A2,0
302.28485107421875,302.28485107421875,0.0,0.503816545009613,22,STANDARD,30,14,2018-01-01,14,1665.1241455078125,R_A2,0
302.4187316894531,302.4187316894531,0.0,0.6866241097450256,22,STANDARD,30,15,2018-01-01,15,1667.1199951171875,R_A2,0
302.5526123046875,302.5526123046875,0.0,0.9751048684120178,22,STANDARD,30,16,2018-01-01,16,1669.11572265625,R_A2,0
302.6864929199219,302.6864929199219,0.0,0.9595911502838135,22,STANDARD,30,17,2018-01-01,17,1671.111572265625,R_A2,0
302.8123779296875,302.8123779296875,0.0,0.980763852596283,22,STANDARD,30,18,2018-01-01,18,1672.9881591796875,R_A2,0
302.89569091796875,302.89569091796875,0.0,0.999263346195221,22,STANDARD,29,18,2018-01-01,19,1674.229736328125,R_A2,0
303.02569580078125,303.02569580078125,0.0,1.0,22,STANDARD,29,27,2018-01-01,20,1676.1676025390625,R_A2,0
303.47802734375,303.47802734375,0.0,1.0,22,STANDARD,29,28,2018-01-01,21,1677.9368896484375,R_A2,0
303.64569091796875,303.64569091796875,0.0,1.0,22,STANDARD,29,29,2018-01-01,22,1679.7061767578125,R_A2,0
303.8133544921875,303.8133544921875,0.0,1.0,22,STANDARD,29,30,2018-01-01,23,1681.4754638671875,R_A2,0
303.98101806640625,303.98101806640625,0.0,1.0,22,STANDARD,29,31,2018-01-01,24,1683.2447509765625,R_A2,0
298.53814697265625,298.53814697265625,0.0,0.6481541991233826,28,STANDARD,41,1,2018-01-01,1,1609.243408203125,R_A3,0
298.676513671875,298.676513671875,0.0,0.22876429557800293,28,STANDARD,41,2,2018-01-01,2,1611.3077392578125,R_A3,0
298.8148498535156,298.8148498535156,0.0,0.19760067760944366,28,STANDARD,41,3,2018-01-01,3,1613.3720703125,R_A3,0
298.9532165527344,298.9532165527344,0.0,0.3792901039123535,28,STANDARD,41,4,2018-01-01,4,1615.4365234375,R_A3,0
299.0915832519531,299.0915832519531,0.0,0.8267315626144409,28,STANDARD,41,5,2018-01-01,5,1617.5008544921875,R_A3,0
299.2299499511719,299.2299499511719,0.0,0.22688354551792145,28,STANDARD,41,6,2018-01-01,6,1619.565185546875,R_A3,0
298.54638671875,298.54638671875,0.0,0.26596105098724365,29,STANDARD,41,6,2018-01-01,7,1609.3663330078125,R_A3,0
298.68377685546875,298.68377685546875,0.0,0.19722381234169006,29,STANDARD,41,7,2018-01-01,8,1611.4163818359375,R_A3,0
298.8211669921875,298.8211669921875,0.0,0.3807685971260071,29,STANDARD,41,8,2018-01-01,9,1613.46630859375,R_A3,0
298.95855712890625,298.95855712890625,0.0,0.8020743727684021,29,STANDARD,41,9,2018-01-01,10,1615.516357421875,R_A3,0
299.095947265625,299.095947265625,0.0,0.7998339533805847,29,STANDARD,41,10,2018-01-01,11,1617.5662841796875,R_A3,0
299.24237060546875,299.24237060546875,0.0,0.048946261405944824,29,STANDARD,41,11,2018-01-01,12,1619.750732421875,R_A3,0
299.3978271484375,299.3978271484375,0.0,0.05424661189317703,29,STANDARD,41,12,2018-01-01,13,1622.0697021484375,R_A3,0
299.5532531738281,299.5532531738281,0.0,0.3695291578769684,29,STANDARD,41,13,2018-01-01,14,1624.388671875,R_A3,0
299.7087097167969,299.7087097167969,0.0,0.36767199635505676,29,STANDARD,41,14,2018-01-01,15,1626.707763671875,R_A3,0
299.8641662597656,299.8641662597656,0.0,0.4412824809551239,29,STANDARD,41,15,2018-01-01,16,1629.026611328125,R_A3,0
299.992919921875,299.992919921875,0.0,0.8111897110939026,29,STANDARD,41,16,2018-01-01,17,1630.9468994140625,R_A3,0
300.16583251953125,300.16583251953125,0.0,0.37905046343803406,29,STANDARD,41,27,2018-01-01,18,1633.5262451171875,R_A3,0
300.40966796875,300.40966796875,0.0,0.04574024677276611,29,STANDARD,41,28,2018-01-01,19,1637.1630859375,R_A3,0
300.6535339355469,300.6535339355469,0.0,0.05056381970643997,29,STANDARD,41,29,2018-01-01,20,1640.8001708984375,R_A3,0
300.89739990234375,300.89739990234375,0.0,0.6481541991233826,29,STANDARD,41,30,2018-01-01,21,1644.4371337890625,R_A3,0
301.14129638671875,301.14129638671875,0.0,0.06256569176912308,29,STANDARD,41,31,2018-01-01,22,1648.0740966796875,R_A3,0
300.009033203125,300.009033203125,0.0,0.05170147493481636,30,STANDARD,52,1,2018-01-01,1,1631.1873779296875,R_A4,0
299.7571105957031,299.7571105957031,0.0,0.048609890043735504,31,STANDARD,52,1,2018-01-01,2,1627.4293212890625,R_A4,0
299.89520263671875,299.89520263671875,0.0,0.05221238359808922,31,STANDARD,52,2,2018-01-01,3,1629.4896240234375,R_A4,0
300.0333251953125,300.0333251953125,0.0,0.054313696920871735,31,STANDARD,52,3,2018-01-01,4,1631.5498046875,R_A4,0
300.17144775390625,300.17144775390625,0.0,0.05736476555466652,31,STANDARD,52,4,2018-01-01,5,1633.610107421875,R_A4,0
300.0901184082031,300.0901184082031,0.0,0.056389473378658295,32,STANDARD,52,4,2018-01-01,6,1632.3968505859375,R_A4,0
300.3236999511719,300.3236999511719,0.0,0.05910776928067207,32,STANDARD,51,4,2018-01-01,7,1635.880615234375,R_A4,0
300.4202575683594,300.4202575683594,0.0,0.05742491036653519,33,STANDARD,51,4,2018-01-01,8,1637.321044921875,R_A4,0
300.29644775390625,300.29644775390625,0.0,0.05627985671162605,33,STANDARD,51,3,2018-01-01,9,1635.474609375,R_A4,0
300.74395751953125,300.74395751953125,0.0,0.06314294040203094,33,STANDARD,50,4,2018-01-01,10,1642.1485595703125,R_A4,0
300.67578125,300.67578125,0.0,0.06145904213190079,34,STANDARD,50,4,2018-01-01,11,1641.132080078125,R_A4,0
300.5467224121094,300.5467224121094,0.0,0.1401393711566925,34,STANDARD,50,3,2018-01-01,12,1639.20703125,R_A4,0
300.66064453125,300.66064453125,0.0,0.14248615503311157,35,STANDARD,50,3,2018-01-01,13,1640.9061279296875,R_A4,0
