CONIPOS,DRAWDOWN,PRESSURE,SWAT,CONJPOS,CONKPOS,DATE,CONIDX,WELL,DEPTH,WELLMODEL,SGAS,CONBPRES
38,0,276.31512451171875,0.16198095679283142,47,28,2018-09-12,19,R_A4,1658.5294189453125,STANDARD,0.0,276.31512451171875
17,0,277.6275329589844,1.0,42,1,2018-11-07,1,R_A6,1694.08935546875,STANDARD,2.0858433036341495e-11,277.6275329589844
17,0,277.771484375,1.0,42,2,2018-11-07,2,R_A6,1695.6204833984375,STANDARD,1.2997232630429512e-11,277.771484375
17,0,277.91357421875,1.0,42,3,2018-11-07,3,R_A6,1697.151611328125,STANDARD,9.403981933442385e-12,277.91357421875
17,0,278.0531921386719,1.0,42,4,2018-11-07,4,R_A6,1698.6827392578125,STANDARD,8.758863426217012e-12,278.0531921386719
17,0,278.1911926269531,1.0,42,5,2018-11-07,5,R_A6,1700.2138671875,STANDARD,1.2134335203306534e-11,278.1911926269531
17,0,278.3311462402344,1.0,42,6,2018-11-07,6,R_A6,1701.744873046875,STANDARD,5.717298301455287e-10,278.3311462402344
17,0,278.1767272949219,1.0,42,7,2018-11-07,7,R_A6,1703.2760009765625,STANDARD,1.0846912257278518e-09,278.1767272949219
17,0,278.32379150390625,1.0,42,8,2018-11-07,8,R_A6,1704.80712890625,STANDARD,1.0630447633275253e-09,278.32379150390625
17,0,278.78082275390625,1.0,42,9,2018-11-07,9,R_A6,1706.3382568359375,STANDARD,4.026963831837982e-11,278.78082275390625
17,0,278.634033203125,1.0000001192092896,42,10,2018-11-07,10,R_A6,1707.869384765625,STANDARD,7.566823612137341e-09,278.634033203125
17,0,281.9459533691406,1.0,42,11,2018-11-07,11,R_A6,1709.757568359375,STANDARD,2.787031369577697e-11,281.9459533691406
17,0,282.148193359375,1.0,42,12,2018-11-07,12,R_A6,1712.0028076171875,STANDARD,7.2129559269829e-12,282.148193359375
17,0,282.4003601074219,1.0,42,13,2018-11-07,13,R_A6,1714.2481689453125,STANDARD,6.912886062193646e-12,282.4003601074219
17,0,282.613037109375,1.0,42,14,2018-11-07,14,R_A6,1716.493408203125,STANDARD,6.334005802494103e-12,282.613037109375
