DRAWDOWN,DEPTH,CONBPRES,CONJPOS,CONKPOS,WELL,PRESSURE,CONIDX,DATE,SGAS,CONIPOS,WELLMODEL,SWAT
0,1711.166015625,306.4783630371094,21,17,R_A5,306.4783630371094,17,2018-01-01,0.0,31,STANDARD,1.0
0,1712.9356689453125,306.64605712890625,21,18,R_A5,306.64605712890625,18,2018-01-01,0.0,31,STANDARD,1.0
0,1713.9644775390625,306.7435607910156,21,19,R_A5,306.7435607910156,19,2018-01-01,0.0,31,STANDARD,1.0
0,1715.51025390625,306.73297119140625,21,26,R_A5,306.73297119140625,20,2018-01-01,0.0,31,STANDARD,1.0
0,1717.826416015625,306.9524841308594,21,27,R_A5,306.9524841308594,21,2018-01-01,0.0,31,STANDARD,1.0
0,1720.1424560546875,307.477783203125,21,28,R_A5,307.477783203125,22,2018-01-01,0.0,31,STANDARD,1.0
0,1722.4586181640625,307.6972961425781,21,29,R_A5,307.6972961425781,23,2018-01-01,0.0,31,STANDARD,1.0
0,1724.7747802734375,307.91680908203125,21,30,R_A5,307.91680908203125,24,2018-01-01,0.0,31,STANDARD,1.0
0,1695.11962890625,305.1063232421875,42,1,R_A6,305.1063232421875,1,2018-01-01,0.0,17,STANDARD,1.0
0,1696.6658935546875,305.25286865234375,42,2,R_A6,305.25286865234375,2,2018-01-01,0.0,17,STANDARD,1.0
0,1698.2122802734375,305.3994140625,42,3,R_A6,305.3994140625,3,2018-01-01,0.0,17,STANDARD,1.0
0,1699.7586669921875,305.54595947265625,42,4,R_A6,305.54595947265625,4,2018-01-01,0.0,17,STANDARD,1.0
0,1701.304931640625,305.6925048828125,42,5,R_A6,305.6925048828125,5,2018-01-01,0.0,17,STANDARD,1.0
0,1702.851318359375,305.5400085449219,42,6,R_A6,305.5400085449219,6,2018-01-01,0.0,17,STANDARD,1.0
0,1704.3975830078125,305.6865539550781,42,7,R_A6,305.6865539550781,7,2018-01-01,0.0,17,STANDARD,1.0
0,1705.9439697265625,305.8330993652344,42,8,R_A6,305.8330993652344,8,2018-01-01,0.0,17,STANDARD,1.0
0,1707.4903564453125,306.2786865234375,42,9,R_A6,306.2786865234375,9,2018-01-01,0.0,17,STANDARD,1.0
0,1709.03662109375,306.11944580078125,42,10,R_A6,306.11944580078125,10,2018-01-01,0.0,17,STANDARD,1.0
0,1710.9381103515625,306.2997741699219,42,11,R_A6,306.2997741699219,11,2018-01-01,0.0,17,STANDARD,1.0
0,1713.1947021484375,306.5136413574219,42,12,R_A6,306.5136413574219,12,2018-01-01,0.0,17,STANDARD,1.0
0,1715.4512939453125,306.7394714355469,42,13,R_A6,306.7394714355469,13,2018-01-01,0.0,17,STANDARD,1.0
0,1717.707763671875,306.9533386230469,42,14,R_A6,306.9533386230469,14,2018-01-01,0.0,17,STANDARD,1.0
0,1719.96435546875,307.1672058105469,42,15,R_A6,307.1672058105469,15,2018-01-01,0.0,17,STANDARD,1.0
0,1722.220947265625,307.5260925292969,42,16,R_A6,307.5260925292969,16,2018-01-01,0.0,17,STANDARD,1.0
0,1724.4774169921875,307.7399597167969,42,17,R_A6,307.7399597167969,17,2018-01-01,0.0,17,STANDARD,1.0
0,1726.1800537109375,307.90130615234375,42,18,R_A6,307.90130615234375,18,2018-01-01,0.0,17,STANDARD,1.0
0,1727.615966796875,307.88031005859375,42,26,R_A6,307.88031005859375,19,2018-01-01,0.0,17,STANDARD,1.0
0,1729.3392333984375,308.34942626953125,42,27,R_A6,308.34942626953125,20,2018-01-01,0.0,17,STANDARD,1.0
0,1731.0625,308.51275634765625,42,28,R_A6,308.51275634765625,21,2018-01-01,0.0,17,STANDARD,1.0
0,1732.7857666015625,308.67608642578125,42,29,R_A6,308.67608642578125,22,2018-01-01,0.0,17,STANDARD,1.0
0,1734.5091552734375,308.53363037109375,42,30,R_A6,308.53363037109375,23,2018-01-01,0.0,17,STANDARD,1.0
0,1640.533447265625,297.8846435546875,30,1,R_A2,297.8846435546875,1,2018-03-01,0.0,22,STANDARD,0.09813152253627777
0,1642.283447265625,298.00177001953125,30,2,R_A2,298.00177001953125,2,2018-03-01,0.0,22,STANDARD,0.05558423325419426
0,1644.03369140625,298.1190185546875,30,3,R_A2,298.1190185546875,3,2018-03-01,0.0,22,STANDARD,0.05904094874858856
0,1645.783935546875,298.23626708984375,30,4,R_A2,298.23626708984375,4,2018-03-01,0.0,22,STANDARD,0.0633905827999115
0,1647.5340576171875,298.3535461425781,30,5,R_A2,298.3535461425781,5,2018-03-01,0.0,22,STANDARD,0.06719895452260971
0,1649.2841796875,298.50250244140625,30,6,R_A2,298.50250244140625,6,2018-03-01,0.0,22,STANDARD,0.3038827180862427
0,1651.0343017578125,298.6260986328125,30,7,R_A2,298.6260986328125,7,2018-03-01,0.0,22,STANDARD,0.8721188902854919
0,1652.7845458984375,298.75201416015625,30,8,R_A2,298.75201416015625,8,2018-03-01,0.0,22,STANDARD,0.8523035049438477
0,1654.53466796875,299.0426025390625,30,9,R_A2,299.0426025390625,9,2018-03-01,0.0,22,STANDARD,0.8790110349655151
0,1656.284912109375,299.43035888671875,30,10,R_A2,299.43035888671875,10,2018-03-01,0.0,22,STANDARD,0.8834447860717773
0,1658.1473388671875,300.33050537109375,30,11,R_A2,300.33050537109375,11,2018-03-01,0.0,22,STANDARD,0.07269669324159622
0,1660.122314453125,300.8962097167969,30,12,R_A2,300.8962097167969,12,2018-03-01,0.0,22,STANDARD,0.43598178029060364
0,1662.09716796875,300.7281188964844,30,13,R_A2,300.7281188964844,13,2018-03-01,0.0,22,STANDARD,0.42965641617774963
0,1664.072021484375,300.8605651855469,30,14,R_A2,300.8605651855469,14,2018-03-01,0.0,22,STANDARD,0.4671001434326172
0,1666.0469970703125,300.99224853515625,30,15,R_A2,300.99224853515625,15,2018-03-01,0.0,22,STANDARD,0.905903160572052
0,1668.0218505859375,301.1237487792969,30,16,R_A2,301.1237487792969,16,2018-03-01,0.0,22,STANDARD,0.9255720376968384
0,1671.677734375,301.2740783691406,29,16,R_A2,301.2740783691406,17,2018-03-01,0.0,22,STANDARD,0.9658411741256714
0,1673.7689208984375,301.4137268066406,29,17,R_A2,301.4137268066406,18,2018-03-01,0.0,22,STANDARD,0.934421181678772
0,1675.6903076171875,301.5423278808594,29,18,R_A2,301.5423278808594,19,2018-03-01,0.0,22,STANDARD,0.9843830466270447
0,1677.487060546875,303.20343017578125,29,26,R_A2,303.20343017578125,20,2018-03-01,5.366061593608923e-23,22,STANDARD,1.0
0,1679.239990234375,303.3208923339844,29,27,R_A2,303.3208923339844,21,2018-03-01,3.1341541583183046e-23,22,STANDARD,1.0
0,1680.992919921875,303.76654052734375,29,28,R_A2,303.76654052734375,22,2018-03-01,-1.9263350954595483e-22,22,STANDARD,1.0
0,1682.7457275390625,303.93218994140625,29,29,R_A2,303.93218994140625,23,2018-03-01,-3.0527967874611995e-22,22,STANDARD,1.0
0,1684.4986572265625,304.0971374511719,29,30,R_A2,304.0971374511719,24,2018-03-01,-1.073448093469137e-21,22,STANDARD,1.0
0,1686.0059814453125,278.01568603515625,20,1,R_A5,278.01568603515625,1,2018-04-28,4.057426269965525e-11,31,STANDARD,1.0
0,1688.09814453125,278.2139587402344,20,2,R_A5,278.2139587402344,2,2018-04-28,4.146727405895945e-11,31,STANDARD,1.0
0,1690.1903076171875,278.4124755859375,20,3,R_A5,278.4124755859375,3,2018-04-28,4.179414106464385e-11,31,STANDARD,1.0
0,1692.2825927734375,278.6102294921875,20,4,R_A5,278.6102294921875,4,2018-04-28,4.754885374325113e-11,31,STANDARD,1.0
0,1694.374755859375,278.807861328125,20,5,R_A5,278.807861328125,5,2018-04-28,4.7035125794181454e-11,31,STANDARD,1.0
0,1696.467041015625,279.005615234375,20,6,R_A5,279.005615234375,6,2018-04-28,3.875233467454109e-11,31,STANDARD,1.0
0,1698.559326171875,279.5224304199219,20,7,R_A5,279.5224304199219,7,2018-04-28,2.862712508450854e-13,31,STANDARD,1.0
0,1692.2891845703125,277.79278564453125,21,8,R_A5,277.79278564453125,8,2018-04-28,3.1696648084000856e-10,31,STANDARD,1.0
0,1694.700439453125,278.3580627441406,21,9,R_A5,278.3580627441406,9,2018-04-28,2.373113858200604e-12,31,STANDARD,1.0
0,1697.11181640625,278.64556884765625,21,10,R_A5,278.64556884765625,10,2018-04-28,-1.6166634816874165e-13,31,STANDARD,1.0
0,1699.3057861328125,278.0979309082031,21,11,R_A5,278.0979309082031,11,2018-04-28,-2.5060918618091677e-11,31,STANDARD,1.0
0,1701.282470703125,278.2740478515625,21,12,R_A5,278.2740478515625,12,2018-04-28,-3.086064043200665e-11,31,STANDARD,1.0
0,1703.2591552734375,278.4734802246094,21,13,R_A5,278.4734802246094,13,2018-04-28,-4.827254047878871e-13,31,STANDARD,1.0
0,1705.23583984375,278.6609802246094,21,14,R_A5,278.6609802246094,14,2018-04-28,-4.735154325932744e-13,31,STANDARD,1.0
0,1707.212646484375,280.23297119140625,21,15,R_A5,280.23297119140625,15,2018-04-28,-1.0967592936270143e-12,31,STANDARD,1.0
0,1709.189208984375,281.2444763183594,21,16,R_A5,281.2444763183594,16,2018-04-28,-4.4211590768603037e-13,31,STANDARD,1.0
0,1711.166015625,281.4341735839844,21,17,R_A5,281.4341735839844,17,2018-04-28,-9.666070976402028e-14,31,STANDARD,1.0
0,1712.9356689453125,281.6005859375,21,18,R_A5,281.6005859375,18,2018-04-28,-1.2838406553139503e-13,31,STANDARD,1.0
0,1713.9644775390625,281.69677734375,21,19,R_A5,281.69677734375,19,2018-04-28,0.0,31,STANDARD,1.0
0,1715.51025390625,284.6641845703125,21,26,R_A5,284.6641845703125,20,2018-04-28,-1.72211132479878e-14,31,STANDARD,1.0
0,1717.826416015625,284.9126892089844,21,27,R_A5,284.9126892089844,21,2018-04-28,-1.607034275617758e-14,31,STANDARD,1.0
0,1720.1424560546875,296.7012939453125,21,28,R_A5,296.7012939453125,22,2018-04-28,-1.9966385055505897e-21,31,STANDARD,1.0
0,1722.4586181640625,304.189697265625,21,29,R_A5,304.189697265625,23,2018-04-28,-1.845774852769951e-22,31,STANDARD,1.0
0,1724.7747802734375,306.5041809082031,21,30,R_A5,306.5041809082031,24,2018-04-28,-5.564720750915092e-23,31,STANDARD,1.0
0,1609.252197265625,275.96502685546875,41,1,R_A3,275.96502685546875,1,2018-07-03,0.0,28,STANDARD,0.33272308111190796
0,1601.9385986328125,275.4354248046875,41,2,R_A3,275.4354248046875,2,2018-07-03,0.0,29,STANDARD,0.12284475564956665
0,1604.0648193359375,275.5770568847656,41,3,R_A3,275.5770568847656,3,2018-07-03,0.0,29,STANDARD,0.11898207664489746
0,1606.191162109375,275.7188720703125,41,4,R_A3,275.7188720703125,4,2018-07-03,0.0,29,STANDARD,0.22108298540115356
0,1608.3173828125,275.94158935546875,41,5,R_A3,275.94158935546875,5,2018-07-03,0.0,29,STANDARD,0.8045715689659119
0,1610.443603515625,276.0316467285156,41,6,R_A3,276.0316467285156,6,2018-07-03,0.0,29,STANDARD,0.23363730311393738
0,1612.5699462890625,276.17327880859375,41,7,R_A3,276.17327880859375,7,2018-07-03,0.0,29,STANDARD,0.19725096225738525
0,1614.6961669921875,276.3149108886719,41,8,R_A3,276.3149108886719,8,2018-07-03,0.0,29,STANDARD,0.19741769134998322
0,1616.822509765625,276.552490234375,41,9,R_A3,276.552490234375,9,2018-07-03,0.0,29,STANDARD,0.7939597964286804
0,1618.94873046875,278.6715393066406,41,10,R_A3,278.6715393066406,10,2018-07-03,0.0,29,STANDARD,0.7938809990882874
0,1621.143310546875,294.47491455078125,41,11,R_A3,294.47491455078125,11,2018-07-03,0.0,29,STANDARD,0.04865874722599983
0,1623.406005859375,294.62640380859375,41,12,R_A3,294.62640380859375,12,2018-07-03,0.0,29,STANDARD,0.0532139353454113
0,1625.6688232421875,294.7781677246094,41,13,R_A3,294.7781677246094,13,2018-07-03,0.0,29,STANDARD,0.36445707082748413
0,1627.931640625,295.3976135253906,41,14,R_A3,295.3976135253906,14,2018-07-03,0.0,29,STANDARD,0.3499622941017151
0,1630.1943359375,295.3296813964844,41,15,R_A3,295.3296813964844,15,2018-07-03,0.0,29,STANDARD,0.49150511622428894
0,1632.2442626953125,295.4705810546875,41,16,R_A3,295.4705810546875,16,2018-07-03,0.0,29,STANDARD,0.8039867877960205
0,1635.05078125,289.4211730957031,41,26,R_A3,289.4211730957031,17,2018-07-03,0.0,29,STANDARD,0.999993085861206
0,1638.656494140625,286.5707702636719,41,27,R_A3,286.5707702636719,18,2018-07-03,0.0,29,STANDARD,0.04348541423678398
0,1642.2620849609375,286.81170654296875,41,28,R_A3,286.81170654296875,19,2018-07-03,0.0,29,STANDARD,0.050995610654354095
0,1645.8677978515625,287.05853271484375,41,29,R_A3,287.05853271484375,20,2018-07-03,0.0,29,STANDARD,0.6512578725814819
0,1649.473388671875,287.21185302734375,41,30,R_A3,287.21185302734375,21,2018-07-03,0.0,29,STANDARD,0.0644843801856041
0,1632.2733154296875,277.62677001953125,52,1,R_A4,277.62677001953125,1,2018-09-12,0.0,30,STANDARD,0.049904510378837585
0,1626.0794677734375,277.33184814453125,52,1,R_A4,277.33184814453125,2,2018-09-12,0.0,31,STANDARD,0.047799594700336456
0,1628.0830078125,277.46539306640625,52,2,R_A4,277.46539306640625,3,2018-09-12,0.0,31,STANDARD,0.04893631115555763
0,1630.086669921875,277.5989685058594,52,3,R_A4,277.5989685058594,4,2018-09-12,0.0,31,STANDARD,0.04985818639397621
0,1632.0902099609375,277.7325439453125,52,4,R_A4,277.7325439453125,5,2018-09-12,0.0,31,STANDARD,0.05195733532309532
0,1634.09375,277.86614990234375,52,5,R_A4,277.86614990234375,6,2018-09-12,0.0,31,STANDARD,0.05520718917250633
0,1630.409912109375,277.71966552734375,52,5,R_A4,277.71966552734375,7,2018-09-12,0.0,32,STANDARD,0.054312627762556076
0,1635.6959228515625,277.90496826171875,51,5,R_A4,277.90496826171875,8,2018-09-12,0.0,32,STANDARD,0.05810847133398056
0,1637.5594482421875,278.0596008300781,51,5,R_A4,278.0596008300781,9,2018-09-12,0.0,33,STANDARD,0.14139994978904724
0,1635.784912109375,277.9413146972656,51,4,R_A4,277.9413146972656,10,2018-09-12,0.0,33,STANDARD,0.07751362025737762
0,1642.94482421875,278.0616455078125,50,5,R_A4,278.0616455078125,11,2018-09-12,0.0,33,STANDARD,0.09844089299440384
0,1641.1868896484375,277.9450378417969,50,4,R_A4,277.9450378417969,12,2018-09-12,0.0,33,STANDARD,0.06073354184627533
0,1640.6832275390625,277.96478271484375,50,4,R_A4,277.96478271484375,13,2018-09-12,0.0,34,STANDARD,0.0624530129134655
0,1638.870361328125,277.84527587890625,50,3,R_A4,277.84527587890625,14,2018-09-12,0.0,34,STANDARD,0.13519108295440674
0,1639.6807861328125,277.9703369140625,50,3,R_A4,277.9703369140625,15,2018-09-12,0.0,35,STANDARD,0.15750102698802948
0,1644.4527587890625,278.1783752441406,49,3,R_A4,278.1783752441406,16,2018-09-12,0.0,35,STANDARD,0.21484734117984772
0,1642.6156005859375,278.0551452636719,49,2,R_A4,278.0551452636719,17,2018-09-12,0.0,35,STANDARD,0.230357825756073
0,1645.674560546875,277.08294677734375,49,29,R_A4,277.08294677734375,18,2018-09-12,0.0,36,STANDARD,0.18319153785705566
0,1639.609375,276.62890625,49,28,R_A4,276.62890625,19,2018-09-12,0.0,36,STANDARD,0.28946417570114136
0,1640.597412109375,275.9273376464844,48,28,R_A4,275.9273376464844,20,2018-09-12,0.0,36,STANDARD,0.2799433469772339
0,1647.1732177734375,280.793701171875,48,28,R_A4,280.793701171875,21,2018-09-12,0.0,37,STANDARD,0.8324898481369019
0,1651.2952880859375,277.66851806640625,48,28,R_A4,277.66851806640625,22,2018-09-12,0.0,38,STANDARD,0.6930862069129944
0,1659.09521484375,277.7676696777344,47,28,R_A4,277.7676696777344,23,2018-09-12,0.0,38,STANDARD,0.65436851978302
0,1695.11962890625,276.09124755859375,42,1,R_A6,276.09124755859375,1,2018-11-07,-1.8436685148394763e-14,17,STANDARD,1.0
0,1696.6658935546875,276.2350158691406,42,2,R_A6,276.2350158691406,2,2018-11-07,-9.266720860979811e-15,17,STANDARD,1.0
0,1698.2122802734375,276.3752136230469,42,3,R_A6,276.3752136230469,3,2018-11-07,-7.494237503247354e-15,17,STANDARD,1.0
0,1699.7586669921875,276.51104736328125,42,4,R_A6,276.51104736328125,4,2018-11-07,-5.306223498514461e-15,17,STANDARD,1.0
0,1701.304931640625,276.645263671875,42,5,R_A6,276.645263671875,5,2018-11-07,-7.660458401783591e-15,17,STANDARD,1.0
0,1702.851318359375,276.4867248535156,42,6,R_A6,276.4867248535156,6,2018-11-07,-3.484296998059605e-13,17,STANDARD,1.0
0,1704.3975830078125,276.633056640625,42,7,R_A6,276.633056640625,7,2018-11-07,-4.929969735396889e-13,17,STANDARD,1.0
