DRAWDOWN,DEPTH,CONBPRES,CONJPOS,CONKPOS,WELL,PRESSURE,CONIDX,DATE,SGAS,CONIPOS,WELLMODEL,SWAT
0,1640.533447265625,300.7252197265625,30,1,R_A2,300.7252197265625,1,2018-01-01,0.0,22,STANDARD,0.09808659553527832
0,1642.283447265625,300.84259033203125,30,2,R_A2,300.84259033203125,2,2018-01-01,0.0,22,STANDARD,0.05555207282304764
0,1644.03369140625,300.9599304199219,30,3,R_A2,300.9599304199219,3,2018-01-01,0.0,22,STANDARD,0.059007368981838226
0,1645.783935546875,301.0773010253906,30,4,R_A2,301.0773010253906,4,2018-01-01,0.0,22,STANDARD,0.06327720731496811
0,1647.5340576171875,301.1946716308594,30,5,R_A2,301.1946716308594,5,2018-01-01,0.0,22,STANDARD,0.06703412532806396
0,1649.2841796875,301.3120422363281,30,6,R_A2,301.3120422363281,6,2018-01-01,0.0,22,STANDARD,0.30435770750045776
0,1651.0343017578125,301.4294128417969,30,7,R_A2,301.4294128417969,7,2018-01-01,0.0,22,STANDARD,0.8722283840179443
0,1652.7845458984375,301.5467834472656,30,8,R_A2,301.5467834472656,8,2018-01-01,0.0,22,STANDARD,0.8526140451431274
0,1654.53466796875,301.6641845703125,30,9,R_A2,301.6641845703125,9,2018-01-01,0.0,22,STANDARD,0.8791500926017761
0,1656.284912109375,301.78155517578125,30,10,R_A2,301.78155517578125,10,2018-01-01,0.0,22,STANDARD,0.8835428357124329
0,1658.1473388671875,301.9064636230469,30,11,R_A2,301.9064636230469,11,2018-01-01,0.0,22,STANDARD,0.07267932593822479
0,1660.122314453125,302.0389404296875,30,12,R_A2,302.0389404296875,12,2018-01-01,0.0,22,STANDARD,0.43596968054771423
0,1662.09716796875,302.1714172363281,30,13,R_A2,302.1714172363281,13,2018-01-01,0.0,22,STANDARD,0.42964884638786316
0,1664.072021484375,302.30389404296875,30,14,R_A2,302.30389404296875,14,2018-01-01,0.0,22,STANDARD,0.4671105444431305
0,1666.0469970703125,302.4363708496094,30,15,R_A2,302.4363708496094,15,2018-01-01,0.0,22,STANDARD,0.906075119972229
0,1668.0218505859375,302.56884765625,30,16,R_A2,302.56884765625,16,2018-01-01,0.0,22,STANDARD,0.9256048798561096
0,1671.677734375,302.8140869140625,29,16,R_A2,302.8140869140625,17,2018-01-01,0.0,22,STANDARD,0.9658572673797607
0,1673.7689208984375,302.95440673828125,29,17,R_A2,302.95440673828125,18,2018-01-01,0.0,22,STANDARD,0.9344521164894104
0,1675.6903076171875,303.08331298828125,29,18,R_A2,303.08331298828125,19,2018-01-01,0.0,22,STANDARD,0.9843904376029968
0,1677.487060546875,303.203857421875,29,26,R_A2,303.203857421875,20,2018-01-01,0.0,22,STANDARD,1.0
0,1679.239990234375,303.32147216796875,29,27,R_A2,303.32147216796875,21,2018-01-01,0.0,22,STANDARD,1.0
0,1680.992919921875,303.76763916015625,29,28,R_A2,303.76763916015625,22,2018-01-01,0.0,22,STANDARD,1.0
0,1682.7457275390625,303.9337463378906,29,29,R_A2,303.9337463378906,23,2018-01-01,0.0,22,STANDARD,1.0
0,1684.4986572265625,304.099853515625,29,30,R_A2,304.099853515625,24,2018-01-01,0.0,22,STANDARD,1.0
0,1609.252197265625,298.6282653808594,41,1,R_A3,298.6282653808594,1,2018-01-01,0.0,28,STANDARD,0.33250051736831665
0,1601.9385986328125,298.1381530761719,41,2,R_A3,298.1381530761719,2,2018-01-01,0.0,29,STANDARD,0.1224367544054985
0,1604.0648193359375,298.2806396484375,41,3,R_A3,298.2806396484375,3,2018-01-01,0.0,29,STANDARD,0.11823459714651108
0,1606.191162109375,298.4231262207031,41,4,R_A3,298.4231262207031,4,2018-01-01,0.0,29,STANDARD,0.2196381390094757
0,1608.3173828125,298.56561279296875,41,5,R_A3,298.56561279296875,5,2018-01-01,0.0,29,STANDARD,0.8060256242752075
0,1610.443603515625,298.7081298828125,41,6,R_A3,298.7081298828125,6,2018-01-01,0.0,29,STANDARD,0.23262088000774384
0,1612.5699462890625,298.8506164550781,41,7,R_A3,298.8506164550781,7,2018-01-01,0.0,29,STANDARD,0.1961677074432373
0,1614.6961669921875,298.9931335449219,41,8,R_A3,298.9931335449219,8,2018-01-01,0.0,29,STANDARD,0.19594280421733856
0,1616.822509765625,299.1356506347656,41,9,R_A3,299.1356506347656,9,2018-01-01,0.0,29,STANDARD,0.7951288223266602
0,1618.94873046875,299.2781677246094,41,10,R_A3,299.2781677246094,10,2018-01-01,0.0,29,STANDARD,0.7957730889320374
0,1621.143310546875,299.4252624511719,41,11,R_A3,299.4252624511719,11,2018-01-01,0.0,29,STANDARD,0.048623207956552505
0,1623.406005859375,299.5769348144531,41,12,R_A3,299.5769348144531,12,2018-01-01,0.0,29,STANDARD,0.05317902937531471
0,1625.6688232421875,299.7286376953125,41,13,R_A3,299.7286376953125,13,2018-01-01,0.0,29,STANDARD,0.36430415511131287
0,1627.931640625,299.88031005859375,41,14,R_A3,299.88031005859375,14,2018-01-01,0.0,29,STANDARD,0.34983089566230774
0,1630.1943359375,300.0320129394531,41,15,R_A3,300.0320129394531,15,2018-01-01,0.0,29,STANDARD,0.49156883358955383
0,1632.2442626953125,300.1694641113281,41,16,R_A3,300.1694641113281,16,2018-01-01,0.0,29,STANDARD,0.8042612671852112
0,1635.05078125,300.35760498046875,41,26,R_A3,300.35760498046875,17,2018-01-01,0.0,29,STANDARD,1.0
0,1638.656494140625,300.599365234375,41,27,R_A3,300.599365234375,18,2018-01-01,0.0,29,STANDARD,0.043261367827653885
0,1642.2620849609375,300.8411560058594,41,28,R_A3,300.8411560058594,19,2018-01-01,0.0,29,STANDARD,0.05085747689008713
0,1645.8677978515625,301.0829162597656,41,29,R_A3,301.0829162597656,20,2018-01-01,0.0,29,STANDARD,0.6481541991233826
0,1649.473388671875,301.3247375488281,41,30,R_A3,301.3247375488281,21,2018-01-01,0.0,29,STANDARD,0.06433451920747757
0,1632.2733154296875,300.1714172363281,52,1,R_A4,300.1714172363281,1,2018-01-01,0.0,30,STANDARD,0.04979408532381058
0,1626.0794677734375,299.75616455078125,52,1,R_A4,299.75616455078125,2,2018-01-01,0.0,31,STANDARD,0.047666218131780624
0,1628.0830078125,299.8904724121094,52,2,R_A4,299.8904724121094,3,2018-01-01,0.0,31,STANDARD,0.04879026859998703
0,1630.086669921875,300.0248107910156,52,3,R_A4,300.0248107910156,4,2018-01-01,0.0,31,STANDARD,0.049695778638124466
0,1632.0902099609375,300.15911865234375,52,4,R_A4,300.15911865234375,5,2018-01-01,0.0,31,STANDARD,0.05178583413362503
0,1634.09375,300.29345703125,52,5,R_A4,300.29345703125,6,2018-01-01,0.0,31,STANDARD,0.05503880977630615
0,1630.409912109375,300.0464782714844,52,5,R_A4,300.0464782714844,7,2018-01-01,0.0,32,STANDARD,0.054030392318964005
0,1635.6959228515625,300.40087890625,51,5,R_A4,300.40087890625,8,2018-01-01,0.0,32,STANDARD,0.05787006765604019
0,1637.5594482421875,300.52581787109375,51,5,R_A4,300.52581787109375,9,2018-01-01,0.0,33,STANDARD,0.14037181437015533
0,1635.784912109375,300.4068298339844,51,4,R_A4,300.4068298339844,10,2018-01-01,0.0,33,STANDARD,0.07716730237007141
0,1642.94482421875,300.8869323730469,50,5,R_A4,300.8869323730469,11,2018-01-01,0.0,33,STANDARD,0.09794887155294418
0,1641.1868896484375,300.76904296875,50,4,R_A4,300.76904296875,12,2018-01-01,0.0,33,STANDARD,0.06043928861618042
0,1640.6832275390625,300.7352600097656,50,4,R_A4,300.7352600097656,13,2018-01-01,0.0,34,STANDARD,0.06262688338756561
0,1638.870361328125,300.61370849609375,50,3,R_A4,300.61370849609375,14,2018-01-01,0.0,34,STANDARD,0.13402815163135529
0,1639.6807861328125,300.6680603027344,50,3,R_A4,300.6680603027344,15,2018-01-01,0.0,35,STANDARD,0.15682335197925568
0,1644.4527587890625,300.988037109375,49,3,R_A4,300.988037109375,16,2018-01-01,0.0,35,STANDARD,0.21488867700099945
0,1642.6156005859375,300.8648376464844,49,2,R_A4,300.8648376464844,17,2018-01-01,0.0,35,STANDARD,0.23065422475337982
0,1645.674560546875,301.0699768066406,49,29,R_A4,301.0699768066406,18,2018-01-01,0.0,36,STANDARD,0.20339789986610413
0,1639.609375,300.66326904296875,49,28,R_A4,300.66326904296875,19,2018-01-01,0.0,36,STANDARD,0.3129192590713501
0,1640.597412109375,300.7295227050781,48,28,R_A4,300.7295227050781,20,2018-01-01,0.0,36,STANDARD,0.2825665771961212
0,1647.1732177734375,301.17047119140625,48,28,R_A4,301.17047119140625,21,2018-01-01,0.0,37,STANDARD,0.8335373401641846
0,1651.2952880859375,301.4468994140625,48,28,R_A4,301.4468994140625,22,2018-01-01,0.0,38,STANDARD,0.6930938363075256
0,1659.09521484375,301.9700622558594,47,28,R_A4,301.9700622558594,23,2018-01-01,0.0,38,STANDARD,0.6481541991233826
0,1686.0059814453125,303.9368896484375,20,1,R_A5,303.9368896484375,1,2018-01-01,0.0,31,STANDARD,1.0
0,1688.09814453125,304.1351623535156,20,2,R_A5,304.1351623535156,2,2018-01-01,0.0,31,STANDARD,1.0
0,1690.1903076171875,304.33343505859375,20,3,R_A5,304.33343505859375,3,2018-01-01,0.0,31,STANDARD,1.0
0,1692.2825927734375,304.5317077636719,20,4,R_A5,304.5317077636719,4,2018-01-01,0.0,31,STANDARD,1.0
0,1694.374755859375,304.72998046875,20,5,R_A5,304.72998046875,5,2018-01-01,0.0,31,STANDARD,1.0
0,1696.467041015625,304.9282531738281,20,6,R_A5,304.9282531738281,6,2018-01-01,0.0,31,STANDARD,1.0
0,1698.559326171875,305.43231201171875,20,7,R_A5,305.43231201171875,7,2018-01-01,0.0,31,STANDARD,1.0
0,1692.2891845703125,304.5390625,21,8,R_A5,304.5390625,8,2018-01-01,0.0,31,STANDARD,1.0
0,1694.700439453125,305.0666198730469,21,9,R_A5,305.0666198730469,9,2018-01-01,0.0,31,STANDARD,1.0
0,1697.11181640625,305.2951354980469,21,10,R_A5,305.2951354980469,10,2018-01-01,0.0,31,STANDARD,1.0
0,1699.3057861328125,305.1973876953125,21,11,R_A5,305.1973876953125,11,2018-01-01,0.0,31,STANDARD,1.0
0,1701.282470703125,305.38470458984375,21,12,R_A5,305.38470458984375,12,2018-01-01,0.0,31,STANDARD,1.0
0,1703.2591552734375,305.5840148925781,21,13,R_A5,305.5840148925781,13,2018-01-01,0.0,31,STANDARD,1.0
0,1705.23583984375,305.7713317871094,21,14,R_A5,305.7713317871094,14,2018-01-01,0.0,31,STANDARD,1.0
0,1707.212646484375,305.95867919921875,21,15,R_A5,305.95867919921875,15,2018-01-01,0.0,31,STANDARD,1.0
0,1709.189208984375,306.291015625,21,16,R_A5,306.291015625,16,2018-01-01,0.0,31,STANDARD,1.0
