order,utm_x,utm_y,measured_depth,true_vertical_depth,zone,pressure,swat,sgas,soil,valid_zone,is_active,i,j,k,well,time,report_step,observed,error
0,460994.9,5933813.29,1697.9,1648.9,Valysar,299.0082092285156,0.05742401629686356,0.0,0.9425759837031364,True,True,21,29,2,R_A2,2018-03-01,1,299.23,3.0
0,462753.44,5932869.64,1673.4,1624.4,Therys,283.6488037109375,0.052284345030784614,0.0,0.9477156549692154,True,True,28,40,11,R_A3,2018-07-03,1,298.52,3.0
1,462753.44,5932869.64,1690.7,1641.7,Volon,284.5548095703125,0.047787193208932884,0.0,0.9522128067910672,True,True,28,40,28,R_A3,2018-07-03,1,280.43,3.0
0,464008.82200000004,5931878.919,2578.7,1634.5379999999998,Valysar,279.0897216796875,0.0561821274459362,0.0,0.9438178725540638,True,True,31,50,3,R_A4,2018-09-12,1,288.6,3.0
1,464291.761,5932429.155,3197.5,1643.655,Volon,285.2396240234375,1.0,5.213495867656404e-12,-5.213495867656404e-12,True,True,35,48,29,R_A4,2018-09-12,1,282.13,3.0
0,461519.21,5935692.65,1737.8,1688.8,Valysar,277.20932006835943,1.0,-2.8628684492493228e-11,2.8628684492493228e-11,True,True,30,19,2,R_A5,2018-04-28,1,278.7,3.0
1,461519.21,5935692.65,1769.1,1720.1,Volon,278.77462768554693,1.0,-1.7212857658308043e-12,1.7212857658308043e-12,True,True,30,20,27,R_A5,2018-04-28,1,286.55,3.0
0,461292.74,5931883.26,1759.9,1710.9,Therys,277.81625366210943,1.0,2.4896986802378472e-14,-2.4896986802378472e-14,True,True,16,41,10,R_A6,2018-11-07,1,280.85,3.0
1,461292.74,5931883.26,1777.4,1728.4,Volon,279.65509033203125,1.0,-9.736197051157404e-18,9.736197051157404e-18,True,True,16,41,27,R_A6,2018-11-07,1,286.41,3.0
