FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,562264.0,0.0,562264.0,83652398.0,0.0,79178055.0,79178055.0,87308195.0,806445.0,86501749.0,0.0,806445.0,WestLowland,Valysar
2,4721043.0,0.0,4721043.0,15624515.0,0.0,664817329.0,664817329.0,22926659.0,6768722.0,16157937.0,0.0,6768722.0,CentralSouth,Valysar
3,2827881.0,0.0,2827881.0,11761378.0,0.0,398222231.0,398222231.0,16216359.0,4054438.0,12161921.0,0.0,4054438.0,CentralNorth,Valysar
4,175369.0,47041.0,222410.0,3061316.0,306376632.0,34360101.0,340736733.0,4770382.0,285563.0,3166297.0,1318522.0,1604085.0,NorthHorst,Valysar
5,837628.0,0.0,837628.0,735182.0,0.0,117954739.0,117954739.0,1962094.0,1201566.0,760527.0,0.0,1201566.0,CentralRamp,Valysar
6,7075283.0,0.0,7075283.0,6507912.0,0.0,996341421.0,996341421.0,16881790.0,10150488.0,6731302.0,0.0,10150488.0,CentralHorst,Valysar
7,312.0,0.0,312.0,38948677.0,0.0,43887.0,43887.0,40261670.0,447.0,40261223.0,0.0,447.0,EastLowland,Valysar
8,252548.0,0.0,252548.0,110153768.0,0.0,35563810.0,35563810.0,114267315.0,362197.0,113905119.0,0.0,362197.0,WestLowland,Therys
9,491209.0,0.0,491209.0,5902428.0,0.0,69172053.0,69172053.0,6808259.0,704130.0,6104129.0,0.0,704130.0,CentralSouth,Therys
10,1107539.0,0.0,1107539.0,11426474.0,0.0,155963679.0,155963679.0,13402956.0,1587673.0,11815283.0,0.0,1587673.0,CentralNorth,Therys
11,229736.0,67007.0,296743.0,3489131.0,435201290.0,45012082.0,480213372.0,5854827.0,374094.0,3608677.0,1872056.0,2246150.0,NorthHorst,Therys
12,809985.0,0.0,809985.0,367897.0,0.0,114062017.0,114062017.0,1542168.0,1161619.0,380549.0,0.0,1161619.0,CentralRamp,Therys
13,3273468.0,0.0,3273468.0,4995050.0,0.0,460969755.0,460969755.0,9861731.0,4695798.0,5165933.0,0.0,4695798.0,CentralHorst,Therys
14,0.0,0.0,0.0,18192537.0,0.0,0.0,0.0,18801585.0,0.0,18801585.0,0.0,0.0,EastLowland,Therys
15,54468.0,0.0,54468.0,78340159.0,0.0,7670247.0,7670247.0,81074421.0,78105.0,80996316.0,0.0,78105.0,WestLowland,Volon
16,2207726.0,0.0,2207726.0,35217379.0,0.0,310892036.0,310892036.0,39580961.0,3164733.0,36416228.0,0.0,3164733.0,CentralSouth,Volon
17,108385.0,0.0,108385.0,6154080.0,0.0,15262810.0,15262810.0,6518729.0,155356.0,6363373.0,0.0,155356.0,CentralNorth,Volon
18,351345.0,25119.0,376464.0,1405309.0,162497142.0,68839026.0,231336168.0,2723984.0,572119.0,1453332.0,698533.0,1270652.0,NorthHorst,Volon
19,1301038.0,0.0,1301038.0,709460.0,0.0,183212174.0,183212174.0,2599181.0,1865369.0,733812.0,0.0,1865369.0,CentralRamp,Volon
20,7155878.0,0.0,7155878.0,9229475.0,-0.0,1007690696.0,1007690696.0,19809167.0,10263593.0,9545575.0,0.0,10263593.0,CentralHorst,Volon
21,0.0,0.0,0.0,34333936.0,0.0,0.0,0.0,35492482.0,0.0,35492482.0,0.0,0.0,EastLowland,Volon
