ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,6450482,1125038,730582,509471,71733573,0,0,0,0,0
Valysar,CentralSouth,62906209,11879588,8986593,6266801,882365648,0,0,0,0,0
Valysar,CentralNorth,44484492,7501949,5458130,3806227,535916842,0,0,0,0,0
Valysar,NorthHorst,4394802,686125,384559,236215,46274609,24952732,3311349,2147615,499445381,76415
Valysar,CentralRamp,13411243,2182833,1636582,1141270,160690858,0,0,0,0,0
Valysar,CentralHorst,86064057,13491264,10079375,7028853,989662532,0,0,0,0,0
Valysar,EastLowland,3674831,373052,157130,109575,15428112,0,0,0,0,0
Therys,WestLowland,3110366,470431,227523,158663,22339782,0,0,0,0,0
Therys,CentralSouth,12716717,3065370,2057923,1435093,202061090,0,0,0,0,0
Therys,CentralNorth,19477865,3749750,2223791,1550761,218347120,0,0,0,0,0
Therys,NorthHorst,5169242,754352,315401,193735,37952716,18543325,3037246,1973604,458977704,70224
Therys,CentralRamp,6394378,1473114,1161345,809864,114028858,0,0,0,0,0
Therys,CentralHorst,30161701,7694466,6038842,4211187,592935164,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,613900,89865,49708,34664,4880686,0,0,0,0,0
Volon,CentralSouth,35644939,6424610,4707207,3282571,462186007,0,0,0,0,0
Volon,CentralNorth,6648679,977271,564549,393688,55431281,0,0,0,0,0
Volon,NorthHorst,3730436,705457,535761,329091,64469009,4867931,933924,796491,185230490,28340
Volon,CentralRamp,12658780,2218177,1720309,1199658,168911807,0,0,0,0,0
Volon,CentralHorst,83593824,14716919,11536955,8045296,1132777761,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
