ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5146174,880361,551056,384279,54106489
Valysar,CentralSouth,69461853,12492536,9336782,6511006,916749618
Valysar,CentralNorth,41113711,6760590,5029368,3507230,493818018
Valysar,NorthHorst,4583159,773530,468986,288075,56433855
Valysar,CentralRamp,13677080,2136176,1504580,1049219,147730072
Valysar,CentralHorst,86806880,14867290,11666727,8135793,1145519692
Valysar,EastLowland,1336875,209561,116194,81028,11408738
Therys,WestLowland,1616748,283479,133894,93371,13146660
Therys,CentralSouth,14669412,3398433,2096557,1462034,205854454
Therys,CentralNorth,22172417,4270572,2504397,1746442,245898975
Therys,NorthHorst,6155331,779658,299450,183938,36033366
Therys,CentralRamp,6722474,1506989,1156229,806296,113526505
Therys,CentralHorst,31202982,7719703,5945566,4146141,583776693
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,76157,11685,5688,3967,558486
Volon,CentralSouth,34635062,6148400,4530824,3159571,444867553
Volon,CentralNorth,7266819,1036530,607242,423461,59623255
Volon,NorthHorst,4545750,815500,601052,369196,72325582
Volon,CentralRamp,12602449,2351691,1848500,1289051,181498454
Volon,CentralHorst,83577708,14668348,11712577,8167766,1150021541
Volon,EastLowland,0,0,0,0,0
