Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:54:52
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       280375031.28         45554128.30         34674902.23         21808114.24
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  280375031.28         45554128.30         34674902.23         21808114.24
MidReek    1                       188064000.78         37050355.68         30114388.25         18939866.51
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  188064000.78         37050355.68         30114388.25         18939866.51
LowerReek  1                       127657532.51         26940025.39         22401353.42         14088901.29
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  127657532.51         26940025.39         22401353.42         14088901.29
Totals     1                       596096564.58        109544509.36         87190643.91         54836882.05
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  596096564.58        109544509.36         87190643.91         54836882.05
