DEPTH,CONIDX,SGAS,PRESSURE,CONJPOS,DRAWDOWN,CONBPRES,DATE,WELL,SWAT,CONIPOS,CONKPOS,WELLMODEL
1629.4896240234375,3,0.0,299.89520263671875,52,0,299.89520263671875,2018-01-01,R_A4,0.05124127119779587,31,2,STANDARD
1631.5498046875,4,0.0,300.0333251953125,52,0,300.0333251953125,2018-01-01,R_A4,0.05373745784163475,31,3,STANDARD
1633.610107421875,5,0.0,300.17144775390625,52,0,300.17144775390625,2018-01-01,R_A4,0.05840654298663139,31,4,STANDARD
1632.3968505859375,6,0.0,300.0901184082031,52,0,300.0901184082031,2018-01-01,R_A4,0.05641423910856247,32,4,STANDARD
1635.880615234375,7,0.0,300.3236999511719,51,0,300.3236999511719,2018-01-01,R_A4,0.059060242027044296,32,4,STANDARD
1637.321044921875,8,0.0,300.4202575683594,51,0,300.4202575683594,2018-01-01,R_A4,0.0928310677409172,33,4,STANDARD
1635.474609375,9,0.0,300.29644775390625,51,0,300.29644775390625,2018-01-01,R_A4,0.1678450107574463,33,3,STANDARD
1642.1485595703125,10,0.0,300.74395751953125,50,0,300.74395751953125,2018-01-01,R_A4,0.18907098472118378,33,4,STANDARD
1641.132080078125,11,0.0,300.67578125,50,0,300.67578125,2018-01-01,R_A4,0.16031335294246674,34,4,STANDARD
1639.20703125,12,0.0,300.5467224121094,50,0,300.5467224121094,2018-01-01,R_A4,0.25342857837677,34,3,STANDARD
1640.9061279296875,13,0.0,300.66064453125,50,0,300.66064453125,2018-01-01,R_A4,0.16939347982406616,35,3,STANDARD
1639.0426025390625,14,0.0,300.53570556640625,50,0,300.53570556640625,2018-01-01,R_A4,0.23071172833442688,35,2,STANDARD
1641.93212890625,15,0.0,300.72943115234375,49,0,300.72943115234375,2018-01-01,R_A4,0.23815256357192993,35,2,STANDARD
1642.357421875,16,0.0,300.7579650878906,49,0,300.7579650878906,2018-01-01,R_A4,0.8387154340744019,36,30,STANDARD
1639.6068115234375,17,0.0,300.5735168457031,48,0,300.5735168457031,2018-01-01,R_A4,0.6481541991233826,36,30,STANDARD
1646.7513427734375,18,0.0,301.0526123046875,48,0,301.0526123046875,2018-01-01,R_A4,0.8328254222869873,37,30,STANDARD
1653.461669921875,19,0.0,301.5025939941406,48,0,301.5025939941406,2018-01-01,R_A4,0.6481541991233826,38,30,STANDARD
1657.8184814453125,20,0.0,301.7947998046875,47,0,301.7947998046875,2018-01-01,R_A4,0.8453923463821411,38,30,STANDARD
1685.026611328125,1,0.0,303.8440856933594,20,0,303.8440856933594,2018-01-01,R_A5,1.0,31,1,STANDARD
1687.3070068359375,2,0.0,304.0601806640625,20,0,304.0601806640625,2018-01-01,R_A5,1.0,31,2,STANDARD
1689.5875244140625,3,0.0,304.27630615234375,20,0,304.27630615234375,2018-01-01,R_A5,1.0,31,3,STANDARD
1691.8680419921875,4,0.0,304.4924011230469,20,0,304.4924011230469,2018-01-01,R_A5,1.0,31,4,STANDARD
1694.1485595703125,5,0.0,304.7085266113281,20,0,304.7085266113281,2018-01-01,R_A5,1.0,31,5,STANDARD
1696.4290771484375,6,0.0,304.9246520996094,20,0,304.9246520996094,2018-01-01,R_A5,1.0,31,6,STANDARD
1698.70947265625,7,0.0,305.446533203125,20,0,305.446533203125,2018-01-01,R_A5,1.0,31,7,STANDARD
1707.6488037109375,8,0.0,305.988037109375,20,0,305.988037109375,2018-01-01,R_A5,1.0,31,11,STANDARD
1709.5638427734375,9,0.0,306.1695251464844,20,0,306.1695251464844,2018-01-01,R_A5,1.0,31,12,STANDARD
1701.7845458984375,10,0.0,305.4322814941406,21,0,305.4322814941406,2018-01-01,R_A5,1.0,31,12,STANDARD
1703.735107421875,11,0.0,305.6291198730469,21,0,305.6291198730469,2018-01-01,R_A5,1.0,31,13,STANDARD
1705.6856689453125,12,0.0,305.81396484375,21,0,305.81396484375,2018-01-01,R_A5,1.0,31,14,STANDARD
1707.63623046875,13,0.0,305.9988098144531,21,0,305.9988098144531,2018-01-01,R_A5,1.0,31,15,STANDARD
1709.5867919921875,14,0.0,306.3287048339844,21,0,306.3287048339844,2018-01-01,R_A5,1.0,31,16,STANDARD
1711.537353515625,15,0.0,306.5135498046875,21,0,306.5135498046875,2018-01-01,R_A5,1.0,31,17,STANDARD
1713.35400390625,16,0.0,306.6856994628906,21,0,306.6856994628906,2018-01-01,R_A5,1.0,31,18,STANDARD
1714.3951416015625,17,0.0,306.7843933105469,21,0,306.7843933105469,2018-01-01,R_A5,1.0,31,19,STANDARD
1715.7628173828125,18,0.0,306.75689697265625,21,0,306.75689697265625,2018-01-01,R_A5,1.0,31,27,STANDARD
1718.098388671875,19,0.0,306.978271484375,21,0,306.978271484375,2018-01-01,R_A5,1.0,31,28,STANDARD
1720.43408203125,20,0.0,307.5054016113281,21,0,307.5054016113281,2018-01-01,R_A5,1.0,31,29,STANDARD
1722.7696533203125,21,0.0,307.7267761230469,21,0,307.7267761230469,2018-01-01,R_A5,1.0,31,30,STANDARD
1725.105224609375,22,0.0,307.9481506347656,21,0,307.9481506347656,2018-01-01,R_A5,1.0,31,31,STANDARD
1695.20263671875,1,0.0,305.11419677734375,42,0,305.11419677734375,2018-01-01,R_A6,1.0,17,1,STANDARD
1696.7510986328125,2,0.0,304.9618835449219,42,0,304.9618835449219,2018-01-01,R_A6,1.0,17,2,STANDARD
1698.299560546875,3,0.0,305.4076843261719,42,0,305.4076843261719,2018-01-01,R_A6,1.0,17,3,STANDARD
1699.84814453125,4,0.0,305.554443359375,42,0,305.554443359375,2018-01-01,R_A6,1.0,17,4,STANDARD
1701.3966064453125,5,0.0,305.7012023925781,42,0,305.7012023925781,2018-01-01,R_A6,1.0,17,5,STANDARD
1702.9451904296875,6,0.0,305.84796142578125,42,0,305.84796142578125,2018-01-01,R_A6,1.0,17,6,STANDARD
1704.49365234375,7,0.0,305.6956481933594,42,0,305.6956481933594,2018-01-01,R_A6,1.0,17,7,STANDARD
1706.042236328125,8,0.0,305.8424072265625,42,0,305.8424072265625,2018-01-01,R_A6,1.0,17,8,STANDARD
1707.5906982421875,9,0.0,306.2882080078125,42,0,306.2882080078125,2018-01-01,R_A6,1.0,17,9,STANDARD
1709.1392822265625,10,0.0,306.1291809082031,42,0,306.1291809082031,2018-01-01,R_A6,1.0,17,10,STANDARD
1711.055419921875,11,0.0,306.3109130859375,42,0,306.3109130859375,2018-01-01,R_A6,1.0,17,11,STANDARD
1713.3392333984375,12,0.0,306.52734375,42,0,306.52734375,2018-01-01,R_A6,1.0,17,12,STANDARD
1715.623046875,13,0.0,306.7557678222656,42,0,306.7557678222656,2018-01-01,R_A6,1.0,17,13,STANDARD
1717.9068603515625,14,0.0,306.9721984863281,42,0,306.9721984863281,2018-01-01,R_A6,1.0,17,14,STANDARD
1720.190673828125,15,0.0,307.18865966796875,42,0,307.18865966796875,2018-01-01,R_A6,1.0,17,15,STANDARD
1722.474365234375,16,0.0,307.55010986328125,42,0,307.55010986328125,2018-01-01,R_A6,1.0,17,16,STANDARD
1724.7581787109375,17,0.0,307.7665710449219,42,0,307.7665710449219,2018-01-01,R_A6,1.0,17,17,STANDARD
1726.394287109375,18,0.0,307.921630859375,42,0,307.921630859375,2018-01-01,R_A6,1.0,17,18,STANDARD
1727.7508544921875,19,0.0,307.8930969238281,42,0,307.8930969238281,2018-01-01,R_A6,1.0,17,27,STANDARD
1729.4755859375,20,0.0,308.3623352050781,42,0,308.3623352050781,2018-01-01,R_A6,1.0,17,28,STANDARD
1731.2001953125,21,0.0,308.52581787109375,42,0,308.52581787109375,2018-01-01,R_A6,1.0,17,29,STANDARD
1732.9249267578125,22,0.0,308.68927001953125,42,0,308.68927001953125,2018-01-01,R_A6,1.0,17,30,STANDARD
1734.649658203125,23,0.0,308.5469665527344,42,0,308.5469665527344,2018-01-01,R_A6,1.0,17,31,STANDARD
1641.094970703125,1,0.0,298.934326171875,30,0,298.934326171875,2018-03-01,R_A2,0.05765185132622719,22,1,STANDARD
1642.8890380859375,2,0.0,299.0545959472656,30,0,299.0545959472656,2018-03-01,R_A2,0.05855844169855118,22,2,STANDARD
1644.68310546875,3,0.0,299.17486572265625,30,0,299.17486572265625,2018-03-01,R_A2,0.061209436506032944,22,3,STANDARD
1646.4771728515625,4,0.0,299.2951354980469,30,0,299.2951354980469,2018-03-01,R_A2,0.06639283150434494,22,4,STANDARD
1648.2713623046875,5,0.0,299.4154052734375,30,0,299.4154052734375,2018-03-01,R_A2,0.06882822513580322,22,5,STANDARD
1650.0654296875,6,0.0,299.5520935058594,30,0,299.5520935058594,2018-03-01,R_A2,0.3120419681072235,22,6,STANDARD
1651.859619140625,7,0.0,299.6756286621094,30,0,299.6756286621094,2018-03-01,R_A2,0.8978009223937988,22,7,STANDARD
1653.6536865234375,8,0.0,299.7987976074219,30,0,299.7987976074219,2018-03-01,R_A2,0.8618033528327942,22,8,STANDARD
1655.44775390625,9,0.0,299.95599365234375,30,0,299.95599365234375,2018-03-01,R_A2,0.910480260848999,22,9,STANDARD
1657.2418212890625,10,0.0,300.061279296875,30,0,300.061279296875,2018-03-01,R_A2,0.9083476662635803,22,10,STANDARD
1659.1368408203125,11,0.0,300.08819580078125,30,0,300.08819580078125,2018-03-01,R_A2,0.07612922787666321,22,11,STANDARD
1661.132568359375,12,0.0,300.2136535644531,30,0,300.2136535644531,2018-03-01,R_A2,0.0795007050037384,22,12,STANDARD
1663.12841796875,13,0.0,300.37060546875,30,0,300.37060546875,2018-03-01,R_A2,0.4491511583328247,22,13,STANDARD
1665.1241455078125,14,0.0,300.50634765625,30,0,300.50634765625,2018-03-01,R_A2,0.5073153376579285,22,14,STANDARD
1667.1199951171875,15,0.0,300.64361572265625,30,0,300.64361572265625,2018-03-01,R_A2,0.6860328912734985,22,15,STANDARD
1669.11572265625,16,0.0,300.7778625488281,30,0,300.7778625488281,2018-03-01,R_A2,0.9714533090591431,22,16,STANDARD
1671.111572265625,17,0.0,300.9122619628906,30,0,300.9122619628906,2018-03-01,R_A2,0.9485083222389221,22,17,STANDARD
1672.9881591796875,18,0.0,301.0382995605469,30,0,301.0382995605469,2018-03-01,R_A2,0.9796209931373596,22,18,STANDARD
1674.229736328125,19,0.0,301.0619812011719,29,0,301.0619812011719,2018-03-01,R_A2,0.9940499067306519,22,18,STANDARD
1676.1676025390625,20,0.0,300.492919921875,29,0,300.492919921875,2018-03-01,R_A2,0.6483280062675476,22,27,STANDARD
1677.9368896484375,21,-1.6532117749268517e-16,303.4534606933594,29,0,303.4534606933594,2018-03-01,R_A2,1.0,22,28,STANDARD
1679.7061767578125,22,2.1966440263857732e-16,303.6184997558594,29,0,303.6184997558594,2018-03-01,R_A2,1.0,22,29,STANDARD
1681.4754638671875,23,2.2006888734067085e-16,303.7884521484375,29,0,303.7884521484375,2018-03-01,R_A2,1.0,22,30,STANDARD
1683.2447509765625,24,1.5868776800643867e-17,303.96490478515625,29,0,303.96490478515625,2018-03-01,R_A2,1.0,22,31,STANDARD
1685.026611328125,1,-1.0769047112391128e-11,280.2618713378906,20,0,280.2618713378906,2018-04-28,R_A5,1.0,31,1,STANDARD
1687.3070068359375,2,-9.946527108894987e-12,280.477783203125,20,0,280.477783203125,2018-04-28,R_A5,1.0,31,2,STANDARD
1689.5875244140625,3,-9.447973653431418e-12,280.6936950683594,20,0,280.6936950683594,2018-04-28,R_A5,1.0,31,3,STANDARD
1691.8680419921875,4,-1.0530134056385698e-11,280.90966796875,20,0,280.90966796875,2018-04-28,R_A5,1.0,31,4,STANDARD
1694.1485595703125,5,-1.0277542705772191e-11,281.1256103515625,20,0,281.1256103515625,2018-04-28,R_A5,1.0,31,5,STANDARD
1696.4290771484375,6,-9.834312184042737e-12,281.3415222167969,20,0,281.3415222167969,2018-04-28,R_A5,1.0,31,6,STANDARD
1698.70947265625,7,-4.364082337691977e-13,281.8916015625,20,0,281.8916015625,2018-04-28,R_A5,1.0,31,7,STANDARD
1707.6488037109375,8,-4.8061374324781525e-11,280.18548583984375,20,0,280.18548583984375,2018-04-28,R_A5,1.0,31,11,STANDARD
1709.5638427734375,9,-4.24813274835234e-11,280.3492736816406,20,0,280.3492736816406,2018-04-28,R_A5,1.0,31,12,STANDARD
1701.7845458984375,10,-2.785948138850358e-10,278.6106262207031,21,0,278.6106262207031,2018-04-28,R_A5,1.0,31,12,STANDARD
1703.735107421875,11,-1.0214410914310967e-11,278.80413818359375,21,0,278.80413818359375,2018-04-28,R_A5,1.0,31,13,STANDARD
1705.6856689453125,12,-5.611121636772687e-11,278.9844665527344,21,0,278.9844665527344,2018-04-28,R_A5,1.0,31,14,STANDARD
1707.63623046875,13,-2.369874435581565e-11,279.159912109375,21,0,279.159912109375,2018-04-28,R_A5,1.0,31,15,STANDARD
1709.5867919921875,14,-1.7009083377872436e-11,279.4573974609375,21,0,279.4573974609375,2018-04-28,R_A5,1.0,31,16,STANDARD
1711.537353515625,15,-4.733288847674766e-12,279.56243896484375,21,0,279.56243896484375,2018-04-28,R_A5,1.0,31,17,STANDARD
1713.35400390625,16,-8.876331961116257e-12,279.64801025390625,21,0,279.64801025390625,2018-04-28,R_A5,1.0,31,18,STANDARD
1714.3951416015625,17,0.0,279.7052307128906,21,0,279.7052307128906,2018-04-28,R_A5,1.0,31,19,STANDARD
1715.7628173828125,18,-2.689957631640816e-13,279.6689758300781,21,0,279.6689758300781,2018-04-28,R_A5,1.0,31,27,STANDARD
1718.098388671875,19,-5.095604927590758e-13,279.88934326171875,21,0,279.88934326171875,2018-04-28,R_A5,1.0,31,28,STANDARD
1720.43408203125,20,-1.9460876323143346e-20,284.87408447265625,21,0,284.87408447265625,2018-04-28,R_A5,1.0,31,29,STANDARD
1722.7696533203125,21,-1.964578511737876e-19,280.293701171875,21,0,280.293701171875,2018-04-28,R_A5,1.0,31,30,STANDARD
1725.105224609375,22,-2.461858557995501e-19,291.62872314453125,21,0,291.62872314453125,2018-04-28,R_A5,1.0,31,31,STANDARD
1609.243408203125,1,0.0,278.6197509765625,41,0,278.6197509765625,2018-07-03,R_A3,0.6494163274765015,28,1,STANDARD
1611.3077392578125,2,0.0,278.7537536621094,41,0,278.7537536621094,2018-07-03,R_A3,0.19839105010032654,28,2,STANDARD
1613.3720703125,3,0.0,278.89141845703125,41,0,278.89141845703125,2018-07-03,R_A3,0.19403508305549622,28,3,STANDARD
1615.4365234375,4,0.0,279.029052734375,41,0,279.029052734375,2018-07-03,R_A3,0.2559514045715332,28,4,STANDARD
1617.5008544921875,5,0.0,279.1970520019531,41,0,279.1970520019531,2018-07-03,R_A3,0.8272689580917358,28,5,STANDARD
1619.565185546875,6,0.0,279.25482177734375,41,0,279.25482177734375,2018-07-03,R_A3,0.6508238911628723,28,6,STANDARD
1609.3663330078125,7,0.0,278.55419921875,41,0,278.55419921875,2018-07-03,R_A3,0.6509900093078613,29,6,STANDARD
1611.4163818359375,8,0.0,278.7052307128906,41,0,278.7052307128906,2018-07-03,R_A3,0.19962044060230255,29,7,STANDARD
1613.46630859375,9,0.0,278.84197998046875,41,0,278.84197998046875,2018-07-03,R_A3,0.20230825245380402,29,8,STANDARD
1615.516357421875,10,0.0,279.0907897949219,41,0,279.0907897949219,2018-07-03,R_A3,0.8018019795417786,29,9,STANDARD
1617.5662841796875,11,0.0,282.80194091796875,41,0,282.80194091796875,2018-07-03,R_A3,0.7985323667526245,29,10,STANDARD
1619.750732421875,12,0.0,283.6245422363281,41,0,283.6245422363281,2018-07-03,R_A3,0.04776288568973541,29,11,STANDARD
1622.0697021484375,13,0.0,283.77935791015625,41,0,283.77935791015625,2018-07-03,R_A3,0.05476249381899834,29,12,STANDARD
1624.388671875,14,0.0,283.9346618652344,41,0,283.9346618652344,2018-07-03,R_A3,0.37011855840682983,29,13,STANDARD
1629.026611328125,15,0.0,284.1127014160156,41,0,284.1127014160156,2018-07-03,R_A3,0.4028506875038147,29,15,STANDARD
1630.9468994140625,16,0.0,284.2242126464844,41,0,284.2242126464844,2018-07-03,R_A3,0.8047140836715698,29,16,STANDARD
1633.5262451171875,17,0.0,284.14410400390625,41,0,284.14410400390625,2018-07-03,R_A3,0.6541710495948792,29,27,STANDARD
1637.1630859375,18,0.0,284.3675842285156,41,0,284.3675842285156,2018-07-03,R_A3,0.04673927649855614,29,28,STANDARD
1640.8001708984375,19,0.0,284.6104431152344,41,0,284.6104431152344,2018-07-03,R_A3,0.05473935604095459,29,29,STANDARD
1644.4371337890625,20,1.4524891163957e-13,287.85614013671875,41,0,287.85614013671875,2018-07-03,R_A3,1.0,29,30,STANDARD
1648.0740966796875,21,0.0,285.102783203125,41,0,285.102783203125,2018-07-03,R_A3,0.0626690536737442,29,31,STANDARD
1631.1873779296875,1,0.0,276.09039306640625,52,0,276.09039306640625,2018-09-12,R_A4,0.04981303587555885,30,1,STANDARD
1627.4293212890625,2,0.0,275.96405029296875,52,0,275.96405029296875,2018-09-12,R_A4,0.049881644546985626,31,1,STANDARD
1629.4896240234375,3,0.0,276.101318359375,52,0,276.101318359375,2018-09-12,R_A4,0.05139660835266113,31,2,STANDARD
1631.5498046875,4,0.0,276.2385559082031,52,0,276.2385559082031,2018-09-12,R_A4,0.05387862026691437,31,3,STANDARD
1633.610107421875,5,0.0,276.375732421875,52,0,276.375732421875,2018-09-12,R_A4,0.058510567992925644,31,4,STANDARD
1632.3968505859375,6,0.0,276.3907775878906,52,0,276.3907775878906,2018-09-12,R_A4,0.05650586634874344,32,4,STANDARD
1635.880615234375,7,0.0,276.580078125,51,0,276.580078125,2018-09-12,R_A4,0.05918353423476219,32,4,STANDARD
1637.321044921875,8,0.0,276.7659606933594,51,0,276.7659606933594,2018-09-12,R_A4,0.09312696009874344,33,4,STANDARD
1635.474609375,9,0.0,276.6432189941406,51,0,276.6432189941406,2018-09-12,R_A4,0.1683652698993683,33,3,STANDARD
1642.1485595703125,10,0.0,276.8161926269531,50,0,276.8161926269531,2018-09-12,R_A4,0.1912829428911209,33,4,STANDARD
1641.132080078125,11,0.0,276.8490905761719,50,0,276.8490905761719,2018-09-12,R_A4,0.16116364300251007,34,4,STANDARD
1639.20703125,12,0.0,276.7210998535156,50,0,276.7210998535156,2018-09-12,R_A4,0.2544642686843872,34,3,STANDARD
1640.9061279296875,13,0.0,277.0216369628906,50,0,277.0216369628906,2018-09-12,R_A4,0.16999900341033936,35,3,STANDARD
1639.0426025390625,14,0.0,276.89813232421875,50,0,276.89813232421875,2018-09-12,R_A4,0.23142556846141815,35,2,STANDARD
1641.93212890625,15,0.0,276.8540344238281,49,0,276.8540344238281,2018-09-12,R_A4,0.2385697364807129,35,2,STANDARD
1642.357421875,16,0.0,281.9831848144531,49,0,281.9831848144531,2018-09-12,R_A4,0.8377808928489685,36,30,STANDARD
1639.6068115234375,17,0.0,275.0025329589844,48,0,275.0025329589844,2018-09-12,R_A4,0.6561539173126221,36,30,STANDARD
1646.7513427734375,18,0.0,277.8431701660156,48,0,277.8431701660156,2018-09-12,R_A4,0.8316134214401245,37,30,STANDARD
1653.461669921875,19,0.0,277.1837158203125,48,0,277.1837158203125,2018-09-12,R_A4,0.7017005085945129,38,30,STANDARD
1657.8184814453125,20,0.0,278.1871643066406,47,0,278.1871643066406,2018-09-12,R_A4,0.8442100286483765,38,30,STANDARD
1695.20263671875,1,-1.078231341017366e-11,273.8216857910156,42,0,273.8216857910156,2018-11-07,R_A6,1.0,17,1,STANDARD
1696.7510986328125,2,-2.706863726220643e-11,273.66888427734375,42,0,273.66888427734375,2018-11-07,R_A6,1.0,17,2,STANDARD
1698.299560546875,3,-4.29042634753074e-11,274.13934326171875,42,0,274.13934326171875,2018-11-07,R_A6,1.0,17,3,STANDARD
1699.84814453125,4,-3.136518551393602e-13,274.28045654296875,42,0,274.28045654296875,2018-11-07,R_A6,1.0,17,4,STANDARD
1701.3966064453125,5,-3.0477332354887643e-13,274.4190979003906,42,0,274.4190979003906,2018-11-07,R_A6,1.0,17,5,STANDARD
1702.9451904296875,6,-1.1485415916945296e-11,274.5599670410156,42,0,274.5599670410156,2018-11-07,R_A6,1.0,17,6,STANDARD
1704.49365234375,7,-1.7498074170174682e-11,274.40814208984375,42,0,274.40814208984375,2018-11-07,R_A6,1.0,17,7,STANDARD
1706.042236328125,8,-3.4025965638811995e-12,274.5596923828125,42,0,274.5596923828125,2018-11-07,R_A6,1.0,17,8,STANDARD
1707.5906982421875,9,-3.6370185292275425e-13,275.0109558105469,42,0,275.0109558105469,2018-11-07,R_A6,1.0,17,9,STANDARD
1709.1392822265625,10,-1.7286703318797336e-11,274.8604736328125,42,0,274.8604736328125,2018-11-07,R_A6,1.0,17,10,STANDARD
1711.055419921875,11,-2.830415155724575e-12,274.9443054199219,42,0,274.9443054199219,2018-11-07,R_A6,1.0,17,11,STANDARD
1713.3392333984375,12,-3.190014712887296e-13,275.16046142578125,42,0,275.16046142578125,2018-11-07,R_A6,1.0,17,12,STANDARD
1715.623046875,13,-1.566780051239034e-14,275.388427734375,42,0,275.388427734375,2018-11-07,R_A6,1.0,17,13,STANDARD
1717.9068603515625,14,-1.0811441294360322e-14,275.6042175292969,42,0,275.6042175292969,2018-11-07,R_A6,1.0,17,14,STANDARD
1720.190673828125,15,-5.793187398572168e-15,275.81640625,42,0,275.81640625,2018-11-07,R_A6,1.0,17,15,STANDARD
1722.474365234375,16,-1.4701023364415648e-15,276.1658630371094,42,0,276.1658630371094,2018-11-07,R_A6,1.0,17,16,STANDARD
1724.7581787109375,17,-1.9686517413935794e-15,276.3686828613281,42,0,276.3686828613281,2018-11-07,R_A6,1.0,17,17,STANDARD
