CONIPOS,WELLMODEL,SWAT,SGAS,PRESSURE,CONKPOS,CONJPOS,DRAWDOWN,DATE,DEPTH,CONBPRES,CONIDX,WELL
29,STANDARD,0.6709359288215637,0.0,300.42352294921875,26,41,0,2018-01-01,1636.709716796875,300.42352294921875,18,R_A3
29,STANDARD,0.046858690679073334,0.0,300.6564636230469,27,41,0,2018-01-01,1640.1842041015625,300.6564636230469,19,R_A3
29,STANDARD,0.21882270276546478,0.0,300.88946533203125,28,41,0,2018-01-01,1643.65869140625,300.88946533203125,20,R_A3
29,STANDARD,0.06065932661294937,0.0,301.1224365234375,29,41,0,2018-01-01,1647.13330078125,301.1224365234375,21,R_A3
30,STANDARD,0.05062512308359146,0.0,300.09130859375,1,52,0,2018-01-01,1631.7548828125,300.09130859375,1,R_A4
31,STANDARD,0.0464925691485405,0.0,299.66845703125,1,52,0,2018-01-01,1625.447265625,299.66845703125,2,R_A4
31,STANDARD,0.04996349662542343,0.0,299.81439208984375,2,52,0,2018-01-01,1627.6240234375,299.81439208984375,3,R_A4
31,STANDARD,0.050931479781866074,0.0,299.9602966308594,3,52,0,2018-01-01,1629.80078125,299.9602966308594,4,R_A4
31,STANDARD,0.05283885821700096,0.0,300.1062316894531,4,52,0,2018-01-01,1631.9775390625,300.1062316894531,5,R_A4
31,STANDARD,0.05481688678264618,0.0,300.2521667480469,5,52,0,2018-01-01,1634.154296875,300.2521667480469,6,R_A4
32,STANDARD,0.05525502935051918,0.0,300.0971374511719,5,52,0,2018-01-01,1631.8419189453125,300.0971374511719,7,R_A4
32,STANDARD,0.05520658940076828,0.0,300.2582702636719,5,51,0,2018-01-01,1634.2451171875,300.2582702636719,8,R_A4
33,STANDARD,0.058610256761312485,0.0,300.4699401855469,5,51,0,2018-01-01,1637.4022216796875,300.4699401855469,9,R_A4
33,STANDARD,0.058836646378040314,0.0,300.34588623046875,4,51,0,2018-01-01,1635.552001953125,300.34588623046875,10,R_A4
33,STANDARD,0.0613664872944355,0.0,300.51495361328125,4,50,0,2018-01-01,1638.073486328125,300.51495361328125,11,R_A4
34,STANDARD,0.06367021799087524,0.0,300.6810607910156,4,50,0,2018-01-01,1640.55078125,300.6810607910156,12,R_A4
34,STANDARD,0.061978716403245926,0.0,300.5489807128906,3,50,0,2018-01-01,1638.5810546875,300.5489807128906,13,R_A4
35,STANDARD,0.06372387707233429,0.0,300.72271728515625,3,50,0,2018-01-01,1641.1719970703125,300.72271728515625,14,R_A4
35,STANDARD,0.10137530416250229,0.0,300.5949401855469,2,50,0,2018-01-01,1639.266357421875,300.5949401855469,15,R_A4
35,STANDARD,0.149531751871109,0.0,300.7666015625,2,49,0,2018-01-01,1641.8267822265625,300.7666015625,16,R_A4
36,STANDARD,0.6481541991233826,0.0,300.85430908203125,28,49,0,2018-01-01,1643.1346435546875,300.85430908203125,17,R_A4
36,STANDARD,0.6481541991233826,0.0,300.5686340332031,28,48,0,2018-01-01,1638.8741455078125,300.5686340332031,18,R_A4
37,STANDARD,1.0,0.0,301.0456237792969,28,48,0,2018-01-01,1645.987548828125,301.0456237792969,19,R_A4
38,STANDARD,0.6481541991233826,0.0,301.3394775390625,28,48,0,2018-01-01,1650.3695068359375,301.3394775390625,20,R_A4
38,STANDARD,0.6481541991233826,0.0,301.4383544921875,28,47,0,2018-01-01,1651.8436279296875,301.4383544921875,21,R_A4
38,STANDARD,0.10127987712621689,0.0,301.79766845703125,29,47,0,2018-01-01,1657.201416015625,301.79766845703125,22,R_A4
31,STANDARD,1.0,0.0,303.9894714355469,1,20,0,2018-01-01,1686.5609130859375,303.9894714355469,1,R_A5
31,STANDARD,1.0,0.0,304.1867980957031,2,20,0,2018-01-01,1688.6431884765625,304.1867980957031,2,R_A5
31,STANDARD,1.0,0.0,304.3841247558594,3,20,0,2018-01-01,1690.7254638671875,304.3841247558594,3,R_A5
31,STANDARD,1.0,0.0,304.5814514160156,4,20,0,2018-01-01,1692.8076171875,304.5814514160156,4,R_A5
31,STANDARD,1.0,0.0,304.7787780761719,5,20,0,2018-01-01,1694.889892578125,304.7787780761719,5,R_A5
31,STANDARD,1.0,0.0,304.9761047363281,6,20,0,2018-01-01,1696.9720458984375,304.9761047363281,6,R_A5
31,STANDARD,1.0,0.0,305.4792175292969,7,20,0,2018-01-01,1699.0543212890625,305.4792175292969,7,R_A5
31,STANDARD,1.0,0.0,305.8738708496094,9,20,0,2018-01-01,1703.2188720703125,305.8738708496094,8,R_A5
31,STANDARD,1.0,0.0,305.95843505859375,11,20,0,2018-01-01,1707.33642578125,305.95843505859375,9,R_A5
31,STANDARD,1.0,0.0,305.5461120605469,12,21,0,2018-01-01,1702.9854736328125,305.5461120605469,10,R_A5
31,STANDARD,1.0,0.0,305.74835205078125,13,21,0,2018-01-01,1704.9932861328125,305.74835205078125,11,R_A5
31,STANDARD,1.0,0.0,305.9386291503906,14,21,0,2018-01-01,1707.0010986328125,305.9386291503906,12,R_A5
31,STANDARD,1.0,0.0,306.27392578125,15,21,0,2018-01-01,1709.0089111328125,306.27392578125,13,R_A5
31,STANDARD,1.0,0.0,306.4642028808594,16,21,0,2018-01-01,1711.0167236328125,306.4642028808594,14,R_A5
31,STANDARD,1.0,0.0,306.6518249511719,17,21,0,2018-01-01,1712.9964599609375,306.6518249511719,15,R_A5
31,STANDARD,1.0,0.0,306.7678527832031,18,21,0,2018-01-01,1714.2205810546875,306.7678527832031,16,R_A5
31,STANDARD,1.0,0.0,306.7386474609375,25,21,0,2018-01-01,1715.5701904296875,306.7386474609375,17,R_A5
31,STANDARD,1.0,0.0,306.9474182128906,26,21,0,2018-01-01,1717.7728271484375,306.9474182128906,18,R_A5
31,STANDARD,1.0,0.0,307.1561584472656,27,21,0,2018-01-01,1719.9754638671875,307.1561584472656,19,R_A5
31,STANDARD,1.0,0.0,307.67071533203125,28,21,0,2018-01-01,1722.1781005859375,307.67071533203125,20,R_A5
31,STANDARD,1.0,0.0,307.87945556640625,29,21,0,2018-01-01,1724.3807373046875,307.87945556640625,21,R_A5
17,STANDARD,1.0,0.0,305.1462097167969,1,42,0,2018-01-01,1695.54052734375,305.1462097167969,1,R_A6
17,STANDARD,1.0,0.0,305.2936096191406,2,42,0,2018-01-01,1697.095703125,305.2936096191406,2,R_A6
17,STANDARD,1.0,0.0,305.4410095214844,3,42,0,2018-01-01,1698.6510009765625,305.4410095214844,3,R_A6
17,STANDARD,1.0,0.0,305.58837890625,4,42,0,2018-01-01,1700.206298828125,305.58837890625,4,R_A6
17,STANDARD,1.0,0.0,305.73577880859375,5,42,0,2018-01-01,1701.761474609375,305.73577880859375,5,R_A6
17,STANDARD,1.0,0.0,305.8831787109375,6,42,0,2018-01-01,1703.3167724609375,305.8831787109375,6,R_A6
17,STANDARD,1.0,0.0,305.73150634765625,7,42,0,2018-01-01,1704.8720703125,305.73150634765625,7,R_A6
17,STANDARD,1.0,0.0,306.1779479980469,8,42,0,2018-01-01,1706.42724609375,306.1779479980469,8,R_A6
17,STANDARD,1.0,0.0,306.3253479003906,9,42,0,2018-01-01,1707.9825439453125,306.3253479003906,9,R_A6
17,STANDARD,1.0,0.0,306.16693115234375,10,42,0,2018-01-01,1709.5377197265625,306.16693115234375,10,R_A6
17,STANDARD,1.0,0.0,306.3540344238281,11,42,0,2018-01-01,1711.5107421875,306.3540344238281,11,R_A6
17,STANDARD,1.0,0.0,306.5805969238281,12,42,0,2018-01-01,1713.9012451171875,306.5805969238281,12,R_A6
17,STANDARD,1.0,0.0,306.8191223144531,13,42,0,2018-01-01,1716.291748046875,306.8191223144531,13,R_A6
17,STANDARD,1.0,0.0,307.0456848144531,14,42,0,2018-01-01,1718.682373046875,307.0456848144531,14,R_A6
17,STANDARD,1.0,0.0,307.27227783203125,15,42,0,2018-01-01,1721.0728759765625,307.27227783203125,15,R_A6
17,STANDARD,1.0,0.0,307.64385986328125,16,42,0,2018-01-01,1723.4635009765625,307.64385986328125,16,R_A6
17,STANDARD,1.0,0.0,307.8702392578125,17,42,0,2018-01-01,1725.852294921875,307.8702392578125,17,R_A6
17,STANDARD,1.0,0.0,307.9991149902344,18,42,0,2018-01-01,1727.2119140625,307.9991149902344,18,R_A6
17,STANDARD,1.0,0.0,307.9398498535156,25,42,0,2018-01-01,1728.2442626953125,307.9398498535156,19,R_A6
17,STANDARD,1.0,0.0,308.40985107421875,26,42,0,2018-01-01,1729.9766845703125,308.40985107421875,20,R_A6
17,STANDARD,1.0,0.0,308.57403564453125,27,42,0,2018-01-01,1731.7091064453125,308.57403564453125,21,R_A6
17,STANDARD,1.0,0.0,308.7382507324219,28,42,0,2018-01-01,1733.4415283203125,308.7382507324219,22,R_A6
17,STANDARD,1.0,0.0,308.5966491699219,29,42,0,2018-01-01,1735.1739501953125,308.5966491699219,23,R_A6
22,STANDARD,0.07308129221200943,0.0,297.5097961425781,1,30,0,2018-03-01,1641.6131591796875,297.5097961425781,1,R_A2
22,STANDARD,0.05726459249854088,0.0,297.6327819824219,2,30,0,2018-03-01,1643.4501953125,297.6327819824219,2,R_A2
22,STANDARD,0.06021122261881828,0.0,297.7557373046875,3,30,0,2018-03-01,1645.287353515625,297.7557373046875,3,R_A2
22,STANDARD,0.06561633944511414,0.0,297.8787841796875,4,30,0,2018-03-01,1647.1243896484375,297.8787841796875,4,R_A2
22,STANDARD,0.06994412839412689,0.0,298.0018310546875,5,30,0,2018-03-01,1648.9615478515625,298.0018310546875,5,R_A2
22,STANDARD,0.3223896622657776,0.0,298.1623229980469,6,30,0,2018-03-01,1650.798583984375,298.1623229980469,6,R_A2
22,STANDARD,0.8860981464385986,0.0,298.2851867675781,7,30,0,2018-03-01,1652.6356201171875,298.2851867675781,7,R_A2
22,STANDARD,0.870474100112915,0.0,298.4096984863281,8,30,0,2018-03-01,1654.4727783203125,298.4096984863281,8,R_A2
22,STANDARD,0.8887549042701721,0.0,298.530029296875,9,30,0,2018-03-01,1656.309814453125,298.530029296875,9,R_A2
22,STANDARD,0.9017611742019653,0.0,298.59674072265625,10,30,0,2018-03-01,1658.14697265625,298.59674072265625,10,R_A2
22,STANDARD,0.07438865303993225,0.0,300.2432556152344,11,30,0,2018-03-01,1660.0849609375,300.2432556152344,11,R_A2
22,STANDARD,0.17991489171981812,0.0,300.42779541015625,12,30,0,2018-03-01,1662.1240234375,300.42779541015625,12,R_A2
22,STANDARD,0.44867104291915894,0.0,300.6289367675781,13,30,0,2018-03-01,1664.1632080078125,300.6289367675781,13,R_A2
22,STANDARD,0.5055552124977112,0.0,300.7666931152344,14,30,0,2018-03-01,1666.2022705078125,300.7666931152344,14,R_A2
22,STANDARD,0.9447600245475769,0.0,300.9047546386719,15,30,0,2018-03-01,1668.2413330078125,300.9047546386719,15,R_A2
22,STANDARD,0.9660289883613586,0.0,301.0444030761719,16,30,0,2018-03-01,1670.2803955078125,301.0444030761719,16,R_A2
22,STANDARD,0.9501550197601318,0.0,300.98651123046875,16,29,0,2018-03-01,1669.107421875,300.98651123046875,17,R_A2
22,STANDARD,0.919540286064148,0.0,301.130859375,17,29,0,2018-03-01,1671.2664794921875,301.130859375,18,R_A2
22,STANDARD,0.9773364067077637,0.0,301.2658996582031,18,29,0,2018-03-01,1673.2840576171875,301.2658996582031,19,R_A2
22,STANDARD,0.6539732813835144,0.0,301.8078918457031,25,29,0,2018-03-01,1675.2740478515625,301.8078918457031,20,R_A2
22,STANDARD,1.0,-1.1322235639208417e-17,303.1103515625,26,29,0,2018-03-01,1677.09619140625,303.1103515625,21,R_A2
22,STANDARD,1.0,2.4619529599829085e-18,303.5483703613281,27,29,0,2018-03-01,1678.918212890625,303.5483703613281,22,R_A2
22,STANDARD,1.0,4.1505534240301876e-17,303.7190856933594,28,29,0,2018-03-01,1680.7403564453125,303.7190856933594,23,R_A2
22,STANDARD,1.0,2.955085202116705e-17,303.8929138183594,29,29,0,2018-03-01,1682.5623779296875,303.8929138183594,24,R_A2
31,STANDARD,1.0,4.272988074482953e-10,272.9839172363281,1,20,0,2018-04-28,1686.5609130859375,272.9839172363281,1,R_A5
31,STANDARD,1.0,4.538128761666371e-10,273.18109130859375,2,20,0,2018-04-28,1688.6431884765625,273.18109130859375,2,R_A5
31,STANDARD,1.0,4.1502110081914623e-10,273.3782043457031,3,20,0,2018-04-28,1690.7254638671875,273.3782043457031,3,R_A5
31,STANDARD,1.0,5.410888404000502e-10,273.57537841796875,4,20,0,2018-04-28,1692.8076171875,273.57537841796875,4,R_A5
31,STANDARD,1.0,4.495312733165946e-10,273.7724609375,5,20,0,2018-04-28,1694.889892578125,273.7724609375,5,R_A5
31,STANDARD,1.0,4.0327174932741627e-10,273.9695129394531,6,20,0,2018-04-28,1696.9720458984375,273.9695129394531,6,R_A5
31,STANDARD,1.0,2.2390853060549887e-10,274.45574951171875,7,20,0,2018-04-28,1699.0543212890625,274.45574951171875,7,R_A5
31,STANDARD,1.0,-3.0227684504752217e-12,277.3058166503906,9,20,0,2018-04-28,1703.2188720703125,277.3058166503906,8,R_A5
31,STANDARD,1.0,-2.4971595971590155e-11,279.9708557128906,11,20,0,2018-04-28,1707.33642578125,279.9708557128906,9,R_A5
31,STANDARD,1.0,-1.9906422343840546e-10,278.0823059082031,12,21,0,2018-04-28,1702.9854736328125,278.0823059082031,10,R_A5
31,STANDARD,1.0,-1.1687732379139781e-11,278.280029296875,13,21,0,2018-04-28,1704.9932861328125,278.280029296875,11,R_A5
31,STANDARD,1.0,-1.3711052258835732e-11,278.4643249511719,14,21,0,2018-04-28,1707.0010986328125,278.4643249511719,12,R_A5
31,STANDARD,1.0,-2.148286323139237e-12,278.7674560546875,15,21,0,2018-04-28,1709.0089111328125,278.7674560546875,13,R_A5
31,STANDARD,1.0,-5.871110889121844e-13,278.8560485839844,16,21,0,2018-04-28,1711.0167236328125,278.8560485839844,14,R_A5
31,STANDARD,1.0,-1.0732113982225844e-12,278.92987060546875,17,21,0,2018-04-28,1712.9964599609375,278.92987060546875,15,R_A5
31,STANDARD,1.0,-8.460332044310515e-13,278.9945983886719,18,21,0,2018-04-28,1714.2205810546875,278.9945983886719,16,R_A5
31,STANDARD,1.0,-2.580853716502296e-12,278.50018310546875,25,21,0,2018-04-28,1715.5701904296875,278.50018310546875,17,R_A5
31,STANDARD,1.0,-1.2922002010085087e-11,278.71478271484375,26,21,0,2018-04-28,1717.7728271484375,278.71478271484375,18,R_A5
31,STANDARD,1.0,-1.0129768551747631e-11,278.92242431640625,27,21,0,2018-04-28,1719.9754638671875,278.92242431640625,19,R_A5
31,STANDARD,1.0,2.113988599246453e-17,283.9955749511719,28,21,0,2018-04-28,1722.1781005859375,283.9955749511719,20,R_A5
31,STANDARD,1.0,2.049053814806971e-19,299.99188232421875,29,21,0,2018-04-28,1724.3807373046875,299.99188232421875,21,R_A5
28,STANDARD,0.650972306728363,0.0,285.208740234375,1,41,0,2018-07-03,1611.523681640625,285.208740234375,1,R_A3
28,STANDARD,0.20279453694820404,0.0,285.3582458496094,2,41,0,2018-07-03,1613.627197265625,285.3582458496094,2,R_A3
28,STANDARD,0.19985000789165497,0.0,285.4989013671875,3,41,0,2018-07-03,1615.730712890625,285.4989013671875,3,R_A3
28,STANDARD,0.31710273027420044,0.0,285.6414489746094,4,41,0,2018-07-03,1617.834228515625,285.6414489746094,4,R_A3
28,STANDARD,0.799773097038269,0.0,286.4488220214844,5,41,0,2018-07-03,1619.9378662109375,286.4488220214844,5,R_A3
28,STANDARD,0.6493139266967773,0.0,286.65484619140625,6,41,0,2018-07-03,1622.04150390625,286.65484619140625,6,R_A3
28,STANDARD,0.21065162122249603,0.0,286.86529541015625,7,41,0,2018-07-03,1624.1451416015625,286.86529541015625,7,R_A3
29,STANDARD,0.19792629778385162,0.0,286.12481689453125,7,41,0,2018-07-03,1612.4420166015625,286.12481689453125,8,R_A3
29,STANDARD,0.19769924879074097,0.0,286.2550048828125,8,41,0,2018-07-03,1614.393310546875,286.2550048828125,9,R_A3
29,STANDARD,0.7959385514259338,0.0,286.4468688964844,9,41,0,2018-07-03,1616.3446044921875,286.4468688964844,10,R_A3
29,STANDARD,0.7931177616119385,0.0,287.5495910644531,10,41,0,2018-07-03,1618.2958984375,287.5495910644531,11,R_A3
29,STANDARD,0.05072417110204697,0.0,287.72967529296875,11,41,0,2018-07-03,1620.3597412109375,287.72967529296875,12,R_A3
29,STANDARD,0.0539320670068264,0.0,287.8751525878906,12,41,0,2018-07-03,1622.5362548828125,287.8751525878906,13,R_A3
29,STANDARD,0.3684230446815491,0.0,288.0211486816406,13,41,0,2018-07-03,1624.712646484375,288.0211486816406,14,R_A3
29,STANDARD,0.49764174222946167,0.0,289.6264343261719,15,41,0,2018-07-03,1629.0655517578125,289.6264343261719,15,R_A3
29,STANDARD,0.8095840811729431,0.0,289.7429504394531,16,41,0,2018-07-03,1630.8095703125,289.7429504394531,16,R_A3
29,STANDARD,0.05214480683207512,0.0,287.5245056152344,25,41,0,2018-07-03,1633.2352294921875,287.5245056152344,17,R_A3
29,STANDARD,0.671698808670044,0.0,287.7094421386719,26,41,0,2018-07-03,1636.709716796875,287.7094421386719,18,R_A3
29,STANDARD,0.047485701739788055,0.0,288.00164794921875,27,41,0,2018-07-03,1640.1842041015625,288.00164794921875,19,R_A3
29,STANDARD,0.22011291980743408,0.0,288.23504638671875,28,41,0,2018-07-03,1643.65869140625,288.23504638671875,20,R_A3
29,STANDARD,0.06136471405625343,0.0,288.46759033203125,29,41,0,2018-07-03,1647.13330078125,288.46759033203125,21,R_A3
30,STANDARD,0.05069022253155708,0.0,282.4230651855469,1,52,0,2018-09-12,1631.7548828125,282.4230651855469,1,R_A4
31,STANDARD,0.04657649248838425,0.0,282.09893798828125,1,52,0,2018-09-12,1625.447265625,282.09893798828125,2,R_A4
31,STANDARD,0.05004844814538956,0.0,282.24420166015625,2,52,0,2018-09-12,1627.6240234375,282.24420166015625,3,R_A4
31,STANDARD,0.051024988293647766,0.0,282.3894958496094,3,52,0,2018-09-12,1629.80078125,282.3894958496094,4,R_A4
31,STANDARD,0.05293693765997887,0.0,282.5347900390625,4,52,0,2018-09-12,1631.9775390625,282.5347900390625,5,R_A4
31,STANDARD,0.05491802468895912,0.0,282.68011474609375,5,52,0,2018-09-12,1634.154296875,282.68011474609375,6,R_A4
32,STANDARD,0.05534611642360687,0.0,282.6371765136719,5,52,0,2018-09-12,1631.8419189453125,282.6371765136719,7,R_A4
32,STANDARD,0.05549748241901398,0.0,282.6390380859375,5,51,0,2018-09-12,1634.2451171875,282.6390380859375,8,R_A4
33,STANDARD,0.05887853726744652,0.0,282.9663391113281,5,51,0,2018-09-12,1637.4022216796875,282.9663391113281,9,R_A4
33,STANDARD,0.05906273052096367,0.0,282.8428039550781,4,51,0,2018-09-12,1635.552001953125,282.8428039550781,10,R_A4
33,STANDARD,0.06158214807510376,0.0,282.8290100097656,4,50,0,2018-09-12,1638.073486328125,282.8290100097656,11,R_A4
34,STANDARD,0.06404595822095871,0.0,283.1127014160156,4,50,0,2018-09-12,1640.55078125,283.1127014160156,12,R_A4
34,STANDARD,0.062311768531799316,0.0,282.9812927246094,3,50,0,2018-09-12,1638.5810546875,282.9812927246094,13,R_A4
35,STANDARD,0.06369466334581375,0.0,283.31219482421875,3,50,0,2018-09-12,1641.1719970703125,283.31219482421875,14,R_A4
35,STANDARD,0.10125422477722168,0.0,283.18536376953125,2,50,0,2018-09-12,1639.266357421875,283.18536376953125,15,R_A4
35,STANDARD,0.14880426228046417,0.0,283.1448669433594,2,49,0,2018-09-12,1641.8267822265625,283.1448669433594,16,R_A4
36,STANDARD,0.6539685130119324,0.0,281.0773620605469,28,49,0,2018-09-12,1643.1346435546875,281.0773620605469,17,R_A4
36,STANDARD,0.6529924869537354,0.0,280.06256103515625,28,48,0,2018-09-12,1638.8741455078125,280.06256103515625,18,R_A4
37,STANDARD,1.0,-1.2532209991977794e-10,283.94305419921875,28,48,0,2018-09-12,1645.987548828125,283.94305419921875,19,R_A4
38,STANDARD,0.6682031750679016,0.0,281.9839172363281,28,48,0,2018-09-12,1650.3695068359375,281.9839172363281,20,R_A4
38,STANDARD,0.6517658233642578,0.0,281.7422180175781,28,47,0,2018-09-12,1651.8436279296875,281.7422180175781,21,R_A4
38,STANDARD,0.09741482883691788,0.0,282.1414489746094,29,47,0,2018-09-12,1657.201416015625,282.1414489746094,22,R_A4
17,STANDARD,1.0,-6.683075660155445e-16,275.6804504394531,1,42,0,2018-11-07,1695.54052734375,275.6804504394531,1,R_A6
17,STANDARD,1.0,-7.744395766966466e-18,275.84930419921875,2,42,0,2018-11-07,1697.095703125,275.84930419921875,2,R_A6
17,STANDARD,1.0,-1.7818183837670543e-18,276.04522705078125,3,42,0,2018-11-07,1698.6510009765625,276.04522705078125,3,R_A6
17,STANDARD,1.0,-5.146151669573222e-19,276.2660827636719,4,42,0,2018-11-07,1700.206298828125,276.2660827636719,4,R_A6
17,STANDARD,1.0,-1.6797219364520776e-19,276.4804992675781,5,42,0,2018-11-07,1701.761474609375,276.4804992675781,5,R_A6
17,STANDARD,1.0,-1.4992120240907358e-18,276.6589660644531,6,42,0,2018-11-07,1703.3167724609375,276.6589660644531,6,R_A6
17,STANDARD,1.0,-1.514775820226712e-17,276.5133361816406,7,42,0,2018-11-07,1704.8720703125,276.5133361816406,7,R_A6
17,STANDARD,1.0,-1.0990018398511194e-17,276.9446716308594,8,42,0,2018-11-07,1706.42724609375,276.9446716308594,8,R_A6
17,STANDARD,1.0,-5.668421617617898e-19,277.05999755859375,9,42,0,2018-11-07,1707.9825439453125,277.05999755859375,9,R_A6
17,STANDARD,1.0,-1.216711080311681e-16,276.8321533203125,10,42,0,2018-11-07,1709.5377197265625,276.8321533203125,10,R_A6
17,STANDARD,1.0,-4.175620947165568e-23,283.6441955566406,11,42,0,2018-11-07,1711.5107421875,283.6441955566406,11,R_A6
17,STANDARD,1.0,-2.0140250099990804e-20,283.87060546875,12,42,0,2018-11-07,1713.9012451171875,283.87060546875,12,R_A6
17,STANDARD,1.0,-1.4675905676730265e-21,284.1090087890625,13,42,0,2018-11-07,1716.291748046875,284.1090087890625,13,R_A6
17,STANDARD,1.0,-8.389549106106413e-22,284.33563232421875,14,42,0,2018-11-07,1718.682373046875,284.33563232421875,14,R_A6
