ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,3550323,605129,389342,271507,38228248
Valysar,CentralSouth,71119430,13141183,9883513,6892269,970431448
Valysar,CentralNorth,40238196,7701082,5702027,3976309,559864335
Valysar,NorthHorst,6538156,933984,465609,286001,56027542
Valysar,CentralRamp,13782505,2392474,1817678,1267558,178472170
Valysar,CentralHorst,83988029,14623244,11268429,7858040,1106412006
Valysar,EastLowland,2925763,519021,314678,219441,30897294
Therys,WestLowland,1133260,212743,96607,67369,9485551
Therys,CentralSouth,18144890,3994651,2486540,1733989,244145591
Therys,CentralNorth,20164166,3844934,2224602,1551326,218426755
Therys,NorthHorst,8458123,1175375,473517,290858,56979129
Therys,CentralRamp,6420320,1320398,1010544,704703,99222183
Therys,CentralHorst,28163061,6914323,5440738,3794099,534209168
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,41206,6948,1066,744,104704
Volon,CentralSouth,34505373,6300679,4371048,3048150,429179582
Volon,CentralNorth,6083061,839894,424604,296097,41690509
Volon,NorthHorst,4907905,885126,661220,406155,79565724
Volon,CentralRamp,13017226,2323211,1720282,1199639,168909173
Volon,CentralHorst,80301971,14277222,11264677,7855424,1106043695
Volon,EastLowland,0,0,0,0,0
