FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,489805.0,0.0,489805.0,79501593.0,0.0,68974377.0,68974377.0,82912856.0,702572.0,82210283.0,0.0,702572.0,WestLowland,Valysar
2,6562675.0,0.0,6562675.0,13448828.0,0.0,924155835.0,924155835.0,23317901.0,9409793.0,13908108.0,0.0,9409793.0,CentralSouth,Valysar
3,3513895.0,0.0,3513895.0,13284022.0,-0.0,494826757.0,494826757.0,18775681.0,5038564.0,13737117.0,0.0,5038564.0,CentralNorth,Valysar
4,183871.0,97727.0,281598.0,3107105.0,637529666.0,36025578.0,673555245.0,6257716.0,299416.0,3213768.0,2744532.0,3043949.0,NorthHorst,Valysar
5,1161072.0,0.0,1161072.0,629598.0,0.0,163502192.0,163502192.0,2316858.0,1665563.0,651295.0,0.0,1665563.0,CentralRamp,Valysar
6,7607043.0,0.0,7607043.0,7843805.0,0.0,1071223862.0,1071223862.0,19027111.0,10914317.0,8112794.0,0.0,10914317.0,CentralHorst,Valysar
7,249113.0,0.0,249113.0,44394171.0,0.0,35080095.0,35080095.0,46247457.0,357228.0,45890229.0,0.0,357228.0,EastLowland,Valysar
8,158066.0,0.0,158066.0,106595688.0,-0.0,22258855.0,22258855.0,110449709.0,226691.0,110223017.0,0.0,226691.0,WestLowland,Therys
9,1063660.0,0.0,1063660.0,4947198.0,0.0,149784630.0,149784630.0,6641372.0,1524878.0,5116494.0,0.0,1524878.0,CentralSouth,Therys
10,1366551.0,0.0,1366551.0,11821405.0,0.0,192437699.0,192437699.0,14183355.0,1959211.0,12224144.0,0.0,1959211.0,CentralNorth,Therys
11,346009.0,65012.0,411021.0,3681879.0,422290274.0,67793398.0,490083672.0,6188149.0,563415.0,3808104.0,1816630.0,2380045.0,NorthHorst,Therys
12,741571.0,0.0,741571.0,315861.0,-0.0,104428070.0,104428070.0,1390249.0,1063523.0,326727.0,0.0,1063523.0,CentralRamp,Therys
13,3579348.0,0.0,3579348.0,4466905.0,0.0,504043755.0,504043755.0,9754483.0,5134791.0,4619693.0,0.0,5134791.0,CentralHorst,Therys
14,0.0,0.0,0.0,17432513.0,0.0,0.0,0.0,18016661.0,0.0,18016661.0,0.0,0.0,EastLowland,Therys
15,28233.0,0.0,28233.0,80653250.0,0.0,3975731.0,3975731.0,83428080.0,40484.0,83387596.0,0.0,40484.0,WestLowland,Volon
16,2498486.0,0.0,2498486.0,33926027.0,0.0,351836730.0,351836730.0,38662685.0,3581567.0,35081119.0,0.0,3581567.0,CentralSouth,Volon
17,169372.0,0.0,169372.0,5905930.0,0.0,23850976.0,23850976.0,6349761.0,242806.0,6106955.0,0.0,242806.0,CentralNorth,Volon
18,564852.0,16066.0,580919.0,1442823.0,103976155.0,110671121.0,214647276.0,2858972.0,919802.0,1492156.0,447014.0,1366816.0,NorthHorst,Volon
19,1115240.0,0.0,1115240.0,762287.0,0.0,157048030.0,157048030.0,2387368.0,1598911.0,788457.0,0.0,1598911.0,CentralRamp,Volon
20,6564657.0,0.0,6564657.0,9326619.0,0.0,924435061.0,924435061.0,19060934.0,9415057.0,9645877.0,0.0,9415057.0,CentralHorst,Volon
21,0.0,0.0,0.0,34782614.0,0.0,0.0,0.0,35957289.0,0.0,35957289.0,0.0,0.0,EastLowland,Volon
