WELLMODEL,CONIDX,CONBPRES,CONJPOS,WELL,SWAT,CONKPOS,CONIPOS,DATE,PRESSURE,DRAWDOWN,SGAS,DEPTH
STANDARD,1,300.7803649902344,30,R_A2,0.054406166076660156,1,22,2018-01-01,300.7803649902344,0,0.0,1640.7127685546875
STANDARD,2,300.8937072753906,30,R_A2,0.055111147463321686,2,22,2018-01-01,300.8937072753906,0,0.0,1642.402587890625
STANDARD,3,301.00701904296875,30,R_A2,0.057260386645793915,3,22,2018-01-01,301.00701904296875,0,0.0,1644.0926513671875
STANDARD,4,301.120361328125,30,R_A2,0.061111412942409515,4,22,2018-01-01,301.120361328125,0,0.0,1645.7825927734375
STANDARD,5,301.2336730957031,30,R_A2,0.06398370116949081,5,22,2018-01-01,301.2336730957031,0,0.0,1647.4725341796875
STANDARD,6,301.3470153808594,30,R_A2,0.6481541991233826,6,22,2018-01-01,301.3470153808594,0,0.0,1649.162353515625
STANDARD,7,301.4603271484375,30,R_A2,0.8746901750564575,7,22,2018-01-01,301.4603271484375,0,0.0,1650.852294921875
STANDARD,8,301.57366943359375,30,R_A2,0.8752734065055847,8,22,2018-01-01,301.57366943359375,0,0.0,1652.542236328125
STANDARD,9,301.68701171875,30,R_A2,0.6481541991233826,9,22,2018-01-01,301.68701171875,0,0.0,1654.2322998046875
STANDARD,10,301.80035400390625,30,R_A2,0.6481541991233826,10,22,2018-01-01,301.80035400390625,0,0.0,1655.922119140625
STANDARD,11,301.9245300292969,30,R_A2,0.0660138949751854,11,22,2018-01-01,301.9245300292969,0,0.0,1657.7734375
STANDARD,12,302.05950927734375,30,R_A2,0.12156391143798828,12,22,2018-01-01,302.05950927734375,0,0.0,1659.785888671875
STANDARD,13,302.1944885253906,30,R_A2,0.42378145456314087,13,22,2018-01-01,302.1944885253906,0,0.0,1661.79833984375
STANDARD,14,302.3294982910156,30,R_A2,0.46991366147994995,14,22,2018-01-01,302.3294982910156,0,0.0,1663.810791015625
STANDARD,15,302.4645080566406,30,R_A2,0.891101062297821,15,22,2018-01-01,302.4645080566406,0,0.0,1665.8232421875
STANDARD,16,302.5994873046875,30,R_A2,0.9042440056800842,16,22,2018-01-01,302.5994873046875,0,0.0,1667.8358154296875
STANDARD,17,302.9815368652344,29,R_A2,0.960614800453186,16,22,2018-01-01,302.9815368652344,0,0.0,1673.5301513671875
STANDARD,18,303.1216735839844,29,R_A2,0.938801109790802,17,22,2018-01-01,303.1216735839844,0,0.0,1675.6190185546875
STANDARD,19,303.2392272949219,29,R_A2,0.9893062114715576,18,22,2018-01-01,303.2392272949219,0,0.0,1677.37109375
STANDARD,20,303.3448181152344,29,R_A2,0.6481541991233826,26,22,2018-01-01,303.3448181152344,0,0.0,1678.945068359375
STANDARD,21,303.4610900878906,29,R_A2,0.6927562355995178,27,22,2018-01-01,303.4610900878906,0,0.0,1680.677734375
STANDARD,22,303.9019470214844,29,R_A2,1.0,28,22,2018-01-01,303.9019470214844,0,0.0,1682.4102783203125
STANDARD,23,304.0661315917969,29,R_A2,1.0,29,22,2018-01-01,304.0661315917969,0,0.0,1684.1429443359375
STANDARD,24,304.2303161621094,29,R_A2,1.0,30,22,2018-01-01,304.2303161621094,0,0.0,1685.87548828125
STANDARD,1,298.59814453125,41,R_A3,0.6481541991233826,1,28,2018-01-01,298.59814453125,0,0.0,1608.159423828125
STANDARD,2,298.73065185546875,41,R_A3,0.19393357634544373,2,28,2018-01-01,298.73065185546875,0,0.0,1610.1368408203125
STANDARD,3,298.8631896972656,41,R_A3,0.18975061178207397,3,28,2018-01-01,298.8631896972656,0,0.0,1612.1142578125
STANDARD,4,298.9957275390625,41,R_A3,0.09452502429485321,4,28,2018-01-01,298.9957275390625,0,0.0,1614.091552734375
STANDARD,5,298.51885986328125,41,R_A3,0.15962935984134674,4,29,2018-01-01,298.51885986328125,0,0.0,1606.9764404296875
STANDARD,6,298.6565246582031,41,R_A3,0.8091296553611755,5,29,2018-01-01,298.6565246582031,0,0.0,1609.030517578125
STANDARD,7,298.794189453125,41,R_A3,0.6481541991233826,6,29,2018-01-01,298.794189453125,0,0.0,1611.084716796875
STANDARD,8,298.9318542480469,41,R_A3,0.1951970010995865,7,29,2018-01-01,298.9318542480469,0,0.0,1613.138916015625
STANDARD,9,299.0695495605469,41,R_A3,0.19488944113254547,8,29,2018-01-01,299.0695495605469,0,0.0,1615.1929931640625
STANDARD,10,299.20721435546875,41,R_A3,0.7968252897262573,9,29,2018-01-01,299.20721435546875,0,0.0,1617.2471923828125
STANDARD,11,299.34490966796875,41,R_A3,0.7862743139266968,10,29,2018-01-01,299.34490966796875,0,0.0,1619.30126953125
STANDARD,12,299.4888610839844,41,R_A3,0.04770796373486519,11,29,2018-01-01,299.4888610839844,0,0.0,1621.4488525390625
STANDARD,13,299.6390686035156,41,R_A3,0.05320701003074646,12,29,2018-01-01,299.6390686035156,0,0.0,1623.6898193359375
STANDARD,14,299.789306640625,41,R_A3,0.36573994159698486,13,29,2018-01-01,299.789306640625,0,0.0,1625.9307861328125
STANDARD,15,299.9395446777344,41,R_A3,0.39915141463279724,14,29,2018-01-01,299.9395446777344,0,0.0,1628.1717529296875
STANDARD,16,300.08978271484375,41,R_A3,0.601466715335846,15,29,2018-01-01,300.08978271484375,0,0.0,1630.4127197265625
STANDARD,17,300.214111328125,41,R_A3,0.7986775040626526,16,29,2018-01-01,300.214111328125,0,0.0,1632.267333984375
STANDARD,18,300.3791809082031,41,R_A3,0.3113939166069031,26,29,2018-01-01,300.3791809082031,0,0.0,1634.7293701171875
STANDARD,19,300.61090087890625,41,R_A3,0.04412820190191269,27,29,2018-01-01,300.61090087890625,0,0.0,1638.1851806640625
STANDARD,20,300.8426208496094,41,R_A3,0.04913712292909622,28,29,2018-01-01,300.8426208496094,0,0.0,1641.6409912109375
STANDARD,21,301.0743408203125,41,R_A3,0.2976405620574951,29,29,2018-01-01,301.0743408203125,0,0.0,1645.0966796875
STANDARD,22,301.30609130859375,41,R_A3,0.06162898987531662,30,29,2018-01-01,301.30609130859375,0,0.0,1648.552490234375
STANDARD,1,300.2334289550781,52,R_A4,0.05036550760269165,1,30,2018-01-01,300.2334289550781,0,0.0,1632.55517578125
STANDARD,2,299.8840637207031,52,R_A4,0.04748495668172836,1,31,2018-01-01,299.8840637207031,0,0.0,1627.3443603515625
STANDARD,3,300.0237121582031,52,R_A4,0.048806075006723404,2,31,2018-01-01,300.0237121582031,0,0.0,1629.42724609375
STANDARD,4,300.1633605957031,52,R_A4,0.051706235855817795,3,31,2018-01-01,300.1633605957031,0,0.0,1631.510009765625
STANDARD,5,300.302978515625,52,R_A4,0.05567605048418045,4,31,2018-01-01,300.302978515625,0,0.0,1633.5928955078125
STANDARD,6,300.26666259765625,52,R_A4,0.053512539714574814,4,32,2018-01-01,300.26666259765625,0,0.0,1633.051025390625
STANDARD,7,300.474609375,51,R_A4,0.05673779919743538,4,32,2018-01-01,300.474609375,0,0.0,1636.152587890625
STANDARD,8,300.34979248046875,51,R_A4,0.051921118050813675,3,32,2018-01-01,300.34979248046875,0,0.0,1634.2908935546875
STANDARD,9,300.4361572265625,51,R_A4,0.056196074932813644,3,33,2018-01-01,300.4361572265625,0,0.0,1635.5789794921875
STANDARD,10,300.56365966796875,51,R_A4,0.057379867881536484,4,33,2018-01-01,300.56365966796875,0,0.0,1637.4805908203125
STANDARD,11,300.8450622558594,50,R_A4,0.060780152678489685,4,33,2018-01-01,300.8450622558594,0,0.0,1641.6776123046875
STANDARD,12,300.74713134765625,50,R_A4,0.059312716126441956,4,34,2018-01-01,300.74713134765625,0,0.0,1640.217041015625
STANDARD,13,300.6966857910156,50,R_A4,0.0584728941321373,4,35,2018-01-01,300.6966857910156,0,0.0,1639.464599609375
STANDARD,14,300.5733642578125,50,R_A4,0.07539363205432892,3,35,2018-01-01,300.5733642578125,0,0.0,1637.62548828125
STANDARD,15,300.9032897949219,49,R_A4,0.22402086853981018,3,35,2018-01-01,300.9032897949219,0,0.0,1642.545654296875
STANDARD,16,300.857177734375,49,R_A4,0.6481541991233826,29,36,2018-01-01,300.857177734375,0,0.0,1641.85791015625
STANDARD,17,300.93951416015625,48,R_A4,0.055123936384916306,29,36,2018-01-01,300.93951416015625,0,0.0,1643.0859375
STANDARD,18,301.2818603515625,48,R_A4,0.6481541991233826,29,37,2018-01-01,301.2818603515625,0,0.0,1648.1910400390625
STANDARD,19,301.55352783203125,48,R_A4,0.6481541991233826,29,38,2018-01-01,301.55352783203125,0,0.0,1652.2418212890625
STANDARD,20,302.1148986816406,47,R_A4,0.825268566608429,29,38,2018-01-01,302.1148986816406,0,0.0,1660.611572265625
STANDARD,1,303.92108154296875,20,R_A5,1.0,1,31,2018-01-01,303.92108154296875,0,0.0,1685.839111328125
STANDARD,2,304.1186828613281,20,R_A5,1.0,2,31,2018-01-01,304.1186828613281,0,0.0,1687.9244384765625
STANDARD,3,304.3163146972656,20,R_A5,1.0,3,31,2018-01-01,304.3163146972656,0,0.0,1690.009765625
STANDARD,4,304.5139465332031,20,R_A5,1.0,4,31,2018-01-01,304.5139465332031,0,0.0,1692.09521484375
STANDARD,5,304.7115478515625,20,R_A5,1.0,5,31,2018-01-01,304.7115478515625,0,0.0,1694.1806640625
STANDARD,6,304.9091796875,20,R_A5,1.0,6,31,2018-01-01,304.9091796875,0,0.0,1696.2659912109375
STANDARD,7,305.41259765625,20,R_A5,1.0,7,31,2018-01-01,305.41259765625,0,0.0,1698.351318359375
STANDARD,8,305.6102294921875,20,R_A5,1.0,8,31,2018-01-01,305.6102294921875,0,0.0,1700.436767578125
STANDARD,9,305.69970703125,20,R_A5,1.0,10,31,2018-01-01,305.69970703125,0,0.0,1704.6075439453125
STANDARD,10,305.3216247558594,21,R_A5,1.0,11,31,2018-01-01,305.3216247558594,0,0.0,1700.61669921875
STANDARD,11,305.5125732421875,21,R_A5,1.0,12,31,2018-01-01,305.5125732421875,0,0.0,1702.631591796875
STANDARD,12,305.7154846191406,21,R_A5,1.0,13,31,2018-01-01,305.7154846191406,0,0.0,1704.646484375
STANDARD,13,305.90643310546875,21,R_A5,1.0,14,31,2018-01-01,305.90643310546875,0,0.0,1706.661376953125
STANDARD,14,306.0973815917969,21,R_A5,1.0,15,31,2018-01-01,306.0973815917969,0,0.0,1708.67626953125
STANDARD,15,306.433349609375,21,R_A5,1.0,16,31,2018-01-01,306.433349609375,0,0.0,1710.691162109375
