WELLMODEL,CONIDX,CONBPRES,CONJPOS,WELL,SWAT,CONKPOS,CONIPOS,DATE,PRESSURE,DRAWDOWN,SGAS,DEPTH
STANDARD,16,306.6237487792969,21,R_A5,1.0,17,31,2018-01-01,306.6237487792969,0,0.0,1712.7000732421875
STANDARD,17,306.7496643066406,21,R_A5,1.0,18,31,2018-01-01,306.7496643066406,0,0.0,1714.02880859375
STANDARD,18,306.7932434082031,21,R_A5,1.0,19,31,2018-01-01,306.7932434082031,0,0.0,1714.488525390625
STANDARD,19,306.7522277832031,21,R_A5,1.0,26,31,2018-01-01,306.7522277832031,0,0.0,1715.7132568359375
STANDARD,20,306.9592590332031,21,R_A5,1.0,27,31,2018-01-01,306.9592590332031,0,0.0,1717.897705078125
STANDARD,21,307.4720458984375,21,R_A5,1.0,28,31,2018-01-01,307.4720458984375,0,0.0,1720.08203125
STANDARD,22,307.6790771484375,21,R_A5,1.0,29,31,2018-01-01,307.6790771484375,0,0.0,1722.2664794921875
STANDARD,23,307.8861083984375,21,R_A5,1.0,30,31,2018-01-01,307.8861083984375,0,0.0,1724.450927734375
STANDARD,1,305.006103515625,42,R_A6,1.0,1,17,2018-01-01,305.006103515625,0,0.0,1694.0618896484375
STANDARD,2,305.1510009765625,42,R_A6,1.0,2,17,2018-01-01,305.1510009765625,0,0.0,1695.5909423828125
STANDARD,3,305.2959289550781,42,R_A6,1.0,3,17,2018-01-01,305.2959289550781,0,0.0,1697.1201171875
STANDARD,4,305.4408264160156,42,R_A6,1.0,4,17,2018-01-01,305.4408264160156,0,0.0,1698.6492919921875
STANDARD,5,305.58575439453125,42,R_A6,1.0,5,17,2018-01-01,305.58575439453125,0,0.0,1700.178466796875
STANDARD,6,305.4316101074219,42,R_A6,1.0,6,17,2018-01-01,305.4316101074219,0,0.0,1701.70751953125
STANDARD,7,305.5765380859375,42,R_A6,1.0,7,17,2018-01-01,305.5765380859375,0,0.0,1703.23681640625
STANDARD,8,305.7214660644531,42,R_A6,1.0,8,17,2018-01-01,305.7214660644531,0,0.0,1704.765869140625
STANDARD,9,306.1654052734375,42,R_A6,1.0,9,17,2018-01-01,306.1654052734375,0,0.0,1706.2950439453125
STANDARD,10,306.0045471191406,42,R_A6,1.0,10,17,2018-01-01,306.0045471191406,0,0.0,1707.82421875
STANDARD,11,306.1837463378906,42,R_A6,1.0,11,17,2018-01-01,306.1837463378906,0,0.0,1709.7138671875
STANDARD,12,306.3970031738281,42,R_A6,1.0,12,17,2018-01-01,306.3970031738281,0,0.0,1711.9638671875
STANDARD,13,306.6221923828125,42,R_A6,1.0,13,17,2018-01-01,306.6221923828125,0,0.0,1714.2138671875
STANDARD,14,306.8354187011719,42,R_A6,1.0,14,17,2018-01-01,306.8354187011719,0,0.0,1716.4637451171875
STANDARD,15,307.0486755371094,42,R_A6,1.0,15,17,2018-01-01,307.0486755371094,0,0.0,1718.7137451171875
STANDARD,16,307.40692138671875,42,R_A6,1.0,16,17,2018-01-01,307.40692138671875,0,0.0,1720.963623046875
STANDARD,17,307.62017822265625,42,R_A6,1.0,17,17,2018-01-01,307.62017822265625,0,0.0,1723.213623046875
STANDARD,18,307.7740173339844,42,R_A6,1.0,18,17,2018-01-01,307.7740173339844,0,0.0,1724.8369140625
STANDARD,19,307.74481201171875,42,R_A6,1.0,26,17,2018-01-01,307.74481201171875,0,0.0,1726.186279296875
STANDARD,20,308.2119445800781,42,R_A6,1.0,27,17,2018-01-01,308.2119445800781,0,0.0,1727.8885498046875
STANDARD,21,308.373291015625,42,R_A6,1.0,28,17,2018-01-01,308.373291015625,0,0.0,1729.5908203125
STANDARD,22,308.5346374511719,42,R_A6,1.0,29,17,2018-01-01,308.5346374511719,0,0.0,1731.293212890625
STANDARD,23,308.3901672363281,42,R_A6,1.0,30,17,2018-01-01,308.3901672363281,0,0.0,1732.9954833984375
STANDARD,1,297.8609313964844,30,R_A2,0.054420556873083115,1,22,2018-03-01,297.8609313964844,0,0.0,1640.7127685546875
STANDARD,2,297.9742126464844,30,R_A2,0.05512618646025658,2,22,2018-03-01,297.9742126464844,0,0.0,1642.402587890625
STANDARD,3,298.0874938964844,30,R_A2,0.057274285703897476,3,22,2018-03-01,298.0874938964844,0,0.0,1644.0926513671875
STANDARD,4,298.2007751464844,30,R_A2,0.06114399805665016,4,22,2018-03-01,298.2007751464844,0,0.0,1645.7825927734375
STANDARD,5,298.3140563964844,30,R_A2,0.06401640176773071,5,22,2018-03-01,298.3140563964844,0,0.0,1647.4725341796875
STANDARD,6,298.4482727050781,30,R_A2,0.6568330526351929,6,22,2018-03-01,298.4482727050781,0,0.0,1649.162353515625
STANDARD,7,298.8197326660156,30,R_A2,0.8745890855789185,7,22,2018-03-01,298.8197326660156,0,0.0,1650.852294921875
STANDARD,8,299.23388671875,30,R_A2,0.8624468445777893,8,22,2018-03-01,299.23388671875,0,0.0,1652.542236328125
STANDARD,9,299.418701171875,30,R_A2,0.648332953453064,9,22,2018-03-01,299.418701171875,0,0.0,1654.2322998046875
STANDARD,10,299.5510559082031,30,R_A2,0.648375391960144,10,22,2018-03-01,299.5510559082031,0,0.0,1655.922119140625
STANDARD,11,299.56494140625,30,R_A2,0.06609279662370682,11,22,2018-03-01,299.56494140625,0,0.0,1657.7734375
STANDARD,12,299.6998596191406,30,R_A2,0.12173115462064743,12,22,2018-03-01,299.6998596191406,0,0.0,1659.785888671875
STANDARD,13,299.8352966308594,30,R_A2,0.42407694458961487,13,22,2018-03-01,299.8352966308594,0,0.0,1661.79833984375
STANDARD,14,299.9713439941406,30,R_A2,0.4703116714954376,14,22,2018-03-01,299.9713439941406,0,0.0,1663.810791015625
STANDARD,15,300.1117248535156,30,R_A2,0.891022801399231,15,22,2018-03-01,300.1117248535156,0,0.0,1665.8232421875
STANDARD,16,300.24993896484375,30,R_A2,0.9041752815246582,16,22,2018-03-01,300.24993896484375,0,0.0,1667.8358154296875
STANDARD,17,300.5945739746094,29,R_A2,0.9605860710144043,16,22,2018-03-01,300.5945739746094,0,0.0,1673.5301513671875
STANDARD,18,300.734619140625,29,R_A2,0.9387564063072205,17,22,2018-03-01,300.734619140625,0,0.0,1675.6190185546875
STANDARD,19,300.8520202636719,29,R_A2,0.989298403263092,18,22,2018-03-01,300.8520202636719,0,0.0,1677.37109375
STANDARD,20,301.72393798828125,29,R_A2,0.6502847075462341,26,22,2018-03-01,301.72393798828125,0,0.0,1678.945068359375
STANDARD,21,302.03387451171875,29,R_A2,0.692908525466919,27,22,2018-03-01,302.03387451171875,0,0.0,1680.677734375
STANDARD,22,302.779052734375,29,R_A2,1.0,28,22,2018-03-01,302.779052734375,0,2.6724639957064443e-14,1682.4102783203125
STANDARD,23,302.6361083984375,29,R_A2,1.0,29,22,2018-03-01,302.6361083984375,0,-2.7353058782830092e-14,1684.1429443359375
STANDARD,24,302.13427734375,29,R_A2,0.9973636269569397,30,22,2018-03-01,302.13427734375,0,0.0,1685.87548828125
STANDARD,1,282.8992614746094,20,R_A5,1.0,1,31,2018-04-28,282.8992614746094,0,-8.085455083239879e-10,1685.839111328125
STANDARD,2,283.0966796875,20,R_A5,1.0,2,31,2018-04-28,283.0966796875,0,-8.668922801824408e-10,1687.9244384765625
STANDARD,3,283.2940368652344,20,R_A5,1.0,3,31,2018-04-28,283.2940368652344,0,-8.463200140695903e-10,1690.009765625
STANDARD,4,283.4914245605469,20,R_A5,1.0,4,31,2018-04-28,283.4914245605469,0,-8.627539238581505e-10,1692.09521484375
STANDARD,5,283.68878173828125,20,R_A5,1.0,5,31,2018-04-28,283.68878173828125,0,-6.37540742420839e-10,1694.1806640625
STANDARD,6,283.88616943359375,20,R_A5,1.0,6,31,2018-04-28,283.88616943359375,0,-6.717541523038051e-10,1696.2659912109375
STANDARD,7,284.40008544921875,20,R_A5,1.0,7,31,2018-04-28,284.40008544921875,0,-4.622716705954266e-12,1698.351318359375
STANDARD,8,284.8056945800781,20,R_A5,1.0,8,31,2018-04-28,284.8056945800781,0,-2.5485572853478633e-12,1700.436767578125
STANDARD,9,290.0885314941406,20,R_A5,1.0,10,31,2018-04-28,290.0885314941406,0,-5.425655652297086e-14,1704.6075439453125
STANDARD,10,281.4132385253906,21,R_A5,1.0,11,31,2018-04-28,281.4132385253906,0,-6.025338561421734e-11,1700.61669921875
STANDARD,11,281.5509033203125,21,R_A5,1.0,12,31,2018-04-28,281.5509033203125,0,-6.427956084076314e-11,1702.631591796875
STANDARD,12,281.75408935546875,21,R_A5,1.0,13,31,2018-04-28,281.75408935546875,0,-3.5544447159890913e-12,1704.646484375
STANDARD,13,281.9463806152344,21,R_A5,1.0,14,31,2018-04-28,281.9463806152344,0,-2.9547195853213415e-12,1706.661376953125
STANDARD,14,282.13885498046875,21,R_A5,1.0,15,31,2018-04-28,282.13885498046875,0,-1.3417905024917798e-12,1708.67626953125
STANDARD,15,282.4801940917969,21,R_A5,1.0,16,31,2018-04-28,282.4801940917969,0,-1.4801842477402127e-13,1710.691162109375
STANDARD,16,282.6756896972656,21,R_A5,1.0,17,31,2018-04-28,282.6756896972656,0,-2.497324450099342e-13,1712.7000732421875
STANDARD,17,282.8023986816406,21,R_A5,1.0,18,31,2018-04-28,282.8023986816406,0,-1.2498973811988514e-15,1714.02880859375
STANDARD,18,282.84625244140625,21,R_A5,1.0,19,31,2018-04-28,282.84625244140625,0,0.0,1714.488525390625
STANDARD,19,286.1433410644531,21,R_A5,1.0,26,31,2018-04-28,286.1433410644531,0,-4.895399949127188e-13,1715.7132568359375
STANDARD,20,286.4204406738281,21,R_A5,1.0,27,31,2018-04-28,286.4204406738281,0,-4.1544916920717434e-13,1717.897705078125
STANDARD,21,296.9435119628906,21,R_A5,1.0,28,31,2018-04-28,296.9435119628906,0,-2.4800312636888934e-21,1720.08203125
STANDARD,22,304.26007080078125,21,R_A5,1.0,29,31,2018-04-28,304.26007080078125,0,4.53442297030831e-22,1722.2664794921875
STANDARD,23,306.9949645996094,21,R_A5,1.0,30,31,2018-04-28,306.9949645996094,0,7.047117713975476e-24,1724.450927734375
STANDARD,1,277.001220703125,41,R_A3,0.6499442458152771,1,28,2018-07-03,277.001220703125,0,0.0,1608.159423828125
STANDARD,2,277.1303405761719,41,R_A3,0.1945030838251114,2,28,2018-07-03,277.1303405761719,0,0.0,1610.1368408203125
STANDARD,3,277.2620544433594,41,R_A3,0.19040833413600922,3,28,2018-07-03,277.2620544433594,0,0.0,1612.1142578125
STANDARD,4,277.39385986328125,41,R_A3,0.09499019384384155,4,28,2018-07-03,277.39385986328125,0,0.0,1614.091552734375
STANDARD,5,276.9085693359375,41,R_A3,0.1611432284116745,4,29,2018-07-03,276.9085693359375,0,0.0,1606.9764404296875
STANDARD,6,277.152587890625,41,R_A3,0.8068993091583252,5,29,2018-07-03,277.152587890625,0,0.0,1609.030517578125
STANDARD,7,277.2527160644531,41,R_A3,0.6495679616928101,6,29,2018-07-03,277.2527160644531,0,0.0,1611.084716796875
STANDARD,8,277.400634765625,41,R_A3,0.1968095302581787,7,29,2018-07-03,277.400634765625,0,0.0,1613.138916015625
STANDARD,9,277.53765869140625,41,R_A3,0.1967211216688156,8,29,2018-07-03,277.53765869140625,0,0.0,1615.1929931640625
STANDARD,10,277.77923583984375,41,R_A3,0.795670747756958,9,29,2018-07-03,277.77923583984375,0,0.0,1617.2471923828125
STANDARD,11,279.54180908203125,41,R_A3,0.7844231128692627,10,29,2018-07-03,279.54180908203125,0,0.0,1619.30126953125
STANDARD,12,283.5787048339844,41,R_A3,0.047827623784542084,11,29,2018-07-03,283.5787048339844,0,0.0,1621.4488525390625
STANDARD,13,283.72833251953125,41,R_A3,0.05331797152757645,12,29,2018-07-03,283.72833251953125,0,0.0,1623.6898193359375
STANDARD,14,283.8785095214844,41,R_A3,0.36622825264930725,13,29,2018-07-03,283.8785095214844,0,0.0,1625.9307861328125
STANDARD,15,285.6316833496094,41,R_A3,0.39949825406074524,14,29,2018-07-03,285.6316833496094,0,0.0,1628.1717529296875
STANDARD,16,284.7939453125,41,R_A3,0.6038310527801514,15,29,2018-07-03,284.7939453125,0,0.0,1630.4127197265625
STANDARD,17,284.97943115234375,41,R_A3,0.7978827953338623,16,29,2018-07-03,284.97943115234375,0,0.0,1632.267333984375
STANDARD,18,285.9841613769531,41,R_A3,0.30910542607307434,26,29,2018-07-03,285.9841613769531,0,0.0,1634.7293701171875
STANDARD,19,286.20465087890625,41,R_A3,0.04459123685956001,27,29,2018-07-03,286.20465087890625,0,0.0,1638.1851806640625
STANDARD,20,286.435302734375,41,R_A3,0.049580104649066925,28,29,2018-07-03,286.435302734375,0,0.0,1641.6409912109375
STANDARD,21,286.66497802734375,41,R_A3,0.2982076406478882,29,29,2018-07-03,286.66497802734375,0,0.0,1645.0966796875
STANDARD,22,286.8891296386719,41,R_A3,0.06221183389425278,30,29,2018-07-03,286.8891296386719,0,0.0,1648.552490234375
STANDARD,1,280.433349609375,52,R_A4,0.050440602004528046,1,30,2018-09-12,280.433349609375,0,0.0,1632.55517578125
STANDARD,2,280.16094970703125,52,R_A4,0.04779183492064476,1,31,2018-09-12,280.16094970703125,0,0.0,1627.3443603515625
STANDARD,3,280.2998352050781,52,R_A4,0.049122363328933716,2,31,2018-09-12,280.2998352050781,0,0.0,1629.42724609375
STANDARD,4,280.438720703125,52,R_A4,0.05201498046517372,3,31,2018-09-12,280.438720703125,0,0.0,1631.510009765625
STANDARD,5,280.57763671875,52,R_A4,0.05595869943499565,4,31,2018-09-12,280.57763671875,0,0.0,1633.5928955078125
STANDARD,6,280.59033203125,52,R_A4,0.05360577628016472,4,32,2018-09-12,280.59033203125,0,0.0,1633.051025390625
STANDARD,7,280.7043151855469,51,R_A4,0.05683191120624542,4,32,2018-09-12,280.7043151855469,0,0.0,1636.152587890625
STANDARD,8,280.5801086425781,51,R_A4,0.05202685669064522,3,32,2018-09-12,280.5801086425781,0,0.0,1634.2908935546875
STANDARD,9,280.6750183105469,51,R_A4,0.05630442872643471,3,33,2018-09-12,280.6750183105469,0,0.0,1635.5789794921875
STANDARD,10,280.8018798828125,51,R_A4,0.057492636144161224,4,33,2018-09-12,280.8018798828125,0,0.0,1637.4805908203125
STANDARD,11,281.0142822265625,50,R_A4,0.06145765632390976,4,33,2018-09-12,281.0142822265625,0,0.0,1641.6776123046875
STANDARD,12,280.9009704589844,50,R_A4,0.05940226465463638,4,34,2018-09-12,280.9009704589844,0,0.0,1640.217041015625
STANDARD,13,280.7939147949219,50,R_A4,0.058529648929834366,4,35,2018-09-12,280.7939147949219,0,0.0,1639.464599609375
STANDARD,14,280.6713562011719,50,R_A4,0.07546970993280411,3,35,2018-09-12,280.6713562011719,0,0.0,1637.62548828125
STANDARD,15,280.92333984375,49,R_A4,0.2238398790359497,3,35,2018-09-12,280.92333984375,0,0.0,1642.545654296875
STANDARD,16,277.9352722167969,49,R_A4,0.6521890759468079,29,36,2018-09-12,277.9352722167969,0,0.0,1641.85791015625
STANDARD,17,277.5732727050781,48,R_A4,0.05655280128121376,29,36,2018-09-12,277.5732727050781,0,0.0,1643.0859375
STANDARD,18,278.2071533203125,48,R_A4,0.6522338390350342,29,37,2018-09-12,278.2071533203125,0,0.0,1648.1910400390625
STANDARD,19,278.9499206542969,48,R_A4,0.6520962119102478,29,38,2018-09-12,278.9499206542969,0,0.0,1652.2418212890625
STANDARD,20,281.2479248046875,47,R_A4,0.8241481781005859,29,38,2018-09-12,281.2479248046875,0,0.0,1660.611572265625
STANDARD,1,276.5190124511719,42,R_A6,1.0,1,17,2018-11-07,276.5190124511719,0,2.1259828966724292e-11,1694.0618896484375
STANDARD,2,276.6626281738281,42,R_A6,1.0,2,17,2018-11-07,276.6626281738281,0,1.3109324389914967e-11,1695.5909423828125
STANDARD,3,276.8041687011719,42,R_A6,1.0,3,17,2018-11-07,276.8041687011719,0,9.591833403932437e-12,1697.1201171875
STANDARD,4,276.9427490234375,42,R_A6,1.0,4,17,2018-11-07,276.9427490234375,0,8.739067629270902e-12,1698.6492919921875
STANDARD,5,277.0801086425781,42,R_A6,1.0,5,17,2018-11-07,277.0801086425781,0,1.2592817413836777e-11,1700.178466796875
STANDARD,6,276.92218017578125,42,R_A6,1.0,6,17,2018-11-07,276.92218017578125,0,6.108991090769678e-10,1701.70751953125
STANDARD,7,277.0670166015625,42,R_A6,1.0,7,17,2018-11-07,277.0670166015625,0,1.0256373528250151e-09,1703.23681640625
STANDARD,8,277.21185302734375,42,R_A6,1.0,8,17,2018-11-07,277.21185302734375,0,1.016953410371002e-09,1704.765869140625
STANDARD,9,277.663818359375,42,R_A6,1.0,9,17,2018-11-07,277.663818359375,0,8.705160203792417e-11,1706.2950439453125
STANDARD,10,277.5312194824219,42,R_A6,1.000000238418579,10,17,2018-11-07,277.5312194824219,0,1.0622591695153005e-08,1707.82421875
STANDARD,11,281.11920166015625,42,R_A6,1.0,11,17,2018-11-07,281.11920166015625,0,-8.436111254006562e-10,1709.7138671875
STANDARD,12,281.3554992675781,42,R_A6,1.0,12,17,2018-11-07,281.3554992675781,0,0.0,1711.9638671875
STANDARD,13,281.6044616699219,42,R_A6,1.0,13,17,2018-11-07,281.6044616699219,0,-1.6258323853879375e-10,1714.2138671875
STANDARD,14,281.8175354003906,42,R_A6,1.0,14,17,2018-11-07,281.8175354003906,0,-1.568329216494746e-10,1716.4637451171875
