Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:21:58
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       278527687.93         48643719.47         38841389.58         24428546.50
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  278527687.93         48643719.47         38841389.58         24428546.50
MidReek    1                       196620188.59         40062040.52         32968931.48         20735176.68
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  196620188.59         40062040.52         32968931.48         20735176.68
LowerReek  1                       126270731.97         26759043.12         22366051.64         14066698.91
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  126270731.97         26759043.12         22366051.64         14066698.91
Totals     1                       601418608.49        115464803.11         94176372.70         59230422.09
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  601418608.49        115464803.11         94176372.70         59230422.09
