ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5370623,863710,484002,337519,47522621
Valysar,CentralSouth,69161467,12823405,9643546,6724928,946869829
Valysar,CentralNorth,39139224,6810500,4946917,3449733,485722440
Valysar,NorthHorst,4303638,714602,389695,239371,46892687
Valysar,CentralRamp,13624946,2096017,1464970,1021597,143840853
Valysar,CentralHorst,86051922,13727349,10388226,7244230,1019987662
Valysar,EastLowland,1640374,162141,62803,43795,6166397
Therys,WestLowland,2336995,419547,187543,130783,18414230
Therys,CentralSouth,18175847,4232981,2557877,1783736,251150040
Therys,CentralNorth,22251863,4074152,2361066,1646489,231825725
Therys,NorthHorst,7946397,990186,360438,221399,43372080
Therys,CentralRamp,6684142,1517428,1179722,822679,115833215
Therys,CentralHorst,30666797,7603514,5927205,4133337,581973819
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,244382,40736,15211,10607,1493495
Volon,CentralSouth,32889412,6111202,4240657,2957222,416376907
Volon,CentralNorth,7426355,1001200,496879,346498,48786980
Volon,NorthHorst,5875080,1100364,818471,502746,98487996
Volon,CentralRamp,12102384,2149915,1610121,1122818,158092799
Volon,CentralHorst,83663434,14892406,11643724,8119752,1143261052
Volon,EastLowland,0,0,0,0,0
