FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,24776553.0,0,24776553.0,49231354.0,0.0,4558885694.0,4558885694.0,90262024.0,39526190.0,50735835.0,0.0,39526190.0
2,0.0,0,0.0,67506960.0,0.0,0.0,0.0,69581310.0,0.0,69581310.0,0.0,0.0
3,19716089.0,0,19716089.0,44498728.0,0.0,3627760441.0,3627760441.0,77302850.0,31445840.0,45857010.0,0.0,31445840.0
4,0.0,0,0.0,67388055.0,0.0,0.0,0.0,69453487.0,0.0,69453487.0,0.0,0.0
5,13899328.0,0,13899328.0,36848713.0,0.0,2557476418.0,2557476418.0,60140037.0,22167111.0,37972925.0,0.0,22167111.0
6,0.0,0,0.0,48295449.0,0.0,0.0,0.0,49773880.0,0.0,49773880.0,0.0,0.0
