Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:18:10
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       282752437.78         49141144.65         38516317.34         24224098.56
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  282752437.78         49141144.65         38516317.34         24224098.56
MidReek    1                       201472212.65         40285880.47         32368259.39         20357395.49
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  201472212.65         40285880.47         32368259.39         20357395.49
LowerReek  1                       124024552.18         24832079.58         20343796.96         12794840.64
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  124024552.18         24832079.58         20343796.96         12794840.64
Totals     1                       608249202.61        114259104.70         91228373.68         57376334.68
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  608249202.61        114259104.70         91228373.68         57376334.68
