WELL,DEPTH,CONIPOS,PRESSURE,CONKPOS,CONIDX,SWAT,CONBPRES,DATE,DRAWDOWN,WELLMODEL,CONJPOS,SGAS
R_A4,1629.4896240234375,31,276.5087890625,2,3,0.05267530307173729,276.5087890625,2018-09-12,0,STANDARD,52,0.0
R_A4,1631.5498046875,31,276.64605712890625,3,4,0.05381281301379204,276.64605712890625,2018-09-12,0,STANDARD,52,0.0
R_A4,1633.610107421875,31,276.7833251953125,4,5,0.056665387004613876,276.7833251953125,2018-09-12,0,STANDARD,52,0.0
R_A4,1632.3968505859375,32,276.772705078125,4,6,0.056822750717401505,276.772705078125,2018-09-12,0,STANDARD,52,0.0
R_A4,1635.880615234375,32,276.81683349609375,4,7,0.06126026436686516,276.81683349609375,2018-09-12,0,STANDARD,51,0.0
R_A4,1637.321044921875,33,276.9612731933594,4,8,0.06344910711050034,276.9612731933594,2018-09-12,0,STANDARD,51,0.0
R_A4,1635.474609375,33,276.8382263183594,3,9,0.05913986265659332,276.8382263183594,2018-09-12,0,STANDARD,51,0.0
R_A4,1642.1485595703125,33,277.0461120605469,4,10,0.0641121119260788,277.0461120605469,2018-09-12,0,STANDARD,50,0.0
R_A4,1641.132080078125,34,277.08477783203125,4,11,0.06313908100128174,277.08477783203125,2018-09-12,0,STANDARD,50,0.0
R_A4,1639.20703125,34,276.95672607421875,3,12,0.11854568868875504,276.95672607421875,2018-09-12,0,STANDARD,50,0.0
R_A4,1640.9061279296875,35,277.2246398925781,3,13,0.10057277977466583,277.2246398925781,2018-09-12,0,STANDARD,50,0.0
R_A4,1639.0426025390625,35,277.1011047363281,2,14,0.18269126117229462,277.1011047363281,2018-09-12,0,STANDARD,50,0.0
R_A4,1641.93212890625,35,277.13916015625,2,15,0.23949995636940002,277.13916015625,2018-09-12,0,STANDARD,49,0.0
R_A4,1642.357421875,36,278.78314208984375,30,16,0.058543987572193146,278.78314208984375,2018-09-12,0,STANDARD,49,0.0
R_A4,1639.6068115234375,36,278.5436096191406,30,17,0.6497276425361633,278.5436096191406,2018-09-12,0,STANDARD,48,0.0
R_A4,1646.7513427734375,37,279.09869384765625,30,18,0.0609981045126915,279.09869384765625,2018-09-12,0,STANDARD,48,0.0
R_A4,1653.461669921875,38,279.6448974609375,30,19,0.15876005589962006,279.6448974609375,2018-09-12,0,STANDARD,48,0.0
R_A4,1657.8184814453125,38,279.85858154296875,30,20,0.1092376559972763,279.85858154296875,2018-09-12,0,STANDARD,47,0.0
R_A6,1695.20263671875,17,275.50604248046875,1,1,1.0,275.50604248046875,2018-11-07,0,STANDARD,42,3.300741480789954e-17
R_A6,1696.7510986328125,17,275.6502380371094,2,2,1.0,275.6502380371094,2018-11-07,0,STANDARD,42,1.0210349385981988e-17
R_A6,1698.299560546875,17,275.7899475097656,3,3,1.0,275.7899475097656,2018-11-07,0,STANDARD,42,-2.4235502728645216e-18
R_A6,1699.84814453125,17,275.92401123046875,4,4,1.0,275.92401123046875,2018-11-07,0,STANDARD,42,-1.9119356725599626e-17
R_A6,1701.3966064453125,17,276.055419921875,5,5,1.0,276.055419921875,2018-11-07,0,STANDARD,42,-3.5500050791934185e-17
R_A6,1702.9451904296875,17,276.1892395019531,6,6,1.0,276.1892395019531,2018-11-07,0,STANDARD,42,-1.7696834373857483e-16
R_A6,1704.49365234375,17,276.029541015625,7,7,1.0,276.029541015625,2018-11-07,0,STANDARD,42,-1.033817772870798e-14
R_A6,1706.042236328125,17,276.4682312011719,8,8,1.0,276.4682312011719,2018-11-07,0,STANDARD,42,-6.826134760386368e-16
