PRESSURE,SWAT,DEPTH,CONKPOS,CONIPOS,SGAS,CONJPOS,WELL,CONIDX,DRAWDOWN,DATE,CONBPRES,WELLMODEL
300.62713623046875,0.054930295795202255,1639.9404296875,1,22,0.0,30,R_A2,1,0,2018-01-01,300.62713623046875,STANDARD
300.74310302734375,0.05847010761499405,1641.6697998046875,2,22,0.0,30,R_A2,2,0,2018-01-01,300.74310302734375,STANDARD
300.8590393066406,0.06130616366863251,1643.3990478515625,3,22,0.0,30,R_A2,3,0,2018-01-01,300.8590393066406,STANDARD
300.9750061035156,0.06562207639217377,1645.12841796875,4,22,0.0,30,R_A2,4,0,2018-01-01,300.9750061035156,STANDARD
301.0909729003906,0.06737913191318512,1646.857666015625,5,22,0.0,30,R_A2,5,0,2018-01-01,301.0909729003906,STANDARD
301.2069396972656,0.6481541991233826,1648.5870361328125,6,22,0.0,30,R_A2,6,0,2018-01-01,301.2069396972656,STANDARD
301.3229064941406,0.8792141675949097,1650.31640625,7,22,0.0,30,R_A2,7,0,2018-01-01,301.3229064941406,STANDARD
301.43890380859375,0.8733969330787659,1652.045654296875,8,22,0.0,30,R_A2,8,0,2018-01-01,301.43890380859375,STANDARD
301.55487060546875,0.8865193724632263,1653.7750244140625,9,22,0.0,30,R_A2,9,0,2018-01-01,301.55487060546875,STANDARD
301.6708679199219,0.8987159729003906,1655.50439453125,10,22,0.0,30,R_A2,10,0,2018-01-01,301.6708679199219,STANDARD
301.7975769042969,0.07081455737352371,1657.3936767578125,11,22,0.0,30,R_A2,11,0,2018-01-01,301.7975769042969,STANDARD
301.9350280761719,0.07266968488693237,1659.44287109375,12,22,0.0,30,R_A2,12,0,2018-01-01,301.9350280761719,STANDARD
302.07244873046875,0.44220083951950073,1661.4920654296875,13,22,0.0,30,R_A2,13,0,2018-01-01,302.07244873046875,STANDARD
302.2099304199219,0.49002155661582947,1663.541259765625,14,22,0.0,30,R_A2,14,0,2018-01-01,302.2099304199219,STANDARD
302.3473815917969,0.919217586517334,1665.5904541015625,15,22,0.0,30,R_A2,15,0,2018-01-01,302.3473815917969,STANDARD
302.4848327636719,0.9389287829399109,1667.6396484375,16,22,0.0,30,R_A2,16,0,2018-01-01,302.4848327636719,STANDARD
302.9127197265625,0.9978002309799194,1674.0177001953125,16,22,0.0,29,R_A2,17,0,2018-01-01,302.9127197265625,STANDARD
303.04754638671875,0.9905486106872559,1676.0274658203125,17,22,0.0,29,R_A2,18,0,2018-01-01,303.04754638671875,STANDARD
303.1651611328125,1.0,1677.7802734375,18,22,0.0,29,R_A2,19,0,2018-01-01,303.1651611328125,STANDARD
303.3088684082031,1.0,1679.378662109375,27,22,0.0,29,R_A2,20,0,2018-01-01,303.3088684082031,STANDARD
303.7758483886719,1.0,1681.07958984375,28,22,0.0,29,R_A2,21,0,2018-01-01,303.7758483886719,STANDARD
303.9370422363281,1.0,1682.7806396484375,29,22,0.0,29,R_A2,22,0,2018-01-01,303.9370422363281,STANDARD
304.0982360839844,1.0,1684.4815673828125,30,22,0.0,29,R_A2,23,0,2018-01-01,304.0982360839844,STANDARD
304.2594299316406,1.0,1686.1824951171875,31,22,0.0,29,R_A2,24,0,2018-01-01,304.2594299316406,STANDARD
298.67901611328125,0.6481541991233826,1610.87939453125,1,28,0.0,41,R_A3,1,0,2018-01-01,298.67901611328125,STANDARD
298.817138671875,0.19874997437000275,1612.9403076171875,2,28,0.0,41,R_A3,2,0,2018-01-01,298.817138671875,STANDARD
298.95526123046875,0.20027615129947662,1615.001220703125,3,28,0.0,41,R_A3,3,0,2018-01-01,298.95526123046875,STANDARD
299.0934143066406,0.1615549772977829,1617.0621337890625,4,28,0.0,41,R_A3,4,0,2018-01-01,299.0934143066406,STANDARD
299.2315368652344,0.6481541991233826,1619.123046875,5,28,0.0,41,R_A3,5,0,2018-01-01,299.2315368652344,STANDARD
298.2752685546875,0.8081152439117432,1604.854736328125,5,29,0.0,41,R_A3,6,0,2018-01-01,298.2752685546875,STANDARD
298.4175720214844,0.6481541991233826,1606.97802734375,6,29,0.0,41,R_A3,7,0,2018-01-01,298.4175720214844,STANDARD
298.5598449707031,0.19346611201763153,1609.1011962890625,7,29,0.0,41,R_A3,8,0,2018-01-01,298.5598449707031,STANDARD
298.7021484375,0.19528841972351074,1611.2244873046875,8,29,0.0,41,R_A3,9,0,2018-01-01,298.7021484375,STANDARD
298.8444519042969,0.7950612306594849,1613.34765625,9,29,0.0,41,R_A3,10,0,2018-01-01,298.8444519042969,STANDARD
298.98675537109375,0.7984921932220459,1615.470947265625,10,29,0.0,41,R_A3,11,0,2018-01-01,298.98675537109375,STANDARD
299.1392822265625,0.04769882932305336,1617.746826171875,11,29,0.0,41,R_A3,12,0,2018-01-01,299.1392822265625,STANDARD
299.30206298828125,0.05306916683912277,1620.1751708984375,12,29,0.0,41,R_A3,13,0,2018-01-01,299.30206298828125,STANDARD
299.46484375,0.3665330111980438,1622.6036376953125,13,29,0.0,41,R_A3,14,0,2018-01-01,299.46484375,STANDARD
299.78515625,0.49835506081581116,1627.3819580078125,15,29,0.0,41,R_A3,15,0,2018-01-01,299.78515625,STANDARD
299.92071533203125,0.8073252439498901,1629.4041748046875,16,29,0.0,41,R_A3,16,0,2018-01-01,299.92071533203125,STANDARD
300.1137390136719,0.707465410232544,1632.2833251953125,27,29,0.0,41,R_A3,17,0,2018-01-01,300.1137390136719,STANDARD
300.37005615234375,0.04479334130883217,1636.106201171875,28,29,0.0,41,R_A3,18,0,2018-01-01,300.37005615234375,STANDARD
300.6263732910156,0.04911287501454353,1639.9290771484375,29,29,0.0,41,R_A3,19,0,2018-01-01,300.6263732910156,STANDARD
300.8827209472656,0.2409323751926422,1643.751953125,30,29,0.0,41,R_A3,20,0,2018-01-01,300.8827209472656,STANDARD
301.1390686035156,0.06258943676948547,1647.5748291015625,31,29,0.0,41,R_A3,21,0,2018-01-01,301.1390686035156,STANDARD
300.0024108886719,0.04845808446407318,1630.62255859375,1,30,0.0,52,R_A4,1,0,2018-01-01,300.0024108886719,STANDARD
299.80267333984375,0.047400664538145065,1627.6431884765625,1,31,0.0,52,R_A4,2,0,2018-01-01,299.80267333984375,STANDARD
299.9398193359375,0.05103643238544464,1629.6888427734375,2,31,0.0,52,R_A4,3,0,2018-01-01,299.9398193359375,STANDARD
300.0769348144531,0.055515680462121964,1631.734375,3,31,0.0,52,R_A4,4,0,2018-01-01,300.0769348144531,STANDARD
300.107421875,0.054664693772792816,1632.1890869140625,3,32,0.0,52,R_A4,5,0,2018-01-01,300.107421875,STANDARD
300.23345947265625,0.05767276510596275,1634.069091796875,4,32,0.0,52,R_A4,6,0,2018-01-01,300.23345947265625,STANDARD
300.3173828125,0.05588052049279213,1635.3206787109375,4,32,0.0,51,R_A4,7,0,2018-01-01,300.3173828125,STANDARD
300.1946105957031,0.05474177375435829,1633.48974609375,3,32,0.0,51,R_A4,8,0,2018-01-01,300.1946105957031,STANDARD
300.3465270996094,0.05696104094386101,1635.7554931640625,3,33,0.0,51,R_A4,9,0,2018-01-01,300.3465270996094,STANDARD
300.47064208984375,0.059265170246362686,1637.6064453125,4,33,0.0,51,R_A4,10,0,2018-01-01,300.47064208984375,STANDARD
300.6885681152344,0.06261979043483734,1640.8568115234375,4,33,0.0,50,R_A4,11,0,2018-01-01,300.6885681152344,STANDARD
300.67486572265625,0.06147183105349541,1640.6522216796875,4,34,0.0,50,R_A4,12,0,2018-01-01,300.67486572265625,STANDARD
300.5442810058594,0.05913639813661575,1638.7047119140625,3,34,0.0,50,R_A4,13,0,2018-01-01,300.5442810058594,STANDARD
300.6997375488281,0.06041210889816284,1641.0233154296875,3,35,0.0,50,R_A4,14,0,2018-01-01,300.6997375488281,STANDARD
300.7845458984375,0.08655218034982681,1642.2882080078125,3,35,0.0,49,R_A4,15,0,2018-01-01,300.7845458984375,STANDARD
