ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,11387524,2247380,1558135,1086565,152988405
Valysar,CentralSouth,47996601,9187766,6893698,4807321,676870829
Valysar,CentralNorth,34781002,6436131,4997102,3484729,490649921
Valysar,NorthHorst,2137605,164034,62652,38484,7539074
Valysar,CentralRamp,14425651,2207368,1424249,993200,139842549
Valysar,CentralHorst,86037945,13929866,10114870,7053606,993147682
Valysar,EastLowland,875873,147746,78023,54409,7660827
Therys,WestLowland,2983373,587094,318022,221773,31225576
Therys,CentralSouth,4378114,1029409,615314,429089,60415771
Therys,CentralNorth,18602465,3688172,2196136,1531476,215631764
Therys,NorthHorst,3756083,579871,216598,133046,26063615
Therys,CentralRamp,6730173,1594349,1113107,776225,109292542
Therys,CentralHorst,26312217,6484633,5042147,3516142,495072750
Therys,EastLowland,221,73,50,35,4893
Volon,WestLowland,206973,20868,6705,4676,658383
Volon,CentralSouth,11410497,1788412,1210897,844419,118894208
Volon,CentralNorth,4715066,561095,225111,156981,22102959
Volon,NorthHorst,1825496,336263,245504,150801,29541885
Volon,CentralRamp,7215253,1323678,1003276,699634,98508537
Volon,CentralHorst,76530367,13690244,10493060,7317336,1030280935
Volon,EastLowland,27285,2259,1160,809,113881
