FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,1061100.0,0.0,1061100.0,86143072.0,0.0,149424146.0,149424146.0,90594978.0,1521753.0,89073225.0,0.0,1521753.0,WestLowland,Valysar
2,4726341.0,0.0,4726341.0,15948587.0,0.0,665563337.0,665563337.0,23269791.0,6776183.0,16493608.0,0.0,6776183.0,CentralSouth,Valysar
3,3402205.0,0.0,3402205.0,11990461.0,0.0,479098483.0,479098483.0,17277068.0,4878509.0,12398559.0,0.0,4878509.0,CentralNorth,Valysar
4,26896.0,70761.0,97657.0,2674562.0,461762606.0,5269790.0,467032396.0,4797973.0,43798.0,2766156.0,1988019.0,2031817.0,NorthHorst,Valysar
5,953473.0,0.0,953473.0,1002975.0,0.0,134268125.0,134268125.0,2404884.0,1367494.0,1037390.0,0.0,1367494.0,CentralRamp,Valysar
6,6942002.0,0.0,6942002.0,6894189.0,0.0,977572771.0,977572771.0,17090361.0,9959487.0,7130873.0,0.0,9959487.0,CentralHorst,Valysar
7,52141.0,0.0,52141.0,36859523.0,0.0,7342472.0,7342472.0,38174097.0,74766.0,38099331.0,0.0,74766.0,EastLowland,Valysar
8,202344.0,0.0,202344.0,114970557.0,0.0,28494152.0,28494152.0,119170478.0,290165.0,118880314.0,0.0,290165.0,WestLowland,Therys
9,367067.0,0.0,367067.0,6201142.0,0.0,51690409.0,51690409.0,6939350.0,526184.0,6413165.0,0.0,526184.0,CentralSouth,Therys
10,1308459.0,0.0,1308459.0,12539614.0,-0.0,184257231.0,184257231.0,14842182.0,1875885.0,12966297.0,0.0,1875885.0,CentralNorth,Therys
11,155120.0,60383.0,215503.0,4111048.0,392248897.0,30392753.0,422641650.0,6191833.0,252607.0,4251775.0,1687451.0,1940058.0,NorthHorst,Therys
12,844612.0,0.0,844612.0,623127.0,0.0,118938234.0,118938234.0,1855587.0,1211133.0,644454.0,0.0,1211133.0,CentralRamp,Therys
13,3717308.0,0.0,3717308.0,4911018.0,0.0,523471277.0,523471277.0,10411350.0,5332301.0,5079049.0,0.0,5332301.0,CentralHorst,Therys
14,0.0,0.0,0.0,19170939.0,0.0,0.0,0.0,19811430.0,0.0,19811430.0,0.0,0.0,EastLowland,Therys
15,973.0,0.0,973.0,78692195.0,0.0,137071.0,137071.0,81358559.0,1396.0,81357163.0,0.0,1396.0,WestLowland,Volon
16,772808.0,0.0,772808.0,35375292.0,0.0,108826803.0,108826803.0,37688408.0,1107823.0,36580586.0,0.0,1107823.0,CentralSouth,Volon
17,131963.0,0.0,131963.0,6127381.0,0.0,18582976.0,18582976.0,6524814.0,189160.0,6335654.0,0.0,189160.0,CentralNorth,Volon
18,147213.0,25464.0,172677.0,1665365.0,164747951.0,28843412.0,193591363.0,2670260.0,239727.0,1722272.0,708261.0,947988.0,NorthHorst,Volon
19,666458.0,0.0,666458.0,1617570.0,0.0,93850631.0,93850631.0,2628473.0,955527.0,1672946.0,0.0,955527.0,CentralRamp,Volon
20,7459552.0,0.0,7459552.0,8999239.0,0.0,1050454141.0,1050454141.0,20005179.0,10697915.0,9307264.0,0.0,10697915.0,CentralHorst,Volon
21,0.0,0.0,0.0,32350078.0,0.0,0.0,0.0,33441046.0,0.0,33441046.0,0.0,0.0,EastLowland,Volon
