Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:15:54
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       271624598.13         46414886.55         36459781.50         22930679.80
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  271624598.13         46414886.55         36459781.50         22930679.80
MidReek    1                       190766408.04         37711578.29         30812038.53         19378640.26
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  190766408.04         37711578.29         30812038.53         19378640.26
LowerReek  1                       124628078.02         26855427.36         22608327.06         14219073.38
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  124628078.02         26855427.36         22608327.06         14219073.38
Totals     1                       587019084.19        110981892.20         89880147.09         56528393.44
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  587019084.19        110981892.20         89880147.09         56528393.44
