CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1611.0093994140625,303.6091003417969,0.036193959414958954,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.6091003417969
27,30,6,1614.0062255859375,303.7958068847656,0.03573118522763252,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.7958068847656
27,30,7,1617.1802978515625,303.998291015625,0.031148789450526237,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.998291015625
27,30,8,1620.3543701171875,304.2007751464844,0.02725473791360855,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.2007751464844
27,30,9,1623.5284423828125,304.4032897949219,0.02803833782672882,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.4032897949219
27,30,10,1626.7027587890625,304.60565185546875,0.09104000777006149,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.60565185546875
20,13,6,1653.22216796875,305.83038330078125,0.10832781344652176,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.83038330078125
20,13,7,1655.8818359375,306.00146484375,0.0468561090528965,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.00146484375
20,13,8,1658.5416259765625,306.1712646484375,0.051375698298215866,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.1712646484375
20,13,9,1661.201416015625,306.3411560058594,0.05452333390712738,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.3411560058594
20,13,10,1663.8609619140625,306.5129699707031,0.16652943193912506,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.5129699707031
28,47,9,1656.3245849609375,306.49945068359375,0.15865390002727509,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.49945068359375
28,47,10,1659.162353515625,306.68060302734375,0.1405663788318634,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.68060302734375
28,47,11,1661.9205322265625,306.856689453125,0.05737551674246788,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.856689453125
28,47,12,1664.5989990234375,307.0277099609375,0.0525348000228405,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.0277099609375
28,47,13,1667.2774658203125,307.19873046875,0.05583500117063522,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.19873046875
28,47,14,1669.9559326171875,307.3697509765625,0.07444095611572266,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.3697509765625
14,38,2,1701.991455078125,309.36260986328125,1.0,-1.5263035280099757e-10,1,0,2000-02-01,WI_1,MULTISEG,309.36260986328125
14,38,3,1704.447021484375,309.5951843261719,1.0,-7.560378711968241e-11,2,0,2000-02-01,WI_1,MULTISEG,309.5951843261719
14,38,4,1706.902587890625,309.8277587890625,1.0,-8.865875915364807e-12,3,0,2000-02-01,WI_1,MULTISEG,309.8277587890625
14,38,5,1709.358154296875,310.06036376953125,1.0,-5.725280666224464e-11,4,0,2000-02-01,WI_1,MULTISEG,310.06036376953125
28,20,7,1690.2169189453125,280.3817138671875,0.6351910829544067,0.0,1,0,2000-06-01,WI_2,MULTISEG,280.3817138671875
28,20,8,1693.3353271484375,280.4503479003906,0.2629329562187195,0.0,2,0,2000-06-01,WI_2,MULTISEG,280.4503479003906
28,20,9,1696.4537353515625,280.7026062011719,0.588245689868927,0.0,3,0,2000-06-01,WI_2,MULTISEG,280.7026062011719
28,20,10,1699.5721435546875,280.8312072753906,0.8464486598968506,0.0,4,0,2000-06-01,WI_2,MULTISEG,280.8312072753906
18,29,2,1651.4722900390625,274.0947265625,0.038440898060798645,0.0,1,0,2001-01-01,OP_4,MULTISEG,274.0947265625
18,29,3,1653.5743408203125,274.2276611328125,0.04825820401310921,0.0,2,0,2001-01-01,OP_4,MULTISEG,274.2276611328125
18,29,4,1655.6766357421875,274.3606262207031,0.058667365461587906,0.0,3,0,2001-01-01,OP_4,MULTISEG,274.3606262207031
18,29,5,1657.779052734375,274.4935607910156,0.05824575945734978,0.0,4,0,2001-01-01,OP_4,MULTISEG,274.4935607910156
18,29,6,1660.072998046875,273.8935241699219,0.2139565795660019,0.0,5,0,2001-01-01,OP_4,MULTISEG,273.8935241699219
18,29,11,1672.5699462890625,274.65618896484375,0.27772873640060425,0.0,6,0,2001-01-01,OP_4,MULTISEG,274.65618896484375
18,29,12,1675.192626953125,274.820556640625,0.08058608323335648,0.0,7,0,2001-01-01,OP_4,MULTISEG,274.820556640625
18,29,13,1677.815185546875,274.9864196777344,0.08736542612314224,0.0,8,0,2001-01-01,OP_4,MULTISEG,274.9864196777344
18,29,14,1680.4375,275.1522521972656,0.09956828504800797,0.0,9,0,2001-01-01,OP_4,MULTISEG,275.1522521972656
24,37,1,1613.116455078125,268.81451416015625,0.030900029465556145,0.0,1,0,2001-01-01,OP_5,MULTISEG,268.81451416015625
24,37,2,1616.4991455078125,269.0286560058594,0.03928937762975693,0.0,2,0,2001-01-01,OP_5,MULTISEG,269.0286560058594
24,37,3,1619.8818359375,269.24359130859375,0.062310218811035156,0.0,3,0,2001-01-01,OP_5,MULTISEG,269.24359130859375
24,37,4,1623.2647705078125,269.4585266113281,0.038952842354774475,0.0,4,0,2001-01-01,OP_5,MULTISEG,269.4585266113281
24,37,5,1626.647705078125,269.6730651855469,0.04886703938245773,0.0,5,0,2001-01-01,OP_5,MULTISEG,269.6730651855469
25,37,11,1633.097900390625,270.1155700683594,0.0352041982114315,0.0,6,0,2001-01-01,OP_5,MULTISEG,270.1155700683594
25,37,12,1636.1922607421875,270.31109619140625,0.03717648237943649,0.0,7,0,2001-01-01,OP_5,MULTISEG,270.31109619140625
25,37,13,1639.2867431640625,270.50665283203125,0.04133906960487366,0.0,8,0,2001-01-01,OP_5,MULTISEG,270.50665283203125
25,37,14,1642.381103515625,270.7023010253906,0.04456557705998421,0.0,9,0,2001-01-01,OP_5,MULTISEG,270.7023010253906
17,10,6,1706.80712890625,271.3561096191406,0.9209311604499817,0.0,1,0,2001-03-01,WI_3,MULTISEG,271.3561096191406
17,10,7,1708.9893798828125,271.5007019042969,0.8863494396209717,0.0,2,0,2001-03-01,WI_3,MULTISEG,271.5007019042969
16,10,7,1721.5787353515625,272.6298828125,1.0,3.646859897399324e-11,3,0,2001-03-01,WI_3,MULTISEG,272.6298828125
16,10,8,1724.009033203125,272.85498046875,1.0,1.7577005823055103e-11,4,0,2001-03-01,WI_3,MULTISEG,272.85498046875
16,10,9,1726.4393310546875,273.0801086425781,1.0,1.0469189751227681e-11,5,0,2001-03-01,WI_3,MULTISEG,273.0801086425781
16,10,10,1728.8695068359375,273.36138916015625,1.0,1.1350762343931287e-11,6,0,2001-03-01,WI_3,MULTISEG,273.36138916015625
