CONJPOS,WELLMODEL,PRESSURE,CONKPOS,CONBPRES,SGAS,DATE,WELL,CONIPOS,DRAWDOWN,SWAT,DEPTH,CONIDX
29,STANDARD,303.3698425292969,26,303.3698425292969,0.0,2018-01-01,R_A2,22,0,1.0,1680.0220947265625,20
29,STANDARD,303.8357238769531,27,303.8357238769531,0.0,2018-01-01,R_A2,22,0,1.0,1681.7115478515625,21
29,STANDARD,303.9958190917969,28,303.9958190917969,0.0,2018-01-01,R_A2,22,0,1.0,1683.4010009765625,22
29,STANDARD,304.1559143066406,29,304.1559143066406,0.0,2018-01-01,R_A2,22,0,1.0,1685.09033203125,23
29,STANDARD,304.3160095214844,30,304.3160095214844,0.0,2018-01-01,R_A2,22,0,1.0,1686.77978515625,24
41,STANDARD,298.7156066894531,1,298.7156066894531,0.0,2018-01-01,R_A3,28,0,0.6481541991233826,1611.635498046875,1
41,STANDARD,298.8634338378906,2,298.8634338378906,0.0,2018-01-01,R_A3,28,0,0.19589407742023468,1613.8414306640625,2
41,STANDARD,299.01129150390625,3,299.01129150390625,0.0,2018-01-01,R_A3,28,0,0.20149311423301697,1616.04736328125,3
41,STANDARD,299.1591491699219,4,299.1591491699219,0.0,2018-01-01,R_A3,28,0,0.6481541991233826,1618.2532958984375,4
41,STANDARD,299.3070068359375,5,299.3070068359375,0.0,2018-01-01,R_A3,28,0,0.8311106562614441,1620.459228515625,5
41,STANDARD,298.29345703125,5,298.29345703125,0.0,2018-01-01,R_A3,29,0,0.8165622353553772,1605.3365478515625,6
41,STANDARD,298.4363098144531,6,298.4363098144531,0.0,2018-01-01,R_A3,29,0,0.6481541991233826,1607.4678955078125,7
41,STANDARD,298.5791320800781,7,298.5791320800781,0.0,2018-01-01,R_A3,29,0,0.19453276693820953,1609.5992431640625,8
41,STANDARD,298.72198486328125,8,298.72198486328125,0.0,2018-01-01,R_A3,29,0,0.19437485933303833,1611.7305908203125,9
41,STANDARD,298.86480712890625,9,298.86480712890625,0.0,2018-01-01,R_A3,29,0,0.7996441721916199,1613.8619384765625,10
41,STANDARD,299.0076599121094,10,299.0076599121094,0.0,2018-01-01,R_A3,29,0,0.7936802506446838,1615.9932861328125,11
41,STANDARD,299.154296875,11,299.154296875,0.0,2018-01-01,R_A3,29,0,0.05129256099462509,1618.1807861328125,12
41,STANDARD,299.3046875,12,299.3046875,0.0,2018-01-01,R_A3,29,0,0.05307731404900551,1620.424560546875,13
41,STANDARD,299.455078125,13,299.455078125,0.0,2018-01-01,R_A3,29,0,0.1964247226715088,1622.668212890625,14
41,STANDARD,299.60546875,14,299.60546875,0.0,2018-01-01,R_A3,29,0,0.3857676684856415,1624.9119873046875,15
41,STANDARD,299.7558898925781,15,299.7558898925781,0.0,2018-01-01,R_A3,29,0,0.3584520220756531,1627.1556396484375,16
41,STANDARD,299.9048767089844,16,299.9048767089844,0.0,2018-01-01,R_A3,29,0,0.7972883582115173,1629.3779296875,17
41,STANDARD,299.9941711425781,17,299.9941711425781,0.0,2018-01-01,R_A3,29,0,0.7694251537322998,1630.7099609375,18
41,STANDARD,300.13916015625,26,300.13916015625,0.0,2018-01-01,R_A3,29,0,0.21142596006393433,1632.87255859375,19
41,STANDARD,300.3980712890625,27,300.3980712890625,0.0,2018-01-01,R_A3,29,0,0.04944248124957085,1636.7342529296875,20
41,STANDARD,300.656982421875,28,300.656982421875,0.0,2018-01-01,R_A3,29,0,0.0518331378698349,1640.5960693359375,21
41,STANDARD,300.91595458984375,29,300.91595458984375,0.0,2018-01-01,R_A3,29,0,0.6481541991233826,1644.457763671875,22
41,STANDARD,301.1748962402344,30,301.1748962402344,0.0,2018-01-01,R_A3,29,0,0.06473328918218613,1648.319580078125,23
52,STANDARD,299.962158203125,1,299.962158203125,0.0,2018-01-01,R_A4,30,0,0.050482649356126785,1630.2327880859375,1
52,STANDARD,299.6380310058594,1,299.6380310058594,0.0,2018-01-01,R_A4,31,0,0.04971655085682869,1625.397705078125,2
52,STANDARD,299.78033447265625,2,299.78033447265625,0.0,2018-01-01,R_A4,31,0,0.050148800015449524,1627.5205078125,3
52,STANDARD,299.92266845703125,3,299.92266845703125,0.0,2018-01-01,R_A4,31,0,0.05089801549911499,1629.643310546875,4
52,STANDARD,300.0649719238281,4,300.0649719238281,0.0,2018-01-01,R_A4,31,0,0.053492698818445206,1631.76611328125,5
52,STANDARD,300.207275390625,5,300.207275390625,0.0,2018-01-01,R_A4,31,0,0.05500125139951706,1633.888916015625,6
52,STANDARD,300.02117919921875,5,300.02117919921875,0.0,2018-01-01,R_A4,32,0,0.05518331378698349,1631.113037109375,7
52,STANDARD,300.15264892578125,6,300.15264892578125,0.0,2018-01-01,R_A4,32,0,0.05580594018101692,1633.0738525390625,8
51,STANDARD,300.2720031738281,6,300.2720031738281,0.0,2018-01-01,R_A4,32,0,0.057309042662382126,1634.8541259765625,9
51,STANDARD,300.27532958984375,6,300.27532958984375,0.0,2018-01-01,R_A4,33,0,0.05746972933411598,1634.9039306640625,10
50,STANDARD,300.68804931640625,6,300.68804931640625,0.0,2018-01-01,R_A4,33,0,0.06254028528928757,1641.05908203125,11
50,STANDARD,300.7024841308594,6,300.7024841308594,0.0,2018-01-01,R_A4,34,0,0.06097988039255142,1641.2745361328125,12
50,STANDARD,300.57366943359375,5,300.57366943359375,0.0,2018-01-01,R_A4,34,0,0.06169494241476059,1639.353515625,13
50,STANDARD,300.4448547363281,4,300.4448547363281,0.0,2018-01-01,R_A4,34,0,0.06164649873971939,1637.432373046875,14
50,STANDARD,300.8099670410156,4,300.8099670410156,0.0,2018-01-01,R_A4,35,0,0.06641697138547897,1642.8773193359375,15
50,STANDARD,300.69097900390625,3,300.69097900390625,0.0,2018-01-01,R_A4,35,0,0.12783247232437134,1641.1029052734375,16
50,STANDARD,300.572021484375,2,300.572021484375,0.0,2018-01-01,R_A4,35,0,0.231800839304924,1639.32861328125,17
49,STANDARD,300.8682861328125,2,300.8682861328125,0.0,2018-01-01,R_A4,35,0,0.22878684103488922,1643.747314453125,18
49,STANDARD,300.747802734375,1,300.747802734375,0.0,2018-01-01,R_A4,35,0,0.23830094933509827,1641.950439453125,19
49,STANDARD,300.9529113769531,28,300.9529113769531,0.0,2018-01-01,R_A4,36,0,0.05906004086136818,1645.0089111328125,20
49,STANDARD,300.5615539550781,27,300.5615539550781,0.0,2018-01-01,R_A4,36,0,0.13765652477741241,1639.1728515625,21
48,STANDARD,300.2181091308594,27,300.2181091308594,0.0,2018-01-01,R_A4,36,0,0.05252178758382797,1634.050048828125,22
48,STANDARD,301.12017822265625,27,301.12017822265625,0.0,2018-01-01,R_A4,37,0,0.6481541991233826,1647.503662109375,23
48,STANDARD,300.7379150390625,26,300.7379150390625,0.0,2018-01-01,R_A4,37,0,0.053348176181316376,1641.802734375,24
48,STANDARD,301.5000915527344,26,301.5000915527344,0.0,2018-01-01,R_A4,38,0,0.0675300657749176,1653.1685791015625,25
47,STANDARD,301.4298095703125,26,301.4298095703125,0.0,2018-01-01,R_A4,38,0,0.06325992196798325,1652.1207275390625,26
20,STANDARD,303.829345703125,1,303.829345703125,0.0,2018-01-01,R_A5,31,0,1.0,1684.8709716796875,1
20,STANDARD,304.0487060546875,2,304.0487060546875,0.0,2018-01-01,R_A5,31,0,1.0,1687.185791015625,2
20,STANDARD,304.26806640625,3,304.26806640625,0.0,2018-01-01,R_A5,31,0,1.0,1689.50048828125,3
20,STANDARD,304.4874267578125,4,304.4874267578125,0.0,2018-01-01,R_A5,31,0,1.0,1691.8153076171875,4
20,STANDARD,304.706787109375,5,304.706787109375,0.0,2018-01-01,R_A5,31,0,1.0,1694.130126953125,5
20,STANDARD,304.9261474609375,6,304.9261474609375,0.0,2018-01-01,R_A5,31,0,1.0,1696.4449462890625,6
20,STANDARD,305.4513244628906,7,305.4513244628906,0.0,2018-01-01,R_A5,31,0,1.0,1698.759765625,7
20,STANDARD,305.9993591308594,11,305.9993591308594,0.0,2018-01-01,R_A5,31,0,1.0,1707.76806640625,8
20,STANDARD,306.171142578125,12,306.171142578125,0.0,2018-01-01,R_A5,31,0,1.0,1709.5809326171875,9
20,STANDARD,306.35491943359375,13,306.35491943359375,0.0,2018-01-01,R_A5,31,0,1.0,1711.3936767578125,10
20,STANDARD,306.5267333984375,14,306.5267333984375,0.0,2018-01-01,R_A5,31,0,1.0,1713.2064208984375,11
21,STANDARD,305.9437561035156,14,305.9437561035156,0.0,2018-01-01,R_A5,31,0,1.0,1707.0550537109375,12
21,STANDARD,306.1250915527344,15,306.1250915527344,0.0,2018-01-01,R_A5,31,0,1.0,1708.968505859375,13
21,STANDARD,306.3064270019531,16,306.3064270019531,0.0,2018-01-01,R_A5,31,0,1.0,1710.8818359375,14
21,STANDARD,306.63275146484375,17,306.63275146484375,0.0,2018-01-01,R_A5,31,0,1.0,1712.795166015625,15
21,STANDARD,306.78509521484375,18,306.78509521484375,0.0,2018-01-01,R_A5,31,0,1.0,1714.4024658203125,16
21,STANDARD,306.8539733886719,19,306.8539733886719,0.0,2018-01-01,R_A5,31,0,1.0,1715.129150390625,17
21,STANDARD,306.80859375,26,306.80859375,0.0,2018-01-01,R_A5,31,0,1.0,1716.30810546875,18
21,STANDARD,307.0176086425781,27,307.0176086425781,0.0,2018-01-01,R_A5,31,0,1.0,1718.5135498046875,19
21,STANDARD,307.53240966796875,28,307.53240966796875,0.0,2018-01-01,R_A5,31,0,1.0,1720.718994140625,20
21,STANDARD,307.4356689453125,29,307.4356689453125,0.0,2018-01-01,R_A5,31,0,1.0,1722.9244384765625,21
21,STANDARD,307.6446838378906,30,307.6446838378906,0.0,2018-01-01,R_A5,31,0,1.0,1725.1298828125,22
42,STANDARD,305.1405334472656,1,305.1405334472656,0.0,2018-01-01,R_A6,17,0,1.0,1695.4803466796875,1
42,STANDARD,305.287841796875,2,305.287841796875,0.0,2018-01-01,R_A6,17,0,1.0,1697.0350341796875,2
42,STANDARD,305.4351806640625,3,305.4351806640625,0.0,2018-01-01,R_A6,17,0,1.0,1698.589599609375,3
42,STANDARD,305.5824890136719,4,305.5824890136719,0.0,2018-01-01,R_A6,17,0,1.0,1700.1441650390625,4
42,STANDARD,305.7298278808594,5,305.7298278808594,0.0,2018-01-01,R_A6,17,0,1.0,1701.69873046875,5
42,STANDARD,305.5780944824219,6,305.5780944824219,0.0,2018-01-01,R_A6,17,0,1.0,1703.25341796875,6
42,STANDARD,305.7254333496094,7,305.7254333496094,0.0,2018-01-01,R_A6,17,0,1.0,1704.8079833984375,7
42,STANDARD,305.8727722167969,8,305.8727722167969,0.0,2018-01-01,R_A6,17,0,1.0,1706.362548828125,8
42,STANDARD,306.31915283203125,9,306.31915283203125,0.0,2018-01-01,R_A6,17,0,1.0,1707.9171142578125,9
42,STANDARD,306.1606750488281,10,306.1606750488281,0.0,2018-01-01,R_A6,17,0,1.0,1709.4716796875,10
42,STANDARD,306.3441467285156,11,306.3441467285156,0.0,2018-01-01,R_A6,17,0,1.0,1711.40625,11
42,STANDARD,306.5635070800781,12,306.5635070800781,0.0,2018-01-01,R_A6,17,0,1.0,1713.720703125,12
42,STANDARD,306.7948303222656,13,306.7948303222656,0.0,2018-01-01,R_A6,17,0,1.0,1716.0352783203125,13
42,STANDARD,307.01416015625,14,307.01416015625,0.0,2018-01-01,R_A6,17,0,1.0,1718.3497314453125,14
42,STANDARD,307.2335205078125,15,307.2335205078125,0.0,2018-01-01,R_A6,17,0,1.0,1720.664306640625,15
42,STANDARD,307.597900390625,16,307.597900390625,0.0,2018-01-01,R_A6,17,0,1.0,1722.978759765625,16
42,STANDARD,307.8172607421875,17,307.8172607421875,0.0,2018-01-01,R_A6,17,0,1.0,1725.2933349609375,17
42,STANDARD,307.9666442871094,18,307.9666442871094,0.0,2018-01-01,R_A6,17,0,1.0,1726.8692626953125,18
42,STANDARD,307.9313049316406,26,307.9313049316406,0.0,2018-01-01,R_A6,17,0,1.0,1728.1541748046875,19
42,STANDARD,308.40130615234375,27,308.40130615234375,0.0,2018-01-01,R_A6,17,0,1.0,1729.886474609375,20
42,STANDARD,308.56549072265625,28,308.56549072265625,0.0,2018-01-01,R_A6,17,0,1.0,1731.6187744140625,21
42,STANDARD,308.72967529296875,29,308.72967529296875,0.0,2018-01-01,R_A6,17,0,1.0,1733.3511962890625,22
42,STANDARD,308.58807373046875,30,308.58807373046875,0.0,2018-01-01,R_A6,17,0,1.0,1735.08349609375,23
30,STANDARD,297.3788757324219,1,297.3788757324219,0.0,2018-03-01,R_A2,22,0,0.055918172001838684,1641.8505859375,1
30,STANDARD,297.4991455078125,2,297.4991455078125,0.0,2018-03-01,R_A2,22,0,0.05835398659110069,1643.645263671875,2
30,STANDARD,297.61944580078125,3,297.61944580078125,0.0,2018-03-01,R_A2,22,0,0.06162083521485329,1645.4398193359375,3
30,STANDARD,297.74017333984375,4,297.74017333984375,0.0,2018-03-01,R_A2,22,0,0.24029837548732758,1647.2344970703125,4
30,STANDARD,297.8607177734375,5,297.8607177734375,0.0,2018-03-01,R_A2,22,0,0.16600462794303894,1649.029052734375,5
30,STANDARD,298.0976257324219,6,298.0976257324219,0.0,2018-03-01,R_A2,22,0,0.6598451733589172,1650.82373046875,6
30,STANDARD,298.6103515625,7,298.6103515625,0.0,2018-03-01,R_A2,22,0,0.89421546459198,1652.6182861328125,7
30,STANDARD,299.1502685546875,8,299.1502685546875,0.0,2018-03-01,R_A2,22,0,0.8478021025657654,1654.412841796875,8
30,STANDARD,299.38409423828125,9,299.38409423828125,0.0,2018-03-01,R_A2,22,0,0.12626737356185913,1656.20751953125,9
30,STANDARD,299.62933349609375,10,299.62933349609375,0.0,2018-03-01,R_A2,22,0,0.305549681186676,1658.002197265625,10
30,STANDARD,300.8199768066406,11,300.8199768066406,0.0,2018-03-01,R_A2,22,0,0.07505760341882706,1659.909423828125,11
30,STANDARD,301.126708984375,12,301.126708984375,0.0,2018-03-01,R_A2,22,0,0.08549769967794418,1661.929443359375,12
30,STANDARD,301.1720275878906,13,301.1720275878906,0.0,2018-03-01,R_A2,22,0,0.4578933119773865,1663.9495849609375,13
30,STANDARD,301.3075866699219,14,301.3075866699219,0.0,2018-03-01,R_A2,22,0,0.519421398639679,1665.9697265625,14
30,STANDARD,301.44232177734375,15,301.44232177734375,0.0,2018-03-01,R_A2,22,0,0.944521427154541,1667.98974609375,15
30,STANDARD,301.5774841308594,16,301.5774841308594,0.0,2018-03-01,R_A2,22,0,0.9620575308799744,1670.009765625,16
29,STANDARD,301.744873046875,16,301.744873046875,-7.681824953920113e-09,2018-03-01,R_A2,22,0,0.9999999403953552,1674.4520263671875,17
29,STANDARD,301.8891906738281,17,301.8891906738281,0.0,2018-03-01,R_A2,22,0,0.9987750053405762,1676.5955810546875,18
29,STANDARD,302.1932067871094,18,302.1932067871094,0.0,2018-03-01,R_A2,22,0,0.9999998807907104,1678.42236328125,19
29,STANDARD,302.2069396972656,26,302.2069396972656,0.0,2018-03-01,R_A2,22,0,0.9999973773956299,1680.0220947265625,20
29,STANDARD,303.0938415527344,27,303.0938415527344,-1.7558057872207877e-13,2018-03-01,R_A2,22,0,1.0,1681.7115478515625,21
29,STANDARD,303.69061279296875,28,303.69061279296875,-3.211265549806462e-14,2018-03-01,R_A2,22,0,1.0,1683.4010009765625,22
29,STANDARD,304.0213623046875,29,304.0213623046875,-8.687974588339996e-15,2018-03-01,R_A2,22,0,1.0,1685.09033203125,23
29,STANDARD,304.2496032714844,30,304.2496032714844,-6.93386570457409e-16,2018-03-01,R_A2,22,0,1.0,1686.77978515625,24
20,STANDARD,263.5408935546875,1,263.5408935546875,0.0,2018-04-28,R_A5,31,0,1.0,1684.8709716796875,1
20,STANDARD,263.7598876953125,2,263.7598876953125,0.0,2018-04-28,R_A5,31,0,1.0,1687.185791015625,2
20,STANDARD,263.9788818359375,3,263.9788818359375,0.0,2018-04-28,R_A5,31,0,1.0,1689.50048828125,3
20,STANDARD,264.1978759765625,4,264.1978759765625,0.0,2018-04-28,R_A5,31,0,1.0,1691.8153076171875,4
20,STANDARD,264.4168701171875,5,264.4168701171875,0.0,2018-04-28,R_A5,31,0,1.0,1694.130126953125,5
20,STANDARD,264.6358947753906,6,264.6358947753906,0.0,2018-04-28,R_A5,31,0,1.0,1696.4449462890625,6
20,STANDARD,265.1690368652344,7,265.1690368652344,0.0,2018-04-28,R_A5,31,0,1.0,1698.759765625,7
20,STANDARD,269.59759521484375,11,269.59759521484375,6.915641562015018e-13,2018-04-28,R_A5,31,0,1.0,1707.76806640625,8
20,STANDARD,270.21002197265625,12,270.21002197265625,1.620540470071612e-15,2018-04-28,R_A5,31,0,1.0,1709.5809326171875,9
20,STANDARD,269.7577209472656,13,269.7577209472656,1.6322679969801857e-13,2018-04-28,R_A5,31,0,1.0,1711.3936767578125,10
20,STANDARD,269.9316101074219,14,269.9316101074219,5.510763286670217e-13,2018-04-28,R_A5,31,0,1.0,1713.2064208984375,11
21,STANDARD,269.2336730957031,14,269.2336730957031,-3.2841521928166084e-13,2018-04-28,R_A5,31,0,1.0,1707.0550537109375,12
21,STANDARD,269.42327880859375,15,269.42327880859375,-1.1120627801865929e-13,2018-04-28,R_A5,31,0,1.0,1708.968505859375,13
21,STANDARD,269.68939208984375,16,269.68939208984375,-2.004730745557709e-13,2018-04-28,R_A5,31,0,1.0,1710.8818359375,14
21,STANDARD,270.2008361816406,17,270.2008361816406,-2.026600187578914e-14,2018-04-28,R_A5,31,0,1.0,1712.795166015625,15
21,STANDARD,270.4969482421875,18,270.4969482421875,-5.512495841741849e-14,2018-04-28,R_A5,31,0,1.0,1714.4024658203125,16
21,STANDARD,270.6193542480469,19,270.6193542480469,-6.190395282967484e-14,2018-04-28,R_A5,31,0,1.0,1715.129150390625,17
21,STANDARD,278.10870361328125,26,278.10870361328125,-7.392460124946987e-13,2018-04-28,R_A5,31,0,1.0,1716.30810546875,18
21,STANDARD,278.31036376953125,27,278.31036376953125,-4.223749713698488e-13,2018-04-28,R_A5,31,0,1.0,1718.5135498046875,19
21,STANDARD,283.333251953125,28,283.333251953125,-2.436100218344085e-20,2018-04-28,R_A5,31,0,1.0,1720.718994140625,20
21,STANDARD,277.4984436035156,29,277.4984436035156,-9.006625237225797e-21,2018-04-28,R_A5,31,0,1.0,1722.9244384765625,21
21,STANDARD,277.70703125,30,277.70703125,-4.257310015630771e-18,2018-04-28,R_A5,31,0,1.0,1725.1298828125,22
41,STANDARD,284.076171875,1,284.076171875,0.0,2018-07-03,R_A3,28,0,0.6543095111846924,1611.635498046875,1
41,STANDARD,284.2114562988281,2,284.2114562988281,0.0,2018-07-03,R_A3,28,0,0.19647915661334991,1613.8414306640625,2
41,STANDARD,284.35858154296875,3,284.35858154296875,0.0,2018-07-03,R_A3,28,0,0.20210173726081848,1616.04736328125,3
41,STANDARD,284.5038757324219,4,284.5038757324219,0.0,2018-07-03,R_A3,28,0,0.6538751125335693,1618.2532958984375,4
41,STANDARD,284.89031982421875,5,284.89031982421875,0.0,2018-07-03,R_A3,28,0,0.8244311809539795,1620.459228515625,5
41,STANDARD,283.9129333496094,5,283.9129333496094,0.0,2018-07-03,R_A3,29,0,0.8101978302001953,1605.3365478515625,6
41,STANDARD,284.0859680175781,6,284.0859680175781,0.0,2018-07-03,R_A3,29,0,0.6499391198158264,1607.4678955078125,7
41,STANDARD,284.3311462402344,7,284.3311462402344,0.0,2018-07-03,R_A3,29,0,0.19663403928279877,1609.5992431640625,8
41,STANDARD,284.47283935546875,8,284.47283935546875,0.0,2018-07-03,R_A3,29,0,0.1969340443611145,1611.7305908203125,9
41,STANDARD,284.72943115234375,9,284.72943115234375,0.0,2018-07-03,R_A3,29,0,0.7987698316574097,1613.8619384765625,10
41,STANDARD,285.4707336425781,10,285.4707336425781,0.0,2018-07-03,R_A3,29,0,0.7928647994995117,1615.9932861328125,11
41,STANDARD,290.12945556640625,11,290.12945556640625,0.0,2018-07-03,R_A3,29,0,0.05133471265435219,1618.1807861328125,12
41,STANDARD,290.2795104980469,12,290.2795104980469,0.0,2018-07-03,R_A3,29,0,0.05312138795852661,1620.424560546875,13
41,STANDARD,290.4298400878906,13,290.4298400878906,0.0,2018-07-03,R_A3,29,0,0.19657588005065918,1622.668212890625,14
41,STANDARD,290.83721923828125,14,290.83721923828125,0.0,2018-07-03,R_A3,29,0,0.3858408033847809,1624.9119873046875,15
41,STANDARD,290.8960266113281,15,290.8960266113281,0.0,2018-07-03,R_A3,29,0,0.3586396872997284,1627.1556396484375,16
41,STANDARD,290.8919372558594,16,290.8919372558594,0.0,2018-07-03,R_A3,29,0,0.795452892780304,1629.3779296875,17
41,STANDARD,290.9480895996094,17,290.9480895996094,0.0,2018-07-03,R_A3,29,0,0.769432544708252,1630.7099609375,18
41,STANDARD,289.95147705078125,26,289.95147705078125,0.0,2018-07-03,R_A3,29,0,0.2097185254096985,1632.87255859375,19
41,STANDARD,290.1765441894531,27,290.1765441894531,0.0,2018-07-03,R_A3,29,0,0.04984003305435181,1636.7342529296875,20
41,STANDARD,290.4346923828125,28,290.4346923828125,0.0,2018-07-03,R_A3,29,0,0.052276499569416046,1640.5960693359375,21
41,STANDARD,290.6717224121094,29,290.6717224121094,0.0,2018-07-03,R_A3,29,0,0.6507647037506104,1644.457763671875,22
41,STANDARD,290.977294921875,30,290.977294921875,0.0,2018-07-03,R_A3,29,0,0.06510934978723526,1648.319580078125,23
52,STANDARD,281.289794921875,1,281.289794921875,0.0,2018-09-12,R_A4,30,0,0.05054232105612755,1630.2327880859375,1
52,STANDARD,281.2022705078125,1,281.2022705078125,0.0,2018-09-12,R_A4,31,0,0.049851205199956894,1625.397705078125,2
52,STANDARD,281.3438415527344,2,281.3438415527344,0.0,2018-09-12,R_A4,31,0,0.05028033256530762,1627.5205078125,3
52,STANDARD,281.48529052734375,3,281.48529052734375,0.0,2018-09-12,R_A4,31,0,0.0510178804397583,1629.643310546875,4
52,STANDARD,281.6268005371094,4,281.6268005371094,0.0,2018-09-12,R_A4,31,0,0.05359494313597679,1631.76611328125,5
52,STANDARD,281.7682800292969,5,281.7682800292969,0.0,2018-09-12,R_A4,31,0,0.05509442836046219,1633.888916015625,6
52,STANDARD,281.8072814941406,5,281.8072814941406,0.0,2018-09-12,R_A4,32,0,0.055242870002985,1631.113037109375,7
52,STANDARD,281.93804931640625,6,281.93804931640625,0.0,2018-09-12,R_A4,32,0,0.055877137929201126,1633.0738525390625,8
51,STANDARD,281.8130187988281,6,281.8130187988281,0.0,2018-09-12,R_A4,32,0,0.05741480737924576,1634.8541259765625,9
51,STANDARD,282.0827331542969,6,282.0827331542969,0.0,2018-09-12,R_A4,33,0,0.05756857991218567,1634.9039306640625,10
50,STANDARD,282.2815246582031,6,282.2815246582031,0.0,2018-09-12,R_A4,33,0,0.06282838433980942,1641.05908203125,11
50,STANDARD,282.5721435546875,6,282.5721435546875,0.0,2018-09-12,R_A4,34,0,0.06095694750547409,1641.2745361328125,12
50,STANDARD,282.44390869140625,5,282.44390869140625,0.0,2018-09-12,R_A4,34,0,0.061675094068050385,1639.353515625,13
50,STANDARD,282.3157043457031,4,282.3157043457031,0.0,2018-09-12,R_A4,34,0,0.06164197996258736,1637.432373046875,14
50,STANDARD,283.00177001953125,4,283.00177001953125,0.0,2018-09-12,R_A4,35,0,0.06604370474815369,1642.8773193359375,15
50,STANDARD,282.88372802734375,3,282.88372802734375,0.0,2018-09-12,R_A4,35,0,0.127184197306633,1641.1029052734375,16
50,STANDARD,282.7662353515625,2,282.7662353515625,0.0,2018-09-12,R_A4,35,0,0.23120954632759094,1639.32861328125,17
49,STANDARD,282.9673156738281,2,282.9673156738281,0.0,2018-09-12,R_A4,35,0,0.22591225802898407,1643.747314453125,18
49,STANDARD,282.8550109863281,1,282.8550109863281,0.0,2018-09-12,R_A4,35,0,0.23579737544059753,1641.950439453125,19
49,STANDARD,284.982666015625,28,284.982666015625,0.0,2018-09-12,R_A4,36,0,0.07621953636407852,1645.0089111328125,20
49,STANDARD,284.59490966796875,27,284.59490966796875,0.0,2018-09-12,R_A4,36,0,0.16839636862277985,1639.1728515625,21
48,STANDARD,284.2699890136719,27,284.2699890136719,0.0,2018-09-12,R_A4,36,0,0.05967812240123749,1634.050048828125,22
48,STANDARD,285.21929931640625,27,285.21929931640625,0.0,2018-09-12,R_A4,37,0,0.7113367915153503,1647.503662109375,23
48,STANDARD,284.847900390625,26,284.847900390625,0.0,2018-09-12,R_A4,37,0,0.07888943701982498,1641.802734375,24
48,STANDARD,285.6850891113281,26,285.6850891113281,0.0,2018-09-12,R_A4,38,0,0.194106787443161,1653.1685791015625,25
47,STANDARD,285.6067199707031,26,285.6067199707031,0.0,2018-09-12,R_A4,38,0,0.11787772923707962,1652.1207275390625,26
42,STANDARD,276.9508056640625,1,276.9508056640625,4.0305906941033587e-13,2018-11-07,R_A6,17,0,1.0,1695.4803466796875,1
42,STANDARD,277.09674072265625,2,277.09674072265625,4.154158028853161e-13,2018-11-07,R_A6,17,0,1.0,1697.0350341796875,2
42,STANDARD,277.23895263671875,3,277.23895263671875,1.6281014080313239e-13,2018-11-07,R_A6,17,0,1.0,1698.589599609375,3
