CONIPOS,CONJPOS,SGAS,WELLMODEL,PRESSURE,CONBPRES,CONIDX,SWAT,DRAWDOWN,DEPTH,WELL,CONKPOS,DATE
22,30,0.0,STANDARD,300.7696533203125,300.7696533203125,1,0.052717193961143494,0,1640.8123779296875,R_A2,1,2018-01-01
22,30,0.0,STANDARD,300.88525390625,300.88525390625,2,0.05546528100967407,0,1642.536376953125,R_A2,2,2018-01-01
22,30,0.0,STANDARD,301.0008544921875,301.0008544921875,3,0.05822340399026871,0,1644.260498046875,R_A2,3,2018-01-01
22,30,0.0,STANDARD,301.116455078125,301.116455078125,4,0.06416346877813339,0,1645.9844970703125,R_A2,4,2018-01-01
22,30,0.0,STANDARD,301.2320861816406,301.2320861816406,5,0.06659141927957535,0,1647.7086181640625,R_A2,5,2018-01-01
22,30,0.0,STANDARD,301.34771728515625,301.34771728515625,6,0.3131277859210968,0,1649.4327392578125,R_A2,6,2018-01-01
22,30,0.0,STANDARD,301.4633483886719,301.4633483886719,7,0.8737725615501404,0,1651.15673828125,R_A2,7,2018-01-01
22,30,0.0,STANDARD,301.5789489746094,301.5789489746094,8,0.854094922542572,0,1652.880859375,R_A2,8,2018-01-01
22,30,0.0,STANDARD,301.694580078125,301.694580078125,9,0.8763076663017273,0,1654.6048583984375,R_A2,9,2018-01-01
22,30,0.0,STANDARD,301.8102111816406,301.8102111816406,10,0.8863828182220459,0,1656.3289794921875,R_A2,10,2018-01-01
22,30,0.0,STANDARD,301.9361267089844,301.9361267089844,11,0.06821995228528976,0,1658.2059326171875,R_A2,11,2018-01-01
22,30,0.0,STANDARD,302.0722961425781,302.0722961425781,12,0.07201068848371506,0,1660.236083984375,R_A2,12,2018-01-01
22,30,0.0,STANDARD,302.2084655761719,302.2084655761719,13,0.42655202746391296,0,1662.26611328125,R_A2,13,2018-01-01
22,30,0.0,STANDARD,302.3446350097656,302.3446350097656,14,0.4711953103542328,0,1664.2962646484375,R_A2,14,2018-01-01
22,30,0.0,STANDARD,302.4808349609375,302.4808349609375,15,0.9039780497550964,0,1666.326416015625,R_A2,15,2018-01-01
22,30,0.0,STANDARD,302.61700439453125,302.61700439453125,16,0.9017461538314819,0,1668.3564453125,R_A2,16,2018-01-01
22,29,0.0,STANDARD,302.9482116699219,302.9482116699219,17,0.9661521315574646,0,1673.2930908203125,R_A2,16,2018-01-01
22,29,0.0,STANDARD,303.0932312011719,303.0932312011719,18,0.9543605446815491,0,1675.4547119140625,R_A2,17,2018-01-01
22,29,0.0,STANDARD,303.203857421875,303.203857421875,19,0.9944348931312561,0,1677.103759765625,R_A2,18,2018-01-01
22,29,0.0,STANDARD,303.3001708984375,303.3001708984375,20,0.6481541991233826,0,1678.539306640625,R_A2,26,2018-01-01
22,29,0.0,STANDARD,303.41656494140625,303.41656494140625,21,1.0,0,1680.2738037109375,R_A2,27,2018-01-01
22,29,0.0,STANDARD,303.8638610839844,303.8638610839844,22,1.0,0,1682.0084228515625,R_A2,28,2018-01-01
22,29,0.0,STANDARD,304.0282287597656,304.0282287597656,23,1.0,0,1683.742919921875,R_A2,29,2018-01-01
22,29,0.0,STANDARD,304.1925964355469,304.1925964355469,24,1.0,0,1685.4774169921875,R_A2,30,2018-01-01
28,41,0.0,STANDARD,298.69775390625,298.69775390625,1,0.7693034410476685,0,1609.905517578125,R_A3,1,2018-01-01
29,41,0.0,STANDARD,298.01824951171875,298.01824951171875,2,0.2841285169124603,0,1599.765869140625,R_A3,1,2018-01-01
29,41,0.0,STANDARD,298.1584777832031,298.1584777832031,3,0.1886374056339264,0,1601.8585205078125,R_A3,2,2018-01-01
29,41,0.0,STANDARD,298.2987060546875,298.2987060546875,4,0.1776236593723297,0,1603.951171875,R_A3,3,2018-01-01
29,41,0.0,STANDARD,298.43896484375,298.43896484375,5,0.6481541991233826,0,1606.0438232421875,R_A3,4,2018-01-01
29,41,0.0,STANDARD,298.5791931152344,298.5791931152344,6,0.8093687891960144,0,1608.136474609375,R_A3,5,2018-01-01
29,41,0.0,STANDARD,298.7194519042969,298.7194519042969,7,0.27006852626800537,0,1610.2291259765625,R_A3,6,2018-01-01
29,41,0.0,STANDARD,298.8597106933594,298.8597106933594,8,0.1931014209985733,0,1612.3218994140625,R_A3,7,2018-01-01
29,41,0.0,STANDARD,298.99993896484375,298.99993896484375,9,0.1949658840894699,0,1614.41455078125,R_A3,8,2018-01-01
29,41,0.0,STANDARD,299.14019775390625,299.14019775390625,10,0.8012908101081848,0,1616.507080078125,R_A3,9,2018-01-01
29,41,0.0,STANDARD,299.2804870605469,299.2804870605469,11,0.7943770289421082,0,1618.5997314453125,R_A3,10,2018-01-01
29,41,0.0,STANDARD,299.42584228515625,299.42584228515625,12,0.046923890709877014,0,1620.7685546875,R_A3,11,2018-01-01
29,41,0.0,STANDARD,299.57635498046875,299.57635498046875,13,0.05316368490457535,0,1623.013671875,R_A3,12,2018-01-01
29,41,0.0,STANDARD,299.7268371582031,299.7268371582031,14,0.362688273191452,0,1625.2587890625,R_A3,13,2018-01-01
29,41,0.0,STANDARD,299.8773498535156,299.8773498535156,15,0.05574744567275047,0,1627.5037841796875,R_A3,14,2018-01-01
29,41,0.0,STANDARD,300.0278625488281,300.0278625488281,16,0.601466715335846,0,1629.748779296875,R_A3,15,2018-01-01
29,41,0.0,STANDARD,300.1590270996094,300.1590270996094,17,0.800640881061554,0,1631.705322265625,R_A3,16,2018-01-01
29,41,0.0,STANDARD,300.3434143066406,300.3434143066406,18,0.3053334057331085,0,1634.4556884765625,R_A3,26,2018-01-01
29,41,0.0,STANDARD,300.5829772949219,300.5829772949219,19,0.045874614268541336,0,1638.0284423828125,R_A3,27,2018-01-01
29,41,0.0,STANDARD,300.8225402832031,300.8225402832031,20,0.048364490270614624,0,1641.60107421875,R_A3,28,2018-01-01
29,41,0.0,STANDARD,301.0621032714844,301.0621032714844,21,0.7890998721122742,0,1645.1737060546875,R_A3,29,2018-01-01
29,41,0.0,STANDARD,301.30169677734375,301.30169677734375,22,0.1221218928694725,0,1648.7464599609375,R_A3,30,2018-01-01
30,52,0.0,STANDARD,300.2098693847656,300.2098693847656,1,0.049773842096328735,0,1632.463623046875,R_A4,1,2018-01-01
31,52,0.0,STANDARD,299.8719482421875,299.8719482421875,2,0.04709530994296074,0,1627.423095703125,R_A4,1,2018-01-01
31,52,0.0,STANDARD,300.00933837890625,300.00933837890625,3,0.050360895693302155,0,1629.47265625,R_A4,2,2018-01-01
31,52,0.0,STANDARD,300.1467590332031,300.1467590332031,4,0.050725165754556656,0,1631.522216796875,R_A4,3,2018-01-01
31,52,0.0,STANDARD,300.2841491699219,300.2841491699219,5,0.05328473076224327,0,1633.57177734375,R_A4,4,2018-01-01
32,52,0.0,STANDARD,300.21234130859375,300.21234130859375,6,0.05331733450293541,0,1632.50048828125,R_A4,4,2018-01-01
32,52,0.0,STANDARD,300.335693359375,300.335693359375,7,0.19859634339809418,0,1634.34033203125,R_A4,5,2018-01-01
32,51,0.0,STANDARD,300.5899658203125,300.5899658203125,8,0.6481541991233826,0,1638.1326904296875,R_A4,5,2018-01-01
32,51,0.0,STANDARD,300.4713134765625,300.4713134765625,9,0.05608484521508217,0,1636.36328125,R_A4,4,2018-01-01
33,51,0.0,STANDARD,300.5650329589844,300.5650329589844,10,0.05761002004146576,0,1637.7611083984375,R_A4,4,2018-01-01
33,51,0.0,STANDARD,300.4441833496094,300.4441833496094,11,0.05633819103240967,0,1635.958251953125,R_A4,3,2018-01-01
33,50,0.0,STANDARD,301.0888671875,301.0888671875,12,0.06294546276330948,0,1645.57275390625,R_A4,4,2018-01-01
34,50,0.0,STANDARD,300.8180847167969,300.8180847167969,13,0.0590205080807209,0,1641.5347900390625,R_A4,4,2018-01-01
34,50,0.0,STANDARD,300.6968078613281,300.6968078613281,14,0.05917849391698837,0,1639.7259521484375,R_A4,3,2018-01-01
35,50,0.0,STANDARD,300.6646728515625,300.6646728515625,15,0.058275800198316574,0,1639.2469482421875,R_A4,4,2018-01-01
35,50,0.0,STANDARD,300.5491943359375,300.5491943359375,16,0.09599941223859787,0,1637.5247802734375,R_A4,3,2018-01-01
35,49,0.0,STANDARD,300.6611328125,300.6611328125,17,0.08418314903974533,0,1639.1943359375,R_A4,29,2018-01-01
36,49,0.0,STANDARD,300.8835144042969,300.8835144042969,18,0.6481541991233826,0,1642.5103759765625,R_A4,29,2018-01-01
36,48,0.0,STANDARD,301.0865783691406,301.0865783691406,19,0.23031403124332428,0,1645.5386962890625,R_A4,29,2018-01-01
37,48,0.0,STANDARD,301.3528137207031,301.3528137207031,20,0.6481541991233826,0,1649.5089111328125,R_A4,29,2018-01-01
38,48,0.0,STANDARD,301.5303039550781,301.5303039550781,21,0.6481541991233826,0,1652.1551513671875,R_A4,29,2018-01-01
38,47,0.0,STANDARD,302.1017761230469,302.1017761230469,22,0.8449696898460388,0,1660.6754150390625,R_A4,29,2018-01-01
31,20,0.0,STANDARD,303.9140930175781,303.9140930175781,1,1.0,0,1685.7652587890625,R_A5,1,2018-01-01
31,20,0.0,STANDARD,304.1226806640625,304.1226806640625,2,1.0,0,1687.966552734375,R_A5,2,2018-01-01
31,20,0.0,STANDARD,304.331298828125,304.331298828125,3,1.0,0,1690.167724609375,R_A5,3,2018-01-01
31,20,0.0,STANDARD,304.5398864746094,304.5398864746094,4,1.0,0,1692.3690185546875,R_A5,4,2018-01-01
31,20,0.0,STANDARD,304.7485046386719,304.7485046386719,5,1.0,0,1694.5703125,R_A5,5,2018-01-01
31,20,0.0,STANDARD,304.95709228515625,304.95709228515625,6,1.0,0,1696.7716064453125,R_A5,6,2018-01-01
31,20,0.0,STANDARD,305.47149658203125,305.47149658203125,7,1.0,0,1698.972900390625,R_A5,7,2018-01-01
31,21,0.0,STANDARD,305.2643127441406,305.2643127441406,8,1.0,0,1700.011962890625,R_A5,11,2018-01-01
31,21,0.0,STANDARD,305.4600524902344,305.4600524902344,9,1.0,0,1702.077392578125,R_A5,12,2018-01-01
31,21,0.0,STANDARD,305.6677551269531,305.6677551269531,10,1.0,0,1704.142822265625,R_A5,13,2018-01-01
31,21,0.0,STANDARD,305.8634948730469,305.8634948730469,11,1.0,0,1706.2083740234375,R_A5,14,2018-01-01
31,21,0.0,STANDARD,306.05926513671875,306.05926513671875,12,1.0,0,1708.27392578125,R_A5,15,2018-01-01
31,21,0.0,STANDARD,306.4000244140625,306.4000244140625,13,1.0,0,1710.33935546875,R_A5,16,2018-01-01
31,21,0.0,STANDARD,306.59576416015625,306.59576416015625,14,1.0,0,1712.4049072265625,R_A5,17,2018-01-01
31,21,0.0,STANDARD,306.7374572753906,306.7374572753906,15,1.0,0,1713.8997802734375,R_A5,18,2018-01-01
31,21,0.0,STANDARD,306.79461669921875,306.79461669921875,16,1.0,0,1714.5029296875,R_A5,19,2018-01-01
31,21,0.0,STANDARD,306.7597351074219,306.7597351074219,17,1.0,0,1715.79248046875,R_A5,26,2018-01-01
