WELL,DEPTH,CONBPRES,SGAS,CONIDX,PRESSURE,DRAWDOWN,SWAT,CONJPOS,CONKPOS,DATE,WELLMODEL,CONIPOS
R_A2,1680.3973388671875,303.4076843261719,0.0,21,303.4076843261719,0,1.0,30,27,2018-01-01,STANDARD,22
R_A2,1682.337646484375,303.8950500488281,0.0,22,303.8950500488281,0,1.0,30,28,2018-01-01,STANDARD,22
R_A2,1684.2779541015625,304.07891845703125,0.0,23,304.07891845703125,0,1.0,30,29,2018-01-01,STANDARD,22
R_A2,1678.991943359375,303.31341552734375,0.0,24,303.31341552734375,0,0.8508080244064331,29,29,2018-01-01,STANDARD,22
R_A2,1680.687255859375,303.7386779785156,0.0,25,303.7386779785156,0,1.0,29,30,2018-01-01,STANDARD,22
R_A3,1611.6024169921875,298.7943420410156,0.0,1,298.7943420410156,0,0.26346901059150696,41,1,2018-01-01,STANDARD,28
R_A3,1613.745361328125,298.93798828125,0.0,2,298.93798828125,0,0.19372594356536865,41,2,2018-01-01,STANDARD,28
R_A3,1615.888427734375,299.08160400390625,0.0,3,299.08160400390625,0,0.18991482257843018,41,3,2018-01-01,STANDARD,28
R_A3,1618.031494140625,299.2252502441406,0.0,4,299.2252502441406,0,0.35963091254234314,41,4,2018-01-01,STANDARD,28
R_A3,1620.174560546875,299.368896484375,0.0,5,299.368896484375,0,0.6481541991233826,41,5,2018-01-01,STANDARD,28
R_A3,1622.317626953125,299.5125427246094,0.0,6,299.5125427246094,0,0.19450496137142181,41,6,2018-01-01,STANDARD,28
R_A3,1624.460693359375,299.6562194824219,0.0,7,299.6562194824219,0,0.09130994975566864,41,7,2018-01-01,STANDARD,28
R_A3,1612.276611328125,298.83953857421875,0.0,8,298.83953857421875,0,0.19551923871040344,41,8,2018-01-01,STANDARD,29
R_A3,1614.296142578125,298.9748840332031,0.0,9,298.9748840332031,0,0.6481541991233826,41,9,2018-01-01,STANDARD,29
R_A3,1616.3154296875,299.1102294921875,0.0,10,299.1102294921875,0,0.7922264337539673,41,10,2018-01-01,STANDARD,29
R_A3,1618.4674072265625,299.2544860839844,0.0,11,299.2544860839844,0,0.04682273045182228,41,11,2018-01-01,STANDARD,29
R_A3,1620.7518310546875,299.4075927734375,0.0,12,299.4075927734375,0,0.05166642367839813,41,12,2018-01-01,STANDARD,29
R_A3,1623.0361328125,299.56072998046875,0.0,13,299.56072998046875,0,0.3642514646053314,41,13,2018-01-01,STANDARD,29
R_A3,1627.60498046875,299.86700439453125,0.0,14,299.86700439453125,0,0.5011942386627197,41,15,2018-01-01,STANDARD,29
R_A3,1629.59130859375,300.0001525878906,0.0,15,300.0001525878906,0,0.7968042492866516,41,16,2018-01-01,STANDARD,29
R_A3,1632.26953125,300.1797180175781,0.0,16,300.1797180175781,0,0.3125988841056824,41,26,2018-01-01,STANDARD,29
R_A3,1635.9185791015625,300.42437744140625,0.0,17,300.42437744140625,0,0.045354921370744705,41,27,2018-01-01,STANDARD,29
R_A3,1639.567626953125,300.6690368652344,0.0,18,300.6690368652344,0,0.04890281334519386,41,28,2018-01-01,STANDARD,29
R_A3,1643.2166748046875,300.9137268066406,0.0,19,300.9137268066406,0,1.0,41,29,2018-01-01,STANDARD,29
R_A3,1646.86572265625,301.1584167480469,0.0,20,301.1584167480469,0,0.09971452504396439,41,30,2018-01-01,STANDARD,29
R_A4,1629.5975341796875,300.0005798339844,0.0,1,300.0005798339844,0,0.0858062133193016,52,1,2018-01-01,STANDARD,30
R_A4,1627.7332763671875,299.8756103515625,0.0,2,299.8756103515625,0,0.04758596047759056,52,1,2018-01-01,STANDARD,31
R_A4,1629.795654296875,300.01385498046875,0.0,3,300.01385498046875,0,0.049955837428569794,52,2,2018-01-01,STANDARD,31
R_A4,1631.85791015625,300.1521301269531,0.0,4,300.1521301269531,0,0.052272334694862366,52,3,2018-01-01,STANDARD,31
R_A4,1632.358642578125,300.1856994628906,0.0,5,300.1856994628906,0,0.0528450682759285,52,3,2018-01-01,STANDARD,32
R_A4,1634.2373046875,300.3116455078125,0.0,6,300.3116455078125,0,0.05631877854466438,52,4,2018-01-01,STANDARD,32
R_A4,1635.8489990234375,300.4197082519531,0.0,7,300.4197082519531,0,0.05790048837661743,51,4,2018-01-01,STANDARD,32
R_A4,1634.0206298828125,300.297119140625,0.0,8,300.297119140625,0,0.05328018590807915,51,3,2018-01-01,STANDARD,32
R_A4,1635.734130859375,300.4119873046875,0.0,9,300.4119873046875,0,0.057209085673093796,51,3,2018-01-01,STANDARD,33
R_A4,1637.64501953125,300.5401306152344,0.0,10,300.5401306152344,0,0.05830572172999382,51,4,2018-01-01,STANDARD,33
R_A4,1640.3153076171875,300.71917724609375,0.0,11,300.71917724609375,0,0.07698188722133636,50,4,2018-01-01,STANDARD,33
R_A4,1638.3155517578125,300.5850830078125,0.0,12,300.5850830078125,0,0.15371549129486084,50,4,2018-01-01,STANDARD,34
R_A4,1640.3065185546875,300.7185974121094,0.0,13,300.7185974121094,0,0.06008640304207802,50,5,2018-01-01,STANDARD,34
R_A4,1643.024658203125,300.9008483886719,0.0,14,300.9008483886719,0,0.15833204984664917,50,5,2018-01-01,STANDARD,35
R_A4,1641.162841796875,300.7760009765625,0.0,15,300.7760009765625,0,0.22653687000274658,50,4,2018-01-01,STANDARD,35
R_A4,1641.7833251953125,300.8175964355469,0.0,16,300.8175964355469,0,0.23186030983924866,49,4,2018-01-01,STANDARD,35
R_A4,1639.9453125,300.6943664550781,0.0,17,300.6943664550781,0,0.2256489396095276,49,3,2018-01-01,STANDARD,35
R_A4,1643.9759521484375,300.9646301269531,0.0,18,300.9646301269531,0,0.15895815193653107,49,30,2018-01-01,STANDARD,36
R_A4,1643.2730712890625,300.9175109863281,0.0,19,300.9175109863281,0,0.8342141509056091,48,30,2018-01-01,STANDARD,36
R_A4,1648.060791015625,301.2385559082031,0.0,20,301.2385559082031,0,0.6481541991233826,48,30,2018-01-01,STANDARD,37
R_A4,1651.7025146484375,301.4827880859375,0.0,21,301.4827880859375,0,0.12663225829601288,48,30,2018-01-01,STANDARD,38
R_A4,1658.25830078125,301.9224853515625,0.0,22,301.9224853515625,0,0.6481541991233826,47,30,2018-01-01,STANDARD,38
R_A5,1684.35546875,303.7804870605469,0.0,1,303.7804870605469,0,1.0,20,1,2018-01-01,STANDARD,31
R_A5,1686.5511474609375,303.9885559082031,0.0,2,303.9885559082031,0,1.0,20,2,2018-01-01,STANDARD,31
R_A5,1688.7467041015625,304.1966247558594,0.0,3,304.1966247558594,0,1.0,20,3,2018-01-01,STANDARD,31
R_A5,1690.9423828125,304.4046936035156,0.0,4,304.4046936035156,0,1.0,20,4,2018-01-01,STANDARD,31
R_A5,1693.137939453125,304.6127624511719,0.0,5,304.6127624511719,0,1.0,20,5,2018-01-01,STANDARD,31
R_A5,1695.33349609375,304.8208312988281,0.0,6,304.8208312988281,0,1.0,20,6,2018-01-01,STANDARD,31
R_A5,1697.5291748046875,305.3346862792969,0.0,7,305.3346862792969,0,1.0,20,7,2018-01-01,STANDARD,31
R_A5,1700.736572265625,305.3329772949219,0.0,8,305.3329772949219,0,1.0,21,11,2018-01-01,STANDARD,31
R_A5,1702.7041015625,305.5194396972656,0.0,9,305.5194396972656,0,1.0,21,12,2018-01-01,STANDARD,31
R_A5,1704.6715087890625,305.7178649902344,0.0,10,305.7178649902344,0,1.0,21,13,2018-01-01,STANDARD,31
R_A5,1706.6390380859375,305.9043273925781,0.0,11,305.9043273925781,0,1.0,21,14,2018-01-01,STANDARD,31
R_A5,1708.6064453125,306.09075927734375,0.0,12,306.09075927734375,0,1.0,21,15,2018-01-01,STANDARD,31
R_A5,1710.573974609375,306.4222412109375,0.0,13,306.4222412109375,0,1.0,21,16,2018-01-01,STANDARD,31
R_A5,1712.54150390625,306.60870361328125,0.0,14,306.60870361328125,0,1.0,21,17,2018-01-01,STANDARD,31
R_A5,1714.40185546875,306.7850341796875,0.0,15,306.7850341796875,0,1.0,21,18,2018-01-01,STANDARD,31
R_A5,1715.4210205078125,306.8816223144531,0.0,16,306.8816223144531,0,1.0,21,19,2018-01-01,STANDARD,31
R_A5,1716.7255859375,306.8481750488281,0.0,17,306.8481750488281,0,1.0,21,26,2018-01-01,STANDARD,31
R_A5,1719.0498046875,307.06842041015625,0.0,18,307.06842041015625,0,1.0,21,27,2018-01-01,STANDARD,31
R_A5,1721.3739013671875,307.594482421875,0.0,19,307.594482421875,0,1.0,21,28,2018-01-01,STANDARD,31
R_A5,1723.6981201171875,307.8147888183594,0.0,20,307.8147888183594,0,1.0,21,29,2018-01-01,STANDARD,31
R_A5,1726.0223388671875,308.0350646972656,0.0,21,308.0350646972656,0,1.0,21,30,2018-01-01,STANDARD,31
R_A6,1695.178466796875,305.1119079589844,0.0,1,305.1119079589844,0,1.0,42,1,2018-01-01,STANDARD,17
R_A6,1696.7216796875,305.2581481933594,0.0,2,305.2581481933594,0,1.0,42,2,2018-01-01,STANDARD,17
R_A6,1698.2647705078125,305.4043884277344,0.0,3,305.4043884277344,0,1.0,42,3,2018-01-01,STANDARD,17
R_A6,1699.8079833984375,305.5506286621094,0.0,4,305.5506286621094,0,1.0,42,4,2018-01-01,STANDARD,17
R_A6,1701.3511962890625,305.6968994140625,0.0,5,305.6968994140625,0,1.0,42,5,2018-01-01,STANDARD,17
R_A6,1702.894287109375,305.8431396484375,0.0,6,305.8431396484375,0,1.0,42,6,2018-01-01,STANDARD,17
R_A6,1704.4375,305.6903381347656,0.0,7,305.6903381347656,0,1.0,42,7,2018-01-01,STANDARD,17
R_A6,1705.980712890625,305.8365783691406,0.0,8,305.8365783691406,0,1.0,42,8,2018-01-01,STANDARD,17
R_A6,1707.5238037109375,306.2818603515625,0.0,9,306.2818603515625,0,1.0,42,9,2018-01-01,STANDARD,17
R_A6,1709.0670166015625,306.1223449707031,0.0,10,306.1223449707031,0,1.0,42,10,2018-01-01,STANDARD,17
R_A6,1710.9814453125,306.30389404296875,0.0,11,306.30389404296875,0,1.0,42,11,2018-01-01,STANDARD,17
R_A6,1713.267333984375,306.5205383300781,0.0,12,306.5205383300781,0,1.0,42,12,2018-01-01,STANDARD,17
R_A6,1715.5531005859375,306.7491149902344,0.0,13,306.7491149902344,0,1.0,42,13,2018-01-01,STANDARD,17
R_A6,1717.8388671875,306.96575927734375,0.0,14,306.96575927734375,0,1.0,42,14,2018-01-01,STANDARD,17
R_A6,1720.1246337890625,307.1824035644531,0.0,15,307.1824035644531,0,1.0,42,15,2018-01-01,STANDARD,17
R_A6,1722.410400390625,307.5440368652344,0.0,16,307.5440368652344,0,1.0,42,16,2018-01-01,STANDARD,17
R_A6,1724.6962890625,307.76068115234375,0.0,17,307.76068115234375,0,1.0,42,17,2018-01-01,STANDARD,17
R_A6,1726.2926025390625,307.9119873046875,0.0,18,307.9119873046875,0,1.0,42,18,2018-01-01,STANDARD,17
R_A6,1727.6038818359375,307.8791809082031,0.0,19,307.8791809082031,0,1.0,42,26,2018-01-01,STANDARD,17
R_A6,1729.319580078125,308.3475646972656,0.0,20,308.3475646972656,0,1.0,42,27,2018-01-01,STANDARD,17
R_A6,1731.0352783203125,308.51019287109375,0.0,21,308.51019287109375,0,1.0,42,28,2018-01-01,STANDARD,17
R_A6,1732.7509765625,308.67279052734375,0.0,22,308.67279052734375,0,1.0,42,29,2018-01-01,STANDARD,17
R_A6,1734.4666748046875,308.5296325683594,0.0,23,308.5296325683594,0,1.0,42,30,2018-01-01,STANDARD,17
R_A2,1642.9503173828125,299.833251953125,0.0,1,299.833251953125,0,0.053499504923820496,30,1,2018-03-01,STANDARD,22
R_A2,1644.8289794921875,299.9591979980469,0.0,2,299.9591979980469,0,0.056263379752635956,30,2,2018-03-01,STANDARD,22
R_A2,1646.7076416015625,300.0851745605469,0.0,3,300.0851745605469,0,0.060031499713659286,30,3,2018-03-01,STANDARD,22
R_A2,1648.58642578125,300.2111511230469,0.0,4,300.2111511230469,0,0.06574425101280212,30,4,2018-03-01,STANDARD,22
R_A2,1650.465087890625,300.3371276855469,0.0,5,300.3371276855469,0,0.07037220895290375,30,5,2018-03-01,STANDARD,22
R_A2,1652.34375,300.4681396484375,0.0,6,300.4681396484375,0,0.3192722499370575,30,6,2018-03-01,STANDARD,22
R_A2,1654.222412109375,300.5995788574219,0.0,7,300.5995788574219,0,0.8917583227157593,30,7,2018-03-01,STANDARD,22
R_A2,1656.1011962890625,300.7289733886719,0.0,8,300.7289733886719,0,0.8756301999092102,30,8,2018-03-01,STANDARD,22
R_A2,1657.9798583984375,300.9628601074219,0.0,9,300.9628601074219,0,0.9037253856658936,30,9,2018-03-01,STANDARD,22
R_A2,1659.858642578125,301.190673828125,0.0,10,301.190673828125,0,0.8965616822242737,30,10,2018-03-01,STANDARD,22
R_A2,1661.8128662109375,300.90875244140625,0.0,11,300.90875244140625,0,0.07546240091323853,30,11,2018-03-01,STANDARD,22
R_A2,1663.8427734375,301.04486083984375,0.0,12,301.04486083984375,0,0.0773572027683258,30,12,2018-03-01,STANDARD,22
R_A2,1665.8726806640625,301.2173767089844,0.0,13,301.2173767089844,0,0.4340752065181732,30,13,2018-03-01,STANDARD,22
R_A2,1667.9024658203125,301.3820495605469,0.0,14,301.3820495605469,0,0.49049946665763855,30,14,2018-03-01,STANDARD,22
R_A2,1669.932373046875,301.5178527832031,0.0,15,301.5178527832031,0,0.6563764810562134,30,15,2018-03-01,STANDARD,22
R_A2,1671.9622802734375,301.6476745605469,0.0,16,301.6476745605469,0,0.9593857526779175,30,16,2018-03-01,STANDARD,22
R_A2,1673.9920654296875,301.78271484375,0.0,17,301.78271484375,0,0.9661371111869812,30,17,2018-03-01,STANDARD,22
R_A2,1675.9986572265625,301.9163513183594,0.0,18,301.9163513183594,0,0.9713096618652344,30,18,2018-03-01,STANDARD,22
R_A2,1677.238525390625,301.9989013671875,0.0,19,301.9989013671875,0,0.9993158578872681,30,19,2018-03-01,STANDARD,22
R_A2,1678.45703125,302.0724182128906,0.0,20,302.0724182128906,0,0.5022754669189453,30,26,2018-03-01,STANDARD,22
R_A2,1680.3973388671875,302.7301330566406,-1.1165343009964662e-13,21,302.7301330566406,0,1.0,30,27,2018-03-01,STANDARD,22
R_A2,1682.337646484375,303.61761474609375,-6.905083736784626e-15,22,303.61761474609375,0,1.0,30,28,2018-03-01,STANDARD,22
R_A2,1684.2779541015625,303.95703125,-1.8086223360644165e-16,23,303.95703125,0,1.0,30,29,2018-03-01,STANDARD,22
R_A2,1678.991943359375,302.484130859375,0.0,24,302.484130859375,0,0.8507702350616455,29,29,2018-03-01,STANDARD,22
R_A2,1680.687255859375,303.2760009765625,-1.233399085210469e-17,25,303.2760009765625,0,1.0,29,30,2018-03-01,STANDARD,22
R_A5,1684.35546875,274.3697204589844,-4.090699133596498e-12,1,274.3697204589844,0,1.0,20,1,2018-04-28,STANDARD,31
R_A5,1686.5511474609375,274.5772399902344,-7.691890527294909e-12,2,274.5772399902344,0,1.0,20,2,2018-04-28,STANDARD,31
R_A5,1688.7467041015625,274.7848815917969,-6.538268190747765e-12,3,274.7848815917969,0,1.0,20,3,2018-04-28,STANDARD,31
R_A5,1690.9423828125,274.99273681640625,-6.414392454689999e-12,4,274.99273681640625,0,1.0,20,4,2018-04-28,STANDARD,31
R_A5,1693.137939453125,275.2005615234375,-6.017661629414972e-12,5,275.2005615234375,0,1.0,20,5,2018-04-28,STANDARD,31
R_A5,1695.33349609375,275.4082336425781,-5.568847900178087e-12,6,275.4082336425781,0,1.0,20,6,2018-04-28,STANDARD,31
R_A5,1697.5291748046875,275.9339904785156,-1.0311091309120682e-13,7,275.9339904785156,0,1.0,20,7,2018-04-28,STANDARD,31
R_A5,1700.736572265625,270.1763000488281,-1.0669114897110532e-11,8,270.1763000488281,0,1.0,21,11,2018-04-28,STANDARD,31
R_A5,1702.7041015625,270.3417053222656,-9.094299098511005e-12,9,270.3417053222656,0,1.0,21,12,2018-04-28,STANDARD,31
R_A5,1704.6715087890625,270.5406188964844,-4.613822345012064e-13,10,270.5406188964844,0,1.0,21,13,2018-04-28,STANDARD,31
R_A5,1706.6390380859375,270.7272644042969,-1.411988147931309e-12,11,270.7272644042969,0,1.0,21,14,2018-04-28,STANDARD,31
R_A5,1708.6064453125,270.9129333496094,-3.000733884463147e-13,12,270.9129333496094,0,1.0,21,15,2018-04-28,STANDARD,31
R_A5,1710.573974609375,271.2398681640625,-5.490497921763204e-13,13,271.2398681640625,0,1.0,21,16,2018-04-28,STANDARD,31
R_A5,1712.54150390625,271.4083251953125,-8.539630320155561e-14,14,271.4083251953125,0,1.0,21,17,2018-04-28,STANDARD,31
R_A5,1714.40185546875,271.56329345703125,-1.287808022113618e-13,15,271.56329345703125,0,1.0,21,18,2018-04-28,STANDARD,31
R_A5,1715.4210205078125,271.6495056152344,0.0,16,271.6495056152344,0,1.0,21,19,2018-04-28,STANDARD,31
R_A5,1716.7255859375,271.5592041015625,-2.0420681205030045e-12,17,271.5592041015625,0,1.0,21,26,2018-04-28,STANDARD,31
R_A5,1719.0498046875,271.7641296386719,-1.508285033327561e-12,18,271.7641296386719,0,1.0,21,27,2018-04-28,STANDARD,31
R_A5,1721.3739013671875,288.057373046875,-1.4453045084742902e-19,19,288.057373046875,0,1.0,21,28,2018-04-28,STANDARD,31
R_A5,1723.6981201171875,300.5762634277344,-3.0886954364988814e-21,20,300.5762634277344,0,1.0,21,29,2018-04-28,STANDARD,31
R_A5,1726.0223388671875,306.0567932128906,-1.7162206996220473e-23,21,306.0567932128906,0,1.0,21,30,2018-04-28,STANDARD,31
R_A3,1611.6024169921875,290.7987365722656,0.0,1,290.7987365722656,0,0.26367220282554626,41,1,2018-07-03,STANDARD,28
R_A3,1613.745361328125,290.9420166015625,0.0,2,290.9420166015625,0,0.19387775659561157,41,2,2018-07-03,STANDARD,28
R_A3,1615.888427734375,291.08538818359375,0.0,3,291.08538818359375,0,0.19010503590106964,41,3,2018-07-03,STANDARD,28
R_A3,1618.031494140625,291.2377014160156,0.0,4,291.2377014160156,0,0.35982245206832886,41,4,2018-07-03,STANDARD,28
R_A3,1620.174560546875,291.3825378417969,0.0,5,291.3825378417969,0,0.6486600041389465,41,5,2018-07-03,STANDARD,28
R_A3,1622.317626953125,291.5251770019531,0.0,6,291.5251770019531,0,0.19463850557804108,41,6,2018-07-03,STANDARD,28
R_A3,1624.460693359375,291.6685485839844,0.0,7,291.6685485839844,0,0.09139658510684967,41,7,2018-07-03,STANDARD,28
R_A3,1612.276611328125,290.8523254394531,0.0,8,290.8523254394531,0,0.19567158818244934,41,8,2018-07-03,STANDARD,29
R_A3,1614.296142578125,290.9905090332031,0.0,9,290.9905090332031,0,0.6488786935806274,41,9,2018-07-03,STANDARD,29
R_A3,1616.3154296875,291.9612731933594,0.0,10,291.9612731933594,0,0.791776716709137,41,10,2018-07-03,STANDARD,29
R_A3,1618.4674072265625,287.7707824707031,0.0,11,287.7707824707031,0,0.046876247972249985,41,11,2018-07-03,STANDARD,29
R_A3,1620.7518310546875,287.9234619140625,0.0,12,287.9234619140625,0,0.05173260346055031,41,12,2018-07-03,STANDARD,29
R_A3,1623.0361328125,288.0766906738281,0.0,13,288.0766906738281,0,0.3646489083766937,41,13,2018-07-03,STANDARD,29
R_A3,1627.60498046875,289.5337219238281,0.0,14,289.5337219238281,0,0.5019682049751282,41,15,2018-07-03,STANDARD,29
R_A3,1629.59130859375,289.6885681152344,0.0,15,289.6885681152344,0,0.7961723208427429,41,16,2018-07-03,STANDARD,29
R_A3,1632.26953125,287.8411865234375,0.0,16,287.8411865234375,0,0.31249698996543884,41,26,2018-07-03,STANDARD,29
R_A3,1635.9185791015625,288.05963134765625,0.0,17,288.05963134765625,0,0.045513398945331573,41,27,2018-07-03,STANDARD,29
R_A3,1639.567626953125,288.30352783203125,0.0,18,288.30352783203125,0,0.04907505214214325,41,28,2018-07-03,STANDARD,29
R_A3,1643.2166748046875,290.6959533691406,-8.147149621606786e-09,19,290.6959533691406,0,0.9999998807907104,41,29,2018-07-03,STANDARD,29
R_A3,1646.86572265625,288.64215087890625,0.0,20,288.64215087890625,0,0.10017921030521393,41,30,2018-07-03,STANDARD,29
R_A4,1629.5975341796875,285.70458984375,0.0,1,285.70458984375,0,0.08592526614665985,52,1,2018-09-12,STANDARD,30
R_A4,1627.7332763671875,285.5703125,0.0,2,285.5703125,0,0.0476604662835598,52,1,2018-09-12,STANDARD,31
R_A4,1629.795654296875,285.7080993652344,0.0,3,285.7080993652344,0,0.050026822835206985,52,2,2018-09-12,STANDARD,31
R_A4,1631.85791015625,285.8458557128906,0.0,4,285.8458557128906,0,0.05234823375940323,52,3,2018-09-12,STANDARD,31
R_A4,1632.358642578125,285.86932373046875,0.0,5,285.86932373046875,0,0.052920497953891754,52,3,2018-09-12,STANDARD,32
R_A4,1634.2373046875,285.99481201171875,0.0,6,285.99481201171875,0,0.05639718845486641,52,4,2018-09-12,STANDARD,32
R_A4,1635.8489990234375,286.1187744140625,0.0,7,286.1187744140625,0,0.05797889083623886,51,4,2018-09-12,STANDARD,32
R_A4,1634.0206298828125,285.9966125488281,0.0,8,285.9966125488281,0,0.05335802212357521,51,3,2018-09-12,STANDARD,32
R_A4,1635.734130859375,286.10760498046875,0.0,9,286.10760498046875,0,0.057287950068712234,51,3,2018-09-12,STANDARD,33
R_A4,1637.64501953125,286.23529052734375,0.0,10,286.23529052734375,0,0.05838773772120476,51,4,2018-09-12,STANDARD,33
R_A4,1640.3153076171875,286.43231201171875,0.0,11,286.43231201171875,0,0.07710105180740356,50,4,2018-09-12,STANDARD,33
R_A4,1638.3155517578125,286.3008728027344,0.0,12,286.3008728027344,0,0.1539333462715149,50,4,2018-09-12,STANDARD,34
R_A4,1640.3065185546875,286.4338684082031,0.0,13,286.4338684082031,0,0.06016777455806732,50,5,2018-09-12,STANDARD,34
R_A4,1643.024658203125,286.6084899902344,0.0,14,286.6084899902344,0,0.15856808423995972,50,5,2018-09-12,STANDARD,35
R_A4,1641.162841796875,286.4842834472656,0.0,15,286.4842834472656,0,0.22683803737163544,50,4,2018-09-12,STANDARD,35
R_A4,1641.7833251953125,286.55584716796875,0.0,16,286.55584716796875,0,0.23217037320137024,49,4,2018-09-12,STANDARD,35
R_A4,1639.9453125,286.43328857421875,0.0,17,286.43328857421875,0,0.22596362233161926,49,3,2018-09-12,STANDARD,35
R_A4,1643.9759521484375,281.923583984375,0.0,18,281.923583984375,0,0.15875793993473053,49,30,2018-09-12,STANDARD,36
R_A4,1643.2730712890625,282.086669921875,0.0,19,282.086669921875,0,0.8331543207168579,48,30,2018-09-12,STANDARD,36
R_A4,1648.060791015625,282.24676513671875,0.0,20,282.24676513671875,0,0.6498185396194458,48,30,2018-09-12,STANDARD,37
R_A4,1651.7025146484375,282.6044921875,0.0,21,282.6044921875,0,0.12672460079193115,48,30,2018-09-12,STANDARD,38
R_A4,1658.25830078125,282.9275817871094,0.0,22,282.9275817871094,0,0.6498575210571289,47,30,2018-09-12,STANDARD,38
R_A6,1695.178466796875,269.1972351074219,3.005809174592988e-16,1,269.1972351074219,0,1.0,42,1,2018-11-07,STANDARD,17
R_A6,1696.7216796875,269.3412170410156,1.8135095838211758e-16,2,269.3412170410156,0,1.0,42,2,2018-11-07,STANDARD,17
R_A6,1698.2647705078125,269.4817810058594,1.7459708823762621e-16,3,269.4817810058594,0,1.0,42,3,2018-11-07,STANDARD,17
R_A6,1699.8079833984375,269.6174621582031,1.0852700957435349e-16,4,269.6174621582031,0,1.0,42,4,2018-11-07,STANDARD,17
R_A6,1701.3511962890625,269.75128173828125,1.535037576243974e-16,5,269.75128173828125,0,1.0,42,5,2018-11-07,STANDARD,17
R_A6,1702.894287109375,269.888427734375,3.784512715146113e-15,6,269.888427734375,0,1.0,42,6,2018-11-07,STANDARD,17
R_A6,1704.4375,269.74359130859375,1.2947671939862824e-14,7,269.74359130859375,0,1.0,42,7,2018-11-07,STANDARD,17
R_A6,1705.980712890625,269.87646484375,1.0949245931582072e-14,8,269.87646484375,0,1.0,42,8,2018-11-07,STANDARD,17
R_A6,1707.5238037109375,270.25390625,1.0801978242273597e-15,9,270.25390625,0,1.0,42,9,2018-11-07,STANDARD,17
R_A6,1709.0670166015625,269.92315673828125,1.0101971749344393e-13,10,269.92315673828125,0,1.0,42,10,2018-11-07,STANDARD,17
R_A6,1710.9814453125,282.81744384765625,-2.622230039731082e-17,11,282.81744384765625,0,1.0,42,11,2018-11-07,STANDARD,17
R_A6,1713.267333984375,283.0,-2.218512299501511e-17,12,283.0,0,1.0,42,12,2018-11-07,STANDARD,17
R_A6,1715.5531005859375,283.2082824707031,-6.068557831231237e-19,13,283.2082824707031,0,1.0,42,13,2018-11-07,STANDARD,17
R_A6,1717.8388671875,283.42449951171875,-6.317192296740309e-19,14,283.42449951171875,0,1.0,42,14,2018-11-07,STANDARD,17
R_A6,1720.1246337890625,283.63848876953125,-3.682293241465426e-19,15,283.63848876953125,0,1.0,42,15,2018-11-07,STANDARD,17
