DRAWDOWN,SGAS,SWAT,CONBPRES,WELLMODEL,CONIPOS,CONIDX,CONKPOS,CONJPOS,DEPTH,WELL,DATE,PRESSURE
0,0.0,1.0,308.0470886230469,STANDARD,31,22,31,21,1726.1494140625,R_A5,2018-01-01,308.0470886230469
0,0.0,1.0,305.1150207519531,STANDARD,17,1,1,42,1695.2113037109375,R_A6,2018-01-01,305.1150207519531
0,0.0,1.0,305.2615966796875,STANDARD,17,2,2,42,1696.7578125,R_A6,2018-01-01,305.2615966796875
0,0.0,1.0,305.40814208984375,STANDARD,17,3,3,42,1698.3043212890625,R_A6,2018-01-01,305.40814208984375
0,0.0,1.0,305.5546875,STANDARD,17,4,4,42,1699.850830078125,R_A6,2018-01-01,305.5546875
0,0.0,1.0,305.7012634277344,STANDARD,17,5,5,42,1701.3973388671875,R_A6,2018-01-01,305.7012634277344
0,0.0,1.0,305.84783935546875,STANDARD,17,6,6,42,1702.9439697265625,R_A6,2018-01-01,305.84783935546875
0,0.0,1.0,305.6953430175781,STANDARD,17,7,7,42,1704.490478515625,R_A6,2018-01-01,305.6953430175781
0,0.0,1.0,306.1409606933594,STANDARD,17,8,8,42,1706.036865234375,R_A6,2018-01-01,306.1409606933594
0,0.0,1.0,306.2875061035156,STANDARD,17,9,9,42,1707.5833740234375,R_A6,2018-01-01,306.2875061035156
0,0.0,1.0,306.1282958984375,STANDARD,17,10,10,42,1709.1297607421875,R_A6,2018-01-01,306.1282958984375
0,0.0,1.0,306.3102111816406,STANDARD,17,11,11,42,1711.048095703125,R_A6,2018-01-01,306.3102111816406
0,0.0,1.0,306.5272521972656,STANDARD,17,12,12,42,1713.338134765625,R_A6,2018-01-01,306.5272521972656
0,0.0,1.0,306.7562561035156,STANDARD,17,13,13,42,1715.6282958984375,R_A6,2018-01-01,306.7562561035156
0,0.0,1.0,306.9732971191406,STANDARD,17,14,14,42,1717.91845703125,R_A6,2018-01-01,306.9732971191406
0,0.0,1.0,307.1903381347656,STANDARD,17,15,15,42,1720.2086181640625,R_A6,2018-01-01,307.1903381347656
0,0.0,1.0,307.5523986816406,STANDARD,17,16,16,42,1722.4986572265625,R_A6,2018-01-01,307.5523986816406
0,0.0,1.0,307.76947021484375,STANDARD,17,17,17,42,1724.788818359375,R_A6,2018-01-01,307.76947021484375
0,0.0,1.0,307.9217834472656,STANDARD,17,18,18,42,1726.3961181640625,R_A6,2018-01-01,307.9217834472656
0,0.0,1.0,307.8901672363281,STANDARD,17,19,27,42,1727.719970703125,R_A6,2018-01-01,307.8901672363281
0,0.0,1.0,308.0534973144531,STANDARD,17,20,28,42,1729.4432373046875,R_A6,2018-01-01,308.0534973144531
0,0.0,1.0,308.5226135253906,STANDARD,17,21,29,42,1731.1663818359375,R_A6,2018-01-01,308.5226135253906
0,0.0,1.0,308.6859436035156,STANDARD,17,22,30,42,1732.8896484375,R_A6,2018-01-01,308.6859436035156
0,0.0,1.0,308.54345703125,STANDARD,17,23,31,42,1734.61279296875,R_A6,2018-01-01,308.54345703125
0,0.0,0.05357374623417854,297.3865966796875,STANDARD,22,1,1,30,1640.4921875,R_A2,2018-03-01,297.3865966796875
0,0.0,0.05565421283245087,297.5089416503906,STANDARD,22,2,2,30,1642.318603515625,R_A2,2018-03-01,297.5089416503906
0,0.0,0.05713513493537903,297.63128662109375,STANDARD,22,3,3,30,1644.14501953125,R_A2,2018-03-01,297.63128662109375
0,0.0,0.061472635716199875,297.7536315917969,STANDARD,22,4,4,30,1645.971435546875,R_A2,2018-03-01,297.7536315917969
0,0.0,0.06619026511907578,297.8759765625,STANDARD,22,5,5,30,1647.7978515625,R_A2,2018-03-01,297.8759765625
0,0.0,0.2939392924308777,298.0190124511719,STANDARD,22,6,6,30,1649.624267578125,R_A2,2018-03-01,298.0190124511719
0,0.0,0.8666990399360657,298.1375732421875,STANDARD,22,7,7,30,1651.45068359375,R_A2,2018-03-01,298.1375732421875
0,0.0,0.8695959448814392,298.2642517089844,STANDARD,22,8,8,30,1653.277099609375,R_A2,2018-03-01,298.2642517089844
0,0.0,0.8759080767631531,298.6130676269531,STANDARD,22,9,9,30,1655.103515625,R_A2,2018-03-01,298.6130676269531
0,0.0,0.892224133014679,298.90057373046875,STANDARD,22,10,10,30,1656.929931640625,R_A2,2018-03-01,298.90057373046875
0,0.0,0.06891647726297379,299.7350769042969,STANDARD,22,11,11,30,1658.881591796875,R_A2,2018-03-01,299.7350769042969
0,0.0,0.16706892848014832,299.87432861328125,STANDARD,22,12,12,30,1660.958740234375,R_A2,2018-03-01,299.87432861328125
0,0.0,0.43005725741386414,300.14227294921875,STANDARD,22,13,13,30,1663.035888671875,R_A2,2018-03-01,300.14227294921875
0,0.0,0.4630855917930603,300.4045104980469,STANDARD,22,14,14,30,1665.113037109375,R_A2,2018-03-01,300.4045104980469
0,0.0,0.6350077390670776,300.5449523925781,STANDARD,22,15,15,30,1667.190185546875,R_A2,2018-03-01,300.5449523925781
0,0.0,0.9247584342956543,300.6847229003906,STANDARD,22,16,16,30,1669.2672119140625,R_A2,2018-03-01,300.6847229003906
0,0.0,0.8817736506462097,300.8258361816406,STANDARD,22,17,17,30,1671.3443603515625,R_A2,2018-03-01,300.8258361816406
0,0.0,0.9397764205932617,300.9509582519531,STANDARD,22,18,18,30,1673.1873779296875,R_A2,2018-03-01,300.9509582519531
0,0.0,0.9699152708053589,301.0211181640625,STANDARD,22,19,19,30,1674.13232421875,R_A2,2018-03-01,301.0211181640625
0,0.0,0.3921813368797302,301.21710205078125,STANDARD,22,20,27,30,1675.145263671875,R_A2,2018-03-01,301.21710205078125
0,2.8607473920132243e-13,1.0,301.44293212890625,STANDARD,22,21,28,30,1676.89013671875,R_A2,2018-03-01,301.44293212890625
0,0.0,0.9999977946281433,302.1087341308594,STANDARD,22,22,28,29,1677.8592529296875,R_A2,2018-03-01,302.1087341308594
0,0.0,0.8544926047325134,301.2457275390625,STANDARD,22,23,29,29,1679.711181640625,R_A2,2018-03-01,301.2457275390625
0,0.0,0.999994695186615,301.2340087890625,STANDARD,22,24,30,29,1681.5631103515625,R_A2,2018-03-01,301.2340087890625
0,2.459816551836358e-11,1.0,301.89276123046875,STANDARD,22,25,31,29,1683.4151611328125,R_A2,2018-03-01,301.89276123046875
0,-2.2367259433497821e-10,1.0,280.4412841796875,STANDARD,31,1,1,20,1684.2454833984375,R_A5,2018-04-28,280.4412841796875
0,-2.331791981724507e-10,1.0,280.6697082519531,STANDARD,31,2,2,20,1686.658203125,R_A5,2018-04-28,280.6697082519531
0,-2.5427071559391834e-10,1.0,280.89801025390625,STANDARD,31,3,3,20,1689.0709228515625,R_A5,2018-04-28,280.89801025390625
0,-2.503698914857466e-10,1.0,281.1263122558594,STANDARD,31,4,4,20,1691.483642578125,R_A5,2018-04-28,281.1263122558594
0,-2.0918738963260353e-10,1.0,281.3545837402344,STANDARD,31,5,5,20,1693.8963623046875,R_A5,2018-04-28,281.3545837402344
0,-2.0720263005369333e-10,1.0,281.5829772949219,STANDARD,31,6,6,20,1696.3092041015625,R_A5,2018-04-28,281.5829772949219
0,-1.7072237720738848e-11,1.0,282.1556701660156,STANDARD,31,7,7,20,1698.721923828125,R_A5,2018-04-28,282.1556701660156
0,-2.1082014606266242e-11,1.0,286.05120849609375,STANDARD,31,8,11,20,1708.1734619140625,R_A5,2018-04-28,286.05120849609375
0,-2.3371828916651793e-09,0.9999999403953552,284.68365478515625,STANDARD,31,9,11,21,1700.670166015625,R_A5,2018-04-28,284.68365478515625
0,-3.5550995480804204e-09,0.9999999403953552,284.86395263671875,STANDARD,31,10,12,21,1702.575439453125,R_A5,2018-04-28,284.86395263671875
0,-1.259560511446267e-10,1.0,285.06317138671875,STANDARD,31,11,13,21,1704.4805908203125,R_A5,2018-04-28,285.06317138671875
0,-3.3763028484123936e-10,1.0,285.2522888183594,STANDARD,31,12,14,21,1706.3858642578125,R_A5,2018-04-28,285.2522888183594
0,-7.260406165165989e-11,1.0,285.4465026855469,STANDARD,31,13,15,21,1708.2911376953125,R_A5,2018-04-28,285.4465026855469
0,-5.626083626752987e-11,1.0,285.6994323730469,STANDARD,31,14,16,21,1710.1964111328125,R_A5,2018-04-28,285.6994323730469
0,-2.672937609096704e-12,1.0,286.1925964355469,STANDARD,31,15,17,21,1712.1016845703125,R_A5,2018-04-28,286.1925964355469
0,-3.064294911564458e-12,1.0,286.5701904296875,STANDARD,31,16,18,21,1713.9779052734375,R_A5,2018-04-28,286.5701904296875
0,-2.178954499471031e-12,1.0,286.7838439941406,STANDARD,31,17,19,21,1715.126220703125,R_A5,2018-04-28,286.7838439941406
0,-3.1849858861399127e-10,1.0,287.0752868652344,STANDARD,31,18,27,21,1716.55078125,R_A5,2018-04-28,287.0752868652344
0,-3.1517471965614163e-10,1.0,287.31524658203125,STANDARD,31,19,28,21,1718.950439453125,R_A5,2018-04-28,287.31524658203125
0,-1.9860900424273353e-10,1.0,287.8612060546875,STANDARD,31,20,29,21,1721.35009765625,R_A5,2018-04-28,287.8612060546875
0,2.9737444115024314e-17,1.0,295.9161071777344,STANDARD,31,21,30,21,1723.7496337890625,R_A5,2018-04-28,295.9161071777344
0,1.0993139350962357e-18,1.0,304.07489013671875,STANDARD,31,22,31,21,1726.1494140625,R_A5,2018-04-28,304.07489013671875
0,0.0,0.6501086950302124,271.5501403808594,STANDARD,28,1,1,41,1609.7158203125,R_A3,2018-07-03,271.5501403808594
0,0.0,0.19655464589595795,271.70751953125,STANDARD,28,2,2,41,1611.7906494140625,R_A3,2018-07-03,271.70751953125
0,0.0,0.19636929035186768,271.8459167480469,STANDARD,28,3,3,41,1613.865478515625,R_A3,2018-07-03,271.8459167480469
0,0.0,0.6956023573875427,272.03076171875,STANDARD,28,4,4,41,1615.9403076171875,R_A3,2018-07-03,272.03076171875
0,0.0,0.748103678226471,274.7383728027344,STANDARD,28,5,5,41,1618.01513671875,R_A3,2018-07-03,274.7383728027344
0,0.0,0.7486116886138916,273.9140930175781,STANDARD,29,6,5,41,1605.59375,R_A3,2018-07-03,273.9140930175781
0,0.0,0.650027871131897,274.2750244140625,STANDARD,29,7,6,41,1607.785888671875,R_A3,2018-07-03,274.2750244140625
0,0.0,0.19499458372592926,274.4825439453125,STANDARD,29,8,7,41,1609.97802734375,R_A3,2018-07-03,274.4825439453125
0,0.0,0.19456882774829865,274.6291809082031,STANDARD,29,9,8,41,1612.170166015625,R_A3,2018-07-03,274.6291809082031
0,0.0,0.7962105870246887,274.87646484375,STANDARD,29,10,9,41,1614.3623046875,R_A3,2018-07-03,274.87646484375
0,0.0,0.7924334406852722,275.5814514160156,STANDARD,29,11,10,41,1616.554443359375,R_A3,2018-07-03,275.5814514160156
0,0.0,0.0473310761153698,286.8551330566406,STANDARD,29,12,11,41,1618.8416748046875,R_A3,2018-07-03,286.8551330566406
0,0.0,0.054358113557100296,287.0144348144531,STANDARD,29,13,12,41,1621.2239990234375,R_A3,2018-07-03,287.0144348144531
0,0.0,0.3597329556941986,287.17437744140625,STANDARD,29,14,13,41,1623.6064453125,R_A3,2018-07-03,287.17437744140625
0,0.0,0.3712908923625946,287.3301086425781,STANDARD,29,15,14,41,1625.98876953125,R_A3,2018-07-03,287.3301086425781
0,0.0,0.4857299327850342,287.0830383300781,STANDARD,29,16,15,41,1628.37109375,R_A3,2018-07-03,287.0830383300781
0,0.0,0.7901937365531921,287.2160949707031,STANDARD,29,17,16,41,1630.5465087890625,R_A3,2018-07-03,287.2160949707031
0,0.0,0.3160840570926666,287.3088073730469,STANDARD,29,18,27,41,1633.4219970703125,R_A3,2018-07-03,287.3088073730469
0,0.0,0.044914793223142624,287.482177734375,STANDARD,29,19,28,41,1637.204833984375,R_A3,2018-07-03,287.482177734375
0,0.0,0.6536551117897034,287.73455810546875,STANDARD,29,20,29,41,1640.98779296875,R_A3,2018-07-03,287.73455810546875
0,0.0,0.6850355863571167,287.9153747558594,STANDARD,29,21,30,41,1644.770751953125,R_A3,2018-07-03,287.9153747558594
0,0.0,0.09656993299722672,287.9429016113281,STANDARD,29,22,31,41,1648.5535888671875,R_A3,2018-07-03,287.9429016113281
0,0.0,0.05139373987913132,277.6768798828125,STANDARD,30,1,1,52,1633.177978515625,R_A4,2018-09-12,277.6768798828125
0,0.0,0.14499330520629883,277.3564453125,STANDARD,31,2,1,52,1626.5325927734375,R_A4,2018-09-12,277.3564453125
0,0.0,0.09051831066608429,277.4921569824219,STANDARD,31,3,2,52,1628.570556640625,R_A4,2018-09-12,277.4921569824219
0,0.0,0.04874177649617195,277.6279602050781,STANDARD,31,4,3,52,1630.6083984375,R_A4,2018-09-12,277.6279602050781
0,0.0,0.05199015885591507,277.7638244628906,STANDARD,31,5,4,52,1632.6463623046875,R_A4,2018-09-12,277.7638244628906
0,0.0,0.0534406453371048,277.8997802734375,STANDARD,31,6,5,52,1634.684326171875,R_A4,2018-09-12,277.8997802734375
0,0.0,0.053557008504867554,277.78509521484375,STANDARD,32,7,5,52,1631.4320068359375,R_A4,2018-09-12,277.78509521484375
0,0.0,0.05596157908439636,278.0597229003906,STANDARD,32,8,5,51,1637.3214111328125,R_A4,2018-09-12,278.0597229003906
0,0.0,0.05794813483953476,278.2564697265625,STANDARD,33,9,5,51,1638.6005859375,R_A4,2018-09-12,278.2564697265625
0,0.0,0.056049689650535583,278.13812255859375,STANDARD,33,10,4,51,1636.8258056640625,R_A4,2018-09-12,278.13812255859375
0,0.0,0.057633254677057266,278.0198059082031,STANDARD,33,11,3,51,1635.051025390625,R_A4,2018-09-12,278.0198059082031
0,0.0,0.06151561066508293,278.5924987792969,STANDARD,33,12,4,50,1645.127197265625,R_A4,2018-09-12,278.5924987792969
0,0.0,0.058985237032175064,278.4997253417969,STANDARD,34,13,4,50,1642.6064453125,R_A4,2018-09-12,278.4997253417969
0,0.0,0.06051517277956009,278.3773193359375,STANDARD,34,14,3,50,1640.770751953125,R_A4,2018-09-12,278.3773193359375
0,0.0,0.6514160633087158,278.25604248046875,STANDARD,34,15,2,50,1638.9351806640625,R_A4,2018-09-12,278.25604248046875
0,0.0,0.1990969181060791,278.34716796875,STANDARD,35,16,2,50,1640.0418701171875,R_A4,2018-09-12,278.34716796875
0,0.0,0.28499835729599,278.2300109863281,STANDARD,35,17,1,50,1638.2987060546875,R_A4,2018-09-12,278.2300109863281
0,0.0,0.35103365778923035,278.5689392089844,STANDARD,35,18,1,49,1645.709228515625,R_A4,2018-09-12,278.5689392089844
0,0.0,0.06379971653223038,277.1390686035156,STANDARD,36,19,29,49,1641.2723388671875,R_A4,2018-09-12,277.1390686035156
0,0.0,0.05570819228887558,276.7371826171875,STANDARD,36,20,29,48,1640.6514892578125,R_A4,2018-09-12,276.7371826171875
0,0.0,0.17979882657527924,277.289306640625,STANDARD,37,21,29,48,1644.3551025390625,R_A4,2018-09-12,277.289306640625
0,0.0,0.6611791849136353,277.5573425292969,STANDARD,37,22,30,48,1650.059814453125,R_A4,2018-09-12,277.5573425292969
0,0.0,0.9999985098838806,285.600830078125,STANDARD,38,23,30,48,1650.9989013671875,R_A4,2018-09-12,285.600830078125
0,0.0,0.6722440719604492,277.861328125,STANDARD,38,24,30,47,1657.2716064453125,R_A4,2018-09-12,277.861328125
0,-1.7239153686570667e-17,1.0,273.9344177246094,STANDARD,17,1,1,42,1695.2113037109375,R_A6,2018-11-07,273.9344177246094
0,-1.2850015069536707e-17,1.0,274.0793151855469,STANDARD,17,2,2,42,1696.7578125,R_A6,2018-11-07,274.0793151855469
0,-9.652016534579107e-18,1.0,274.2210388183594,STANDARD,17,3,3,42,1698.3043212890625,R_A6,2018-11-07,274.2210388183594
0,-8.21550242277563e-18,1.0,274.35809326171875,STANDARD,17,4,4,42,1699.850830078125,R_A6,2018-11-07,274.35809326171875
0,-1.255670840485398e-17,1.0,274.4931640625,STANDARD,17,5,5,42,1701.3973388671875,R_A6,2018-11-07,274.4931640625
