FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,23469222.0,0,23469222.0,49365348.0,0.0,4318336852.0,4318336852.0,88315460.0,37439105.0,50876355.0,0.0,37439105.0
2,0.0,0,0.0,73452223.0,0.0,0.0,0.0,75709610.0,0.0,75709610.0,0.0,0.0
3,19766583.0,0,19766583.0,45776736.0,0.0,3637051273.0,3637051273.0,78701296.0,31526269.0,47175027.0,0.0,31526269.0
4,0.0,0,0.0,71974078.0,0.0,0.0,0.0,74180483.0,0.0,74180483.0,0.0,0.0
5,13465784.0,0,13465784.0,34046284.0,0.0,2477704201.0,2477704201.0,56560633.0,21474838.0,35085795.0,0.0,21474838.0
6,0.0,0,0.0,44932033.0,0.0,0.0,0.0,46307573.0,0.0,46307573.0,0.0,0.0
