SGAS,CONIPOS,PRESSURE,CONIDX,CONJPOS,CONBPRES,WELLMODEL,DEPTH,DRAWDOWN,SWAT,CONKPOS,WELL,DATE
0.0,31,304.8642883300781,5,20,304.8642883300781,STANDARD,1695.7923583984375,0,1.0,5,R_A5,2018-01-01
0.0,31,305.089111328125,6,20,305.089111328125,STANDARD,1698.16455078125,0,1.0,6,R_A5,2018-01-01
0.0,31,305.61968994140625,7,20,305.61968994140625,STANDARD,1700.5367431640625,0,1.0,7,R_A5,2018-01-01
0.0,31,305.1890563964844,8,21,305.1890563964844,STANDARD,1699.2178955078125,0,1.0,11,R_A5,2018-01-01
0.0,31,305.37060546875,9,21,305.37060546875,STANDARD,1701.133544921875,0,1.0,12,R_A5,2018-01-01
0.0,31,305.5641174316406,10,21,305.5641174316406,STANDARD,1703.0491943359375,0,1.0,13,R_A5,2018-01-01
0.0,31,305.7456359863281,11,21,305.7456359863281,STANDARD,1704.96484375,0,1.0,14,R_A5,2018-01-01
0.0,31,305.92718505859375,12,21,305.92718505859375,STANDARD,1706.8804931640625,0,1.0,15,R_A5,2018-01-01
0.0,31,306.1087341308594,13,21,306.1087341308594,STANDARD,1708.796142578125,0,1.0,16,R_A5,2018-01-01
0.0,31,306.435302734375,14,21,306.435302734375,STANDARD,1710.7117919921875,0,1.0,17,R_A5,2018-01-01
0.0,31,306.60406494140625,15,21,306.60406494140625,STANDARD,1712.4923095703125,0,1.0,18,R_A5,2018-01-01
0.0,31,306.70587158203125,16,21,306.70587158203125,STANDARD,1713.5667724609375,0,1.0,19,R_A5,2018-01-01
0.0,31,306.6854553222656,17,21,306.6854553222656,STANDARD,1715.0086669921875,0,1.0,25,R_A5,2018-01-01
0.0,31,306.9110412597656,18,21,306.9110412597656,STANDARD,1717.3890380859375,0,1.0,26,R_A5,2018-01-01
0.0,31,307.4424133300781,19,21,307.4424133300781,STANDARD,1719.7694091796875,0,1.0,27,R_A5,2018-01-01
0.0,31,307.66802978515625,20,21,307.66802978515625,STANDARD,1722.149658203125,0,1.0,28,R_A5,2018-01-01
0.0,31,307.89361572265625,21,21,307.89361572265625,STANDARD,1724.530029296875,0,1.0,29,R_A5,2018-01-01
0.0,17,305.0345153808594,1,42,305.0345153808594,STANDARD,1694.361572265625,0,1.0,1,R_A6,2018-01-01
0.0,17,305.1792297363281,2,42,305.1792297363281,STANDARD,1695.888671875,0,1.0,2,R_A6,2018-01-01
0.0,17,305.3239440917969,3,42,305.3239440917969,STANDARD,1697.4158935546875,0,1.0,3,R_A6,2018-01-01
0.0,17,305.46868896484375,4,42,305.46868896484375,STANDARD,1698.943115234375,0,1.0,4,R_A6,2018-01-01
0.0,17,305.6134033203125,5,42,305.6134033203125,STANDARD,1700.47021484375,0,1.0,5,R_A6,2018-01-01
0.0,17,305.75811767578125,6,42,305.75811767578125,STANDARD,1701.997314453125,0,1.0,6,R_A6,2018-01-01
0.0,17,305.6037902832031,7,42,305.6037902832031,STANDARD,1703.5244140625,0,1.0,7,R_A6,2018-01-01
0.0,17,305.74853515625,8,42,305.74853515625,STANDARD,1705.051513671875,0,1.0,8,R_A6,2018-01-01
0.0,17,306.1922912597656,9,42,306.1922912597656,STANDARD,1706.5787353515625,0,1.0,9,R_A6,2018-01-01
0.0,17,306.03125,10,42,306.03125,STANDARD,1708.1058349609375,0,1.0,10,R_A6,2018-01-01
0.0,17,306.2126159667969,11,42,306.2126159667969,STANDARD,1710.0184326171875,0,1.0,11,R_A6,2018-01-01
0.0,17,306.430419921875,12,42,306.430419921875,STANDARD,1712.316650390625,0,1.0,12,R_A6,2018-01-01
0.0,17,306.6601867675781,13,42,306.6601867675781,STANDARD,1714.61474609375,0,1.0,13,R_A6,2018-01-01
0.0,17,306.87799072265625,14,42,306.87799072265625,STANDARD,1716.912841796875,0,1.0,14,R_A6,2018-01-01
0.0,17,307.2408142089844,15,42,307.2408142089844,STANDARD,1719.2110595703125,0,1.0,15,R_A6,2018-01-01
0.0,17,307.4586181640625,16,42,307.4586181640625,STANDARD,1721.5091552734375,0,1.0,16,R_A6,2018-01-01
0.0,17,307.67645263671875,17,42,307.67645263671875,STANDARD,1723.807373046875,0,1.0,17,R_A6,2018-01-01
0.0,17,307.8154602050781,18,42,307.8154602050781,STANDARD,1725.2742919921875,0,1.0,18,R_A6,2018-01-01
0.0,17,307.76898193359375,19,42,307.76898193359375,STANDARD,1726.441162109375,0,1.0,25,R_A6,2018-01-01
0.0,17,307.9299011230469,20,42,307.9299011230469,STANDARD,1728.1392822265625,0,1.0,26,R_A6,2018-01-01
0.0,17,308.3966369628906,21,42,308.3966369628906,STANDARD,1729.8372802734375,0,1.0,27,R_A6,2018-01-01
0.0,17,308.5575866699219,22,42,308.5575866699219,STANDARD,1731.535400390625,0,1.0,28,R_A6,2018-01-01
0.0,17,308.4127197265625,23,42,308.4127197265625,STANDARD,1733.2333984375,0,1.0,29,R_A6,2018-01-01
0.0,22,297.32220458984375,1,30,297.32220458984375,STANDARD,1639.247314453125,0,0.0887003168463707,1,R_A2,2018-03-01
0.0,22,297.44158935546875,2,30,297.44158935546875,STANDARD,1641.0283203125,0,0.05544264242053032,2,R_A2,2018-03-01
0.0,22,297.5609436035156,3,30,297.5609436035156,STANDARD,1642.8092041015625,0,0.05980641767382622,3,R_A2,2018-03-01
0.0,22,297.68035888671875,4,30,297.68035888671875,STANDARD,1644.590087890625,0,0.06595016270875931,4,R_A2,2018-03-01
0.0,22,297.7997741699219,5,30,297.7997741699219,STANDARD,1646.37109375,0,0.06787113845348358,5,R_A2,2018-03-01
0.0,22,297.98944091796875,6,30,297.98944091796875,STANDARD,1648.152099609375,0,0.31018951535224915,6,R_A2,2018-03-01
0.0,22,298.3290710449219,7,30,298.3290710449219,STANDARD,1649.9329833984375,0,0.8730971813201904,7,R_A2,2018-03-01
0.0,22,298.84967041015625,8,30,298.84967041015625,STANDARD,1651.7139892578125,0,0.8508126139640808,8,R_A2,2018-03-01
0.0,22,299.0897521972656,9,30,299.0897521972656,STANDARD,1653.494873046875,0,0.21899209916591644,9,R_A2,2018-03-01
0.0,22,299.24139404296875,10,30,299.24139404296875,STANDARD,1655.27587890625,0,0.6483248472213745,10,R_A2,2018-03-01
0.0,22,299.3847351074219,11,30,299.3847351074219,STANDARD,1657.207763671875,0,0.07158301025629044,11,R_A2,2018-03-01
0.0,22,299.5107421875,12,30,299.5107421875,STANDARD,1659.2906494140625,0,0.0729517787694931,12,R_A2,2018-03-01
0.0,22,299.7097473144531,13,30,299.7097473144531,STANDARD,1661.37353515625,0,0.44413280487060547,13,R_A2,2018-03-01
0.0,22,299.85015869140625,14,30,299.85015869140625,STANDARD,1663.4564208984375,0,0.4790363013744354,14,R_A2,2018-03-01
0.0,22,299.9967346191406,15,30,299.9967346191406,STANDARD,1665.539306640625,0,0.9302763938903809,15,R_A2,2018-03-01
0.0,22,300.1427917480469,16,30,300.1427917480469,STANDARD,1667.6220703125,0,0.9585782289505005,16,R_A2,2018-03-01
0.0,22,300.28759765625,17,30,300.28759765625,STANDARD,1669.705078125,0,0.9062114357948303,17,R_A2,2018-03-01
0.0,22,300.748046875,18,29,300.748046875,STANDARD,1674.9927978515625,0,0.9797549247741699,17,R_A2,2018-03-01
0.0,22,300.8574523925781,19,29,300.8574523925781,STANDARD,1676.62353515625,0,0.9986680150032043,18,R_A2,2018-03-01
-7.914698729033758e-15,22,303.0527648925781,20,29,303.0527648925781,STANDARD,1678.0721435546875,0,1.0,25,R_A2,2018-03-01
-1.0312568534580693e-14,22,303.4955139160156,21,29,303.4955139160156,STANDARD,1679.767822265625,0,1.0,26,R_A2,2018-03-01
-6.9317000530861976e-15,22,303.5286560058594,22,29,303.5286560058594,STANDARD,1681.4635009765625,0,1.0,27,R_A2,2018-03-01
-6.675580583242547e-15,22,303.3466491699219,23,29,303.3466491699219,STANDARD,1683.1591796875,0,1.0,28,R_A2,2018-03-01
-7.534253033741542e-15,22,302.81024169921875,24,29,302.81024169921875,STANDARD,1684.8548583984375,0,1.0,29,R_A2,2018-03-01
-1.883448730316494e-17,31,279.5677795410156,1,20,279.5677795410156,STANDARD,1686.3038330078125,0,1.0,1,R_A5,2018-04-28
-3.844280279315627e-19,31,279.7926330566406,2,20,279.7926330566406,STANDARD,1688.6759033203125,0,1.0,2,R_A5,2018-04-28
-2.203898251465353e-18,31,280.018310546875,3,20,280.018310546875,STANDARD,1691.048095703125,0,1.0,3,R_A5,2018-04-28
-6.415132139763716e-16,31,280.24432373046875,4,20,280.24432373046875,STANDARD,1693.420166015625,0,1.0,4,R_A5,2018-04-28
-7.923419356742215e-16,31,280.4696350097656,5,20,280.4696350097656,STANDARD,1695.7923583984375,0,1.0,5,R_A5,2018-04-28
-4.895485152171353e-16,31,280.6944274902344,6,20,280.6944274902344,STANDARD,1698.16455078125,0,1.0,6,R_A5,2018-04-28
-3.7922277162228315e-18,31,281.2305908203125,7,20,281.2305908203125,STANDARD,1700.5367431640625,0,1.0,7,R_A5,2018-04-28
-6.29338803292967e-10,31,278.79150390625,8,21,278.79150390625,STANDARD,1699.2178955078125,0,1.0,11,R_A5,2018-04-28
-3.6277198692952206e-13,31,279.4319152832031,9,21,279.4319152832031,STANDARD,1701.133544921875,0,1.0,12,R_A5,2018-04-28
-8.49198489305536e-12,31,279.39202880859375,10,21,279.39202880859375,STANDARD,1703.0491943359375,0,1.0,13,R_A5,2018-04-28
-2.906291353410584e-11,31,279.57550048828125,11,21,279.57550048828125,STANDARD,1704.96484375,0,1.0,14,R_A5,2018-04-28
-9.828053301741413e-12,31,279.75958251953125,12,21,279.75958251953125,STANDARD,1706.8804931640625,0,1.0,15,R_A5,2018-04-28
-1.5966160685221276e-11,31,279.96044921875,13,21,279.96044921875,STANDARD,1708.796142578125,0,1.0,16,R_A5,2018-04-28
-1.1451083137270501e-12,31,280.30548095703125,14,21,280.30548095703125,STANDARD,1710.7117919921875,0,1.0,17,R_A5,2018-04-28
-2.649696000806001e-12,31,280.4879455566406,15,21,280.4879455566406,STANDARD,1712.4923095703125,0,1.0,18,R_A5,2018-04-28
-3.475699112201469e-12,31,280.5915832519531,16,21,280.5915832519531,STANDARD,1713.5667724609375,0,1.0,19,R_A5,2018-04-28
-4.5935036330213563e-10,31,285.3544921875,17,21,285.3544921875,STANDARD,1715.0086669921875,0,1.0,25,R_A5,2018-04-28
-3.807270887445924e-10,31,285.5850830078125,18,21,285.5850830078125,STANDARD,1717.3890380859375,0,1.0,26,R_A5,2018-04-28
-1.0818803757677416e-16,31,286.0548095703125,19,21,286.0548095703125,STANDARD,1719.7694091796875,0,1.0,27,R_A5,2018-04-28
6.554195362065967e-17,31,297.01605224609375,20,21,297.01605224609375,STANDARD,1722.149658203125,0,1.0,28,R_A5,2018-04-28
2.804038382669827e-17,31,304.5513000488281,21,21,304.5513000488281,STANDARD,1724.530029296875,0,1.0,29,R_A5,2018-04-28
0.0,28,279.4934997558594,1,41,279.4934997558594,STANDARD,1606.623291015625,0,0.7509246468544006,1,R_A3,2018-07-03
0.0,29,279.13568115234375,2,41,279.13568115234375,STANDARD,1601.90087890625,0,0.6493719220161438,1,R_A3,2018-07-03
0.0,29,279.26666259765625,3,41,279.26666259765625,STANDARD,1603.9205322265625,0,0.18586423993110657,2,R_A3,2018-07-03
0.0,29,279.40118408203125,4,41,279.40118408203125,STANDARD,1605.940185546875,0,0.1693914532661438,3,R_A3,2018-07-03
0.0,29,279.5357360839844,5,41,279.5357360839844,STANDARD,1607.9598388671875,0,0.18093591928482056,4,R_A3,2018-07-03
0.0,29,279.6704406738281,6,41,279.6704406738281,STANDARD,1609.9794921875,0,0.23807884752750397,5,R_A3,2018-07-03
0.0,29,279.805419921875,7,41,279.805419921875,STANDARD,1611.9991455078125,0,0.23097093403339386,6,R_A3,2018-07-03
0.0,29,279.94061279296875,8,41,279.94061279296875,STANDARD,1614.018798828125,0,0.2010018676519394,7,R_A3,2018-07-03
0.0,29,280.0755615234375,9,41,280.0755615234375,STANDARD,1616.0384521484375,0,0.20189978182315826,8,R_A3,2018-07-03
0.0,29,280.3106689453125,10,41,280.3106689453125,STANDARD,1618.05810546875,0,0.800104022026062,9,R_A3,2018-07-03
0.0,29,282.57415771484375,11,41,282.57415771484375,STANDARD,1620.0777587890625,0,0.8052064180374146,10,R_A3,2018-07-03
0.0,29,295.680908203125,12,41,295.680908203125,STANDARD,1622.244873046875,0,0.048775967210531235,11,R_A3,2018-07-03
0.0,29,295.8359069824219,13,41,295.8359069824219,STANDARD,1624.5594482421875,0,0.05494726076722145,12,R_A3,2018-07-03
0.0,29,295.9910888671875,14,41,295.9910888671875,STANDARD,1626.8740234375,0,0.3745970129966736,13,R_A3,2018-07-03
0.0,29,296.0669860839844,15,41,296.0669860839844,STANDARD,1629.188720703125,0,0.35748791694641113,14,R_A3,2018-07-03
0.0,29,296.31842041015625,16,41,296.31842041015625,STANDARD,1631.5032958984375,0,0.7987289428710938,15,R_A3,2018-07-03
0.0,29,296.4268493652344,17,41,296.4268493652344,STANDARD,1633.1243896484375,0,0.8038522005081177,16,R_A3,2018-07-03
-4.839295186798154e-08,29,287.48712158203125,18,41,287.48712158203125,STANDARD,1635.30078125,0,0.9999992251396179,25,R_A3,2018-07-03
0.0,29,284.3228759765625,19,41,284.3228759765625,STANDARD,1638.726318359375,0,0.04503596946597099,26,R_A3,2018-07-03
0.0,29,284.5516052246094,20,41,284.5516052246094,STANDARD,1642.15185546875,0,0.049828726798295975,27,R_A3,2018-07-03
0.0,29,284.7519226074219,21,41,284.7519226074219,STANDARD,1645.5772705078125,0,0.6496464014053345,28,R_A3,2018-07-03
0.0,29,284.878173828125,22,41,284.878173828125,STANDARD,1649.0028076171875,0,0.20987564325332642,29,R_A3,2018-07-03
0.0,30,276.4253234863281,1,52,276.4253234863281,STANDARD,1629.360107421875,0,0.049734629690647125,1,R_A4,2018-09-12
0.0,31,276.3411865234375,2,52,276.3411865234375,STANDARD,1626.490478515625,0,0.04895377159118652,1,R_A4,2018-09-12
0.0,31,276.4772033691406,3,52,276.4772033691406,STANDARD,1628.5316162109375,0,0.0503765307366848,2,R_A4,2018-09-12
0.0,31,276.61322021484375,4,52,276.61322021484375,STANDARD,1630.57275390625,0,0.05216142162680626,3,R_A4,2018-09-12
0.0,31,276.7492370605469,5,52,276.7492370605469,STANDARD,1632.61376953125,0,0.05631597712635994,4,R_A4,2018-09-12
0.0,32,277.0289001464844,6,52,277.0289001464844,STANDARD,1635.10498046875,0,0.056919995695352554,4,R_A4,2018-09-12
0.0,32,277.15380859375,7,52,277.15380859375,STANDARD,1636.978271484375,0,0.05937977507710457,5,R_A4,2018-09-12
0.0,32,277.0196228027344,8,51,277.0196228027344,STANDARD,1636.56982421875,0,0.05862482264637947,5,R_A4,2018-09-12
0.0,32,276.89910888671875,9,51,276.89910888671875,STANDARD,1634.7611083984375,0,0.055897634476423264,4,R_A4,2018-09-12
0.0,33,277.2372741699219,10,51,277.2372741699219,STANDARD,1638.0694580078125,0,0.061633553355932236,4,R_A4,2018-09-12
0.0,33,277.1125183105469,11,51,277.1125183105469,STANDARD,1636.1981201171875,0,0.059009816497564316,3,R_A4,2018-09-12
0.0,33,277.3934631347656,12,50,277.3934631347656,STANDARD,1641.781982421875,0,0.0635756179690361,4,R_A4,2018-09-12
0.0,34,277.4132995605469,13,50,277.4132995605469,STANDARD,1640.302734375,0,0.06101242080330849,4,R_A4,2018-09-12
0.0,35,277.7125549316406,14,50,277.7125549316406,STANDARD,1642.6072998046875,0,0.0631219819188118,4,R_A4,2018-09-12
0.0,35,277.5926208496094,15,50,277.5926208496094,STANDARD,1640.809814453125,0,0.10295072197914124,3,R_A4,2018-09-12
0.0,35,277.3173522949219,16,49,277.3173522949219,STANDARD,1641.3121337890625,0,0.08392462879419327,28,R_A4,2018-09-12
0.0,36,277.8425598144531,17,49,277.8425598144531,STANDARD,1645.9915771484375,0,0.27277103066444397,28,R_A4,2018-09-12
0.0,36,277.5533142089844,18,48,277.5533142089844,STANDARD,1643.965576171875,0,0.05994853004813194,28,R_A4,2018-09-12
0.0,37,278.0513610839844,19,48,278.0513610839844,STANDARD,1648.938720703125,0,0.08180549740791321,28,R_A4,2018-09-12
0.0,38,278.4882507324219,20,48,278.4882507324219,STANDARD,1653.78857421875,0,0.1300891488790512,28,R_A4,2018-09-12
0.0,38,278.7493896484375,21,47,278.7493896484375,STANDARD,1658.859619140625,0,0.07440242171287537,28,R_A4,2018-09-12
-3.1552811578794415e-12,17,272.0010681152344,1,42,272.0010681152344,STANDARD,1694.361572265625,0,1.0,1,R_A6,2018-11-07
-1.634311826495538e-12,17,272.144287109375,2,42,272.144287109375,STANDARD,1695.888671875,0,1.0,2,R_A6,2018-11-07
-1.244815014955769e-12,17,272.2857666015625,3,42,272.2857666015625,STANDARD,1697.4158935546875,0,1.0,3,R_A6,2018-11-07
-1.0625592202981315e-12,17,272.423583984375,4,42,272.423583984375,STANDARD,1698.943115234375,0,1.0,4,R_A6,2018-11-07
-1.3846240777201646e-12,17,272.5589904785156,5,42,272.5589904785156,STANDARD,1700.47021484375,0,1.0,5,R_A6,2018-11-07
-6.062955693053595e-11,17,272.69757080078125,6,42,272.69757080078125,STANDARD,1701.997314453125,0,1.0,6,R_A6,2018-11-07
-1.3844947410746045e-10,17,272.54376220703125,7,42,272.54376220703125,STANDARD,1703.5244140625,0,1.0,7,R_A6,2018-11-07
-1.1960717138936872e-10,17,272.68878173828125,8,42,272.68878173828125,STANDARD,1705.051513671875,0,1.0,8,R_A6,2018-11-07
-9.372378741157039e-12,17,273.1761474609375,9,42,273.1761474609375,STANDARD,1706.5787353515625,0,1.0,9,R_A6,2018-11-07
-2.362392781396494e-10,17,273.16571044921875,10,42,273.16571044921875,STANDARD,1708.1058349609375,0,1.0,10,R_A6,2018-11-07
-1.8371474341805083e-09,17,276.802978515625,11,42,276.802978515625,STANDARD,1710.0184326171875,0,0.9999999403953552,11,R_A6,2018-11-07
-4.3039768971020465e-10,17,277.01806640625,12,42,277.01806640625,STANDARD,1712.316650390625,0,1.0,12,R_A6,2018-11-07
-4.434187739210671e-11,17,277.2687072753906,13,42,277.2687072753906,STANDARD,1714.61474609375,0,1.0,13,R_A6,2018-11-07
-3.218703428786718e-11,17,277.486328125,14,42,277.486328125,STANDARD,1716.912841796875,0,1.0,14,R_A6,2018-11-07
-2.002468720355144e-12,17,277.8495788574219,15,42,277.8495788574219,STANDARD,1719.2110595703125,0,1.0,15,R_A6,2018-11-07
