ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,236504008.4,36289731.46,26170392.76,16459366.25
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,185145546.11,33472480.89,25882531.09,16278321.17
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,116448254.51,23770662.57,19281212.7,12126548.66
LowerReek,2,0.0,0.0,0.0,0.0
