PRESSURE,SWAT,DEPTH,DATE,CONIPOS,WELL,CONKPOS,WELLMODEL,CONIDX,CONBPRES,SGAS,CONJPOS,DRAWDOWN
303.8947448730469,1.0,1685.5611572265625,2018-01-01,31,R_A5,1,STANDARD,1,303.8947448730469,0.0,20,0
304.09515380859375,1.0,1687.6759033203125,2018-01-01,31,R_A5,2,STANDARD,2,304.09515380859375,0.0,20,0
304.2955322265625,1.0,1689.79052734375,2018-01-01,31,R_A5,3,STANDARD,3,304.2955322265625,0.0,20,0
304.4959411621094,1.0,1691.9052734375,2018-01-01,31,R_A5,4,STANDARD,4,304.4959411621094,0.0,20,0
304.69635009765625,1.0,1694.02001953125,2018-01-01,31,R_A5,5,STANDARD,5,304.69635009765625,0.0,20,0
304.8967590332031,1.0,1696.134765625,2018-01-01,31,R_A5,6,STANDARD,6,304.8967590332031,0.0,20,0
305.4029541015625,1.0,1698.24951171875,2018-01-01,31,R_A5,7,STANDARD,7,305.4029541015625,0.0,20,0
305.6033630371094,1.0,1700.3642578125,2018-01-01,31,R_A5,8,STANDARD,8,305.6033630371094,0.0,20,0
305.319580078125,1.0,1700.59521484375,2018-01-01,31,R_A5,11,STANDARD,9,305.319580078125,0.0,21,0
305.5084228515625,1.0,1702.587890625,2018-01-01,31,R_A5,12,STANDARD,10,305.5084228515625,0.0,21,0
305.709228515625,1.0,1704.58056640625,2018-01-01,31,R_A5,13,STANDARD,11,305.709228515625,0.0,21,0
305.8981018066406,1.0,1706.5733642578125,2018-01-01,31,R_A5,14,STANDARD,12,305.8981018066406,0.0,21,0
306.0869445800781,1.0,1708.5660400390625,2018-01-01,31,R_A5,15,STANDARD,13,306.0869445800781,0.0,21,0
306.4208068847656,1.0,1710.5587158203125,2018-01-01,31,R_A5,16,STANDARD,14,306.4208068847656,0.0,21,0
306.6096496582031,1.0,1712.5513916015625,2018-01-01,31,R_A5,17,STANDARD,15,306.6096496582031,0.0,21,0
306.7441101074219,1.0,1713.969970703125,2018-01-01,31,R_A5,18,STANDARD,16,306.7441101074219,0.0,21,0
306.7987976074219,1.0,1714.547119140625,2018-01-01,31,R_A5,19,STANDARD,17,306.7987976074219,0.0,21,0
306.7623291015625,1.0,1715.8199462890625,2018-01-01,31,R_A5,25,STANDARD,18,306.7623291015625,0.0,21,0
307.280029296875,1.0,1718.0560302734375,2018-01-01,31,R_A5,26,STANDARD,19,307.280029296875,0.0,21,0
307.491943359375,1.0,1720.2919921875,2018-01-01,31,R_A5,27,STANDARD,20,307.491943359375,0.0,21,0
307.7038879394531,1.0,1722.5279541015625,2018-01-01,31,R_A5,28,STANDARD,21,307.7038879394531,0.0,21,0
307.9158020019531,1.0,1724.7640380859375,2018-01-01,31,R_A5,29,STANDARD,22,307.9158020019531,0.0,21,0
305.02239990234375,1.0,1694.23388671875,2018-01-01,17,R_A6,1,STANDARD,1,305.02239990234375,0.0,42,0
305.16796875,1.0,1695.77001953125,2018-01-01,17,R_A6,2,STANDARD,2,305.16796875,0.0,42,0
305.31353759765625,1.0,1697.3060302734375,2018-01-01,17,R_A6,3,STANDARD,3,305.31353759765625,0.0,42,0
305.4591064453125,1.0,1698.842041015625,2018-01-01,17,R_A6,4,STANDARD,4,305.4591064453125,0.0,42,0
305.60467529296875,1.0,1700.378173828125,2018-01-01,17,R_A6,5,STANDARD,5,305.60467529296875,0.0,42,0
305.750244140625,1.0,1701.9141845703125,2018-01-01,17,R_A6,6,STANDARD,6,305.750244140625,0.0,42,0
305.5967712402344,1.0,1703.4503173828125,2018-01-01,17,R_A6,7,STANDARD,7,305.5967712402344,0.0,42,0
305.7423400878906,1.0,1704.986328125,2018-01-01,17,R_A6,8,STANDARD,8,305.7423400878906,0.0,42,0
306.18695068359375,1.0,1706.5224609375,2018-01-01,17,R_A6,9,STANDARD,9,306.18695068359375,0.0,42,0
306.3325500488281,1.0,1708.0584716796875,2018-01-01,17,R_A6,10,STANDARD,10,306.3325500488281,0.0,42,0
306.2063903808594,1.0,1709.9525146484375,2018-01-01,17,R_A6,11,STANDARD,11,306.2063903808594,0.0,42,0
306.4198303222656,1.0,1712.2047119140625,2018-01-01,17,R_A6,12,STANDARD,12,306.4198303222656,0.0,42,0
306.6452331542969,1.0,1714.4569091796875,2018-01-01,17,R_A6,13,STANDARD,13,306.6452331542969,0.0,42,0
306.8586730957031,1.0,1716.7091064453125,2018-01-01,17,R_A6,14,STANDARD,14,306.8586730957031,0.0,42,0
307.0721435546875,1.0,1718.9613037109375,2018-01-01,17,R_A6,15,STANDARD,15,307.0721435546875,0.0,42,0
307.43060302734375,1.0,1721.2135009765625,2018-01-01,17,R_A6,16,STANDARD,16,307.43060302734375,0.0,42,0
307.6440734863281,1.0,1723.4656982421875,2018-01-01,17,R_A6,17,STANDARD,17,307.6440734863281,0.0,42,0
307.80126953125,1.0,1725.12451171875,2018-01-01,17,R_A6,18,STANDARD,18,307.80126953125,0.0,42,0
307.7757873535156,1.0,1726.5130615234375,2018-01-01,17,R_A6,25,STANDARD,19,307.7757873535156,0.0,42,0
307.9380187988281,1.0,1728.224853515625,2018-01-01,17,R_A6,26,STANDARD,20,307.9380187988281,0.0,42,0
308.40606689453125,1.0,1729.9366455078125,2018-01-01,17,R_A6,27,STANDARD,21,308.40606689453125,0.0,42,0
308.56829833984375,1.0,1731.6485595703125,2018-01-01,17,R_A6,28,STANDARD,22,308.56829833984375,0.0,42,0
308.4247741699219,1.0,1733.3603515625,2018-01-01,17,R_A6,29,STANDARD,23,308.4247741699219,0.0,42,0
298.3499755859375,0.05231062322854996,1640.932861328125,2018-03-01,22,R_A2,1,STANDARD,1,298.3499755859375,0.0,30,0
298.4681091308594,0.054792147129774094,1642.695556640625,2018-03-01,22,R_A2,2,STANDARD,2,298.4681091308594,0.0,30,0
298.5862731933594,0.058614734560251236,1644.458251953125,2018-03-01,22,R_A2,3,STANDARD,3,298.5862731933594,0.0,30,0
298.7044372558594,0.06263580918312073,1646.2210693359375,2018-03-01,22,R_A2,4,STANDARD,4,298.7044372558594,0.0,30,0
298.8226318359375,0.06640496104955673,1647.98388671875,2018-03-01,22,R_A2,5,STANDARD,5,298.8226318359375,0.0,30,0
299.0189208984375,0.3059229850769043,1649.74658203125,2018-03-01,22,R_A2,6,STANDARD,6,299.0189208984375,0.0,30,0
299.2799072265625,0.8770819902420044,1651.50927734375,2018-03-01,22,R_A2,7,STANDARD,7,299.2799072265625,0.0,30,0
299.6739807128906,0.8480251431465149,1653.2720947265625,2018-03-01,22,R_A2,8,STANDARD,8,299.6739807128906,0.0,30,0
299.8439636230469,0.6487404704093933,1655.034912109375,2018-03-01,22,R_A2,9,STANDARD,9,299.8439636230469,0.0,30,0
300.0249938964844,0.6484181880950928,1656.797607421875,2018-03-01,22,R_A2,10,STANDARD,10,300.0249938964844,0.0,30,0
300.13720703125,0.06948447972536087,1658.68212890625,2018-03-01,22,R_A2,11,STANDARD,11,300.13720703125,0.0,30,0
300.2943420410156,0.07647750526666641,1660.6884765625,2018-03-01,22,R_A2,12,STANDARD,12,300.2943420410156,0.0,30,0
300.4962158203125,0.420380175113678,1662.69482421875,2018-03-01,22,R_A2,13,STANDARD,13,300.4962158203125,0.0,30,0
300.6314697265625,0.4687710106372833,1664.701171875,2018-03-01,22,R_A2,14,STANDARD,14,300.6314697265625,0.0,30,0
300.76776123046875,0.8931235671043396,1666.70751953125,2018-03-01,22,R_A2,15,STANDARD,15,300.76776123046875,0.0,30,0
300.9036560058594,0.9244914650917053,1668.7138671875,2018-03-01,22,R_A2,16,STANDARD,16,300.9036560058594,0.0,30,0
301.0396728515625,0.8746312260627747,1670.7203369140625,2018-03-01,22,R_A2,17,STANDARD,17,301.0396728515625,0.0,30,0
301.1036071777344,0.8875411748886108,1672.8460693359375,2018-03-01,22,R_A2,17,STANDARD,18,301.1036071777344,0.0,29,0
301.233154296875,0.9551436305046082,1674.779052734375,2018-03-01,22,R_A2,18,STANDARD,19,301.233154296875,0.0,29,0
301.3026428222656,0.9577010869979858,1675.8154296875,2018-03-01,22,R_A2,19,STANDARD,20,301.3026428222656,0.0,29,0
302.18682861328125,0.6482241749763489,1676.8470458984375,2018-03-01,22,R_A2,25,STANDARD,21,302.18682861328125,0.0,29,0
302.893798828125,0.7943325638771057,1678.6302490234375,2018-03-01,22,R_A2,26,STANDARD,22,302.893798828125,0.0,29,0
303.1220703125,1.0,1680.4134521484375,2018-03-01,22,R_A2,27,STANDARD,23,303.1220703125,-2.2241969821912982e-13,29,0
303.36224365234375,1.0,1682.1966552734375,2018-03-01,22,R_A2,28,STANDARD,24,303.36224365234375,-1.2402594142674195e-12,29,0
302.8982238769531,1.0,1683.9798583984375,2018-03-01,22,R_A2,29,STANDARD,25,302.8982238769531,-1.8801451506789135e-09,29,0
285.1092834472656,0.9999998807907104,1685.5611572265625,2018-04-28,31,R_A5,1,STANDARD,1,285.1092834472656,-5.8055280582891555e-09,20,0
285.3095703125,0.9999998807907104,1687.6759033203125,2018-04-28,31,R_A5,2,STANDARD,2,285.3095703125,-7.192875184358627e-09,20,0
285.5098876953125,0.9999998211860657,1689.79052734375,2018-04-28,31,R_A5,3,STANDARD,3,285.5098876953125,-9.0172935784949e-09,20,0
285.7101135253906,0.9999998211860657,1691.9052734375,2018-04-28,31,R_A5,4,STANDARD,4,285.7101135253906,-9.344269358280144e-09,20,0
285.9101867675781,0.9999998807907104,1694.02001953125,2018-04-28,31,R_A5,5,STANDARD,5,285.9101867675781,-7.794303868990937e-09,20,0
286.1102294921875,0.9999998807907104,1696.134765625,2018-04-28,31,R_A5,6,STANDARD,6,286.1102294921875,-6.854613321394254e-09,20,0
286.62445068359375,1.0,1698.24951171875,2018-04-28,31,R_A5,7,STANDARD,7,286.62445068359375,-5.3622960238808304e-11,20,0
286.8468322753906,1.0,1700.3642578125,2018-04-28,31,R_A5,8,STANDARD,8,286.8468322753906,-1.644379944709673e-11,20,0
280.46795654296875,1.0,1700.59521484375,2018-04-28,31,R_A5,11,STANDARD,9,280.46795654296875,-1.1815247565050147e-11,21,0
280.69378662109375,1.0,1702.587890625,2018-04-28,31,R_A5,12,STANDARD,10,280.69378662109375,-7.65940522812203e-12,21,0
280.8951721191406,1.0,1704.58056640625,2018-04-28,31,R_A5,13,STANDARD,11,280.8951721191406,-5.502401377414923e-13,21,0
281.084716796875,1.0,1706.5733642578125,2018-04-28,31,R_A5,14,STANDARD,12,281.084716796875,-7.057332149229545e-13,21,0
281.275146484375,1.0,1708.5660400390625,2018-04-28,31,R_A5,15,STANDARD,13,281.275146484375,-1.612379527853383e-13,21,0
281.6175842285156,1.0,1710.5587158203125,2018-04-28,31,R_A5,16,STANDARD,14,281.6175842285156,-3.834884748079789e-14,21,0
281.8177490234375,1.0,1712.5513916015625,2018-04-28,31,R_A5,17,STANDARD,15,281.8177490234375,-4.9234206799366256e-14,21,0
281.956298828125,1.0,1713.969970703125,2018-04-28,31,R_A5,18,STANDARD,16,281.956298828125,-5.26466653746286e-14,21,0
282.0120544433594,1.0,1714.547119140625,2018-04-28,31,R_A5,19,STANDARD,17,282.0120544433594,0.0,21,0
286.9653015136719,1.0,1715.8199462890625,2018-04-28,31,R_A5,25,STANDARD,18,286.9653015136719,-1.2868306680652308e-12,21,0
287.4796447753906,1.0,1718.0560302734375,2018-04-28,31,R_A5,26,STANDARD,19,287.4796447753906,-8.920705970791309e-13,21,0
297.5279846191406,1.0,1720.2919921875,2018-04-28,31,R_A5,27,STANDARD,20,297.5279846191406,-3.7614492562079225e-19,21,0
304.3878173828125,1.0,1722.5279541015625,2018-04-28,31,R_A5,28,STANDARD,21,304.3878173828125,-2.957570063016572e-20,21,0
307.04766845703125,1.0,1724.7640380859375,2018-04-28,31,R_A5,29,STANDARD,22,307.04766845703125,-3.5035774046889424e-22,21,0
276.11334228515625,0.6503700613975525,1608.127197265625,2018-07-03,28,R_A3,1,STANDARD,1,276.11334228515625,0.0,41,0
276.2417297363281,0.19357560575008392,1610.0853271484375,2018-07-03,28,R_A3,2,STANDARD,2,276.2417297363281,0.0,41,0
275.7493591308594,0.1840686798095703,1602.5106201171875,2018-07-03,29,R_A3,2,STANDARD,3,275.7493591308594,0.0,41,0
275.890380859375,0.16228289902210236,1604.6304931640625,2018-07-03,29,R_A3,3,STANDARD,4,275.890380859375,0.0,41,0
276.0316162109375,0.2356412559747696,1606.7503662109375,2018-07-03,29,R_A3,4,STANDARD,5,276.0316162109375,0.0,41,0
276.2658386230469,0.8031297326087952,1608.8702392578125,2018-07-03,29,R_A3,5,STANDARD,6,276.2658386230469,0.0,41,0
276.382080078125,0.6497282981872559,1610.990234375,2018-07-03,29,R_A3,6,STANDARD,7,276.382080078125,0.0,41,0
276.560791015625,0.19266559183597565,1613.110107421875,2018-07-03,29,R_A3,7,STANDARD,8,276.560791015625,0.0,41,0
276.7027282714844,0.2408137321472168,1615.22998046875,2018-07-03,29,R_A3,8,STANDARD,9,276.7027282714844,0.0,41,0
276.9648742675781,0.7966264486312866,1617.349853515625,2018-07-03,29,R_A3,9,STANDARD,10,276.9648742675781,0.0,41,0
279.85797119140625,0.7980036735534668,1619.4697265625,2018-07-03,29,R_A3,10,STANDARD,11,279.85797119140625,0.0,41,0
294.21722412109375,0.04812263697385788,1621.63720703125,2018-07-03,29,R_A3,11,STANDARD,12,294.21722412109375,0.0,41,0
294.3655090332031,0.05218606814742088,1623.8521728515625,2018-07-03,29,R_A3,12,STANDARD,13,294.3655090332031,0.0,41,0
294.51416015625,0.3574488162994385,1626.067138671875,2018-07-03,29,R_A3,13,STANDARD,14,294.51416015625,0.0,41,0
294.69366455078125,0.2482367753982544,1628.2822265625,2018-07-03,29,R_A3,14,STANDARD,15,294.69366455078125,0.0,41,0
295.0625305175781,0.4992726445198059,1630.4971923828125,2018-07-03,29,R_A3,15,STANDARD,16,295.0625305175781,0.0,41,0
295.19952392578125,0.8020606637001038,1632.489013671875,2018-07-03,29,R_A3,16,STANDARD,17,295.19952392578125,0.0,41,0
290.5879211425781,0.648776113986969,1635.14453125,2018-07-03,29,R_A3,25,STANDARD,18,290.5879211425781,0.0,41,0
285.7652587890625,0.044743359088897705,1638.6434326171875,2018-07-03,29,R_A3,26,STANDARD,19,285.7652587890625,0.0,41,0
285.9991760253906,0.05020776763558388,1642.142333984375,2018-07-03,29,R_A3,27,STANDARD,20,285.9991760253906,0.0,41,0
292.4339904785156,0.7853503227233887,1645.6412353515625,2018-07-03,29,R_A3,28,STANDARD,21,292.4339904785156,0.0,41,0
286.0472106933594,0.10058420896530151,1649.14013671875,2018-07-03,29,R_A3,29,STANDARD,22,286.0472106933594,0.0,41,0
281.2455139160156,0.08680418878793716,1632.07080078125,2018-09-12,30,R_A4,1,STANDARD,1,281.2455139160156,0.0,52,0
280.9823303222656,0.08656741678714752,1627.4490966796875,2018-09-12,31,R_A4,1,STANDARD,2,280.9823303222656,0.0,52,0
281.11810302734375,0.049019649624824524,1629.4842529296875,2018-09-12,31,R_A4,2,STANDARD,3,281.11810302734375,0.0,52,0
281.25384521484375,0.051726777106523514,1631.51953125,2018-09-12,31,R_A4,3,STANDARD,4,281.25384521484375,0.0,52,0
281.3896179199219,0.05461718514561653,1633.5546875,2018-09-12,31,R_A4,4,STANDARD,5,281.3896179199219,0.0,52,0
281.32623291015625,0.052572399377822876,1632.1199951171875,2018-09-12,32,R_A4,4,STANDARD,6,281.32623291015625,0.0,52,0
281.5361022949219,0.05626670643687248,1636.065673828125,2018-09-12,32,R_A4,4,STANDARD,7,281.5361022949219,0.0,51,0
281.5910949707031,0.05719250440597534,1636.7666015625,2018-09-12,33,R_A4,4,STANDARD,8,281.5910949707031,0.0,51,0
281.94317626953125,0.06175113096833229,1642.5535888671875,2018-09-12,33,R_A4,4,STANDARD,9,281.94317626953125,0.0,50,0
281.7598876953125,0.060054488480091095,1640.005859375,2018-09-12,34,R_A4,4,STANDARD,10,281.7598876953125,0.0,50,0
281.6882019042969,0.059362947940826416,1639.5909423828125,2018-09-12,35,R_A4,4,STANDARD,11,281.6882019042969,0.0,50,0
281.5699768066406,0.2172318994998932,1637.8133544921875,2018-09-12,35,R_A4,3,STANDARD,12,281.5699768066406,0.0,50,0
281.8906555175781,0.2269791066646576,1643.47412109375,2018-09-12,35,R_A4,3,STANDARD,13,281.8906555175781,0.0,49,0
277.776123046875,0.08634257316589355,1642.410400390625,2018-09-12,36,R_A4,28,STANDARD,14,277.776123046875,0.0,49,0
277.4170227050781,0.057758163660764694,1642.7264404296875,2018-09-12,36,R_A4,28,STANDARD,15,277.4170227050781,0.0,48,0
278.1133728027344,0.173020139336586,1647.6693115234375,2018-09-12,37,R_A4,28,STANDARD,16,278.1133728027344,0.0,48,0
278.8110046386719,0.24692793190479279,1651.142333984375,2018-09-12,38,R_A4,28,STANDARD,17,278.8110046386719,0.0,48,0
284.10223388671875,1.0,1659.0625,2018-09-12,38,R_A4,28,STANDARD,18,284.10223388671875,-1.4538344486614285e-11,47,0
278.1412658691406,1.0,1694.23388671875,2018-11-07,17,R_A6,1,STANDARD,1,278.1412658691406,-1.339056903554292e-12,42,0
278.2841491699219,1.0,1695.77001953125,2018-11-07,17,R_A6,2,STANDARD,2,278.2841491699219,-6.901044406065759e-13,42,0
278.424072265625,1.0,1697.3060302734375,2018-11-07,17,R_A6,3,STANDARD,3,278.424072265625,-1.0211198206433458e-12,42,0
278.5606689453125,1.0,1698.842041015625,2018-11-07,17,R_A6,4,STANDARD,4,278.5606689453125,-8.968007001071421e-13,42,0
278.6961975097656,1.0,1700.378173828125,2018-11-07,17,R_A6,5,STANDARD,5,278.6961975097656,-6.306274946688006e-13,42,0
278.8352355957031,1.0,1701.9141845703125,2018-11-07,17,R_A6,6,STANDARD,6,278.8352355957031,-3.560691325121823e-11,42,0
278.6799011230469,1.0,1703.4503173828125,2018-11-07,17,R_A6,7,STANDARD,7,278.6799011230469,-7.265978790860217e-11,42,0
278.825439453125,1.0,1704.986328125,2018-11-07,17,R_A6,8,STANDARD,8,278.825439453125,-5.892900056814199e-11,42,0
279.2712707519531,1.0,1706.5224609375,2018-11-07,17,R_A6,9,STANDARD,9,279.2712707519531,-2.8295686106682982e-12,42,0
279.634521484375,1.0,1708.0584716796875,2018-11-07,17,R_A6,10,STANDARD,10,279.634521484375,-4.117583878027187e-12,42,0
283.2904052734375,1.0,1709.9525146484375,2018-11-07,17,R_A6,11,STANDARD,11,283.2904052734375,-8.266891338148952e-11,42,0
283.50360107421875,1.0,1712.2047119140625,2018-11-07,17,R_A6,12,STANDARD,12,283.50360107421875,-7.808931973274369e-11,42,0
283.7288513183594,1.0,1714.4569091796875,2018-11-07,17,R_A6,13,STANDARD,13,283.7288513183594,-7.46802966689053e-12,42,0
283.9421691894531,1.0,1716.7091064453125,2018-11-07,17,R_A6,14,STANDARD,14,283.9421691894531,-5.304988219545503e-12,42,0
284.155517578125,1.0,1718.9613037109375,2018-11-07,17,R_A6,15,STANDARD,15,284.155517578125,-3.804969794102275e-12,42,0
284.51409912109375,1.0,1721.2135009765625,2018-11-07,17,R_A6,16,STANDARD,16,284.51409912109375,-7.540724229933293e-13,42,0
