PRESSURE,SWAT,DEPTH,DATE,CONIPOS,WELL,CONKPOS,WELLMODEL,CONIDX,CONBPRES,SGAS,CONJPOS,DRAWDOWN
300.7943115234375,0.052226051688194275,1640.932861328125,2018-01-01,22,R_A2,1,STANDARD,1,300.7943115234375,0.0,30,0
300.9125061035156,0.054699428379535675,1642.695556640625,2018-01-01,22,R_A2,2,STANDARD,2,300.9125061035156,0.0,30,0
301.03070068359375,0.05851275101304054,1644.458251953125,2018-01-01,22,R_A2,3,STANDARD,3,301.03070068359375,0.0,30,0
301.14892578125,0.06227574497461319,1646.2210693359375,2018-01-01,22,R_A2,4,STANDARD,4,301.14892578125,0.0,30,0
301.2671203613281,0.06589056551456451,1647.98388671875,2018-01-01,22,R_A2,5,STANDARD,5,301.2671203613281,0.0,30,0
301.3853454589844,0.30268508195877075,1649.74658203125,2018-01-01,22,R_A2,6,STANDARD,6,301.3853454589844,0.0,30,0
301.5035705566406,0.8771665692329407,1651.50927734375,2018-01-01,22,R_A2,7,STANDARD,7,301.5035705566406,0.0,30,0
301.6217956542969,0.8590160608291626,1653.2720947265625,2018-01-01,22,R_A2,8,STANDARD,8,301.6217956542969,0.0,30,0
301.7400207519531,0.6481541991233826,1655.034912109375,2018-01-01,22,R_A2,9,STANDARD,9,301.7400207519531,0.0,30,0
301.8582458496094,0.6481541991233826,1656.797607421875,2018-01-01,22,R_A2,10,STANDARD,10,301.8582458496094,0.0,30,0
301.9846496582031,0.06945382058620453,1658.68212890625,2018-01-01,22,R_A2,11,STANDARD,11,301.9846496582031,0.0,30,0
302.1192321777344,0.07615551352500916,1660.6884765625,2018-01-01,22,R_A2,12,STANDARD,12,302.1192321777344,0.0,30,0
302.2538146972656,0.4202398359775543,1662.69482421875,2018-01-01,22,R_A2,13,STANDARD,13,302.2538146972656,0.0,30,0
302.3883972167969,0.46855616569519043,1664.701171875,2018-01-01,22,R_A2,14,STANDARD,14,302.3883972167969,0.0,30,0
302.5229797363281,0.8931808471679688,1666.70751953125,2018-01-01,22,R_A2,15,STANDARD,15,302.5229797363281,0.0,30,0
302.6575927734375,0.9245319366455078,1668.7138671875,2018-01-01,22,R_A2,16,STANDARD,16,302.6575927734375,0.0,30,0
302.79217529296875,0.8746984004974365,1670.7203369140625,2018-01-01,22,R_A2,17,STANDARD,17,302.79217529296875,0.0,30,0
302.9347839355469,0.8876040577888489,1672.8460693359375,2018-01-01,22,R_A2,17,STANDARD,18,302.9347839355469,0.0,29,0
303.0644836425781,0.9551687240600586,1674.779052734375,2018-01-01,22,R_A2,18,STANDARD,19,303.0644836425781,0.0,29,0
303.134033203125,0.9577247500419617,1675.8154296875,2018-01-01,22,R_A2,19,STANDARD,20,303.134033203125,0.0,29,0
303.2032470703125,0.6481541991233826,1676.8470458984375,2018-01-01,22,R_A2,25,STANDARD,21,303.2032470703125,0.0,29,0
303.3228759765625,0.7943570613861084,1678.6302490234375,2018-01-01,22,R_A2,26,STANDARD,22,303.3228759765625,0.0,29,0
303.4425354003906,1.0,1680.4134521484375,2018-01-01,22,R_A2,27,STANDARD,23,303.4425354003906,0.0,29,0
303.8817138671875,1.0,1682.1966552734375,2018-01-01,22,R_A2,28,STANDARD,24,303.8817138671875,0.0,29,0
304.0506896972656,1.0,1683.9798583984375,2018-01-01,22,R_A2,29,STANDARD,25,304.0506896972656,0.0,29,0
298.59515380859375,0.6481541991233826,1608.127197265625,2018-01-01,28,R_A3,1,STANDARD,1,298.59515380859375,0.0,41,0
298.72637939453125,0.1931476891040802,1610.0853271484375,2018-01-01,28,R_A3,2,STANDARD,2,298.72637939453125,0.0,41,0
298.21875,0.18328116834163666,1602.5106201171875,2018-01-01,29,R_A3,2,STANDARD,3,298.21875,0.0,41,0
298.3608093261719,0.16136829555034637,1604.6304931640625,2018-01-01,29,R_A3,3,STANDARD,4,298.3608093261719,0.0,41,0
298.50286865234375,0.23459237813949585,1606.7503662109375,2018-01-01,29,R_A3,4,STANDARD,5,298.50286865234375,0.0,41,0
298.64495849609375,0.8049076795578003,1608.8702392578125,2018-01-01,29,R_A3,5,STANDARD,6,298.64495849609375,0.0,41,0
298.7870178222656,0.6481541991233826,1610.990234375,2018-01-01,29,R_A3,6,STANDARD,7,298.7870178222656,0.0,41,0
298.9291076660156,0.19130167365074158,1613.110107421875,2018-01-01,29,R_A3,7,STANDARD,8,298.9291076660156,0.0,41,0
299.0711975097656,0.23845916986465454,1615.22998046875,2018-01-01,29,R_A3,8,STANDARD,9,299.0711975097656,0.0,41,0
299.2132873535156,0.7983754873275757,1617.349853515625,2018-01-01,29,R_A3,9,STANDARD,10,299.2132873535156,0.0,41,0
299.3553771972656,0.7999802231788635,1619.4697265625,2018-01-01,29,R_A3,10,STANDARD,11,299.3553771972656,0.0,41,0
299.5006408691406,0.04808017984032631,1621.63720703125,2018-01-01,29,R_A3,11,STANDARD,12,299.5006408691406,0.0,41,0
299.6491394042969,0.052143219858407974,1623.8521728515625,2018-01-01,29,R_A3,12,STANDARD,13,299.6491394042969,0.0,41,0
299.7976379394531,0.35730502009391785,1626.067138671875,2018-01-01,29,R_A3,13,STANDARD,14,299.7976379394531,0.0,41,0
299.94610595703125,0.24757035076618195,1628.2822265625,2018-01-01,29,R_A3,14,STANDARD,15,299.94610595703125,0.0,41,0
300.0946044921875,0.4993842542171478,1630.4971923828125,2018-01-01,29,R_A3,15,STANDARD,16,300.0946044921875,0.0,41,0
300.2281494140625,0.8023566603660583,1632.489013671875,2018-01-01,29,R_A3,16,STANDARD,17,300.2281494140625,0.0,41,0
300.40618896484375,0.6481541991233826,1635.14453125,2018-01-01,29,R_A3,25,STANDARD,18,300.40618896484375,0.0,41,0
300.6407775878906,0.04452012479305267,1638.6434326171875,2018-01-01,29,R_A3,26,STANDARD,19,300.6407775878906,0.0,41,0
300.8753967285156,0.04998739808797836,1642.142333984375,2018-01-01,29,R_A3,27,STANDARD,20,300.8753967285156,0.0,41,0
301.11004638671875,0.7858343124389648,1645.6412353515625,2018-01-01,29,R_A3,28,STANDARD,21,301.11004638671875,0.0,41,0
301.34466552734375,0.09631840884685516,1649.14013671875,2018-01-01,29,R_A3,29,STANDARD,22,301.34466552734375,0.0,41,0
300.2001037597656,0.08650688827037811,1632.07080078125,2018-01-01,30,R_A4,1,STANDARD,1,300.2001037597656,0.0,52,0
299.8902587890625,0.086457759141922,1627.4490966796875,2018-01-01,31,R_A4,1,STANDARD,2,299.8902587890625,0.0,52,0
300.0267028808594,0.04894724488258362,1629.4842529296875,2018-01-01,31,R_A4,2,STANDARD,3,300.0267028808594,0.0,52,0
300.16314697265625,0.05165806785225868,1631.51953125,2018-01-01,31,R_A4,3,STANDARD,4,300.16314697265625,0.0,52,0
300.2995910644531,0.05455581843852997,1633.5546875,2018-01-01,31,R_A4,4,STANDARD,5,300.2995910644531,0.0,52,0
300.2033996582031,0.05248704552650452,1632.1199951171875,2018-01-01,32,R_A4,4,STANDARD,6,300.2033996582031,0.0,52,0
300.46795654296875,0.056265003979206085,1636.065673828125,2018-01-01,32,R_A4,4,STANDARD,7,300.46795654296875,0.0,51,0
300.51495361328125,0.05699918419122696,1636.7666015625,2018-01-01,33,R_A4,4,STANDARD,8,300.51495361328125,0.0,51,0
300.9029846191406,0.0615692101418972,1642.5535888671875,2018-01-01,33,R_A4,4,STANDARD,9,300.9029846191406,0.0,50,0
300.7321472167969,0.05995431914925575,1640.005859375,2018-01-01,34,R_A4,4,STANDARD,10,300.7321472167969,0.0,50,0
300.7043151855469,0.05924561992287636,1639.5909423828125,2018-01-01,35,R_A4,4,STANDARD,11,300.7043151855469,0.0,50,0
300.58514404296875,0.21692751348018646,1637.8133544921875,2018-01-01,35,R_A4,3,STANDARD,12,300.58514404296875,0.0,50,0
300.9647216796875,0.22767485678195953,1643.47412109375,2018-01-01,35,R_A4,3,STANDARD,13,300.9647216796875,0.0,49,0
300.89337158203125,0.08598168194293976,1642.410400390625,2018-01-01,36,R_A4,28,STANDARD,14,300.89337158203125,0.0,49,0
300.9145812988281,0.05515843257308006,1642.7264404296875,2018-01-01,36,R_A4,28,STANDARD,15,300.9145812988281,0.0,48,0
301.24603271484375,0.16938631236553192,1647.6693115234375,2018-01-01,37,R_A4,28,STANDARD,16,301.24603271484375,0.0,48,0
301.47894287109375,0.24905985593795776,1651.142333984375,2018-01-01,38,R_A4,28,STANDARD,17,301.47894287109375,0.0,48,0
302.0101623535156,1.0,1659.0625,2018-01-01,38,R_A4,28,STANDARD,18,302.0101623535156,0.0,47,0
