CONBPRES,DRAWDOWN,CONJPOS,SWAT,WELLMODEL,CONIDX,CONIPOS,SGAS,WELL,CONKPOS,DEPTH,PRESSURE,DATE
300.7149353027344,0,30,0.054479751735925674,STANDARD,1,22,0.0,R_A2,1,1640.85009765625,300.7149353027344,2018-01-01
300.8333435058594,0,30,0.05711531639099121,STANDARD,2,22,0.0,R_A2,2,1642.615966796875,300.8333435058594,2018-01-01
300.9517822265625,0,30,0.05957679823040962,STANDARD,3,22,0.0,R_A2,3,1644.3819580078125,300.9517822265625,2018-01-01
301.0701904296875,0,30,0.11154604703187943,STANDARD,4,22,0.0,R_A2,4,1646.14794921875,301.0701904296875,2018-01-01
301.1886291503906,0,30,0.1586645394563675,STANDARD,5,22,0.0,R_A2,5,1647.913818359375,301.1886291503906,2018-01-01
301.3070373535156,0,30,0.3181154131889343,STANDARD,6,22,0.0,R_A2,6,1649.6798095703125,301.3070373535156,2018-01-01
301.42547607421875,0,30,0.8902826905250549,STANDARD,7,22,0.0,R_A2,7,1651.4456787109375,301.42547607421875,2018-01-01
301.5439147949219,0,30,0.8648154139518738,STANDARD,8,22,0.0,R_A2,8,1653.211669921875,301.5439147949219,2018-01-01
301.662353515625,0,30,0.8914867043495178,STANDARD,9,22,0.0,R_A2,9,1654.9776611328125,301.662353515625,2018-01-01
301.7807922363281,0,30,0.9057377576828003,STANDARD,10,22,0.0,R_A2,10,1656.7435302734375,301.7807922363281,2018-01-01
301.90509033203125,0,30,0.07293037325143814,STANDARD,11,22,0.0,R_A2,11,1658.5966796875,301.90509033203125,2018-01-01
302.1654357910156,0,30,0.42533209919929504,STANDARD,12,22,0.0,R_A2,13,1662.4781494140625,302.1654357910156,2018-01-01
302.2956237792969,0,30,0.47248685359954834,STANDARD,13,22,0.0,R_A2,14,1664.4188232421875,302.2956237792969,2018-01-01
302.42578125,0,30,0.6514201760292053,STANDARD,14,22,0.0,R_A2,15,1666.3594970703125,302.42578125,2018-01-01
302.55596923828125,0,30,0.9457851648330688,STANDARD,15,22,0.0,R_A2,16,1668.3001708984375,302.55596923828125,2018-01-01
302.67047119140625,0,29,0.9671685099601746,STANDARD,16,22,0.0,R_A2,16,1670.0068359375,302.67047119140625,2018-01-01
302.81085205078125,0,29,0.9292683601379395,STANDARD,17,22,0.0,R_A2,17,1672.099365234375,302.81085205078125,2018-01-01
302.9419860839844,0,29,0.9774995446205139,STANDARD,18,22,0.0,R_A2,18,1674.0540771484375,302.9419860839844,2018-01-01
303.0692138671875,0,29,1.0,STANDARD,19,22,0.0,R_A2,26,1675.950439453125,303.0692138671875,2018-01-01
303.1869201660156,0,29,1.0,STANDARD,20,22,0.0,R_A2,27,1677.7049560546875,303.1869201660156,2018-01-01
303.622314453125,0,29,1.0,STANDARD,21,22,0.0,R_A2,28,1679.4593505859375,303.622314453125,2018-01-01
303.78857421875,0,29,1.0,STANDARD,22,22,0.0,R_A2,29,1681.2138671875,303.78857421875,2018-01-01
303.954833984375,0,29,1.0,STANDARD,23,22,0.0,R_A2,30,1682.9683837890625,303.954833984375,2018-01-01
298.6961364746094,0,41,0.6481541991233826,STANDARD,1,28,0.0,R_A3,1,1610.735107421875,298.6961364746094,2018-01-01
298.8306579589844,0,41,0.23086893558502197,STANDARD,2,28,0.0,R_A3,2,1612.741943359375,298.8306579589844,2018-01-01
298.9651794433594,0,41,0.2729637920856476,STANDARD,3,28,0.0,R_A3,3,1614.7489013671875,298.9651794433594,2018-01-01
298.0589904785156,0,41,0.6481541991233826,STANDARD,4,29,0.0,R_A3,3,1601.22705078125,298.0589904785156,2018-01-01
298.2105712890625,0,41,0.6481541991233826,STANDARD,5,29,0.0,R_A3,4,1603.4891357421875,298.2105712890625,2018-01-01
298.3621520996094,0,41,0.8067718744277954,STANDARD,6,29,0.0,R_A3,5,1605.7510986328125,298.3621520996094,2018-01-01
298.51373291015625,0,41,0.3230084180831909,STANDARD,7,29,0.0,R_A3,6,1608.01318359375,298.51373291015625,2018-01-01
298.6653137207031,0,41,0.14789839088916779,STANDARD,8,29,0.0,R_A3,7,1610.275146484375,298.6653137207031,2018-01-01
298.8169250488281,0,41,0.1951681524515152,STANDARD,9,29,0.0,R_A3,8,1612.537109375,298.8169250488281,2018-01-01
298.9685363769531,0,41,0.7968624234199524,STANDARD,10,29,0.0,R_A3,9,1614.799072265625,298.9685363769531,2018-01-01
299.1201477050781,0,41,0.7904082536697388,STANDARD,11,29,0.0,R_A3,10,1617.0611572265625,299.1201477050781,2018-01-01
299.27325439453125,0,41,0.046774256974458694,STANDARD,12,29,0.0,R_A3,11,1619.3453369140625,299.27325439453125,2018-01-01
299.4278259277344,0,41,0.054643359035253525,STANDARD,13,29,0.0,R_A3,12,1621.651611328125,299.4278259277344,2018-01-01
299.5824279785156,0,41,0.3673567771911621,STANDARD,14,29,0.0,R_A3,13,1623.9578857421875,299.5824279785156,2018-01-01
299.7370300292969,0,41,0.05329526960849762,STANDARD,15,29,0.0,R_A3,14,1626.26416015625,299.7370300292969,2018-01-01
299.8916320800781,0,41,0.49697497487068176,STANDARD,16,29,0.0,R_A3,15,1628.5704345703125,299.8916320800781,2018-01-01
300.0374755859375,0,41,0.7999469637870789,STANDARD,17,29,0.0,R_A3,16,1630.7457275390625,300.0374755859375,2018-01-01
300.2363586425781,0,41,1.0,STANDARD,18,29,0.0,R_A3,26,1633.712158203125,300.2363586425781,2018-01-01
300.4857482910156,0,41,0.046713363379240036,STANDARD,19,29,0.0,R_A3,27,1637.4317626953125,300.4857482910156,2018-01-01
300.7351379394531,0,41,0.04952733963727951,STANDARD,20,29,0.0,R_A3,28,1641.1512451171875,300.7351379394531,2018-01-01
300.98455810546875,0,41,0.817384660243988,STANDARD,21,29,0.0,R_A3,29,1644.8707275390625,300.98455810546875,2018-01-01
301.2339782714844,0,41,0.18605685234069824,STANDARD,22,29,0.0,R_A3,30,1648.59033203125,301.2339782714844,2018-01-01
300.2818603515625,0,52,0.05207737162709236,STANDARD,1,30,0.0,R_A4,1,1634.390869140625,300.2818603515625,2018-01-01
299.9308776855469,0,52,0.04994671046733856,STANDARD,2,31,0.0,R_A4,1,1629.155517578125,299.9308776855469,2018-01-01
300.0682373046875,0,52,0.05183705687522888,STANDARD,3,31,0.0,R_A4,2,1631.2044677734375,300.0682373046875,2018-01-01
300.2055969238281,0,52,0.05637296661734581,STANDARD,4,31,0.0,R_A4,3,1633.25341796875,300.2055969238281,2018-01-01
300.02679443359375,0,52,0.05524260550737381,STANDARD,5,32,0.0,R_A4,3,1630.586669921875,300.02679443359375,2018-01-01
300.3469543457031,0,51,0.05730244144797325,STANDARD,6,32,0.0,R_A4,3,1635.36181640625,300.3469543457031,2018-01-01
300.3521423339844,0,51,0.07614362239837646,STANDARD,7,33,0.0,R_A4,3,1635.4390869140625,300.3521423339844,2018-01-01
300.4747619628906,0,51,0.05748097598552704,STANDARD,8,33,0.0,R_A4,4,1637.26806640625,300.4747619628906,2018-01-01
300.77862548828125,0,50,0.06133851036429405,STANDARD,9,33,0.0,R_A4,4,1641.799560546875,300.77862548828125,2018-01-01
300.714111328125,0,50,0.10207664221525192,STANDARD,10,34,0.0,R_A4,4,1640.8377685546875,300.714111328125,2018-01-01
300.5830993652344,0,50,0.19086216390132904,STANDARD,11,34,0.0,R_A4,3,1638.8836669921875,300.5830993652344,2018-01-01
300.7334289550781,0,50,0.13958823680877686,STANDARD,12,35,0.0,R_A4,3,1641.125732421875,300.7334289550781,2018-01-01
300.61029052734375,0,50,0.22659403085708618,STANDARD,13,35,0.0,R_A4,2,1639.289306640625,300.61029052734375,2018-01-01
300.8359375,0,49,0.2307470291852951,STANDARD,14,35,0.0,R_A4,2,1642.654541015625,300.8359375,2018-01-01
300.7178955078125,0,49,0.22300384938716888,STANDARD,15,35,0.0,R_A4,1,1640.89404296875,300.7178955078125,2018-01-01
300.8699951171875,0,49,0.09109653532505035,STANDARD,16,36,0.0,R_A4,29,1643.16259765625,300.8699951171875,2018-01-01
300.64556884765625,0,48,0.26326215267181396,STANDARD,17,36,0.0,R_A4,29,1639.8153076171875,300.64556884765625,2018-01-01
301.0964050292969,0,48,0.10223057121038437,STANDARD,18,37,0.0,R_A4,29,1646.5389404296875,301.0964050292969,2018-01-01
301.4288330078125,0,48,0.09703478217124939,STANDARD,19,38,0.0,R_A4,29,1651.4957275390625,301.4288330078125,2018-01-01
301.6550598144531,0,47,0.18980619311332703,STANDARD,20,38,0.0,R_A4,29,1654.8690185546875,301.6550598144531,2018-01-01
304.0236511230469,0,20,1.0,STANDARD,1,31,0.0,R_A5,1,1683.694580078125,304.0236511230469,2018-01-01
303.92999267578125,0,20,1.0,STANDARD,2,31,0.0,R_A5,2,1685.9329833984375,303.92999267578125,2018-01-01
304.1421203613281,0,20,1.0,STANDARD,3,31,0.0,R_A5,3,1688.171630859375,304.1421203613281,2018-01-01
304.354248046875,0,20,1.0,STANDARD,4,31,0.0,R_A5,4,1690.4100341796875,304.354248046875,2018-01-01
304.5663757324219,0,20,1.0,STANDARD,5,31,0.0,R_A5,5,1692.6485595703125,304.5663757324219,2018-01-01
304.77850341796875,0,20,1.0,STANDARD,6,31,0.0,R_A5,6,1694.8870849609375,304.77850341796875,2018-01-01
305.29644775390625,0,20,1.0,STANDARD,7,31,0.0,R_A5,7,1697.1256103515625,305.29644775390625,2018-01-01
305.8208923339844,0,20,1.0,STANDARD,8,31,0.0,R_A5,11,1705.8848876953125,305.8208923339844,2018-01-01
305.9960632324219,0,20,1.0,STANDARD,9,31,0.0,R_A5,12,1707.7335205078125,305.9960632324219,2018-01-01
305.8275146484375,0,21,1.0,STANDARD,10,31,0.0,R_A5,12,1705.954833984375,305.8275146484375,2018-01-01
306.0185852050781,0,21,1.0,STANDARD,11,31,0.0,R_A5,13,1707.8448486328125,306.0185852050781,2018-01-01
306.1977233886719,0,21,1.0,STANDARD,12,31,0.0,R_A5,14,1709.73486328125,306.1977233886719,2018-01-01
306.3768310546875,0,21,1.0,STANDARD,13,31,0.0,R_A5,15,1711.625,306.3768310546875,2018-01-01
306.70098876953125,0,21,1.0,STANDARD,14,31,0.0,R_A5,16,1713.5150146484375,306.70098876953125,2018-01-01
306.8780822753906,0,21,1.0,STANDARD,15,31,0.0,R_A5,17,1715.3837890625,306.8780822753906,2018-01-01
307.0021667480469,0,21,1.0,STANDARD,16,31,0.0,R_A5,18,1716.6929931640625,307.0021667480469,2018-01-01
306.98150634765625,0,21,1.0,STANDARD,17,31,0.0,R_A5,26,1718.132568359375,306.98150634765625,2018-01-01
307.18133544921875,0,21,1.0,STANDARD,18,31,0.0,R_A5,27,1720.2412109375,307.18133544921875,2018-01-01
307.6869812011719,0,21,1.0,STANDARD,19,31,0.0,R_A5,28,1722.349853515625,307.6869812011719,2018-01-01
307.8868408203125,0,21,1.0,STANDARD,20,31,0.0,R_A5,29,1724.4583740234375,307.8868408203125,2018-01-01
308.086669921875,0,21,1.0,STANDARD,21,31,0.0,R_A5,30,1726.5670166015625,308.086669921875,2018-01-01
305.0816650390625,0,42,1.0,STANDARD,1,17,0.0,R_A6,1,1694.859130859375,305.0816650390625,2018-01-01
305.2278137207031,0,42,1.0,STANDARD,2,17,0.0,R_A6,2,1696.401611328125,305.2278137207031,2018-01-01
305.3739929199219,0,42,1.0,STANDARD,3,17,0.0,R_A6,3,1697.9439697265625,305.3739929199219,2018-01-01
305.5201721191406,0,42,1.0,STANDARD,4,17,0.0,R_A6,4,1699.486328125,305.5201721191406,2018-01-01
305.66632080078125,0,42,1.0,STANDARD,5,17,0.0,R_A6,5,1701.02880859375,305.66632080078125,2018-01-01
305.8125,0,42,1.0,STANDARD,6,17,0.0,R_A6,6,1702.5711669921875,305.8125,2018-01-01
305.6596374511719,0,42,1.0,STANDARD,7,17,0.0,R_A6,7,1704.113525390625,305.6596374511719,2018-01-01
305.8057861328125,0,42,1.0,STANDARD,8,17,0.0,R_A6,8,1705.656005859375,305.8057861328125,2018-01-01
306.25103759765625,0,42,1.0,STANDARD,9,17,0.0,R_A6,9,1707.1983642578125,306.25103759765625,2018-01-01
306.0914001464844,0,42,1.0,STANDARD,10,17,0.0,R_A6,10,1708.74072265625,306.0914001464844,2018-01-01
306.2725830078125,0,42,1.0,STANDARD,11,17,0.0,R_A6,11,1710.6510009765625,306.2725830078125,2018-01-01
306.4884948730469,0,42,1.0,STANDARD,12,17,0.0,R_A6,12,1712.92919921875,306.4884948730469,2018-01-01
306.71636962890625,0,42,1.0,STANDARD,13,17,0.0,R_A6,13,1715.2073974609375,306.71636962890625,2018-01-01
306.9322814941406,0,42,1.0,STANDARD,14,17,0.0,R_A6,14,1717.4854736328125,306.9322814941406,2018-01-01
307.148193359375,0,42,1.0,STANDARD,15,17,0.0,R_A6,15,1719.763671875,307.148193359375,2018-01-01
307.5091247558594,0,42,1.0,STANDARD,16,17,0.0,R_A6,16,1722.0418701171875,307.5091247558594,2018-01-01
307.72503662109375,0,42,1.0,STANDARD,17,17,0.0,R_A6,17,1724.320068359375,307.72503662109375,2018-01-01
307.8777160644531,0,42,1.0,STANDARD,18,17,0.0,R_A6,18,1725.930908203125,307.8777160644531,2018-01-01
307.8467712402344,0,42,1.0,STANDARD,19,17,0.0,R_A6,26,1727.2620849609375,307.8467712402344,2018-01-01
308.3154296875,0,42,1.0,STANDARD,20,17,0.0,R_A6,27,1728.980712890625,308.3154296875,2018-01-01
308.47833251953125,0,42,1.0,STANDARD,21,17,0.0,R_A6,28,1730.69921875,308.47833251953125,2018-01-01
308.6412048339844,0,42,1.0,STANDARD,22,17,0.0,R_A6,29,1732.4178466796875,308.6412048339844,2018-01-01
308.4983215332031,0,42,1.0,STANDARD,23,17,0.0,R_A6,30,1734.136474609375,308.4983215332031,2018-01-01
297.0609130859375,0,30,0.05450243502855301,STANDARD,1,22,0.0,R_A2,1,1640.85009765625,297.0609130859375,2018-03-01
297.17919921875,0,30,0.05713926628232002,STANDARD,2,22,0.0,R_A2,2,1642.615966796875,297.17919921875,2018-03-01
297.2974853515625,0,30,0.05960342660546303,STANDARD,3,22,0.0,R_A2,3,1644.3819580078125,297.2974853515625,2018-03-01
297.4157409667969,0,30,0.11164887994527817,STANDARD,4,22,0.0,R_A2,4,1646.14794921875,297.4157409667969,2018-03-01
297.5339660644531,0,30,0.15877147018909454,STANDARD,5,22,0.0,R_A2,5,1647.913818359375,297.5339660644531,2018-03-01
297.6425476074219,0,30,0.31865450739860535,STANDARD,6,22,0.0,R_A2,6,1649.6798095703125,297.6425476074219,2018-03-01
297.774169921875,0,30,0.8901602625846863,STANDARD,7,22,0.0,R_A2,7,1651.4456787109375,297.774169921875,2018-03-01
297.90240478515625,0,30,0.8646649718284607,STANDARD,8,22,0.0,R_A2,8,1653.211669921875,297.90240478515625,2018-03-01
298.4825744628906,0,30,0.8913812637329102,STANDARD,9,22,0.0,R_A2,9,1654.9776611328125,298.4825744628906,2018-03-01
299.1611633300781,0,30,0.9054774045944214,STANDARD,10,22,0.0,R_A2,10,1656.7435302734375,299.1611633300781,2018-03-01
299.65576171875,0,30,0.07298973947763443,STANDARD,11,22,0.0,R_A2,11,1658.5966796875,299.65576171875,2018-03-01
300.0039978027344,0,30,0.42544084787368774,STANDARD,12,22,0.0,R_A2,13,1662.4781494140625,300.0039978027344,2018-03-01
300.1343078613281,0,30,0.47264209389686584,STANDARD,13,22,0.0,R_A2,14,1664.4188232421875,300.1343078613281,2018-03-01
300.2658386230469,0,30,0.6512526273727417,STANDARD,14,22,0.0,R_A2,15,1666.3594970703125,300.2658386230469,2018-03-01
300.3946228027344,0,30,0.9457259774208069,STANDARD,15,22,0.0,R_A2,16,1668.3001708984375,300.3946228027344,2018-03-01
300.24658203125,0,29,0.9671440720558167,STANDARD,16,22,0.0,R_A2,16,1670.0068359375,300.24658203125,2018-03-01
300.3882141113281,0,29,0.9292156100273132,STANDARD,17,22,0.0,R_A2,17,1672.099365234375,300.3882141113281,2018-03-01
300.5196533203125,0,29,0.9774825572967529,STANDARD,18,22,0.0,R_A2,18,1674.0540771484375,300.5196533203125,2018-03-01
302.08831787109375,0,29,1.0,STANDARD,19,22,-6.217330253063813e-14,R_A2,26,1675.950439453125,302.08831787109375,2018-03-01
301.9088134765625,0,29,1.0,STANDARD,20,22,-1.0164019962049381e-13,R_A2,27,1677.7049560546875,301.9088134765625,2018-03-01
301.7406311035156,0,29,0.9983460903167725,STANDARD,21,22,0.0,R_A2,28,1679.4593505859375,301.7406311035156,2018-03-01
302.5945129394531,0,29,1.0,STANDARD,22,22,-2.2509505110540617e-12,R_A2,29,1681.2138671875,302.5945129394531,2018-03-01
303.3161315917969,0,29,1.0,STANDARD,23,22,-3.050915856755987e-12,R_A2,30,1682.9683837890625,303.3161315917969,2018-03-01
273.71319580078125,0,20,1.0,STANDARD,1,31,-4.0681393681936103e-16,R_A5,1,1683.694580078125,273.71319580078125,2018-04-28
273.61920166015625,0,20,1.0,STANDARD,2,31,-6.854536622140752e-15,R_A5,2,1685.9329833984375,273.61920166015625,2018-04-28
273.83087158203125,0,20,1.0,STANDARD,3,31,-9.254582878845657e-15,R_A5,3,1688.171630859375,273.83087158203125,2018-04-28
274.04241943359375,0,20,1.0,STANDARD,4,31,-9.775442072837166e-15,R_A5,4,1690.4100341796875,274.04241943359375,2018-04-28
274.2540588378906,0,20,1.0,STANDARD,5,31,-8.784455876196997e-15,R_A5,5,1692.6485595703125,274.2540588378906,2018-04-28
274.46575927734375,0,20,1.0,STANDARD,6,31,-7.766345990519851e-15,R_A5,6,1694.8870849609375,274.46575927734375,2018-04-28
