CONBPRES,DRAWDOWN,CONJPOS,SWAT,WELLMODEL,CONIDX,CONIPOS,SGAS,WELL,CONKPOS,DEPTH,PRESSURE,DATE
274.9609069824219,0,20,1.0,STANDARD,7,31,-3.5892238481457714e-14,R_A5,7,1697.1256103515625,274.9609069824219,2018-04-28
275.7409973144531,0,20,1.0,STANDARD,8,31,-5.568270237260586e-12,R_A5,11,1705.8848876953125,275.7409973144531,2018-04-28
276.0291442871094,0,20,1.0,STANDARD,9,31,-4.6853710147787275e-12,R_A5,12,1707.7335205078125,276.0291442871094,2018-04-28
274.4795837402344,0,21,1.0,STANDARD,10,31,-7.662238898920037e-11,R_A5,12,1705.954833984375,274.4795837402344,2018-04-28
274.67010498046875,0,21,1.0,STANDARD,11,31,-2.7701508621691406e-12,R_A5,13,1707.8448486328125,274.67010498046875,2018-04-28
274.8490905761719,0,21,1.0,STANDARD,12,31,-2.3746469200724984e-12,R_A5,14,1709.73486328125,274.8490905761719,2018-04-28
275.0318603515625,0,21,1.0,STANDARD,13,31,-1.269041187239306e-12,R_A5,15,1711.625,275.0318603515625,2018-04-28
275.3946228027344,0,21,1.0,STANDARD,14,31,-2.6059796681687786e-13,R_A5,16,1713.5150146484375,275.3946228027344,2018-04-28
275.6422424316406,0,21,1.0,STANDARD,15,31,-2.6104105313971837e-13,R_A5,17,1715.3837890625,275.6422424316406,2018-04-28
275.809814453125,0,21,1.0,STANDARD,16,31,-1.1601711345093912e-12,R_A5,18,1716.6929931640625,275.809814453125,2018-04-28
286.0145568847656,0,21,1.0,STANDARD,17,31,-4.0242514182109446e-11,R_A5,26,1718.132568359375,286.0145568847656,2018-04-28
286.2720031738281,0,21,1.0,STANDARD,18,31,-5.422047533176766e-11,R_A5,27,1720.2412109375,286.2720031738281,2018-04-28
286.935791015625,0,21,1.0,STANDARD,19,31,-4.6157598576623826e-11,R_A5,28,1722.349853515625,286.935791015625,2018-04-28
294.7308349609375,0,21,1.0,STANDARD,20,31,-5.536384690777438e-16,R_A5,29,1724.4583740234375,294.7308349609375,2018-04-28
303.36676025390625,0,21,1.0,STANDARD,21,31,-2.1747186281769324e-18,R_A5,30,1726.5670166015625,303.36676025390625,2018-04-28
277.7081298828125,0,41,0.6495795249938965,STANDARD,1,28,0.0,R_A3,1,1610.735107421875,277.7081298828125,2018-07-03
277.8746032714844,0,41,0.23179255425930023,STANDARD,2,28,0.0,R_A3,2,1612.741943359375,277.8746032714844,2018-07-03
278.0095520019531,0,41,0.27408555150032043,STANDARD,3,28,0.0,R_A3,3,1614.7489013671875,278.0095520019531,2018-07-03
276.9810485839844,0,41,0.6495457291603088,STANDARD,4,29,0.0,R_A3,3,1601.22705078125,276.9810485839844,2018-07-03
277.21759033203125,0,41,0.6672815680503845,STANDARD,5,29,0.0,R_A3,4,1603.4891357421875,277.21759033203125,2018-07-03
278.545654296875,0,41,0.7901687026023865,STANDARD,6,29,0.0,R_A3,5,1605.7510986328125,278.545654296875,2018-07-03
278.8117980957031,0,41,0.322578489780426,STANDARD,7,29,0.0,R_A3,6,1608.01318359375,278.8117980957031,2018-07-03
278.9604187011719,0,41,0.14949263632297516,STANDARD,8,29,0.0,R_A3,7,1610.275146484375,278.9604187011719,2018-07-03
279.111083984375,0,41,0.19752663373947144,STANDARD,9,29,0.0,R_A3,8,1612.537109375,279.111083984375,2018-07-03
279.40673828125,0,41,0.7957882285118103,STANDARD,10,29,0.0,R_A3,9,1614.799072265625,279.40673828125,2018-07-03
283.9075927734375,0,41,0.7868956327438354,STANDARD,11,29,0.0,R_A3,10,1617.0611572265625,283.9075927734375,2018-07-03
285.264404296875,0,41,0.04685606434941292,STANDARD,12,29,0.0,R_A3,11,1619.3453369140625,285.264404296875,2018-07-03
285.41845703125,0,41,0.0547318235039711,STANDARD,13,29,0.0,R_A3,12,1621.651611328125,285.41845703125,2018-07-03
285.5733947753906,0,41,0.36781954765319824,STANDARD,14,29,0.0,R_A3,13,1623.9578857421875,285.5733947753906,2018-07-03
286.89276123046875,0,41,0.05336196348071098,STANDARD,15,29,0.0,R_A3,14,1626.26416015625,286.89276123046875,2018-07-03
286.9686279296875,0,41,0.4974668323993683,STANDARD,16,29,0.0,R_A3,15,1628.5704345703125,286.9686279296875,2018-07-03
287.1332092285156,0,41,0.7991978526115417,STANDARD,17,29,0.0,R_A3,16,1630.7457275390625,287.1332092285156,2018-07-03
292.3407287597656,0,41,1.0,STANDARD,18,29,1.6901005334829522e-12,R_A3,26,1633.712158203125,292.3407287597656,2018-07-03
287.5640869140625,0,41,0.04715370386838913,STANDARD,19,29,0.0,R_A3,27,1637.4317626953125,287.5640869140625,2018-07-03
287.81268310546875,0,41,0.04979628697037697,STANDARD,20,29,0.0,R_A3,28,1641.1512451171875,287.81268310546875,2018-07-03
292.33331298828125,0,41,0.8169050812721252,STANDARD,21,29,0.0,R_A3,29,1644.8707275390625,292.33331298828125,2018-07-03
288.2850036621094,0,41,0.18663758039474487,STANDARD,22,29,0.0,R_A3,30,1648.59033203125,288.2850036621094,2018-07-03
279.43182373046875,0,52,0.05219191685318947,STANDARD,1,30,0.0,R_A4,1,1634.390869140625,279.43182373046875,2018-09-12
279.19927978515625,0,52,0.05006106197834015,STANDARD,2,31,0.0,R_A4,1,1629.155517578125,279.19927978515625,2018-09-12
279.3359375,0,52,0.051950737833976746,STANDARD,3,31,0.0,R_A4,2,1631.2044677734375,279.3359375,2018-09-12
279.47259521484375,0,52,0.05647601932287216,STANDARD,4,31,0.0,R_A4,3,1633.25341796875,279.47259521484375,2018-09-12
279.5153503417969,0,52,0.05534811317920685,STANDARD,5,32,0.0,R_A4,3,1630.586669921875,279.5153503417969,2018-09-12
279.76904296875,0,51,0.05754774436354637,STANDARD,6,32,0.0,R_A4,3,1635.36181640625,279.76904296875,2018-09-12
279.9927978515625,0,51,0.07631230354309082,STANDARD,7,33,0.0,R_A4,3,1635.4390869140625,279.9927978515625,2018-09-12
280.1148681640625,0,51,0.05764322727918625,STANDARD,8,33,0.0,R_A4,4,1637.26806640625,280.1148681640625,2018-09-12
280.3630065917969,0,50,0.0617440789937973,STANDARD,9,33,0.0,R_A4,4,1641.799560546875,280.3630065917969,2018-09-12
280.5066833496094,0,50,0.10395961999893188,STANDARD,10,34,0.0,R_A4,4,1640.8377685546875,280.5066833496094,2018-09-12
280.3766784667969,0,50,0.1919049322605133,STANDARD,11,34,0.0,R_A4,3,1638.8836669921875,280.3766784667969,2018-09-12
280.6590881347656,0,50,0.13993601500988007,STANDARD,12,35,0.0,R_A4,3,1641.125732421875,280.6590881347656,2018-09-12
280.53656005859375,0,50,0.226987823843956,STANDARD,13,35,0.0,R_A4,2,1639.289306640625,280.53656005859375,2018-09-12
280.6578063964844,0,49,0.23111648857593536,STANDARD,14,35,0.0,R_A4,2,1642.654541015625,280.6578063964844,2018-09-12
280.54034423828125,0,49,0.22339902818202972,STANDARD,15,35,0.0,R_A4,1,1640.89404296875,280.54034423828125,2018-09-12
279.30987548828125,0,49,0.09139817208051682,STANDARD,16,36,0.0,R_A4,29,1643.16259765625,279.30987548828125,2018-09-12
278.9970703125,0,48,0.24846014380455017,STANDARD,17,36,0.0,R_A4,29,1639.8153076171875,278.9970703125,2018-09-12
279.6048889160156,0,48,0.10289129614830017,STANDARD,18,37,0.0,R_A4,29,1646.5389404296875,279.6048889160156,2018-09-12
280.1573181152344,0,48,0.11382711678743362,STANDARD,19,38,0.0,R_A4,29,1651.4957275390625,280.1573181152344,2018-09-12
280.26678466796875,0,47,0.19081532955169678,STANDARD,20,38,0.0,R_A4,29,1654.8690185546875,280.26678466796875,2018-09-12
276.47607421875,0,42,1.0,STANDARD,1,17,2.2472739120304617e-15,R_A6,1,1694.859130859375,276.47607421875,2018-11-07
276.62066650390625,0,42,1.0,STANDARD,2,17,1.0322610533686867e-15,R_A6,2,1696.401611328125,276.62066650390625,2018-11-07
276.7623596191406,0,42,1.0,STANDARD,3,17,8.457809796186993e-16,R_A6,3,1697.9439697265625,276.7623596191406,2018-11-07
276.9001770019531,0,42,1.0,STANDARD,4,17,7.660952433750077e-16,R_A6,4,1699.486328125,276.9001770019531,2018-11-07
277.0359802246094,0,42,1.0,STANDARD,5,17,1.054312179721913e-15,R_A6,5,1701.02880859375,277.0359802246094,2018-11-07
277.1749572753906,0,42,1.0,STANDARD,6,17,5.384278431636892e-14,R_A6,6,1702.5711669921875,277.1749572753906,2018-11-07
277.0196838378906,0,42,1.0,STANDARD,7,17,9.298524407050368e-14,R_A6,7,1704.113525390625,277.0196838378906,2018-11-07
277.16510009765625,0,42,1.0,STANDARD,8,17,6.769166797189127e-14,R_A6,8,1705.656005859375,277.16510009765625,2018-11-07
277.6102294921875,0,42,1.0,STANDARD,9,17,4.133938793360456e-15,R_A6,9,1707.1983642578125,277.6102294921875,2018-11-07
277.4497985839844,0,42,1.0,STANDARD,10,17,8.949638447865171e-13,R_A6,10,1708.74072265625,277.4497985839844,2018-11-07
277.6659240722656,0,42,1.0,STANDARD,11,17,8.474963894729293e-13,R_A6,11,1710.6510009765625,277.6659240722656,2018-11-07
277.8794250488281,0,42,1.0,STANDARD,12,17,1.0847103244912212e-13,R_A6,12,1712.92919921875,277.8794250488281,2018-11-07
278.1291198730469,0,42,1.0,STANDARD,13,17,2.978190881842285e-14,R_A6,13,1715.2073974609375,278.1291198730469,2018-11-07
278.3448791503906,0,42,1.0,STANDARD,14,17,2.6506107150738728e-14,R_A6,14,1717.4854736328125,278.3448791503906,2018-11-07
278.56146240234375,0,42,1.0,STANDARD,15,17,1.7423650684137565e-14,R_A6,15,1719.763671875,278.56146240234375,2018-11-07
278.92425537109375,0,42,1.0,STANDARD,16,17,4.334059644511704e-15,R_A6,16,1722.0418701171875,278.92425537109375,2018-11-07
279.1418151855469,0,42,1.0,STANDARD,17,17,7.843841881897094e-15,R_A6,17,1724.320068359375,279.1418151855469,2018-11-07
279.29510498046875,0,42,1.0,STANDARD,18,17,6.750188515786126e-15,R_A6,18,1725.930908203125,279.29510498046875,2018-11-07
279.8614807128906,0,42,1.0,STANDARD,19,17,3.1048400316212245e-16,R_A6,26,1727.2620849609375,279.8614807128906,2018-11-07
