SWAT,CONIDX,WELL,PRESSURE,DEPTH,CONKPOS,DRAWDOWN,CONIPOS,CONBPRES,DATE,WELLMODEL,SGAS,CONJPOS
0.11639835685491562,1,R_A2,300.6733093261719,1641.094970703125,1,0,22,300.6733093261719,2018-01-01,STANDARD,0.0,30
0.05913596972823143,2,R_A2,300.7936096191406,1642.8890380859375,2,0,22,300.7936096191406,2018-01-01,STANDARD,0.0,30
0.1264522522687912,3,R_A2,300.9139099121094,1644.68310546875,3,0,22,300.9139099121094,2018-01-01,STANDARD,0.0,30
0.10851117223501205,4,R_A2,301.0342102050781,1646.4771728515625,4,0,22,301.0342102050781,2018-01-01,STANDARD,0.0,30
0.11078716069459915,5,R_A2,301.1545104980469,1648.2713623046875,5,0,22,301.1545104980469,2018-01-01,STANDARD,0.0,30
0.31581538915634155,6,R_A2,301.27484130859375,1650.0654296875,6,0,22,301.27484130859375,2018-01-01,STANDARD,0.0,30
0.8967062830924988,7,R_A2,301.3951721191406,1651.859619140625,7,0,22,301.3951721191406,2018-01-01,STANDARD,0.0,30
0.8729602694511414,8,R_A2,301.5154724121094,1653.6536865234375,8,0,22,301.5154724121094,2018-01-01,STANDARD,0.0,30
0.9158713817596436,9,R_A2,301.63580322265625,1655.44775390625,9,0,22,301.63580322265625,2018-01-01,STANDARD,0.0,30
0.9034853577613831,10,R_A2,301.7561340332031,1657.2418212890625,10,0,22,301.7561340332031,2018-01-01,STANDARD,0.0,30
0.07596161216497421,11,R_A2,301.88323974609375,1659.1368408203125,11,0,22,301.88323974609375,2018-01-01,STANDARD,0.0,30
0.08016353845596313,12,R_A2,302.01708984375,1661.132568359375,12,0,22,302.01708984375,2018-01-01,STANDARD,0.0,30
0.45490843057632446,13,R_A2,302.1509704589844,1663.12841796875,13,0,22,302.1509704589844,2018-01-01,STANDARD,0.0,30
0.5153446793556213,14,R_A2,302.28485107421875,1665.1241455078125,14,0,22,302.28485107421875,2018-01-01,STANDARD,0.0,30
0.712632954120636,15,R_A2,302.4187316894531,1667.1199951171875,15,0,22,302.4187316894531,2018-01-01,STANDARD,0.0,30
0.9810691475868225,16,R_A2,302.5526123046875,1669.11572265625,16,0,22,302.5526123046875,2018-01-01,STANDARD,0.0,30
0.945175051689148,17,R_A2,302.6864929199219,1671.111572265625,17,0,22,302.6864929199219,2018-01-01,STANDARD,0.0,30
0.9814856648445129,18,R_A2,302.8123779296875,1672.9881591796875,18,0,22,302.8123779296875,2018-01-01,STANDARD,0.0,30
0.9939976930618286,19,R_A2,302.89569091796875,1674.229736328125,18,0,22,302.89569091796875,2018-01-01,STANDARD,0.0,29
1.0,20,R_A2,303.02569580078125,1676.1676025390625,27,0,22,303.02569580078125,2018-01-01,STANDARD,0.0,29
1.0,21,R_A2,303.47802734375,1677.9368896484375,28,0,22,303.47802734375,2018-01-01,STANDARD,0.0,29
1.0,22,R_A2,303.64569091796875,1679.7061767578125,29,0,22,303.64569091796875,2018-01-01,STANDARD,0.0,29
1.0,23,R_A2,303.8133544921875,1681.4754638671875,30,0,22,303.8133544921875,2018-01-01,STANDARD,0.0,29
1.0,24,R_A2,303.98101806640625,1683.2447509765625,31,0,22,303.98101806640625,2018-01-01,STANDARD,0.0,29
0.6481541991233826,1,R_A3,298.53814697265625,1609.243408203125,1,0,28,298.53814697265625,2018-01-01,STANDARD,0.0,41
