ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4284309,698008,412285,287507,40480942
Valysar,CentralSouth,71396984,13396884,10415529,7263270,1022668465
Valysar,CentralNorth,39950685,7151648,5178918,3611519,508501906
Valysar,NorthHorst,5906537,861782,457595,281078,55063228
Valysar,CentralRamp,13626192,2059259,1440501,1004533,141438311
Valysar,CentralHorst,87313079,13722897,10438303,7279152,1024904582
Valysar,EastLowland,3350834,436680,245746,171371,24129038
Therys,WestLowland,1520088,248998,115725,80701,11362650
Therys,CentralSouth,17755860,4200907,2570423,1792485,252381883
Therys,CentralNorth,21209646,3886356,2305956,1608059,226414693
Therys,NorthHorst,8549497,1152121,470900,289251,56664233
Therys,CentralRamp,6604292,1532631,1182520,824631,116107982
Therys,CentralHorst,31087480,7458177,5789914,4037597,568493677
Therys,EastLowland,1111,390,0,0,0
Volon,WestLowland,73930,11888,5021,3501,492991
Volon,CentralSouth,33049719,6298338,4770881,3326974,468437960
Volon,CentralNorth,6928515,961103,500569,349072,49149330
Volon,NorthHorst,5872545,1001626,734795,451348,88419138
Volon,CentralRamp,12622580,2186623,1649996,1150625,162008013
Volon,CentralHorst,83232417,14588132,11217083,7822234,1101370536
Volon,EastLowland,0,0,0,0,0
