CONIPOS,SGAS,PRESSURE,CONBPRES,DRAWDOWN,CONJPOS,WELLMODEL,DATE,WELL,CONKPOS,DEPTH,SWAT,CONIDX
22,0.0,300.7027587890625,300.7027587890625,0,30,STANDARD,2018-01-01,R_A2,1,1639.90966796875,0.05289574712514877,1
22,0.0,300.8197326660156,300.8197326660156,0,30,STANDARD,2018-01-01,R_A2,2,1641.654296875,0.054500725120306015,2
22,0.0,300.9367370605469,300.9367370605469,0,30,STANDARD,2018-01-01,R_A2,3,1643.39892578125,0.05788259953260422,3
22,0.0,301.0537109375,301.0537109375,0,30,STANDARD,2018-01-01,R_A2,4,1645.1435546875,0.09780586510896683,4
22,0.0,301.17071533203125,301.17071533203125,0,30,STANDARD,2018-01-01,R_A2,5,1646.8880615234375,0.18982002139091492,5
22,0.0,301.2876892089844,301.2876892089844,0,30,STANDARD,2018-01-01,R_A2,6,1648.6326904296875,0.3102276921272278,6
22,0.0,301.4046936035156,301.4046936035156,0,30,STANDARD,2018-01-01,R_A2,7,1650.377197265625,0.8717407584190369,7
22,0.0,301.5216979980469,301.5216979980469,0,30,STANDARD,2018-01-01,R_A2,8,1652.121826171875,0.838697075843811,8
22,0.0,301.6387023925781,301.6387023925781,0,30,STANDARD,2018-01-01,R_A2,9,1653.866455078125,0.8738110065460205,9
22,0.0,301.7557067871094,301.7557067871094,0,30,STANDARD,2018-01-01,R_A2,10,1655.611083984375,0.8837405443191528,10
22,0.0,301.88311767578125,301.88311767578125,0,30,STANDARD,2018-01-01,R_A2,11,1657.510498046875,0.06822197884321213,11
22,0.0,302.15869140625,302.15869140625,0,30,STANDARD,2018-01-01,R_A2,13,1661.619140625,0.4333611726760864,12
22,0.0,302.2965087890625,302.2965087890625,0,30,STANDARD,2018-01-01,R_A2,14,1663.67333984375,0.4783528745174408,13
22,0.0,302.4342956542969,302.4342956542969,0,30,STANDARD,2018-01-01,R_A2,15,1665.727783203125,0.9032251238822937,14
22,0.0,302.5721130371094,302.5721130371094,0,30,STANDARD,2018-01-01,R_A2,16,1667.781982421875,0.9107162952423096,15
22,0.0,302.7099304199219,302.7099304199219,0,30,STANDARD,2018-01-01,R_A2,17,1669.8363037109375,0.8781724572181702,16
22,0.0,302.8185729980469,302.8185729980469,0,30,STANDARD,2018-01-01,R_A2,18,1671.4559326171875,0.9232633709907532,17
22,0.0,303.28692626953125,303.28692626953125,0,29,STANDARD,2018-01-01,R_A2,18,1678.4365234375,0.9923518896102905,18
22,0.0,303.3773193359375,303.3773193359375,0,29,STANDARD,2018-01-01,R_A2,25,1679.7838134765625,1.0,19
22,0.0,303.8119812011719,303.8119812011719,0,29,STANDARD,2018-01-01,R_A2,26,1681.4608154296875,1.0,20
22,0.0,303.9709167480469,303.9709167480469,0,29,STANDARD,2018-01-01,R_A2,27,1683.137939453125,1.0,21
22,0.0,304.12982177734375,304.12982177734375,0,29,STANDARD,2018-01-01,R_A2,28,1684.81494140625,1.0,22
22,0.0,304.28875732421875,304.28875732421875,0,29,STANDARD,2018-01-01,R_A2,29,1686.4920654296875,1.0,23
28,0.0,298.6204528808594,298.6204528808594,0,41,STANDARD,2018-01-01,R_A3,1,1608.8470458984375,0.17787650227546692,1
29,0.0,298.0122985839844,298.0122985839844,0,41,STANDARD,2018-01-01,R_A3,1,1599.7718505859375,0.6481541991233826,2
29,0.0,298.1568603515625,298.1568603515625,0,41,STANDARD,2018-01-01,R_A3,2,1601.9290771484375,0.11823459714651108,3
29,0.0,298.3014221191406,298.3014221191406,0,41,STANDARD,2018-01-01,R_A3,3,1604.0863037109375,0.1827714741230011,4
29,0.0,298.44598388671875,298.44598388671875,0,41,STANDARD,2018-01-01,R_A3,4,1606.2435302734375,0.22065818309783936,5
29,0.0,298.5905456542969,298.5905456542969,0,41,STANDARD,2018-01-01,R_A3,5,1608.400634765625,0.6505792140960693,6
29,0.0,298.735107421875,298.735107421875,0,41,STANDARD,2018-01-01,R_A3,6,1610.557861328125,0.6481541991233826,7
29,0.0,298.87969970703125,298.87969970703125,0,41,STANDARD,2018-01-01,R_A3,7,1612.715087890625,0.19543492794036865,8
29,0.0,299.0242919921875,299.0242919921875,0,41,STANDARD,2018-01-01,R_A3,8,1614.872314453125,0.1966848522424698,9
29,0.0,299.1688537597656,299.1688537597656,0,41,STANDARD,2018-01-01,R_A3,9,1617.029541015625,0.7972812652587891,10
29,0.0,299.3134765625,299.3134765625,0,41,STANDARD,2018-01-01,R_A3,10,1619.186767578125,0.7974115014076233,11
29,0.0,299.4635009765625,299.4635009765625,0,41,STANDARD,2018-01-01,R_A3,11,1621.4251708984375,0.04791758581995964,12
29,0.0,299.6190185546875,299.6190185546875,0,41,STANDARD,2018-01-01,R_A3,12,1623.744873046875,0.05364368483424187,13
29,0.0,299.7745056152344,299.7745056152344,0,41,STANDARD,2018-01-01,R_A3,13,1626.064697265625,0.3684655427932739,14
29,0.0,299.9300231933594,299.9300231933594,0,41,STANDARD,2018-01-01,R_A3,14,1628.384521484375,0.37472862005233765,15
29,0.0,300.0855407714844,300.0855407714844,0,41,STANDARD,2018-01-01,R_A3,15,1630.7042236328125,0.49909964203834534,16
29,0.0,300.209228515625,300.209228515625,0,41,STANDARD,2018-01-01,R_A3,16,1632.549072265625,0.8139057159423828,17
29,0.0,300.3731384277344,300.3731384277344,0,41,STANDARD,2018-01-01,R_A3,25,1634.993896484375,0.6481541991233826,18
29,0.0,300.609130859375,300.609130859375,0,41,STANDARD,2018-01-01,R_A3,26,1638.513427734375,0.042037975043058395,19
29,0.0,300.84515380859375,300.84515380859375,0,41,STANDARD,2018-01-01,R_A3,27,1642.0330810546875,0.04820207878947258,20
29,0.0,301.0811462402344,301.0811462402344,0,41,STANDARD,2018-01-01,R_A3,28,1645.552734375,0.14674417674541473,21
29,0.0,301.31719970703125,301.31719970703125,0,41,STANDARD,2018-01-01,R_A3,29,1649.0723876953125,0.06100087985396385,22
30,0.0,300.2427978515625,300.2427978515625,0,52,STANDARD,2018-01-01,R_A4,1,1633.0498046875,0.06376808136701584,1
31,0.0,299.8099060058594,299.8099060058594,0,52,STANDARD,2018-01-01,R_A4,1,1626.5927734375,0.1080789864063263,2
31,0.0,299.94439697265625,299.94439697265625,0,52,STANDARD,2018-01-01,R_A4,2,1628.5987548828125,0.06341928988695145,3
31,0.0,300.0788879394531,300.0788879394531,0,52,STANDARD,2018-01-01,R_A4,3,1630.604736328125,0.049940790981054306,4
31,0.0,300.21337890625,300.21337890625,0,52,STANDARD,2018-01-01,R_A4,4,1632.6107177734375,0.052824363112449646,5
31,0.0,300.3478698730469,300.3478698730469,0,52,STANDARD,2018-01-01,R_A4,5,1634.61669921875,0.05563288927078247,6
32,0.0,300.1545104980469,300.1545104980469,0,52,STANDARD,2018-01-01,R_A4,5,1631.732666015625,0.05300850421190262,7
32,0.0,300.3583679199219,300.3583679199219,0,51,STANDARD,2018-01-01,R_A4,5,1634.7733154296875,0.05520075187087059,8
32,0.0,300.48150634765625,300.48150634765625,0,51,STANDARD,2018-01-01,R_A4,6,1636.610107421875,0.05599493905901909,9
33,0.0,300.5446472167969,300.5446472167969,0,51,STANDARD,2018-01-01,R_A4,6,1637.5516357421875,0.6481541991233826,10
33,0.0,300.42364501953125,300.42364501953125,0,51,STANDARD,2018-01-01,R_A4,5,1635.7469482421875,0.056395530700683594,11
33,0.0,300.766845703125,300.766845703125,0,50,STANDARD,2018-01-01,R_A4,5,1640.865478515625,0.05831809714436531,12
34,0.0,300.80499267578125,300.80499267578125,0,50,STANDARD,2018-01-01,R_A4,5,1641.4342041015625,0.05984249711036682,13
34,0.0,300.6814270019531,300.6814270019531,0,50,STANDARD,2018-01-01,R_A4,4,1639.5914306640625,0.060613345354795456,14
34,0.0,300.557861328125,300.557861328125,0,50,STANDARD,2018-01-01,R_A4,3,1637.7486572265625,0.1331060379743576,15
35,0.0,300.7942810058594,300.7942810058594,0,50,STANDARD,2018-01-01,R_A4,3,1641.274658203125,0.09907788783311844,16
35,0.0,300.67071533203125,300.67071533203125,0,50,STANDARD,2018-01-01,R_A4,2,1639.4317626953125,0.22638848423957825,17
35,0.0,300.8997497558594,300.8997497558594,0,49,STANDARD,2018-01-01,R_A4,2,1642.847412109375,0.23108626902103424,18
35,0.0,300.77557373046875,300.77557373046875,0,49,STANDARD,2018-01-01,R_A4,1,1640.9957275390625,0.23141101002693176,19
36,0.0,300.9300231933594,300.9300231933594,0,49,STANDARD,2018-01-01,R_A4,28,1643.298828125,0.1724407970905304,20
36,0.0,300.87994384765625,300.87994384765625,0,48,STANDARD,2018-01-01,R_A4,28,1642.5521240234375,0.05228479206562042,21
37,0.0,301.3304748535156,301.3304748535156,0,48,STANDARD,2018-01-01,R_A4,28,1649.2703857421875,0.6481541991233826,22
38,0.0,301.6793518066406,301.6793518066406,0,48,STANDARD,2018-01-01,R_A4,28,1654.4725341796875,0.6481541991233826,23
38,0.0,301.2936706542969,301.2936706542969,0,48,STANDARD,2018-01-01,R_A4,27,1648.7215576171875,0.05778989568352699,24
38,0.0,301.769287109375,301.769287109375,0,47,STANDARD,2018-01-01,R_A4,27,1655.8135986328125,0.06611146032810211,25
31,0.0,303.6897888183594,303.6897888183594,0,20,STANDARD,2018-01-01,R_A5,1,1683.3983154296875,1.0,1
31,0.0,303.8919982910156,303.8919982910156,0,20,STANDARD,2018-01-01,R_A5,2,1685.5322265625,1.0,2
31,0.0,304.0942077636719,304.0942077636719,0,20,STANDARD,2018-01-01,R_A5,3,1687.6661376953125,1.0,3
31,0.0,304.29644775390625,304.29644775390625,0,20,STANDARD,2018-01-01,R_A5,4,1689.8001708984375,1.0,4
31,0.0,304.4986572265625,304.4986572265625,0,20,STANDARD,2018-01-01,R_A5,5,1691.93408203125,1.0,5
31,0.0,304.7008972167969,304.7008972167969,0,20,STANDARD,2018-01-01,R_A5,6,1694.0679931640625,1.0,6
31,0.0,305.2088928222656,305.2088928222656,0,20,STANDARD,2018-01-01,R_A5,7,1696.201904296875,1.0,7
31,0.0,305.4111328125,305.4111328125,0,20,STANDARD,2018-01-01,R_A5,8,1698.3359375,1.0,8
31,0.0,305.27996826171875,305.27996826171875,0,21,STANDARD,2018-01-01,R_A5,8,1696.951904296875,1.0,9
31,0.0,305.4952697753906,305.4952697753906,0,21,STANDARD,2018-01-01,R_A5,9,1699.223876953125,1.0,10
31,0.0,305.609130859375,305.609130859375,0,21,STANDARD,2018-01-01,R_A5,11,1703.650634765625,1.0,11
31,0.0,305.8022766113281,305.8022766113281,0,21,STANDARD,2018-01-01,R_A5,12,1705.6885986328125,1.0,12
31,0.0,306.00738525390625,306.00738525390625,0,21,STANDARD,2018-01-01,R_A5,13,1707.7264404296875,1.0,13
31,0.0,306.20050048828125,306.20050048828125,0,21,STANDARD,2018-01-01,R_A5,14,1709.764404296875,1.0,14
31,0.0,306.5386657714844,306.5386657714844,0,21,STANDARD,2018-01-01,R_A5,15,1711.80224609375,1.0,15
31,0.0,306.7318115234375,306.7318115234375,0,21,STANDARD,2018-01-01,R_A5,16,1713.8402099609375,1.0,16
31,0.0,306.9116516113281,306.9116516113281,0,21,STANDARD,2018-01-01,R_A5,17,1715.73779296875,1.0,17
31,0.0,307.02105712890625,307.02105712890625,0,21,STANDARD,2018-01-01,R_A5,18,1716.8922119140625,1.0,18
31,0.0,306.9903564453125,306.9903564453125,0,21,STANDARD,2018-01-01,R_A5,25,1718.225830078125,1.0,19
31,0.0,307.19085693359375,307.19085693359375,0,21,STANDARD,2018-01-01,R_A5,26,1720.341552734375,1.0,20
31,0.0,307.6971740722656,307.6971740722656,0,21,STANDARD,2018-01-01,R_A5,27,1722.4571533203125,1.0,21
31,0.0,307.8976745605469,307.8976745605469,0,21,STANDARD,2018-01-01,R_A5,28,1724.5728759765625,1.0,22
31,0.0,308.09820556640625,308.09820556640625,0,21,STANDARD,2018-01-01,R_A5,29,1726.6884765625,1.0,23
17,0.0,305.0817565917969,305.0817565917969,0,42,STANDARD,2018-01-01,R_A6,1,1694.8602294921875,1.0,1
17,0.0,305.22772216796875,305.22772216796875,0,42,STANDARD,2018-01-01,R_A6,2,1696.400390625,1.0,2
17,0.0,305.3736572265625,305.3736572265625,0,42,STANDARD,2018-01-01,R_A6,3,1697.9405517578125,1.0,3
17,0.0,305.5196228027344,305.5196228027344,0,42,STANDARD,2018-01-01,R_A6,4,1699.480712890625,1.0,4
17,0.0,305.66558837890625,305.66558837890625,0,42,STANDARD,2018-01-01,R_A6,5,1701.0208740234375,1.0,5
17,0.0,305.8115234375,305.8115234375,0,42,STANDARD,2018-01-01,R_A6,6,1702.56103515625,1.0,6
17,0.0,305.658447265625,305.658447265625,0,42,STANDARD,2018-01-01,R_A6,7,1704.10107421875,1.0,7
17,0.0,305.8044128417969,305.8044128417969,0,42,STANDARD,2018-01-01,R_A6,8,1705.6412353515625,1.0,8
17,0.0,306.2494201660156,306.2494201660156,0,42,STANDARD,2018-01-01,R_A6,9,1707.181396484375,1.0,9
17,0.0,306.089599609375,306.089599609375,0,42,STANDARD,2018-01-01,R_A6,10,1708.7215576171875,1.0,10
17,0.0,306.27301025390625,306.27301025390625,0,42,STANDARD,2018-01-01,R_A6,11,1710.655517578125,1.0,11
17,0.0,306.4936218261719,306.4936218261719,0,42,STANDARD,2018-01-01,R_A6,12,1712.9835205078125,1.0,12
17,0.0,306.7262268066406,306.7262268066406,0,42,STANDARD,2018-01-01,R_A6,13,1715.3115234375,1.0,13
17,0.0,306.9468688964844,306.9468688964844,0,42,STANDARD,2018-01-01,R_A6,14,1717.639404296875,1.0,14
17,0.0,307.16748046875,307.16748046875,0,42,STANDARD,2018-01-01,R_A6,15,1719.9674072265625,1.0,15
17,0.0,307.53314208984375,307.53314208984375,0,42,STANDARD,2018-01-01,R_A6,16,1722.29541015625,1.0,16
17,0.0,307.7537841796875,307.7537841796875,0,42,STANDARD,2018-01-01,R_A6,17,1724.623291015625,1.0,17
17,0.0,307.8918762207031,307.8918762207031,0,42,STANDARD,2018-01-01,R_A6,18,1726.0804443359375,1.0,18
17,0.0,307.8439025878906,307.8439025878906,0,42,STANDARD,2018-01-01,R_A6,25,1727.23193359375,1.0,19
17,0.0,308.3124084472656,308.3124084472656,0,42,STANDARD,2018-01-01,R_A6,26,1728.9486083984375,1.0,20
17,0.0,308.47509765625,308.47509765625,0,42,STANDARD,2018-01-01,R_A6,27,1730.665283203125,1.0,21
17,0.0,308.6378173828125,308.6378173828125,0,42,STANDARD,2018-01-01,R_A6,28,1732.3818359375,1.0,22
17,0.0,308.4947204589844,308.4947204589844,0,42,STANDARD,2018-01-01,R_A6,29,1734.0985107421875,1.0,23
22,0.0,298.2869873046875,298.2869873046875,0,30,STANDARD,2018-03-01,R_A2,1,1639.90966796875,0.052971672266721725,1
22,0.0,298.40386962890625,298.40386962890625,0,30,STANDARD,2018-03-01,R_A2,2,1641.654296875,0.05458176136016846,2
22,0.0,298.5207824707031,298.5207824707031,0,30,STANDARD,2018-03-01,R_A2,3,1643.39892578125,0.057965025305747986,3
22,0.0,298.6376953125,298.6376953125,0,30,STANDARD,2018-03-01,R_A2,4,1645.1435546875,0.0979975089430809,4
22,0.0,298.7547302246094,298.7547302246094,0,30,STANDARD,2018-03-01,R_A2,5,1646.8880615234375,0.1902204006910324,5
22,0.0,298.9234619140625,298.9234619140625,0,30,STANDARD,2018-03-01,R_A2,6,1648.6326904296875,0.3097488284111023,6
22,0.0,299.0442199707031,299.0442199707031,0,30,STANDARD,2018-03-01,R_A2,7,1650.377197265625,0.8716478943824768,7
22,0.0,299.1672058105469,299.1672058105469,0,30,STANDARD,2018-03-01,R_A2,8,1652.121826171875,0.8385811448097229,8
22,0.0,299.4866027832031,299.4866027832031,0,30,STANDARD,2018-03-01,R_A2,9,1653.866455078125,0.8736461400985718,9
22,0.0,299.75982666015625,299.75982666015625,0,30,STANDARD,2018-03-01,R_A2,10,1655.611083984375,0.8836571574211121,10
22,0.0,299.8180236816406,299.8180236816406,0,30,STANDARD,2018-03-01,R_A2,11,1657.510498046875,0.06831514835357666,11
22,0.0,300.426513671875,300.426513671875,0,30,STANDARD,2018-03-01,R_A2,13,1661.619140625,0.43342480063438416,12
22,0.0,300.5646667480469,300.5646667480469,0,30,STANDARD,2018-03-01,R_A2,14,1663.67333984375,0.4784412682056427,13
22,0.0,300.7047119140625,300.7047119140625,0,30,STANDARD,2018-03-01,R_A2,15,1665.727783203125,0.9031739830970764,14
22,0.0,300.8457336425781,300.8457336425781,0,30,STANDARD,2018-03-01,R_A2,16,1667.781982421875,0.910669207572937,15
22,0.0,300.985595703125,300.985595703125,0,30,STANDARD,2018-03-01,R_A2,17,1669.8363037109375,0.878108024597168,16
22,0.0,301.0943298339844,301.0943298339844,0,30,STANDARD,2018-03-01,R_A2,18,1671.4559326171875,0.9232214093208313,17
22,0.0,301.3937683105469,301.3937683105469,0,29,STANDARD,2018-03-01,R_A2,18,1678.4365234375,0.9923474788665771,18
22,-6.793142937056018e-09,302.3000183105469,302.3000183105469,0,29,STANDARD,2018-03-01,R_A2,25,1679.7838134765625,0.9999999403953552,19
22,-5.9122964302105174e-08,302.5226745605469,302.5226745605469,0,29,STANDARD,2018-03-01,R_A2,26,1681.4608154296875,0.9999994039535522,20
22,-2.4265988470120858e-17,302.92596435546875,302.92596435546875,0,29,STANDARD,2018-03-01,R_A2,27,1683.137939453125,1.0,21
22,-2.2069273868685222e-18,302.9281921386719,302.9281921386719,0,29,STANDARD,2018-03-01,R_A2,28,1684.81494140625,1.0,22
22,-7.253491969387571e-13,302.6725158691406,302.6725158691406,0,29,STANDARD,2018-03-01,R_A2,29,1686.4920654296875,1.0,23
31,1.8027024317746054e-10,283.0429992675781,283.0429992675781,0,20,STANDARD,2018-04-28,R_A5,1,1683.3983154296875,1.0,1
31,1.767707230593274e-10,283.2447509765625,283.2447509765625,0,20,STANDARD,2018-04-28,R_A5,2,1685.5322265625,1.0,2
31,2.1734504473958083e-10,283.446533203125,283.446533203125,0,20,STANDARD,2018-04-28,R_A5,3,1687.6661376953125,1.0,3
31,2.1975851693945003e-10,283.6484375,283.6484375,0,20,STANDARD,2018-04-28,R_A5,4,1689.8001708984375,1.0,4
31,1.8055830441898735e-10,283.8503112792969,283.8503112792969,0,20,STANDARD,2018-04-28,R_A5,5,1691.93408203125,1.0,5
31,1.518853931514741e-10,284.0521545410156,284.0521545410156,0,20,STANDARD,2018-04-28,R_A5,6,1694.0679931640625,1.0,6
31,5.501736219382103e-12,284.59625244140625,284.59625244140625,0,20,STANDARD,2018-04-28,R_A5,7,1696.201904296875,1.0,7
31,1.597998209451612e-12,284.8205871582031,284.8205871582031,0,20,STANDARD,2018-04-28,R_A5,8,1698.3359375,1.0,8
31,1.0796034205506899e-11,284.076171875,284.076171875,0,21,STANDARD,2018-04-28,R_A5,8,1696.951904296875,1.0,9
31,1.589399271917369e-11,284.2863464355469,284.2863464355469,0,21,STANDARD,2018-04-28,R_A5,9,1699.223876953125,1.0,10
31,-1.551964251556015e-10,283.02001953125,283.02001953125,0,21,STANDARD,2018-04-28,R_A5,11,1703.650634765625,1.0,11
31,-1.4699057249156766e-10,283.0292053222656,283.0292053222656,0,21,STANDARD,2018-04-28,R_A5,12,1705.6885986328125,1.0,12
31,-6.370346524592341e-12,283.2336120605469,283.2336120605469,0,21,STANDARD,2018-04-28,R_A5,13,1707.7264404296875,1.0,13
31,-6.414610596167103e-12,283.4261169433594,283.4261169433594,0,21,STANDARD,2018-04-28,R_A5,14,1709.764404296875,1.0,14
31,-1.9550580772353943e-12,283.76739501953125,283.76739501953125,0,21,STANDARD,2018-04-28,R_A5,15,1711.80224609375,1.0,15
31,-4.876996701451419e-13,283.9648132324219,283.9648132324219,0,21,STANDARD,2018-04-28,R_A5,16,1713.8402099609375,1.0,16
31,-7.360545007696617e-13,284.1456298828125,284.1456298828125,0,21,STANDARD,2018-04-28,R_A5,17,1715.73779296875,1.0,17
31,0.0,284.25439453125,284.25439453125,0,21,STANDARD,2018-04-28,R_A5,18,1716.8922119140625,1.0,18
31,-5.953065297659155e-12,283.5749206542969,283.5749206542969,0,21,STANDARD,2018-04-28,R_A5,25,1718.225830078125,1.0,19
31,-7.508924905474945e-12,283.7933654785156,283.7933654785156,0,21,STANDARD,2018-04-28,R_A5,26,1720.341552734375,1.0,20
31,-1.9914211688500752e-19,295.3636474609375,295.3636474609375,0,21,STANDARD,2018-04-28,R_A5,27,1722.4571533203125,1.0,21
31,2.3282558997476304e-20,303.4796447753906,303.4796447753906,0,21,STANDARD,2018-04-28,R_A5,28,1724.5728759765625,1.0,22
31,6.244567894792781e-22,306.5046691894531,306.5046691894531,0,21,STANDARD,2018-04-28,R_A5,29,1726.6884765625,1.0,23
28,0.0,278.1694641113281,278.1694641113281,0,41,STANDARD,2018-07-03,R_A3,1,1608.8470458984375,0.17800010740756989,1
29,0.0,277.534912109375,277.534912109375,0,41,STANDARD,2018-07-03,R_A3,1,1599.7718505859375,0.6502735614776611,2
29,0.0,277.6830749511719,277.6830749511719,0,41,STANDARD,2018-07-03,R_A3,2,1601.9290771484375,0.11860325932502747,3
29,0.0,277.82684326171875,277.82684326171875,0,41,STANDARD,2018-07-03,R_A3,3,1604.0863037109375,0.18307939171791077,4
29,0.0,277.9709777832031,277.9709777832031,0,41,STANDARD,2018-07-03,R_A3,4,1606.2435302734375,0.22101622819900513,5
29,0.0,278.1669921875,278.1669921875,0,41,STANDARD,2018-07-03,R_A3,5,1608.400634765625,0.6521292328834534,6
29,0.0,278.4710388183594,278.4710388183594,0,41,STANDARD,2018-07-03,R_A3,6,1610.557861328125,0.6496332883834839,7
