CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.4122314453125,303.3617858886719,0.0377175472676754,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.3617858886719
27,30,6,1613.3199462890625,303.5472412109375,0.0331888385117054,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.5472412109375
27,30,7,1616.156005859375,303.7281494140625,0.029894830659031868,0.0,3,0,2000-02-01,OP_1,MULTISEG,303.7281494140625
27,30,8,1618.991943359375,303.9090576171875,0.02954345941543579,0.0,4,0,2000-02-01,OP_1,MULTISEG,303.9090576171875
27,30,9,1621.827880859375,304.0899658203125,0.030571172013878822,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.0899658203125
27,30,10,1624.663818359375,304.2709045410156,0.04974981024861336,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.2709045410156
20,13,6,1651.8358154296875,305.8788146972656,0.11915984004735947,0.0,1,0,2000-02-01,OP_2,MULTISEG,305.8788146972656
20,13,7,1654.6199951171875,306.05645751953125,0.07942132651805878,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.05645751953125
20,13,8,1657.404052734375,306.2342529296875,0.0645216628909111,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.2342529296875
20,13,9,1660.18798828125,306.4120178222656,0.0579049289226532,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.4120178222656
20,13,10,1662.97216796875,306.58953857421875,0.2139253318309784,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.58953857421875
28,47,9,1657.8958740234375,306.380859375,0.16368483006954193,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.380859375
28,47,10,1660.9642333984375,306.57672119140625,0.12955676019191742,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.57672119140625
28,47,11,1663.76806640625,306.7557067871094,0.06961469352245331,0.0,3,0,2000-02-01,OP_3,MULTISEG,306.7557067871094
28,47,12,1666.30712890625,306.9178161621094,0.06061400845646858,0.0,4,0,2000-02-01,OP_3,MULTISEG,306.9178161621094
28,47,13,1668.8460693359375,307.07989501953125,0.05944478139281273,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.07989501953125
28,47,14,1671.38525390625,307.2420349121094,0.07093261182308197,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.2420349121094
14,38,1,1700.3292236328125,309.1725158691406,1.0,4.047140400587068e-09,1,0,2000-02-01,WI_1,MULTISEG,309.1725158691406
14,38,2,1703.1168212890625,309.387451171875,1.0,1.0170975173195984e-08,2,0,2000-02-01,WI_1,MULTISEG,309.387451171875
14,38,3,1705.904541015625,309.6590270996094,1.0,5.822755166917659e-09,3,0,2000-02-01,WI_1,MULTISEG,309.6590270996094
14,38,4,1708.692138671875,309.93060302734375,1.0,2.8248769989858147e-09,4,0,2000-02-01,WI_1,MULTISEG,309.93060302734375
14,38,5,1711.479736328125,310.2588195800781,1.0,1.694001383611976e-09,5,0,2000-02-01,WI_1,MULTISEG,310.2588195800781
28,20,7,1692.4891357421875,280.4088134765625,0.7253327965736389,0.0,1,0,2000-06-01,WI_2,MULTISEG,280.4088134765625
28,20,8,1695.2073974609375,280.5402526855469,0.7590841054916382,0.0,2,0,2000-06-01,WI_2,MULTISEG,280.5402526855469
28,20,9,1697.9256591796875,280.7134094238281,0.8417848348617554,0.0,3,0,2000-06-01,WI_2,MULTISEG,280.7134094238281
28,20,10,1700.643798828125,280.7940368652344,0.9949774742126465,0.0,4,0,2000-06-01,WI_2,MULTISEG,280.7940368652344
18,29,2,1651.322021484375,268.69061279296875,0.06974048167467117,0.0,1,0,2001-01-01,OP_4,MULTISEG,268.69061279296875
18,29,3,1653.8341064453125,268.8493957519531,0.06886176019906998,0.0,2,0,2001-01-01,OP_4,MULTISEG,268.8493957519531
18,29,4,1656.346435546875,269.00830078125,0.06920526921749115,0.0,3,0,2001-01-01,OP_4,MULTISEG,269.00830078125
18,29,5,1658.8587646484375,269.1688232421875,0.14915820956230164,0.0,4,0,2001-01-01,OP_4,MULTISEG,269.1688232421875
18,29,10,1673.2235107421875,279.0652160644531,0.4733961820602417,0.0,5,0,2001-01-01,OP_4,MULTISEG,279.0652160644531
18,29,11,1675.85205078125,279.22723388671875,0.29030221700668335,0.0,6,0,2001-01-01,OP_4,MULTISEG,279.22723388671875
18,29,12,1678.196044921875,279.3743896484375,0.20171643793582916,0.0,7,0,2001-01-01,OP_4,MULTISEG,279.3743896484375
18,29,13,1680.5400390625,279.5232849121094,0.31101539731025696,0.0,8,0,2001-01-01,OP_4,MULTISEG,279.5232849121094
18,29,14,1682.8839111328125,279.6765441894531,0.5160772800445557,0.0,9,0,2001-01-01,OP_4,MULTISEG,279.6765441894531
24,37,1,1612.917236328125,264.6148681640625,0.04523022472858429,0.0,1,0,2001-01-01,OP_5,MULTISEG,264.6148681640625
24,37,2,1615.5465087890625,264.78094482421875,0.07552968710660934,0.0,2,0,2001-01-01,OP_5,MULTISEG,264.78094482421875
24,37,3,1618.1759033203125,264.9483337402344,0.09574136137962341,0.0,3,0,2001-01-01,OP_5,MULTISEG,264.9483337402344
24,37,4,1620.805419921875,265.1165466308594,0.09840632230043411,0.0,4,0,2001-01-01,OP_5,MULTISEG,265.1165466308594
24,37,5,1623.434814453125,265.2835998535156,0.04373641312122345,0.0,5,0,2001-01-01,OP_5,MULTISEG,265.2835998535156
24,37,6,1626.548583984375,266.6897277832031,0.17819851636886597,0.0,6,0,2001-01-01,OP_5,MULTISEG,266.6897277832031
25,37,11,1634.1346435546875,267.167236328125,0.10927490144968033,0.0,7,0,2001-01-01,OP_5,MULTISEG,267.167236328125
25,37,12,1638.1590576171875,267.4275207519531,0.09093626588582993,0.0,8,0,2001-01-01,OP_5,MULTISEG,267.4275207519531
25,37,13,1642.183349609375,267.6827087402344,0.082176074385643,0.0,9,0,2001-01-01,OP_5,MULTISEG,267.6827087402344
25,37,14,1646.2076416015625,267.9374084472656,0.050709959119558334,0.0,10,0,2001-01-01,OP_5,MULTISEG,267.9374084472656
17,10,6,1707.696533203125,273.7303771972656,0.9643884897232056,0.0,1,0,2001-03-01,WI_3,MULTISEG,273.7303771972656
16,10,6,1722.114990234375,275.30303955078125,1.0,3.73671623157823e-12,2,0,2001-03-01,WI_3,MULTISEG,275.30303955078125
16,10,7,1724.64501953125,275.554443359375,1.0,3.6460802909851764e-13,3,0,2001-03-01,WI_3,MULTISEG,275.554443359375
16,10,8,1727.17578125,275.805908203125,1.0,4.773726552942392e-12,4,0,2001-03-01,WI_3,MULTISEG,275.805908203125
16,10,9,1729.7078857421875,276.0575256347656,1.0,7.252455580530892e-12,5,0,2001-03-01,WI_3,MULTISEG,276.0575256347656
16,10,10,1732.23876953125,276.31182861328125,1.0,1.943533224982308e-12,6,0,2001-03-01,WI_3,MULTISEG,276.31182861328125
