PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
PERM,LowerReek,Dorne,Background,11.120889,,100.0,0.27267966,1.7769834,25.62848,13.970379,geogrid,geogrid
PORO,LowerReek,Dorne,Background,0.10342515,,0.2587161,0.0,0.04911,0.16038024,0.043226276,geogrid,geogrid
SW,LowerReek,Dorne,Background,0.9995946,,1.0,0.6954289,1.0,1.0,0.0088242,geogrid,geogrid
PERM,LowerReek,Dorne,Channel,3426.7505,,10000.0,34.357388,560.2915,9340.46,2999.5623,geogrid,geogrid
PORO,LowerReek,Dorne,Channel,0.2588731,,0.46328604,0.06981371,0.19537345,0.32245633,0.049658027,geogrid,geogrid
SW,LowerReek,Dorne,Channel,0.9928322,,1.0,0.11245388,1.0,1.0,0.0703964,geogrid,geogrid
PERM,LowerReek,Dorne,Crevasse,178.62372,,1000.0,2.8221006,23.618603,455.91782,212.21552,geogrid,geogrid
PORO,LowerReek,Dorne,Crevasse,0.2039024,,0.36006123,0.031252593,0.13960066,0.2679249,0.04946402,geogrid,geogrid
SW,LowerReek,Dorne,Crevasse,0.99868464,,1.0,0.27216092,1.0,1.0,0.02603108,geogrid,geogrid
PERM,LowerReek,IronIslands,Background,6.4349556,,100.0,0.085911095,0.95136404,13.712839,8.817044,geogrid,geogrid
PORO,LowerReek,IronIslands,Background,0.08217754,,0.25016132,0.0,0.020241173,0.13792789,0.044283245,geogrid,geogrid
SW,LowerReek,IronIslands,Background,0.6920571,,1.0,0.0,0.29279485,1.0,0.32083738,geogrid,geogrid
PERM,LowerReek,IronIslands,Channel,2904.8186,,10000.0,31.669573,422.03564,7826.7314,2815.574,geogrid,geogrid
PORO,LowerReek,IronIslands,Channel,0.24815114,,0.4203651,0.06675416,0.18439817,0.3108995,0.04876171,geogrid,geogrid
SW,LowerReek,IronIslands,Channel,0.4655952,,1.0,0.020652736,0.036934678,1.0,0.45806935,geogrid,geogrid
PERM,LowerReek,IronIslands,Crevasse,188.954,,1000.0,2.2086637,21.978874,506.59674,232.9103,geogrid,geogrid
PORO,LowerReek,IronIslands,Crevasse,0.2029025,,0.3739643,0.033853576,0.13773054,0.27027503,0.05126824,geogrid,geogrid
SW,LowerReek,IronIslands,Crevasse,0.5602971,,1.0,0.05586915,0.11072009,1.0,0.41261467,geogrid,geogrid
PERM,LowerReek,North,Background,13.324946,,100.0,0.1165112,1.5905372,31.441343,17.300253,geogrid,geogrid
PORO,LowerReek,North,Background,0.107441485,,0.2996818,0.0,0.041553095,0.17101707,0.049778454,geogrid,geogrid
SW,LowerReek,North,Background,0.9949551,,1.0,0.0,1.0,1.0,0.052699987,geogrid,geogrid
PERM,LowerReek,North,Channel,3071.665,,10000.0,22.073988,428.61713,8428.643,2910.6946,geogrid,geogrid
PORO,LowerReek,North,Channel,0.24833073,,0.45542043,0.06579663,0.18258116,0.3124489,0.050475776,geogrid,geogrid
SW,LowerReek,North,Channel,0.9889179,,1.0,0.02914456,1.0,1.0,0.10158334,geogrid,geogrid
PERM,LowerReek,North,Crevasse,169.94107,,1000.0,2.1172369,22.272383,416.18408,199.10178,geogrid,geogrid
PORO,LowerReek,North,Crevasse,0.20303352,,0.348729,0.03681758,0.14098115,0.26363385,0.04784647,geogrid,geogrid
SW,LowerReek,North,Crevasse,0.9973465,,1.0,0.082442805,1.0,1.0,0.047643818,geogrid,geogrid
PERM,LowerReek,Reach,Background,8.854583,,100.0,0.053907778,1.3029057,19.90032,11.736758,geogrid,geogrid
PORO,LowerReek,Reach,Background,0.091201276,,0.27161026,0.0,0.030143555,0.15141614,0.04563468,geogrid,geogrid
SW,LowerReek,Reach,Background,0.91060704,,1.0,0.0,0.53613466,1.0,0.20099275,geogrid,geogrid
PERM,LowerReek,Reach,Channel,3242.4482,,10000.0,29.31044,473.3787,9059.361,2992.6765,geogrid,geogrid
PORO,LowerReek,Reach,Channel,0.2540281,,0.43887413,0.05753492,0.18901254,0.31848627,0.050247356,geogrid,geogrid
SW,LowerReek,Reach,Channel,0.5703088,,1.0,0.02384755,0.060216412,1.0,0.44218978,geogrid,geogrid
PERM,LowerReek,Reach,Crevasse,215.2767,,1000.0,2.1156828,26.990452,548.5521,242.87471,geogrid,geogrid
PORO,LowerReek,Reach,Crevasse,0.21111923,,0.39348102,0.052027658,0.14529385,0.27695003,0.05114369,geogrid,geogrid
SW,LowerReek,Reach,Crevasse,0.61917883,,1.0,0.060999356,0.16234536,1.0,0.37073627,geogrid,geogrid
PERM,LowerReek,Stormlands,Background,2.5082185,,12.718149,0.09417985,0.34016377,6.4232087,2.8374631,geogrid,geogrid
PORO,LowerReek,Stormlands,Background,0.053075254,,0.15549472,0.0,0.0,0.11707319,0.0452246,geogrid,geogrid
SW,LowerReek,Stormlands,Background,0.29757273,,0.6228878,0.0,0.0,0.47970447,0.17463256,geogrid,geogrid
PERM,LowerReek,Stormlands,Channel,2991.1838,,10000.0,102.571434,516.1604,7426.0527,2695.266,geogrid,geogrid
PORO,LowerReek,Stormlands,Channel,0.2504724,,0.42216846,0.10560687,0.19118334,0.3075461,0.0453098,geogrid,geogrid
SW,LowerReek,Stormlands,Channel,0.04308779,,0.11212536,0.018570809,0.027693355,0.060870662,0.013395439,geogrid,geogrid
PERM,LowerReek,Stormlands,Crevasse,174.81142,,1000.0,2.2278936,23.659492,441.89133,215.88617,geogrid,geogrid
PORO,LowerReek,Stormlands,Crevasse,0.20057435,,0.32248175,0.04938391,0.14096901,0.2630203,0.049244896,geogrid,geogrid
SW,LowerReek,Stormlands,Crevasse,0.12041378,,0.26614824,0.052092757,0.07322613,0.18335836,0.04295683,geogrid,geogrid
PERM,LowerReek,Vale,Background,12.555626,,100.0,0.2089468,1.9548246,27.986593,14.149979,geogrid,geogrid
PORO,LowerReek,Vale,Background,0.08925941,,0.22984165,0.0,0.036998864,0.14283606,0.04027985,geogrid,geogrid
SW,LowerReek,Vale,Background,0.42191762,,1.0,0.0,0.1988196,1.0,0.28485566,geogrid,geogrid
