ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,646774,384280,267978,37731271
Valysar,CentralSouth,50828840,9599631,7068186,4929000,694003182
Valysar,CentralNorth,30419048,5663666,4054097,2827125,398059219
Valysar,NorthHorst,3231460,457301,229202,140788,27580319
Valysar,CentralRamp,13746446,2107364,1369747,955193,134491218
Valysar,CentralHorst,81305452,13860896,10582590,7379770,1039071655
Valysar,EastLowland,291997,74763,44600,31102,4379144
Therys,WestLowland,2204974,408714,216411,150915,21248766
Therys,CentralSouth,5507685,1143616,672187,468750,65999993
Therys,CentralNorth,13622080,2631253,1538241,1072693,151035147
Therys,NorthHorst,5444980,818976,322833,198300,38847048
Therys,CentralRamp,6770890,1465289,1113039,776178,109285891
Therys,CentralHorst,25635342,6583791,5110412,3563747,501775528
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,40236,22636,15785,2222574
Volon,CentralSouth,18640748,3165992,2184688,1523492,214507684
Volon,CentralNorth,2233721,334409,199319,138995,19570465
Volon,NorthHorst,4354673,779374,584693,359148,70357106
Volon,CentralRamp,10325180,1945807,1384135,965227,135903895
Volon,CentralHorst,75027863,13065193,9469022,6603223,929733834
Volon,EastLowland,0,0,0,0,0
