ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,646145,357541,249331,35105850
Valysar,CentralSouth,50835446,9578815,6970219,4860683,684384167
Valysar,CentralNorth,30427750,5657956,3979198,2774894,390705077
Valysar,NorthHorst,3233577,462587,216355,132896,26034347
Valysar,CentralRamp,13747335,2107476,1369805,955234,134496922
Valysar,CentralHorst,81298016,13856979,10535954,7347248,1034492565
Valysar,EastLowland,288978,73184,32485,22653,3189595
Therys,WestLowland,2193689,407994,196130,136771,19257370
Therys,CentralSouth,5505494,1140427,632933,441376,62145771
Therys,CentralNorth,13614066,2624874,1494810,1042406,146770779
Therys,NorthHorst,5444409,816594,305515,187663,36763154
Therys,CentralRamp,6771661,1463693,1112642,775901,109246848
Therys,CentralHorst,25651843,6583270,5086846,3547312,499461566
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722
Volon,CentralSouth,18642826,3191523,2018792,1407805,198218926
Volon,CentralNorth,2230093,345043,188834,131683,18541024
Volon,NorthHorst,4359855,781641,559361,343588,67308837
Volon,CentralRamp,10336345,1946994,1348600,940446,132414830
Volon,CentralHorst,75037188,13079462,9382464,6542862,921234988
Volon,EastLowland,0,0,0,0,0
