ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,5900329,820272,449804,313671,44164831,0,0,0,0,0
Valysar,CentralSouth,50894611,10076764,7771644,5419557,763073634,0,0,0,0,0
Valysar,CentralNorth,32763892,5020471,3340588,2329560,328002000,0,0,0,0,0
Valysar,NorthHorst,4653970,518509,193692,118975,23307264,25077344,2644746,1446138,336311087,51456
Valysar,CentralRamp,12665049,2380029,1750818,1220933,171907425,0,0,0,0,0
Valysar,CentralHorst,80990366,13318983,10100000,7043236,991687650,0,0,0,0,0
Valysar,EastLowland,2200354,363117,181436,126524,17814638,0,0,0,0,0
Therys,WestLowland,2822564,515326,250891,174959,24634216,0,0,0,0,0
Therys,CentralSouth,14648018,2682076,1543295,1076217,151531337,0,0,0,0,0
Therys,CentralNorth,12966006,2829698,1599745,1115582,157073960,0,0,0,0,0
Therys,NorthHorst,11319156,1533195,586649,360350,70592490,13083887,2480711,1675481,389646666,59616
Therys,CentralRamp,6351157,1371629,1030161,718383,101148347,0,0,0,0,0
Therys,CentralHorst,26301092,6765027,5297861,3694464,520180486,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,340386,54670,23893,16662,2345949,0,0,0,0,0
Volon,CentralSouth,28344887,5168166,3737908,2606631,367013621,0,0,0,0,0
Volon,CentralNorth,3405711,424212,176792,123286,17358626,0,0,0,0,0
Volon,NorthHorst,6453194,1109555,763210,468802,91838370,711106,113763,88806,20652546,3160
Volon,CentralRamp,8078801,1391230,970649,676882,95305004,0,0,0,0,0
Volon,CentralHorst,75243613,12486664,9070292,6325169,890583842,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
