FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,312353.0,0.0,312353.0,84790885.0,0.0,43985575.0,43985575.0,88125682.0,448009.0,87677672.0,0.0,448009.0,WestLowland,Valysar
2,5349941.0,0.0,5349941.0,15069182.0,0.0,753378661.0,753378661.0,23255268.0,7671560.0,15583707.0,0.0,7671560.0,CentralSouth,Valysar
3,2286943.0,0.0,2286943.0,11999411.0,0.0,322047270.0,322047270.0,15687824.0,3279359.0,12408465.0,0.0,3279359.0,CentralNorth,Valysar
4,100772.0,50722.0,151494.0,3453744.0,330351592.0,19741589.0,350093181.0,5158430.0,164098.0,3572226.0,1422106.0,1586204.0,NorthHorst,Valysar
5,1208608.0,0.0,1208608.0,815370.0,0.0,170196134.0,170196134.0,2577081.0,1733667.0,843415.0,0.0,1733667.0,CentralRamp,Valysar
6,6843118.0,0.0,6843118.0,7050863.0,0.0,963647862.0,963647862.0,17112824.0,9820004.0,7292820.0,0.0,9820004.0,CentralHorst,Valysar
7,126767.0,0.0,126767.0,37284874.0,-0.0,17851364.0,17851364.0,38722320.0,181773.0,38540547.0,0.0,181773.0,EastLowland,Valysar
8,178360.0,0.0,178360.0,113938630.0,0.0,25116687.0,25116687.0,118072437.0,255789.0,117816648.0,0.0,255789.0,WestLowland,Therys
9,1092364.0,0.0,1092364.0,5307332.0,0.0,153826651.0,153826651.0,7055134.0,1566157.0,5488977.0,0.0,1566157.0,CentralSouth,Therys
10,1135787.0,0.0,1135787.0,12907411.0,0.0,159941483.0,159941483.0,14975083.0,1628341.0,13346742.0,0.0,1628341.0,CentralNorth,Therys
11,355599.0,59692.0,415291.0,4286600.0,387716578.0,69663304.0,457379883.0,6680748.0,579069.0,4433500.0,1668179.0,2247247.0,NorthHorst,Therys
12,723411.0,0.0,723411.0,514185.0,0.0,101870708.0,101870708.0,1569341.0,1037497.0,531844.0,0.0,1037497.0,CentralRamp,Therys
13,3669905.0,0.0,3669905.0,5072002.0,0.0,516796062.0,516796062.0,10510436.0,5264839.0,5245597.0,0.0,5264839.0,CentralHorst,Therys
14,0.0,0.0,0.0,18778273.0,0.0,0.0,0.0,19407067.0,0.0,19407067.0,0.0,0.0,EastLowland,Therys
15,20573.0,0.0,20573.0,77188156.0,0.0,2897023.0,2897023.0,79834317.0,29499.0,79804818.0,0.0,29499.0,WestLowland,Volon
16,2639066.0,0.0,2639066.0,34606376.0,0.0,371633310.0,371633310.0,39567290.0,3783426.0,35783864.0,0.0,3783426.0,CentralSouth,Volon
17,113866.0,0.0,113866.0,6100840.0,0.0,16034601.0,16034601.0,6471572.0,163242.0,6308330.0,0.0,163242.0,CentralNorth,Volon
18,480520.0,3079.0,483599.0,1795917.0,19955224.0,94142470.0,114097694.0,2725679.0,782489.0,1857367.0,85823.0,868312.0,NorthHorst,Volon
19,651590.0,0.0,651590.0,1462512.0,0.0,91756855.0,91756855.0,2446844.0,934262.0,1512582.0,0.0,934262.0,CentralRamp,Volon
20,6263513.0,0.0,6263513.0,9430736.0,0.0,882027962.0,882027962.0,18737345.0,8983663.0,9753682.0,0.0,8983663.0,CentralHorst,Volon
21,0.0,0.0,0.0,33727697.0,0.0,0.0,0.0,34866765.0,0.0,34866765.0,0.0,0.0,EastLowland,Volon
