CONBPRES,WELLMODEL,CONIPOS,SWAT,DRAWDOWN,CONJPOS,CONKPOS,DATE,DEPTH,WELL,CONIDX,PRESSURE,SGAS
300.16583251953125,STANDARD,29,0.3014692962169647,0,41,27,2018-01-01,1633.5262451171875,R_A3,18,300.16583251953125,0.0
300.40966796875,STANDARD,29,0.044041041284799576,0,41,28,2018-01-01,1637.1630859375,R_A3,19,300.40966796875,0.0
300.6535339355469,STANDARD,29,0.08846355974674225,0,41,29,2018-01-01,1640.8001708984375,R_A3,20,300.6535339355469,0.0
300.89739990234375,STANDARD,29,1.0,0,41,30,2018-01-01,1644.4371337890625,R_A3,21,300.89739990234375,0.0
301.14129638671875,STANDARD,29,0.06317919492721558,0,41,31,2018-01-01,1648.0740966796875,R_A3,22,301.14129638671875,0.0
300.009033203125,STANDARD,30,0.05148448422551155,0,52,1,2018-01-01,1631.1873779296875,R_A4,1,300.009033203125,0.0
299.7571105957031,STANDARD,31,0.04942012205719948,0,52,1,2018-01-01,1627.4293212890625,R_A4,2,299.7571105957031,0.0
299.89520263671875,STANDARD,31,0.05094006285071373,0,52,2,2018-01-01,1629.4896240234375,R_A4,3,299.89520263671875,0.0
300.0333251953125,STANDARD,31,0.05282565578818321,0,52,3,2018-01-01,1631.5498046875,R_A4,4,300.0333251953125,0.0
300.17144775390625,STANDARD,31,0.059012703597545624,0,52,4,2018-01-01,1633.610107421875,R_A4,5,300.17144775390625,0.0
300.0901184082031,STANDARD,32,0.05643600597977638,0,52,4,2018-01-01,1632.3968505859375,R_A4,6,300.0901184082031,0.0
300.3236999511719,STANDARD,32,0.05788363516330719,0,51,4,2018-01-01,1635.880615234375,R_A4,7,300.3236999511719,0.0
300.4202575683594,STANDARD,33,0.058634817600250244,0,51,4,2018-01-01,1637.321044921875,R_A4,8,300.4202575683594,0.0
300.29644775390625,STANDARD,33,0.05906778573989868,0,51,3,2018-01-01,1635.474609375,R_A4,9,300.29644775390625,0.0
300.74395751953125,STANDARD,33,0.13861097395420074,0,50,4,2018-01-01,1642.1485595703125,R_A4,10,300.74395751953125,0.0
300.67578125,STANDARD,34,0.13421428203582764,0,50,4,2018-01-01,1641.132080078125,R_A4,11,300.67578125,0.0
300.5467224121094,STANDARD,34,0.1400769203901291,0,50,3,2018-01-01,1639.20703125,R_A4,12,300.5467224121094,0.0
300.66064453125,STANDARD,35,0.23393802344799042,0,50,3,2018-01-01,1640.9061279296875,R_A4,13,300.66064453125,0.0
300.53570556640625,STANDARD,35,0.22923102974891663,0,50,2,2018-01-01,1639.0426025390625,R_A4,14,300.53570556640625,0.0
300.72943115234375,STANDARD,35,0.23608194291591644,0,49,2,2018-01-01,1641.93212890625,R_A4,15,300.72943115234375,0.0
300.7579650878906,STANDARD,36,0.6481541991233826,0,49,30,2018-01-01,1642.357421875,R_A4,16,300.7579650878906,0.0
300.5735168457031,STANDARD,36,0.31965819001197815,0,48,30,2018-01-01,1639.6068115234375,R_A4,17,300.5735168457031,0.0
301.0526123046875,STANDARD,37,0.6481541991233826,0,48,30,2018-01-01,1646.7513427734375,R_A4,18,301.0526123046875,0.0
301.5025939941406,STANDARD,38,0.6481541991233826,0,48,30,2018-01-01,1653.461669921875,R_A4,19,301.5025939941406,0.0
301.7947998046875,STANDARD,38,0.23997251689434052,0,47,30,2018-01-01,1657.8184814453125,R_A4,20,301.7947998046875,0.0
303.8440856933594,STANDARD,31,1.0,0,20,1,2018-01-01,1685.026611328125,R_A5,1,303.8440856933594,0.0
304.0601806640625,STANDARD,31,1.0,0,20,2,2018-01-01,1687.3070068359375,R_A5,2,304.0601806640625,0.0
304.27630615234375,STANDARD,31,1.0,0,20,3,2018-01-01,1689.5875244140625,R_A5,3,304.27630615234375,0.0
304.4924011230469,STANDARD,31,1.0,0,20,4,2018-01-01,1691.8680419921875,R_A5,4,304.4924011230469,0.0
304.7085266113281,STANDARD,31,1.0,0,20,5,2018-01-01,1694.1485595703125,R_A5,5,304.7085266113281,0.0
304.9246520996094,STANDARD,31,1.0,0,20,6,2018-01-01,1696.4290771484375,R_A5,6,304.9246520996094,0.0
305.446533203125,STANDARD,31,1.0,0,20,7,2018-01-01,1698.70947265625,R_A5,7,305.446533203125,0.0
305.988037109375,STANDARD,31,1.0,0,20,11,2018-01-01,1707.6488037109375,R_A5,8,305.988037109375,0.0
306.1695251464844,STANDARD,31,1.0,0,20,12,2018-01-01,1709.5638427734375,R_A5,9,306.1695251464844,0.0
305.4322814941406,STANDARD,31,1.0,0,21,12,2018-01-01,1701.7845458984375,R_A5,10,305.4322814941406,0.0
305.6291198730469,STANDARD,31,1.0,0,21,13,2018-01-01,1703.735107421875,R_A5,11,305.6291198730469,0.0
305.81396484375,STANDARD,31,1.0,0,21,14,2018-01-01,1705.6856689453125,R_A5,12,305.81396484375,0.0
305.9988098144531,STANDARD,31,1.0,0,21,15,2018-01-01,1707.63623046875,R_A5,13,305.9988098144531,0.0
306.1836853027344,STANDARD,31,1.0,0,21,16,2018-01-01,1709.5867919921875,R_A5,14,306.1836853027344,0.0
306.5135498046875,STANDARD,31,1.0,0,21,17,2018-01-01,1711.537353515625,R_A5,15,306.5135498046875,0.0
306.6856994628906,STANDARD,31,1.0,0,21,18,2018-01-01,1713.35400390625,R_A5,16,306.6856994628906,0.0
306.7843933105469,STANDARD,31,1.0,0,21,19,2018-01-01,1714.3951416015625,R_A5,17,306.7843933105469,0.0
306.75689697265625,STANDARD,31,1.0,0,21,27,2018-01-01,1715.7628173828125,R_A5,18,306.75689697265625,0.0
306.978271484375,STANDARD,31,1.0,0,21,28,2018-01-01,1718.098388671875,R_A5,19,306.978271484375,0.0
307.5054016113281,STANDARD,31,1.0,0,21,29,2018-01-01,1720.43408203125,R_A5,20,307.5054016113281,0.0
307.7267761230469,STANDARD,31,1.0,0,21,30,2018-01-01,1722.7696533203125,R_A5,21,307.7267761230469,0.0
307.9481506347656,STANDARD,31,1.0,0,21,31,2018-01-01,1725.105224609375,R_A5,22,307.9481506347656,0.0
305.11419677734375,STANDARD,17,1.0,0,42,1,2018-01-01,1695.20263671875,R_A6,1,305.11419677734375,0.0
305.2609558105469,STANDARD,17,1.0,0,42,2,2018-01-01,1696.7510986328125,R_A6,2,305.2609558105469,0.0
305.4076843261719,STANDARD,17,1.0,0,42,3,2018-01-01,1698.299560546875,R_A6,3,305.4076843261719,0.0
305.554443359375,STANDARD,17,1.0,0,42,4,2018-01-01,1699.84814453125,R_A6,4,305.554443359375,0.0
305.7012023925781,STANDARD,17,1.0,0,42,5,2018-01-01,1701.3966064453125,R_A6,5,305.7012023925781,0.0
305.84796142578125,STANDARD,17,1.0,0,42,6,2018-01-01,1702.9451904296875,R_A6,6,305.84796142578125,0.0
305.6956481933594,STANDARD,17,1.0,0,42,7,2018-01-01,1704.49365234375,R_A6,7,305.6956481933594,0.0
305.8424072265625,STANDARD,17,1.0,0,42,8,2018-01-01,1706.042236328125,R_A6,8,305.8424072265625,0.0
306.2882080078125,STANDARD,17,1.0,0,42,9,2018-01-01,1707.5906982421875,R_A6,9,306.2882080078125,0.0
306.1291809082031,STANDARD,17,1.0,0,42,10,2018-01-01,1709.1392822265625,R_A6,10,306.1291809082031,0.0
306.3109130859375,STANDARD,17,1.0,0,42,11,2018-01-01,1711.055419921875,R_A6,11,306.3109130859375,0.0
306.52734375,STANDARD,17,1.0,0,42,12,2018-01-01,1713.3392333984375,R_A6,12,306.52734375,0.0
306.7557678222656,STANDARD,17,1.0,0,42,13,2018-01-01,1715.623046875,R_A6,13,306.7557678222656,0.0
306.9721984863281,STANDARD,17,1.0,0,42,14,2018-01-01,1717.9068603515625,R_A6,14,306.9721984863281,0.0
307.18865966796875,STANDARD,17,1.0,0,42,15,2018-01-01,1720.190673828125,R_A6,15,307.18865966796875,0.0
307.55010986328125,STANDARD,17,1.0,0,42,16,2018-01-01,1722.474365234375,R_A6,16,307.55010986328125,0.0
307.7665710449219,STANDARD,17,1.0,0,42,17,2018-01-01,1724.7581787109375,R_A6,17,307.7665710449219,0.0
307.921630859375,STANDARD,17,1.0,0,42,18,2018-01-01,1726.394287109375,R_A6,18,307.921630859375,0.0
307.8930969238281,STANDARD,17,1.0,0,42,27,2018-01-01,1727.7508544921875,R_A6,19,307.8930969238281,0.0
308.3623352050781,STANDARD,17,1.0,0,42,28,2018-01-01,1729.4755859375,R_A6,20,308.3623352050781,0.0
308.52581787109375,STANDARD,17,1.0,0,42,29,2018-01-01,1731.2001953125,R_A6,21,308.52581787109375,0.0
308.68927001953125,STANDARD,17,1.0,0,42,30,2018-01-01,1732.9249267578125,R_A6,22,308.68927001953125,0.0
308.8527526855469,STANDARD,17,1.0,0,42,31,2018-01-01,1734.649658203125,R_A6,23,308.8527526855469,0.0
298.7935791015625,STANDARD,22,0.10817490518093109,0,30,1,2018-03-01,1641.094970703125,R_A2,1,298.7935791015625,0.0
298.91387939453125,STANDARD,22,0.11054510623216629,0,30,2,2018-03-01,1642.8890380859375,R_A2,2,298.91387939453125,0.0
299.0341491699219,STANDARD,22,0.07772807776927948,0,30,3,2018-03-01,1644.68310546875,R_A2,3,299.0341491699219,0.0
299.1543884277344,STANDARD,22,0.0667678564786911,0,30,4,2018-03-01,1646.4771728515625,R_A2,4,299.1543884277344,0.0
299.274658203125,STANDARD,22,0.07243271917104721,0,30,5,2018-03-01,1648.2713623046875,R_A2,5,299.274658203125,0.0
299.3949279785156,STANDARD,22,0.11850917339324951,0,30,6,2018-03-01,1650.0654296875,R_A2,6,299.3949279785156,0.0
299.51519775390625,STANDARD,22,0.6482732892036438,0,30,7,2018-03-01,1651.859619140625,R_A2,7,299.51519775390625,0.0
299.64971923828125,STANDARD,22,0.6486340761184692,0,30,8,2018-03-01,1653.6536865234375,R_A2,8,299.64971923828125,0.0
299.81500244140625,STANDARD,22,0.17282891273498535,0,30,9,2018-03-01,1655.44775390625,R_A2,9,299.81500244140625,0.0
299.8110656738281,STANDARD,22,0.3244786858558655,0,30,10,2018-03-01,1657.2418212890625,R_A2,10,299.8110656738281,0.0
299.8786315917969,STANDARD,22,0.07830731570720673,0,30,11,2018-03-01,1659.1368408203125,R_A2,11,299.8786315917969,0.0
300.0101318359375,STANDARD,22,0.07808287441730499,0,30,12,2018-03-01,1661.132568359375,R_A2,12,300.0101318359375,0.0
300.18804931640625,STANDARD,22,0.45600542426109314,0,30,13,2018-03-01,1663.12841796875,R_A2,13,300.18804931640625,0.0
300.3244323730469,STANDARD,22,0.497038871049881,0,30,14,2018-03-01,1665.1241455078125,R_A2,14,300.3244323730469,0.0
300.45989990234375,STANDARD,22,0.6977857947349548,0,30,15,2018-03-01,1667.1199951171875,R_A2,15,300.45989990234375,0.0
300.59393310546875,STANDARD,22,0.9701838493347168,0,30,16,2018-03-01,1669.11572265625,R_A2,16,300.59393310546875,0.0
300.72808837890625,STANDARD,22,0.9523001909255981,0,30,17,2018-03-01,1671.111572265625,R_A2,17,300.72808837890625,0.0
300.85406494140625,STANDARD,22,0.9832428693771362,0,30,18,2018-03-01,1672.9881591796875,R_A2,18,300.85406494140625,0.0
300.7661437988281,STANDARD,22,0.9928646087646484,0,29,18,2018-03-01,1674.229736328125,R_A2,19,300.7661437988281,0.0
300.62957763671875,STANDARD,22,0.6486100554466248,0,29,27,2018-03-01,1676.1676025390625,R_A2,20,300.62957763671875,0.0
303.4590759277344,STANDARD,22,1.0,0,29,28,2018-03-01,1677.9368896484375,R_A2,21,303.4590759277344,8.611679683802841e-16
303.62921142578125,STANDARD,22,1.0,0,29,29,2018-03-01,1679.7061767578125,R_A2,22,303.62921142578125,4.1078731543537175e-16
303.79681396484375,STANDARD,22,1.0,0,29,30,2018-03-01,1681.4754638671875,R_A2,23,303.79681396484375,1.0821288608237525e-16
303.9700622558594,STANDARD,22,1.0,0,29,31,2018-03-01,1683.2447509765625,R_A2,24,303.9700622558594,2.0729222251195228e-17
271.9261474609375,STANDARD,31,1.0,0,20,1,2018-04-28,1685.026611328125,R_A5,1,271.9261474609375,-5.383103088719282e-14
272.1422119140625,STANDARD,31,1.0,0,20,2,2018-04-28,1687.3070068359375,R_A5,2,272.1422119140625,-9.43356111000708e-14
272.3583679199219,STANDARD,31,1.0,0,20,3,2018-04-28,1689.5875244140625,R_A5,3,272.3583679199219,-1.0777502886449505e-13
272.5745544433594,STANDARD,31,1.0,0,20,4,2018-04-28,1691.8680419921875,R_A5,4,272.5745544433594,-1.0667796534373844e-13
272.7906188964844,STANDARD,31,1.0,0,20,5,2018-04-28,1694.1485595703125,R_A5,5,272.7906188964844,-1.037551799034156e-13
273.0065612792969,STANDARD,31,1.0,0,20,6,2018-04-28,1696.4290771484375,R_A5,6,273.0065612792969,-8.542164642733746e-14
273.54827880859375,STANDARD,31,1.0,0,20,7,2018-04-28,1698.70947265625,R_A5,7,273.54827880859375,-3.10605118285668e-14
273.2652282714844,STANDARD,31,1.0,0,20,11,2018-04-28,1707.6488037109375,R_A5,8,273.2652282714844,-2.0455176181349843e-12
273.4464416503906,STANDARD,31,1.0,0,20,12,2018-04-28,1709.5638427734375,R_A5,9,273.4464416503906,-1.9874371245953704e-12
271.94403076171875,STANDARD,31,1.0,0,21,12,2018-04-28,1701.7845458984375,R_A5,10,271.94403076171875,-4.267058581475247e-11
272.1413269042969,STANDARD,31,1.0,0,21,13,2018-04-28,1703.735107421875,R_A5,11,272.1413269042969,-1.4220967068864776e-12
272.3268127441406,STANDARD,31,1.0,0,21,14,2018-04-28,1705.6856689453125,R_A5,12,272.3268127441406,-2.941466514805313e-12
272.935791015625,STANDARD,31,1.0,0,21,15,2018-04-28,1707.63623046875,R_A5,13,272.935791015625,-4.321631594250697e-12
273.6517333984375,STANDARD,31,1.0,0,21,16,2018-04-28,1709.5867919921875,R_A5,14,273.6517333984375,-1.74022623568304e-12
273.955322265625,STANDARD,31,1.0,0,21,17,2018-04-28,1711.537353515625,R_A5,15,273.955322265625,-1.6815851012000338e-13
274.10986328125,STANDARD,31,1.0,0,21,18,2018-04-28,1713.35400390625,R_A5,16,274.10986328125,-1.7307914812730169e-13
274.19927978515625,STANDARD,31,1.0,0,21,19,2018-04-28,1714.3951416015625,R_A5,17,274.19927978515625,0.0
274.16552734375,STANDARD,31,1.0,0,21,27,2018-04-28,1715.7628173828125,R_A5,18,274.16552734375,-6.886064201488962e-12
274.4073791503906,STANDARD,31,1.0,0,21,28,2018-04-28,1718.098388671875,R_A5,19,274.4073791503906,-4.990553109651685e-12
285.3768615722656,STANDARD,31,1.0,0,21,29,2018-04-28,1720.43408203125,R_A5,20,285.3768615722656,-3.4226925299596284e-22
281.40582275390625,STANDARD,31,1.0,0,21,30,2018-04-28,1722.7696533203125,R_A5,21,281.40582275390625,-5.57113380384824e-18
298.1321716308594,STANDARD,31,1.0,0,21,31,2018-04-28,1725.105224609375,R_A5,22,298.1321716308594,1.501798302826698e-22
283.9320373535156,STANDARD,28,0.1347465068101883,0,41,1,2018-07-03,1609.243408203125,R_A3,1,283.9320373535156,0.0
284.0699157714844,STANDARD,28,0.11848603188991547,0,41,2,2018-07-03,1611.3077392578125,R_A3,2,284.0699157714844,0.0
284.20782470703125,STANDARD,28,0.12301772087812424,0,41,3,2018-07-03,1613.3720703125,R_A3,3,284.20782470703125,0.0
284.3476867675781,STANDARD,28,0.24941763281822205,0,41,4,2018-07-03,1615.4365234375,R_A3,4,284.3476867675781,0.0
284.4862060546875,STANDARD,28,0.6503320932388306,0,41,5,2018-07-03,1617.5008544921875,R_A3,5,284.4862060546875,0.0
284.6338195800781,STANDARD,28,0.34261438250541687,0,41,6,2018-07-03,1619.565185546875,R_A3,6,284.6338195800781,0.0
283.93365478515625,STANDARD,29,0.6494231224060059,0,41,6,2018-07-03,1609.3663330078125,R_A3,7,283.93365478515625,0.0
284.1072082519531,STANDARD,29,0.19856128096580505,0,41,7,2018-07-03,1611.4163818359375,R_A3,8,284.1072082519531,0.0
284.2441101074219,STANDARD,29,0.20116625726222992,0,41,8,2018-07-03,1613.46630859375,R_A3,9,284.2441101074219,0.0
284.3760681152344,STANDARD,29,0.6501786708831787,0,41,9,2018-07-03,1615.516357421875,R_A3,10,284.3760681152344,0.0
285.1141052246094,STANDARD,29,0.7969988584518433,0,41,10,2018-07-03,1617.5662841796875,R_A3,11,285.1141052246094,0.0
284.7851257324219,STANDARD,29,0.05095702037215233,0,41,11,2018-07-03,1619.750732421875,R_A3,12,284.7851257324219,0.0
284.94000244140625,STANDARD,29,0.05469701811671257,0,41,12,2018-07-03,1622.0697021484375,R_A3,13,284.94000244140625,0.0
285.095947265625,STANDARD,29,0.36850035190582275,0,41,13,2018-07-03,1624.388671875,R_A3,14,285.095947265625,0.0
285.35565185546875,STANDARD,29,0.3715314567089081,0,41,14,2018-07-03,1626.707763671875,R_A3,15,285.35565185546875,0.0
285.1395263671875,STANDARD,29,0.48881447315216064,0,41,15,2018-07-03,1629.026611328125,R_A3,16,285.1395263671875,0.0
285.2535095214844,STANDARD,29,0.8054205775260925,0,41,16,2018-07-03,1630.9468994140625,R_A3,17,285.2535095214844,0.0
285.3082580566406,STANDARD,29,0.3042880892753601,0,41,27,2018-07-03,1633.5262451171875,R_A3,18,285.3082580566406,0.0
285.4778747558594,STANDARD,29,0.045070964843034744,0,41,28,2018-07-03,1637.1630859375,R_A3,19,285.4778747558594,0.0
285.7207946777344,STANDARD,29,0.09009113907814026,0,41,29,2018-07-03,1640.8001708984375,R_A3,20,285.7207946777344,0.0
289.5743713378906,STANDARD,29,1.0,0,41,30,2018-07-03,1644.4371337890625,R_A3,21,289.5743713378906,-4.4386358477588317e-10
286.2094421386719,STANDARD,29,0.06430660933256149,0,41,31,2018-07-03,1648.0740966796875,R_A3,22,286.2094421386719,0.0
276.7979431152344,STANDARD,30,0.051579371094703674,0,52,1,2018-09-12,1631.1873779296875,R_A4,1,276.7979431152344,0.0
276.68524169921875,STANDARD,31,0.049582917243242264,0,52,1,2018-09-12,1627.4293212890625,R_A4,2,276.68524169921875,0.0
276.82257080078125,STANDARD,31,0.051103025674819946,0,52,2,2018-09-12,1629.4896240234375,R_A4,3,276.82257080078125,0.0
276.9599609375,STANDARD,31,0.052985526621341705,0,52,3,2018-09-12,1631.5498046875,R_A4,4,276.9599609375,0.0
277.0973815917969,STANDARD,31,0.05913573503494263,0,52,4,2018-09-12,1633.610107421875,R_A4,5,277.0973815917969,0.0
277.1905212402344,STANDARD,32,0.056515440344810486,0,52,4,2018-09-12,1632.3968505859375,R_A4,6,277.1905212402344,0.0
277.3048095703125,STANDARD,32,0.05808863416314125,0,51,4,2018-09-12,1635.880615234375,R_A4,7,277.3048095703125,0.0
277.59375,STANDARD,33,0.05872882902622223,0,51,4,2018-09-12,1637.321044921875,R_A4,8,277.59375,0.0
277.47064208984375,STANDARD,33,0.059158626943826675,0,51,3,2018-09-12,1635.474609375,R_A4,9,277.47064208984375,0.0
277.8239440917969,STANDARD,33,0.13959549367427826,0,50,4,2018-09-12,1642.1485595703125,R_A4,10,277.8239440917969,0.0
277.96807861328125,STANDARD,34,0.1383211314678192,0,50,4,2018-09-12,1641.132080078125,R_A4,11,277.96807861328125,0.0
277.85955810546875,STANDARD,34,0.14073696732521057,0,50,3,2018-09-12,1639.20703125,R_A4,12,277.85955810546875,0.0
278.1912536621094,STANDARD,35,0.23411540687084198,0,50,3,2018-09-12,1640.9061279296875,R_A4,13,278.1912536621094,0.0
278.0668029785156,STANDARD,35,0.22935426235198975,0,50,2,2018-09-12,1639.0426025390625,R_A4,14,278.0668029785156,0.0
278.2177734375,STANDARD,35,0.23630887269973755,0,49,2,2018-09-12,1641.93212890625,R_A4,15,278.2177734375,0.0
278.8455505371094,STANDARD,36,0.650820791721344,0,49,30,2018-09-12,1642.357421875,R_A4,16,278.8455505371094,0.0
278.50860595703125,STANDARD,36,0.24457642436027527,0,48,30,2018-09-12,1639.6068115234375,R_A4,17,278.50860595703125,0.0
279.158935546875,STANDARD,37,0.685804545879364,0,48,30,2018-09-12,1646.7513427734375,R_A4,18,279.158935546875,0.0
279.9269104003906,STANDARD,38,0.7270932197570801,0,48,30,2018-09-12,1653.461669921875,R_A4,19,279.9269104003906,0.0
280.07952880859375,STANDARD,38,0.3809008002281189,0,47,30,2018-09-12,1657.8184814453125,R_A4,20,280.07952880859375,0.0
274.4656066894531,STANDARD,17,1.0,0,42,1,2018-11-07,1695.20263671875,R_A6,1,274.4656066894531,2.216436076164003e-17
274.6116638183594,STANDARD,17,1.0,0,42,2,2018-11-07,1696.7510986328125,R_A6,2,274.6116638183594,1.6925812707451905e-17
274.75457763671875,STANDARD,17,1.0,0,42,3,2018-11-07,1698.299560546875,R_A6,3,274.75457763671875,2.587450900004045e-17
274.8934020996094,STANDARD,17,1.0,0,42,4,2018-11-07,1699.84814453125,R_A6,4,274.8934020996094,2.576516895795074e-17
275.0306091308594,STANDARD,17,1.0,0,42,5,2018-11-07,1701.3966064453125,R_A6,5,275.0306091308594,1.4158127589214803e-17
275.1709289550781,STANDARD,17,1.0,0,42,6,2018-11-07,1702.9451904296875,R_A6,6,275.1709289550781,3.542273256571763e-16
275.01617431640625,STANDARD,17,1.0,0,42,7,2018-11-07,1704.49365234375,R_A6,7,275.01617431640625,6.083104753560687e-16
275.16131591796875,STANDARD,17,1.0,0,42,8,2018-11-07,1706.042236328125,R_A6,8,275.16131591796875,4.1515969950909845e-16
275.6014404296875,STANDARD,17,1.0,0,42,9,2018-11-07,1707.5906982421875,R_A6,9,275.6014404296875,2.7741786514817655e-17
275.4262390136719,STANDARD,17,1.0,0,42,10,2018-11-07,1709.1392822265625,R_A6,10,275.4262390136719,5.202218864019947e-15
275.68243408203125,STANDARD,17,1.0,0,42,11,2018-11-07,1711.055419921875,R_A6,11,275.68243408203125,2.7461845765344804e-15
275.8985900878906,STANDARD,17,1.0,0,42,12,2018-11-07,1713.3392333984375,R_A6,12,275.8985900878906,1.1574466996213599e-15
276.1273498535156,STANDARD,17,1.0,0,42,13,2018-11-07,1715.623046875,R_A6,13,276.1273498535156,1.106642854585129e-16
276.3446350097656,STANDARD,17,1.0,0,42,14,2018-11-07,1717.9068603515625,R_A6,14,276.3446350097656,9.277766276491125e-17
276.5894470214844,STANDARD,17,1.0,0,42,15,2018-11-07,1720.190673828125,R_A6,15,276.5894470214844,4.3778434657695483e-17
