FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,20062713.0,0,20062713.0,54973187.0,0.0,3691539141.0,3691539141.0,88667719.0,32010486.0,56657233.0,0.0,32010486.0
2,0.0,0,0.0,70480760.0,0.0,0.0,0.0,72647108.0,0.0,72647108.0,0.0,0.0
3,16059773.0,0,16059773.0,60317122.0,0.0,2954998194.0,2954998194.0,87782537.0,25620990.0,62161547.0,0.0,25620990.0
4,0.0,0,0.0,70900850.0,0.0,0.0,0.0,73075184.0,0.0,73075184.0,0.0,0.0
5,10433409.0,0,10433409.0,39408848.0,0.0,1919747173.0,1919747173.0,57257329.0,16644055.0,40613274.0,0.0,16644055.0
6,0.0,0,0.0,44973824.0,0.0,0.0,0.0,46350777.0,0.0,46350777.0,0.0,0.0
