ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,Region_1,241341940.98,42452627.21,31940804.39,20088555.88
UpperReek,Region_2,0.0,0.0,0.0,0.0
MidReek,Region_1,175870731.95,33570998.06,25525869.92,16054005.96
MidReek,Region_2,0.0,0.0,0.0,0.0
LowerReek,Region_1,97811697.25,20736633.66,16580425.65,10427940.48
LowerReek,Region_2,0.0,0.0,0.0,0.0
