ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,20860532,3885725,2330901,1625454,228863920,0,0,0,0,0
Valysar,CentralSouth,69911750,14045299,11154404,7778525,1095216275,0,0,0,0,0
Valysar,CentralNorth,37206784,5946351,4216983,2940714,414052478,0,0,0,0,0
Valysar,NorthHorst,4363468,368846,92267,56675,11102621,21777896,2496830,1654138,384683268,58857
Valysar,CentralRamp,13868892,2167509,1439132,1003579,141303937,0,0,0,0,0
Valysar,CentralHorst,89953455,15129983,11426950,7968584,1121976711,0,0,0,0,0
Valysar,EastLowland,9662611,1577065,744560,519219,73106041,0,0,0,0,0
Therys,WestLowland,1159017,270484,136587,95249,13411026,0,0,0,0,0
Therys,CentralSouth,21165416,4814860,3112570,2170551,305613534,0,0,0,0,0
Therys,CentralNorth,20461500,3945134,2336930,1629658,229455922,0,0,0,0,0
Therys,NorthHorst,8499331,1187278,485569,298261,58429316,13030092,2172708,1448474,336854470,51539
Therys,CentralRamp,6617356,1418411,1064672,742449,104536881,0,0,0,0,0
Therys,CentralHorst,29761395,7189469,5621064,3919849,551914769,0,0,0,0,0
Therys,EastLowland,4798,1491,828,577,81256,0,0,0,0,0
Volon,WestLowland,0,0,0,0,0,0,0,0,0,0
Volon,CentralSouth,31561883,5038030,3419687,2384719,335768479,0,0,0,0,0
Volon,CentralNorth,5868655,791124,460716,321281,45236310,0,0,0,0,0
Volon,NorthHorst,4344613,747173,543203,333663,65364495,2306927,402228,329851,76709482,11737
Volon,CentralRamp,9865837,1757673,1337552,932742,131330043,0,0,0,0,0
Volon,CentralHorst,86022996,14705806,11570596,8068756,1136080836,0,0,0,0,0
Volon,EastLowland,522546,52415,17854,12450,1753029,0,0,0,0,0
