ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,20320182,3036726,1483773,1034709,145687058
Valysar,CentralSouth,45692172,9229258,7263548,5065236,713185194
Valysar,CentralNorth,34903281,5277519,3634892,2534792,356898759
Valysar,NorthHorst,4645935,780548,493613,303202,59397270
Valysar,CentralRamp,13442468,2245550,1594491,1111919,156558160
Valysar,CentralHorst,80652908,13466337,9975991,6956758,979511530
Valysar,EastLowland,0,0,0,0,0
Therys,WestLowland,3735288,1092405,735246,512724,72191483
Therys,CentralSouth,5293591,1202191,763170,532197,74933281
Therys,CentralNorth,20450732,4075017,2417932,1686145,237409247
Therys,NorthHorst,12973884,1873374,772748,474661,92986021
Therys,CentralRamp,6873400,1682240,1333663,930030,130948237
Therys,CentralHorst,29765546,7581522,5842338,4074155,573641025
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,0,0,0,0,0
Volon,CentralSouth,26775548,4507546,2954756,2060500,290118358
Volon,CentralNorth,6946082,925595,458157,319496,44984979
Volon,NorthHorst,5767606,1097761,832350,511272,100158139
Volon,CentralRamp,11628821,2254220,1780552,1241668,174826884
Volon,CentralHorst,77332839,14217705,11242978,7840292,1103913134
Volon,EastLowland,0,0,0,0,0
