FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,418814.0,0.0,418814.0,84912786.0,0.0,58977385.0,58977385.0,88406519.0,600712.0,87805807.0,0.0,600712.0,WestLowland,Valysar
2,5989649.0,0.0,5989649.0,13991025.0,-0.0,843462430.0,843462430.0,23056207.0,8587478.0,14468729.0,0.0,8587478.0,CentralSouth,Valysar
3,2973404.0,0.0,2973404.0,11882128.0,0.0,418714805.0,418714805.0,16550005.0,4263199.0,12286806.0,0.0,4263199.0,CentralNorth,Valysar
4,102090.0,66107.0,168197.0,2913427.0,431129393.0,20002532.0,451131925.0,5035309.0,166243.0,3013346.0,1855721.0,2021963.0,NorthHorst,Valysar
5,988957.0,0.0,988957.0,662345.0,0.0,139264944.0,139264944.0,2103752.0,1418593.0,685158.0,0.0,1418593.0,CentralRamp,Valysar
6,7722841.0,0.0,7722841.0,6317013.0,0.0,1087530430.0,1087530430.0,17612845.0,11078980.0,6533866.0,0.0,11078980.0,CentralHorst,Valysar
7,18222.0,0.0,18222.0,38384303.0,0.0,2566036.0,2566036.0,39703660.0,26127.0,39677533.0,0.0,26127.0,EastLowland,Valysar
8,150435.0,0.0,150435.0,107992539.0,0.0,21184271.0,21184271.0,111886556.0,215738.0,111670817.0,0.0,215738.0,WestLowland,Therys
9,861182.0,0.0,861182.0,5288568.0,0.0,121271700.0,121271700.0,6703954.0,1234465.0,5469488.0,0.0,1234465.0,CentralSouth,Therys
10,1472707.0,0.0,1472707.0,12121802.0,0.0,207386644.0,207386644.0,14645612.0,2111206.0,12534406.0,0.0,2111206.0,CentralNorth,Therys
11,275186.0,65989.0,341175.0,4101594.0,428285826.0,53917287.0,482203113.0,6532139.0,448096.0,4242049.0,1841993.0,2290090.0,NorthHorst,Therys
12,798625.0,0.0,798625.0,356351.0,0.0,112462398.0,112462398.0,1513875.0,1145267.0,368609.0,0.0,1145267.0,CentralRamp,Therys
13,3644650.0,0.0,3644650.0,4806211.0,0.0,513239558.0,513239558.0,10198648.0,5227980.0,4970667.0,0.0,5227980.0,CentralHorst,Therys
14,0.0,0.0,0.0,17918055.0,0.0,0.0,0.0,18517943.0,0.0,18517943.0,0.0,0.0,EastLowland,Therys
15,5755.0,0.0,5755.0,78592699.0,0.0,810391.0,810391.0,81266892.0,8251.0,81258641.0,0.0,8251.0,WestLowland,Volon
16,2269773.0,0.0,2269773.0,33742815.0,0.0,319629473.0,319629473.0,38145137.0,3253496.0,34891641.0,0.0,3253496.0,CentralSouth,Volon
17,151809.0,0.0,151809.0,6281880.0,-0.0,21377756.0,21377756.0,6713095.0,217593.0,6495502.0,0.0,217593.0,CentralNorth,Volon
18,436186.0,17587.0,453773.0,1461454.0,113714245.0,85461923.0,199176167.0,2710443.0,710271.0,1511408.0,488763.0,1199035.0,NorthHorst,Volon
19,1095210.0,0.0,1095210.0,797036.0,0.0,154227500.0,154227500.0,2394525.0,1570157.0,824368.0,0.0,1570157.0,CentralRamp,Volon
20,7363383.0,0.0,7363383.0,8544717.0,0.0,1036911664.0,1036911664.0,19397089.0,10559843.0,8837247.0,0.0,10559843.0,CentralHorst,Volon
21,0.0,0.0,0.0,34282178.0,0.0,0.0,0.0,35439425.0,0.0,35439425.0,0.0,0.0,EastLowland,Volon
