SGAS,DEPTH,WELL,CONIDX,DATE,CONIPOS,CONKPOS,DRAWDOWN,PRESSURE,WELLMODEL,CONBPRES,CONJPOS,SWAT
0.0,1634.635009765625,R_A3,18,2018-07-03,29,25,0,291.6333923339844,STANDARD,291.6333923339844,41,0.6487087607383728
0.0,1638.098388671875,R_A3,19,2018-07-03,29,26,0,286.85205078125,STANDARD,286.85205078125,41,0.043328091502189636
0.0,1641.5618896484375,R_A3,20,2018-07-03,29,27,0,287.08355712890625,STANDARD,287.08355712890625,41,0.04699079319834709
0.0,1645.025390625,R_A3,21,2018-07-03,29,28,0,293.56622314453125,STANDARD,293.56622314453125,41,0.7694110870361328
0.0,1648.48876953125,R_A3,22,2018-07-03,29,29,0,287.37469482421875,STANDARD,287.37469482421875,41,0.10137544572353363
0.0,1631.4478759765625,R_A4,1,2018-09-12,30,1,0,278.809326171875,STANDARD,278.809326171875,52,0.05027056112885475
0.0,1626.6776123046875,R_A4,2,2018-09-12,31,1,0,278.65771484375,STANDARD,278.65771484375,52,0.04752984270453453
0.0,1628.75439453125,R_A4,3,2018-09-12,31,2,0,278.796142578125,STANDARD,278.796142578125,52,0.049377866089344025
0.0,1630.8311767578125,R_A4,4,2018-09-12,31,3,0,278.9345397949219,STANDARD,278.9345397949219,52,0.05013551190495491
0.0,1632.907958984375,R_A4,5,2018-09-12,31,4,0,279.072998046875,STANDARD,279.072998046875,52,0.053461361676454544
0.0,1632.1781005859375,R_A4,6,2018-09-12,32,4,0,279.1534423828125,STANDARD,279.1534423828125,52,0.05276443809270859
0.0,1634.0509033203125,R_A4,7,2018-09-12,32,5,0,279.2783203125,STANDARD,279.2783203125,52,0.1530727744102478
0.0,1636.7335205078125,R_A4,8,2018-09-12,32,5,0,279.3589172363281,STANDARD,279.3589172363281,51,0.1678963601589203
0.0,1634.8885498046875,R_A4,9,2018-09-12,32,4,0,279.2357177734375,STANDARD,279.2357177734375,51,0.055623430758714676
0.0,1636.684814453125,R_A4,10,2018-09-12,33,4,0,279.4715576171875,STANDARD,279.4715576171875,51,0.0564938522875309
0.0,1640.6298828125,R_A4,11,2018-09-12,33,4,0,279.6792907714844,STANDARD,279.6792907714844,50,0.06120915710926056
0.0,1639.646484375,R_A4,12,2018-09-12,34,4,0,279.6955871582031,STANDARD,279.6955871582031,50,0.05902194604277611
0.0,1640.3668212890625,R_A4,13,2018-09-12,35,4,0,279.781005859375,STANDARD,279.781005859375,50,0.05819722265005112
0.0,1638.573974609375,R_A4,14,2018-09-12,35,3,0,279.6614074707031,STANDARD,279.6614074707031,50,0.2226964831352234
0.0,1643.7144775390625,R_A4,15,2018-09-12,35,3,0,279.92041015625,STANDARD,279.92041015625,49,0.2323978692293167
0.0,1641.939697265625,R_A4,16,2018-09-12,35,2,0,279.80157470703125,STANDARD,279.80157470703125,49,0.22745700180530548
0.0,1643.9752197265625,R_A4,17,2018-09-12,36,28,0,275.3341064453125,STANDARD,275.3341064453125,49,0.05738448351621628
0.0,1643.849365234375,R_A4,18,2018-09-12,36,28,0,274.9580993652344,STANDARD,274.9580993652344,48,0.06024038419127464
0.0,1650.55029296875,R_A4,19,2018-09-12,37,28,0,275.918212890625,STANDARD,275.918212890625,48,0.30593517422676086
0.0,1644.9039306640625,R_A4,20,2018-09-12,37,27,0,275.4948425292969,STANDARD,275.4948425292969,48,0.17952732741832733
0.0,1650.872314453125,R_A4,21,2018-09-12,38,27,0,276.19140625,STANDARD,276.19140625,48,0.14518652856349945
0.0,1658.4617919921875,R_A4,22,2018-09-12,38,27,0,276.5793762207031,STANDARD,276.5793762207031,47,0.2442634552717209
-4.3564370860726953e-13,1694.5169677734375,R_A6,1,2018-11-07,17,1,0,274.9935302734375,STANDARD,274.9935302734375,42,1.0
-1.5099745997830538e-13,1696.0552978515625,R_A6,2,2018-11-07,17,2,0,275.12713623046875,STANDARD,275.12713623046875,42,1.0
-1.354193179033819e-13,1697.59375,R_A6,3,2018-11-07,17,3,0,275.2518310546875,STANDARD,275.2518310546875,42,1.0
-1.0946911508779439e-13,1699.132080078125,R_A6,4,2018-11-07,17,4,0,275.36865234375,STANDARD,275.36865234375,42,1.0
-1.6057723998142565e-13,1700.67041015625,R_A6,5,2018-11-07,17,5,0,275.484619140625,STANDARD,275.484619140625,42,1.0
-8.620729130548455e-12,1702.2088623046875,R_A6,6,2018-11-07,17,6,0,275.3180236816406,STANDARD,275.3180236816406,42,1.0
-1.8683785421580446e-11,1703.7471923828125,R_A6,7,2018-11-07,17,7,0,275.4635925292969,STANDARD,275.4635925292969,42,1.0
-1.941850326370176e-11,1705.2855224609375,R_A6,8,2018-11-07,17,8,0,275.6092224121094,STANDARD,275.6092224121094,42,1.0
-3.5150136273864874e-11,1706.823974609375,R_A6,9,2018-11-07,17,9,0,276.0539855957031,STANDARD,276.0539855957031,42,1.0
-1.0147077622590928e-10,1708.3623046875,R_A6,10,2018-11-07,17,10,0,275.92193603515625,STANDARD,275.92193603515625,42,1.0
