ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,907706,656105,457535,64420878,0,0,0,0,0
Valysar,CentralSouth,60358268,11697314,8469706,5906350,831614109,0,0,0,0,0
Valysar,CentralNorth,33496707,5981494,4434758,3092579,435435072,0,0,0,0,0
Valysar,NorthHorst,5485093,610854,265301,162961,31924078,23160152,3288144,2328854,541593849,82864
Valysar,CentralRamp,13747335,2193823,1556143,1085177,152792855,0,0,0,0,0
Valysar,CentralHorst,83965845,15772980,12453564,8684494,1222776800,0,0,0,0,0
Valysar,EastLowland,288978,60314,18369,12809,1803577,0,0,0,0,0
Therys,WestLowland,2193689,441769,211226,147299,20739669,0,0,0,0,0
Therys,CentralSouth,8219316,1792106,1079494,752785,105992137,0,0,0,0,0
Therys,CentralNorth,17576284,3538457,2023122,1410824,198644076,0,0,0,0,0
Therys,NorthHorst,9885524,1396873,585514,359652,70455864,14271983,2639710,1751634,407356849,62326
Therys,CentralRamp,6771661,1622117,1222286,852361,120012448,0,0,0,0,0
Therys,CentralHorst,27416911,6523854,4956562,3456459,486669395,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,52347,26481,18467,2600133,0,0,0,0,0
Volon,CentralSouth,26486060,4633609,3195731,2228543,313778863,0,0,0,0,0
Volon,CentralNorth,4038314,420800,100446,70046,9862448,0,0,0,0,0
Volon,NorthHorst,6724537,1128444,801167,492118,96405832,1187555,206119,166804,38791622,5935
Volon,CentralRamp,11700895,2249475,1834306,1279153,180104799,0,0,0,0,0
Volon,CentralHorst,77883766,14452074,11762869,8202837,1154959525,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
