DATE,BLOCK,BPR
2000-01-01,1095,308.73822021484375
2000-01-01,"15,28,1",308.73822021484375
2000-01-01,"15,28,10",309.93389892578125
2000-01-01,"15,28,13",310.5348205566406
2000-01-01,24135,309.93389892578125
2000-01-01,31815,310.5348205566406
2000-02-01,1095,308.80712890625
2000-02-01,"15,28,1",308.80712890625
2000-02-01,"15,28,10",310.0053405761719
2000-02-01,"15,28,13",310.60589599609375
2000-02-01,24135,310.0053405761719
2000-02-01,31815,310.60589599609375
2000-03-01,1095,303.55987548828125
2000-03-01,"15,28,1",303.55987548828125
2000-03-01,"15,28,10",304.7481689453125
2000-03-01,"15,28,13",305.33660888671875
2000-03-01,24135,304.7481689453125
2000-03-01,31815,305.33660888671875
2000-04-01,1095,296.9310302734375
2000-04-01,"15,28,1",296.9310302734375
2000-04-01,"15,28,10",298.15936279296875
2000-04-01,"15,28,13",298.74493408203125
2000-04-01,24135,298.15936279296875
2000-04-01,31815,298.74493408203125
2000-05-01,1095,291.2707214355469
2000-05-01,"15,28,1",291.2707214355469
2000-05-01,"15,28,10",292.5061340332031
2000-05-01,"15,28,13",293.09259033203125
2000-05-01,24135,292.5061340332031
2000-05-01,31815,293.09259033203125
2000-06-01,1095,285.80828857421875
2000-06-01,"15,28,1",285.80828857421875
2000-06-01,"15,28,10",287.0334167480469
2000-06-01,"15,28,13",287.6209411621094
2000-06-01,24135,287.0334167480469
2000-06-01,31815,287.6209411621094
2000-07-01,1095,283.70428466796875
2000-07-01,"15,28,1",283.70428466796875
2000-07-01,"15,28,10",284.930908203125
2000-07-01,"15,28,13",285.52349853515625
2000-07-01,24135,284.930908203125
2000-07-01,31815,285.52349853515625
2000-08-01,1095,282.0591735839844
2000-08-01,"15,28,1",282.0591735839844
2000-08-01,"15,28,10",283.280029296875
2000-08-01,"15,28,13",283.87384033203125
2000-08-01,24135,283.280029296875
2000-08-01,31815,283.87384033203125
2000-09-01,1095,280.73089599609375
2000-09-01,"15,28,1",280.73089599609375
2000-09-01,"15,28,10",281.9484558105469
2000-09-01,"15,28,13",282.542724609375
2000-09-01,24135,281.9484558105469
2000-09-01,31815,282.542724609375
2000-10-01,1095,279.68438720703125
2000-10-01,"15,28,1",279.68438720703125
2000-10-01,"15,28,10",280.8995056152344
2000-10-01,"15,28,13",281.49395751953125
2000-10-01,24135,280.8995056152344
2000-10-01,31815,281.49395751953125
2000-11-01,1095,278.80303955078125
2000-11-01,"15,28,1",278.80303955078125
2000-11-01,"15,28,10",280.0153503417969
2000-11-01,"15,28,13",280.60986328125
2000-11-01,24135,280.0153503417969
2000-11-01,31815,280.60986328125
2000-12-01,1095,278.10052490234375
2000-12-01,"15,28,1",278.10052490234375
2000-12-01,"15,28,10",279.3097229003906
2000-12-01,"15,28,13",279.90423583984375
2000-12-01,24135,279.3097229003906
2000-12-01,31815,279.90423583984375
2001-01-01,1095,277.4996643066406
2001-01-01,"15,28,1",277.4996643066406
2001-01-01,"15,28,10",278.7055358886719
2001-01-01,"15,28,13",279.300048828125
2001-01-01,24135,278.7055358886719
2001-01-01,31815,279.300048828125
2001-02-01,1095,270.7007141113281
2001-02-01,"15,28,1",270.7007141113281
2001-02-01,"15,28,10",271.9085998535156
2001-02-01,"15,28,13",272.50830078125
2001-02-01,24135,271.9085998535156
2001-02-01,31815,272.50830078125
2001-03-01,1095,269.837646484375
2001-03-01,"15,28,1",269.837646484375
2001-03-01,"15,28,10",271.0404968261719
2001-03-01,"15,28,13",271.638671875
2001-03-01,24135,271.0404968261719
2001-03-01,31815,271.638671875
2001-04-01,1095,270.5830993652344
2001-04-01,"15,28,1",270.5830993652344
2001-04-01,"15,28,10",271.7828674316406
2001-04-01,"15,28,13",272.380859375
2001-04-01,24135,271.7828674316406
2001-04-01,31815,272.380859375
2001-05-01,1095,271.23614501953125
2001-05-01,"15,28,1",271.23614501953125
2001-05-01,"15,28,10",272.4311218261719
2001-05-01,"15,28,13",273.028564453125
2001-05-01,24135,272.4311218261719
2001-05-01,31815,273.028564453125
2001-06-01,1095,271.7135925292969
2001-06-01,"15,28,1",271.7135925292969
2001-06-01,"15,28,10",272.9045715332031
2001-06-01,"15,28,13",273.5012512207031
2001-06-01,24135,272.9045715332031
2001-06-01,31815,273.5012512207031
2001-07-01,1095,272.18896484375
2001-07-01,"15,28,1",272.18896484375
2001-07-01,"15,28,10",273.3765869140625
2001-07-01,"15,28,13",273.97247314453125
2001-07-01,24135,273.3765869140625
2001-07-01,31815,273.97247314453125
2001-08-01,1095,272.75286865234375
2001-08-01,"15,28,1",272.75286865234375
2001-08-01,"15,28,10",273.937744140625
2001-08-01,"15,28,13",274.5329284667969
2001-08-01,24135,273.937744140625
2001-08-01,31815,274.5329284667969
2001-09-01,1095,273.2049560546875
2001-09-01,"15,28,1",273.2049560546875
2001-09-01,"15,28,10",274.3875732421875
2001-09-01,"15,28,13",274.9822692871094
2001-09-01,24135,274.3875732421875
2001-09-01,31815,274.9822692871094
2001-10-01,1095,273.6044921875
2001-10-01,"15,28,1",273.6044921875
2001-10-01,"15,28,10",274.7853088378906
2001-10-01,"15,28,13",275.3796081542969
2001-10-01,24135,274.7853088378906
2001-10-01,31815,275.3796081542969
2001-11-01,1095,274.0342102050781
2001-11-01,"15,28,1",274.0342102050781
2001-11-01,"15,28,10",275.21356201171875
2001-11-01,"15,28,13",275.80755615234375
2001-11-01,24135,275.21356201171875
2001-11-01,31815,275.80755615234375
2001-12-01,1095,274.4281921386719
2001-12-01,"15,28,1",274.4281921386719
2001-12-01,"15,28,10",275.6062927246094
2001-12-01,"15,28,13",276.20001220703125
2001-12-01,24135,275.6062927246094
2001-12-01,31815,276.20001220703125
2002-01-01,1095,274.79315185546875
2002-01-01,"15,28,1",274.79315185546875
2002-01-01,"15,28,10",275.97003173828125
2002-01-01,"15,28,13",276.5635070800781
2002-01-01,24135,275.97003173828125
2002-01-01,31815,276.5635070800781
2002-02-01,1095,275.125732421875
2002-02-01,"15,28,1",275.125732421875
2002-02-01,"15,28,10",276.3016052246094
2002-02-01,"15,28,13",276.8948059082031
2002-02-01,24135,276.3016052246094
2002-02-01,31815,276.8948059082031
2002-03-01,1095,275.4066162109375
2002-03-01,"15,28,1",275.4066162109375
2002-03-01,"15,28,10",276.5816650390625
2002-03-01,"15,28,13",277.1746826171875
2002-03-01,24135,276.5816650390625
2002-03-01,31815,277.1746826171875
2002-04-01,1095,275.6903991699219
2002-04-01,"15,28,1",275.6903991699219
2002-04-01,"15,28,10",276.8648681640625
2002-04-01,"15,28,13",277.4577331542969
2002-04-01,24135,276.8648681640625
2002-04-01,31815,277.4577331542969
2002-05-01,1095,275.9693298339844
2002-05-01,"15,28,1",275.9693298339844
2002-05-01,"15,28,10",277.1432800292969
2002-05-01,"15,28,13",277.73602294921875
2002-05-01,24135,277.1432800292969
2002-05-01,31815,277.73602294921875
2002-06-01,1095,276.2428283691406
2002-06-01,"15,28,1",276.2428283691406
2002-06-01,"15,28,10",277.4164733886719
2002-06-01,"15,28,13",278.0091247558594
2002-06-01,24135,277.4164733886719
2002-06-01,31815,278.0091247558594
2002-07-01,1095,276.4812927246094
2002-07-01,"15,28,1",276.4812927246094
2002-07-01,"15,28,10",277.654541015625
2002-07-01,"15,28,13",278.24713134765625
2002-07-01,24135,277.654541015625
2002-07-01,31815,278.24713134765625
2002-08-01,1095,276.71820068359375
2002-08-01,"15,28,1",276.71820068359375
2002-08-01,"15,28,10",277.8912658691406
2002-08-01,"15,28,13",278.4837646484375
2002-08-01,24135,277.8912658691406
2002-08-01,31815,278.4837646484375
2002-09-01,1095,276.9779052734375
2002-09-01,"15,28,1",276.9779052734375
2002-09-01,"15,28,10",278.1508483886719
2002-09-01,"15,28,13",278.7433166503906
2002-09-01,24135,278.1508483886719
2002-09-01,31815,278.7433166503906
2002-10-01,1095,277.27764892578125
2002-10-01,"15,28,1",277.27764892578125
2002-10-01,"15,28,10",278.450439453125
2002-10-01,"15,28,13",279.0428466796875
2002-10-01,24135,278.450439453125
2002-10-01,31815,279.0428466796875
2002-11-01,1095,277.65423583984375
2002-11-01,"15,28,1",277.65423583984375
2002-11-01,"15,28,10",278.8270568847656
2002-11-01,"15,28,13",279.41949462890625
2002-11-01,24135,278.8270568847656
2002-11-01,31815,279.41949462890625
2002-12-01,1095,278.01654052734375
2002-12-01,"15,28,1",278.01654052734375
2002-12-01,"15,28,10",279.18914794921875
2002-12-01,"15,28,13",279.78155517578125
2002-12-01,24135,279.18914794921875
2002-12-01,31815,279.78155517578125
2003-01-01,1095,278.32867431640625
2003-01-01,"15,28,1",278.32867431640625
2003-01-01,"15,28,10",279.50164794921875
2003-01-01,"15,28,13",280.0941162109375
2003-01-01,24135,279.50164794921875
2003-01-01,31815,280.0941162109375
2003-02-01,1095,278.3382568359375
2003-02-01,"15,28,1",278.3382568359375
2003-02-01,"15,28,10",279.5111999511719
2003-02-01,"15,28,13",280.10369873046875
2003-02-01,24135,279.5111999511719
2003-02-01,31815,280.10369873046875
