ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4908777,646145,357541,249331,35105850,0,0,0,0,0
Valysar,CentralSouth,60358268,10884657,7745343,5401216,760491206,0,0,0,0,0
Valysar,CentralNorth,33496707,6180774,4423690,3084861,434348412,0,0,0,0,0
Valysar,NorthHorst,4025607,579877,293621,180357,35331928,24619636,3500863,2345023,545354281,83439
Valysar,CentralRamp,13747335,2107476,1387545,967604,136238689,0,0,0,0,0
Valysar,CentralHorst,83965845,14371149,10992636,7665716,1079332789,0,0,0,0,0
Valysar,EastLowland,288978,73184,32485,22653,3189595,0,0,0,0,0
Therys,WestLowland,2193689,407994,196130,136771,19257370,0,0,0,0,0
Therys,CentralSouth,8219316,1725737,998316,696176,98021550,0,0,0,0,0
Therys,CentralNorth,17576284,3199712,1831306,1277061,179810257,0,0,0,0,0
Therys,NorthHorst,6910232,1022099,414009,254305,49818444,17247277,2864706,1828892,425323699,65075
Therys,CentralRamp,6771661,1465443,1130863,788608,111035953,0,0,0,0,0
Therys,CentralHorst,27416911,6977410,5376244,3749124,527876658,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,252999,41026,14734,10275,1446722,0,0,0,0,0
Volon,CentralSouth,26486060,4672522,3133979,2185481,307715700,0,0,0,0,0
Volon,CentralNorth,4038314,610288,351779,245313,34540098,0,0,0,0,0
Volon,NorthHorst,4982967,892291,667189,409821,80283947,2929122,487795,394350,91709277,14032
Volon,CentralRamp,11700895,2240270,1623682,1132275,159424341,0,0,0,0,0
Volon,CentralHorst,77883766,13617083,9853149,6871094,967450096,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
