Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:22:00
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       297937555.76         46567474.74         35231371.43         22158094.87
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  297937555.76         46567474.74         35231371.43         22158094.87
MidReek    1                       210011020.15         39880386.84         32067965.40         20168531.36
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  210011020.15         39880386.84         32067965.40         20168531.36
LowerReek  1                       135583761.53         27634255.26         22827509.98         14356924.27
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  135583761.53         27634255.26         22827509.98         14356924.27
Totals     1                       643532337.43        114082116.84         90126846.80         56683550.50
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  643532337.43        114082116.84         90126846.80         56683550.50
