DATE,SGAS,DEPTH,CONJPOS,CONIPOS,DRAWDOWN,WELLMODEL,PRESSURE,CONKPOS,SWAT,CONIDX,WELL,CONBPRES
2018-01-01,0.0,1640.343505859375,30,22,0,STANDARD,300.7041931152344,1,0.05426555871963501,1,R_A2,300.7041931152344
2018-01-01,0.0,1642.129150390625,30,22,0,STANDARD,300.8239440917969,2,0.056835707277059555,2,R_A2,300.8239440917969
2018-01-01,0.0,1643.9146728515625,30,22,0,STANDARD,300.94366455078125,3,0.058344680815935135,3,R_A2,300.94366455078125
2018-01-01,0.0,1645.7003173828125,30,22,0,STANDARD,301.06341552734375,4,0.06308668851852417,4,R_A2,301.06341552734375
2018-01-01,0.0,1647.4859619140625,30,22,0,STANDARD,301.1831359863281,5,0.06693141162395477,5,R_A2,301.1831359863281
2018-01-01,0.0,1649.271484375,30,22,0,STANDARD,301.3028869628906,6,0.303981214761734,6,R_A2,301.3028869628906
2018-01-01,0.0,1651.05712890625,30,22,0,STANDARD,301.4226379394531,7,0.8734936118125916,7,R_A2,301.4226379394531
2018-01-01,0.0,1652.8426513671875,30,22,0,STANDARD,301.5423889160156,8,0.8489808440208435,8,R_A2,301.5423889160156
2018-01-01,0.0,1654.628173828125,30,22,0,STANDARD,301.6621398925781,9,0.8821123838424683,9,R_A2,301.6621398925781
2018-01-01,0.0,1656.413818359375,30,22,0,STANDARD,301.78192138671875,10,0.8864384293556213,10,R_A2,301.78192138671875
2018-01-01,0.0,1658.29345703125,30,22,0,STANDARD,301.9079895019531,11,0.07030358165502548,11,R_A2,301.9079895019531
2018-01-01,0.0,1662.240478515625,30,22,0,STANDARD,302.1727294921875,13,0.43975573778152466,12,R_A2,302.1727294921875
2018-01-01,0.0,1664.2139892578125,30,22,0,STANDARD,302.30511474609375,14,0.47771087288856506,13,R_A2,302.30511474609375
2018-01-01,0.0,1666.1875,30,22,0,STANDARD,302.4375,15,0.5928055047988892,14,R_A2,302.4375
2018-01-01,0.0,1668.160888671875,30,22,0,STANDARD,302.56988525390625,16,0.931138813495636,15,R_A2,302.56988525390625
2018-01-01,0.0,1670.1343994140625,30,22,0,STANDARD,302.7022705078125,17,0.8880290389060974,16,R_A2,302.7022705078125
2018-01-01,0.0,1673.073486328125,29,22,0,STANDARD,302.8994445800781,17,0.9196734428405762,17,R_A2,302.8994445800781
2018-01-01,0.0,1674.954833984375,29,22,0,STANDARD,303.0256652832031,18,0.9679514765739441,18,R_A2,303.0256652832031
2018-01-01,0.0,1676.8006591796875,29,22,0,STANDARD,303.1495056152344,26,0.5654401779174805,19,R_A2,303.1495056152344
2018-01-01,0.0,1678.53759765625,29,22,0,STANDARD,303.26605224609375,27,0.6578326225280762,20,R_A2,303.26605224609375
2018-01-01,0.0,1680.2744140625,29,22,0,STANDARD,303.3937683105469,28,1.0,21,R_A2,303.3937683105469
2018-01-01,0.0,1682.0113525390625,29,22,0,STANDARD,303.8641357421875,29,1.0,22,R_A2,303.8641357421875
2018-01-01,0.0,1683.748291015625,29,22,0,STANDARD,304.02874755859375,30,1.0,23,R_A2,304.02874755859375
2018-01-01,0.0,1612.1883544921875,41,28,0,STANDARD,298.8167724609375,1,0.6481541991233826,1,R_A3,298.8167724609375
2018-01-01,0.0,1614.1981201171875,41,28,0,STANDARD,298.95147705078125,2,0.17436447739601135,2,R_A3,298.95147705078125
2018-01-01,0.0,1616.2078857421875,41,28,0,STANDARD,299.086181640625,3,0.11840470880270004,3,R_A3,299.086181640625
2018-01-01,0.0,1618.2176513671875,41,28,0,STANDARD,299.22088623046875,4,0.08260323107242584,4,R_A3,299.22088623046875
2018-01-01,0.0,1604.925537109375,41,29,0,STANDARD,298.3300476074219,4,0.11823459714651108,5,R_A3,298.3300476074219
2018-01-01,0.0,1607.02880859375,41,29,0,STANDARD,298.4709777832031,5,0.6481541991233826,6,R_A3,298.4709777832031
2018-01-01,0.0,1609.1322021484375,41,29,0,STANDARD,298.6119384765625,6,0.18097913265228271,7,R_A3,298.6119384765625
2018-01-01,0.0,1611.2354736328125,41,29,0,STANDARD,298.7528991699219,7,0.19239415228366852,8,R_A3,298.7528991699219
2018-01-01,0.0,1613.3388671875,41,29,0,STANDARD,298.89385986328125,8,0.1948038935661316,9,R_A3,298.89385986328125
2018-01-01,0.0,1615.442138671875,41,29,0,STANDARD,299.03485107421875,9,0.7958119511604309,10,R_A3,299.03485107421875
2018-01-01,0.0,1617.54541015625,41,29,0,STANDARD,299.1758117675781,10,0.8001158237457275,11,R_A3,299.1758117675781
2018-01-01,0.0,1619.7109375,41,29,0,STANDARD,299.3209533691406,11,0.046188462525606155,12,R_A3,299.3209533691406
2018-01-01,0.0,1621.938720703125,41,29,0,STANDARD,299.4703063964844,12,0.053419534116983414,13,R_A3,299.4703063964844
