PRESSURE,DATE,WELLMODEL,WELL,SWAT,DEPTH,SGAS,DRAWDOWN,CONBPRES,CONIDX,CONKPOS,CONIPOS,CONJPOS
300.6026916503906,2018-01-01,STANDARD,R_A2,0.05584612488746643,1639.9964599609375,0.0,0,300.6026916503906,1,1,22,30
300.7167053222656,2018-01-01,STANDARD,R_A2,0.05846039578318596,1641.6968994140625,0.0,0,300.7167053222656,2,2,22,30
300.8307189941406,2018-01-01,STANDARD,R_A2,0.06239800900220871,1643.3973388671875,0.0,0,300.8307189941406,3,3,22,30
300.94476318359375,2018-01-01,STANDARD,R_A2,0.06731686741113663,1645.0977783203125,0.0,0,300.94476318359375,4,4,22,30
301.05877685546875,2018-01-01,STANDARD,R_A2,0.07013840228319168,1646.7982177734375,0.0,0,301.05877685546875,5,5,22,30
301.1728210449219,2018-01-01,STANDARD,R_A2,0.11589907854795456,1648.498779296875,0.0,0,301.1728210449219,6,6,22,30
301.286865234375,2018-01-01,STANDARD,R_A2,0.6481541991233826,1650.19921875,0.0,0,301.286865234375,7,7,22,30
301.40087890625,2018-01-01,STANDARD,R_A2,0.8648941516876221,1651.899658203125,0.0,0,301.40087890625,8,8,22,30
301.5149230957031,2018-01-01,STANDARD,R_A2,0.23126821219921112,1653.60009765625,0.0,0,301.5149230957031,9,9,22,30
301.62896728515625,2018-01-01,STANDARD,R_A2,0.17305749654769897,1655.300537109375,0.0,0,301.62896728515625,10,10,22,30
301.7541809082031,2018-01-01,STANDARD,R_A2,0.07374946027994156,1657.167236328125,0.0,0,301.7541809082031,11,11,22,30
301.8905334472656,2018-01-01,STANDARD,R_A2,0.11866303533315659,1659.2003173828125,0.0,0,301.8905334472656,12,12,22,30
302.0268859863281,2018-01-01,STANDARD,R_A2,0.450356662273407,1661.2332763671875,0.0,0,302.0268859863281,13,13,22,30
302.16326904296875,2018-01-01,STANDARD,R_A2,0.4983882009983063,1663.266357421875,0.0,0,302.16326904296875,14,14,22,30
302.29962158203125,2018-01-01,STANDARD,R_A2,0.9393849968910217,1665.29931640625,0.0,0,302.29962158203125,15,15,22,30
302.488525390625,2018-01-01,STANDARD,R_A2,0.9571398496627808,1668.115234375,0.0,0,302.488525390625,16,15,22,29
302.63177490234375,2018-01-01,STANDARD,R_A2,0.9706140756607056,1670.250732421875,0.0,0,302.63177490234375,17,16,22,29
302.7750549316406,2018-01-01,STANDARD,R_A2,0.9587938189506531,1672.38623046875,0.0,0,302.7750549316406,18,17,22,29
302.8894348144531,2018-01-01,STANDARD,R_A2,0.995695948600769,1674.091064453125,0.0,0,302.8894348144531,19,18,22,29
302.9918212890625,2018-01-01,STANDARD,R_A2,1.0,1675.617431640625,0.0,0,302.9918212890625,20,27,22,29
303.4267578125,2018-01-01,STANDARD,R_A2,1.0,1677.395751953125,0.0,0,303.4267578125,21,28,22,29
303.59527587890625,2018-01-01,STANDARD,R_A2,1.0,1679.174072265625,0.0,0,303.59527587890625,22,29,22,29
303.7637939453125,2018-01-01,STANDARD,R_A2,1.0,1680.9525146484375,0.0,0,303.7637939453125,23,30,22,29
303.93231201171875,2018-01-01,STANDARD,R_A2,1.0,1682.7308349609375,0.0,0,303.93231201171875,24,31,22,29
298.445556640625,2018-01-01,STANDARD,R_A3,0.6481541991233826,1607.81640625,0.0,0,298.445556640625,1,1,28,41
298.58538818359375,2018-01-01,STANDARD,R_A3,0.196470245718956,1609.903076171875,0.0,0,298.58538818359375,2,2,28,41
298.7252502441406,2018-01-01,STANDARD,R_A3,0.1968955248594284,1611.98974609375,0.0,0,298.7252502441406,3,3,28,41
298.8650817871094,2018-01-01,STANDARD,R_A3,0.17120465636253357,1614.0762939453125,0.0,0,298.8650817871094,4,4,28,41
299.00494384765625,2018-01-01,STANDARD,R_A3,0.6481541991233826,1616.1630859375,0.0,0,299.00494384765625,5,5,28,41
299.1448059082031,2018-01-01,STANDARD,R_A3,0.14914566278457642,1618.249755859375,0.0,0,299.1448059082031,6,6,28,41
298.637451171875,2018-01-01,STANDARD,R_A3,0.20659607648849487,1610.679931640625,0.0,0,298.637451171875,7,6,29,41
298.7732238769531,2018-01-01,STANDARD,R_A3,0.19696882367134094,1612.7054443359375,0.0,0,298.7732238769531,8,7,29,41
298.9089660644531,2018-01-01,STANDARD,R_A3,0.2010970562696457,1614.7310791015625,0.0,0,298.9089660644531,9,8,29,41
299.04473876953125,2018-01-01,STANDARD,R_A3,0.8014414310455322,1616.7567138671875,0.0,0,299.04473876953125,10,9,29,41
299.1805114746094,2018-01-01,STANDARD,R_A3,0.801324188709259,1618.7823486328125,0.0,0,299.1805114746094,11,10,29,41
299.32861328125,2018-01-01,STANDARD,R_A3,0.048597387969493866,1620.9918212890625,0.0,0,299.32861328125,12,11,29,41
299.4890441894531,2018-01-01,STANDARD,R_A3,0.0568150170147419,1623.3853759765625,0.0,0,299.4890441894531,13,12,29,41
299.6495056152344,2018-01-01,STANDARD,R_A3,0.37549954652786255,1625.77880859375,0.0,0,299.6495056152344,14,13,29,41
299.8099365234375,2018-01-01,STANDARD,R_A3,0.3649084270000458,1628.1722412109375,0.0,0,299.8099365234375,15,14,29,41
299.97039794921875,2018-01-01,STANDARD,R_A3,0.7974144816398621,1630.565673828125,0.0,0,299.97039794921875,16,15,29,41
300.0809326171875,2018-01-01,STANDARD,R_A3,0.7850820422172546,1632.21435546875,0.0,0,300.0809326171875,17,16,29,41
300.2276611328125,2018-01-01,STANDARD,R_A3,0.6836233735084534,1634.403076171875,0.0,0,300.2276611328125,18,27,29,41
300.4605712890625,2018-01-01,STANDARD,R_A3,0.19565695524215698,1637.876708984375,0.0,0,300.4605712890625,19,28,29,41
300.6934814453125,2018-01-01,STANDARD,R_A3,0.25316929817199707,1641.350341796875,0.0,0,300.6934814453125,20,29,29,41
300.9263916015625,2018-01-01,STANDARD,R_A3,0.6526989936828613,1644.8240966796875,0.0,0,300.9263916015625,21,30,29,41
301.1593322753906,2018-01-01,STANDARD,R_A3,0.06360938400030136,1648.2977294921875,0.0,0,301.1593322753906,22,31,29,41
